Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
86,Nick Collison\collini01,PF,25,SEA,66,1448,14,0.556,0.008,0.287,11.8,19,15.4,8.1,0.8,1.9,14.8,16.1,,2.2,0.1,2.3,0.075,,-1.1,-2.1,-3.2,-0.4
87,Brian Cook\cookbr01,PF,25,LAL,81,1535,15.6,0.578,0.164,0.198,6.8,14.2,10.5,8.3,1.3,1.6,9.9,18.3,,3,1.5,4.5,0.142,,0.2,-0.3,-0.1,0.7
88,Jamal Crawford\crawfja01,SG,25,NYK,79,2555,15.5,0.544,0.333,0.406,1.7,10.2,5.9,20.9,1.8,0.5,14.4,21.5,,3.7,0.8,4.5,0.084,,1.6,-1.1,0.5,1.6
89,Austin Croshere\croshau01,PF,30,IND,50,1148,15.2,0.618,0.491,0.358,6.4,19.8,13.3,9.1,1,0.4,12.7,15.3,,2.5,1.7,4.1,0.173,,1.5,0.6,2.1,1.2
90,Eddy Curry\curryed01,C,23,NYK,72,1865,17,0.604,0,0.814,9.4,18.9,14.1,1.9,0.8,2.5,18.1,24.1,,2.3,1,3.3,0.084,,-0.5,-1.6,-2.1,0
91,Samuel Dalembert\dalemsa01,C,24,PHI,66,1761,14.2,0.568,0.003,0.358,10.6,25.4,18,2.2,1,6.9,20,13.8,,0.9,2.6,3.6,0.097,,-2.9,1.2,-1.8,0.1
92,Erick Dampier\dampier01,C,30,DAL,82,1934,13.9,0.531,0,0.62,17.3,22.4,19.9,4,0.8,4.2,20.7,13.4,,1.9,2.9,4.8,0.119,,-1.5,-0.1,-1.7,0.2
93,Antonio Daniels\daniean01,SG,30,WAS,80,2283,13.7,0.55,0.184,0.611,0.9,8,4.4,19.2,1.2,0.3,11.3,15.4,,4.3,0.9,5.3,0.111,,0.1,-0.8,-0.7,0.8
94,Marquis Daniels\daniema01,SG,25,DAL,62,1766,14.9,0.535,0.037,0.357,5.6,9.6,7.6,16.2,2.1,0.6,14.4,18.3,,2.4,1.7,4.2,0.114,,0.1,0.4,0.5,1.1
95,Antonio Davis\davisan01,PF-C,37,TOT,44,940,8.3,0.479,0.005,0.426,11.5,15.5,13.5,3.5,1.3,0.9,18.4,13.4,,0,0.4,0.3,0.017,,-3.2,-1,-4.3,-0.5
95,Antonio Davis\davisan01,PF,37,NYK,36,749,8.9,0.487,0.006,0.384,12,15.9,14,3,1.4,1,18.8,13.8,,0,0.3,0.4,0.024,,-3.1,-0.9,-4.1,-0.4
95,Antonio Davis\davisan01,C,37,TOR,8,191,5.9,0.44,0,0.645,9.2,14,11.5,5.4,0.8,0.4,16.7,11.6,,-0.1,0,0,-0.011,,-3.5,-1.5,-5.1,-0.1
96,Baron Davis\davisba01,PG,26,GSW,54,1971,18.3,0.489,0.376,0.336,2.5,11.1,6.7,42.6,2.3,0.5,13.9,25.9,,2.4,2,4.4,0.106,,2.8,-0.2,2.6,2.3
97,Dale Davis\davisda01,C,36,DET,28,178,9.9,0.425,0.042,0.625,13.9,21.6,17.7,4.8,0,3.7,11.6,9.2,,0.1,0.3,0.4,0.108,,-3.3,-0.2,-3.5,-0.1
98,Josh Davis\davisjo02,PF,25,TOT,6,17,13.6,0.361,0.286,0.429,20.4,7.1,13.7,8.8,6,0,10.7,24.8,,0,0,0,0.018,,-2,0.2,-1.7,0
98,Josh Davis\davisjo02,PF,25,MIL,4,12,5.2,0.25,0.25,0,19.4,10.1,14.9,12.5,4.4,0,20,19,,0,0,0,-0.089,,-6.3,-0.3,-6.6,0
98,Josh Davis\davisjo02,PF,25,HOU,1,0,,,,,,,,,,,,,,0,0,0,,,-1000,0,-1000,0
