Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
7,Ray Allen*\allenra02,SG,32,BOS,73,2624,16.4,0.584,0.458,0.24,3.6,8.3,6.1,14.6,1.3,0.5,10.4,21.6,,5.6,4.1,9.7,0.177,,2.9,0.2,3,3.3
8,Tony Allen\allento01,SG,26,BOS,75,1373,10.7,0.527,0.147,0.465,3.1,11,7.3,13.1,2.4,1.3,18.9,19.6,,-0.1,2.8,2.7,0.093,,-3.4,1.7,-1.7,0.1
9,Lance Allred\allrela01,C,26,CLE,3,10,-1,0.307,0,0.5,0,11.8,5.7,0,0,0,0,22.1,,0,0,0,-0.125,,-8.1,-3,-11.1,0
10,Morris Almond\almonmo01,SG,22,UTA,9,39,2,0.368,0.267,0.4,0,6.2,3.1,10.5,1.3,0,10.2,22.5,,-0.1,0,-0.1,-0.081,,-9.1,-2.9,-12,-0.1
11,Rafer Alston\alstora01,PG,31,HOU,74,2526,13.2,0.492,0.44,0.148,1.3,10.2,5.8,25.2,2.1,0.5,14,20.7,,1,4,5,0.095,,-0.5,1,0.5,1.6
12,Lou Amundson\amundlo01,PF,25,PHI,16,64,7.4,0.472,0,0.438,12.9,9.4,11.1,0,0.8,1.2,9.5,14.9,,0,0,0.1,0.043,,-6.3,-2.1,-8.5,-0.1
13,Chris Andersen\anderch01,C,29,NOH,5,34,6.1,0.342,0,0.571,6.7,24.6,15.5,0,0,9.2,10.2,13.3,,-0.1,0.1,0,0.012,,-6.7,0.2,-6.5,0
14,Derek Anderson\anderde01,SG,33,CHA,28,396,10,0.497,0.416,0.304,2.6,12.6,7.5,17.8,1.6,0.2,15,19.3,,0,0.3,0.3,0.032,,-2.6,-0.7,-3.2,-0.1
15,Carmelo Anthony\anthoca01,SF,23,DEN,77,2806,21.1,0.568,0.111,0.398,7,14.9,11,16.1,1.7,1,12.7,30.2,,5.2,3,8.2,0.14,,2.5,-0.9,1.6,2.5
16,Joel Anthony\anthojo01,PF,25,MIA,24,498,8.8,0.521,0,0.817,9,13.4,11.2,0.9,1,5,17.2,9.4,,0.1,0.4,0.6,0.054,,-5.3,-0.3,-5.5,-0.4
17,Gilbert Arenas\arenagi01,PG,26,WAS,13,425,18.2,0.529,0.398,0.49,1.6,12.8,7,27.4,2.9,0.2,17.1,31.1,,0.2,0.4,0.6,0.07,,2.3,0.1,2.4,0.5
18,Trevor Ariza\arizatr01,SF,22,TOT,35,546,16.1,0.568,0.132,0.551,6.4,15.4,11.1,11.8,2.9,1.5,12,15.6,,0.9,0.9,1.8,0.157,,0.4,2.3,2.8,0.7
18,Trevor Ariza\arizatr01,SF,22,ORL,11,115,12.7,0.479,0.097,0.484,5.2,18.3,12,10.7,2.2,1.9,11.7,17,,0,0.2,0.2,0.085,,-1.7,3.1,1.4,0.1
18,Trevor Ariza\arizatr01,SF,22,LAL,24,431,17.1,0.594,0.143,0.571,6.7,14.6,10.8,12,3,1.3,12,15.3,,0.9,0.7,1.6,0.176,,1,2.1,3.1,0.6
19,Darrell Armstrong\armstda01,PG,39,NJN,50,549,8.7,0.499,0.627,0.273,3.6,10.6,7.1,20.5,2.7,0.3,25,13.7,,-0.2,0.5,0.3,0.024,,-3.5,0.8,-2.7,-0.1
20,Hilton Armstrong\armsthi01,C,23,NOH,65,732,7.7,0.498,0,0.473,10.1,16,13,4.4,1.1,3.6,24.8,15.1,,-0.5,1,0.5,0.032,,-6.3,0.5,-5.8,-0.7
21,Carlos Arroyo\arroyca01,PG,28,ORL,62,1269,12.8,0.547,0.241,0.293,0.9,9,5.1,26.6,1.1,0.1,16.4,17,,1.7,1.1,2.8,0.107,,-0.5,-0.4,-0.9,0.3
22,Chucky Atkins\atkinch01,SG,33,DEN,24,352,8.9,0.449,0.648,0.074,0.9,8.4,4.8,18.7,1.2,0.2,7.4,16.4,,0.1,0.2,0.3,0.04,,-1.8,-1.1,-3,-0.1
23,James Augustine\augusja01,PF,23,ORL,25,149,10.8,0.533,0,0.235,12.9,10.4,11.6,2.1,1.7,1,13.8,13.4,,0.1,0.2,0.3,0.098,,-2.5,-0.3,-2.8,0
24,Kelenna Azubuike\azubuke01,SG,24,GSW,81,1732,13.5,0.534,0.332,0.235,6.4,14,10,6.1,1.3,1.4,8.2,17.2,,2.3,1.1,3.4,0.094,,0,-0.9,-0.8,0.5
25,Renaldo Balkman\balkmre01,SF,23,NYK,65,952,11.5,0.492,0.065,0.511,9.6,16.4,12.9,6.5,2.4,2.4,14,12.5,,0.4,0.9,1.3,0.065,,-2.9,1,-1.8,0
26,Marcus Banks\banksma01,PG,26,TOT,36,569,12.6,0.579,0.534,0.183,0.9,8.3,4.6,17.7,1.3,1.6,15.2,19.7,,0.5,0.3,0.8,0.068,,-0.8,-0.7,-1.5,0.1
26,Marcus Banks\banksma01,PG,26,PHO,24,310,10.1,0.539,0.596,0.147,1.2,5.7,3.6,11.3,1.3,1.7,12.1,19.1,,0.1,0.2,0.3,0.046,,-2,-0.8,-2.8,-0.1
26,Marcus Banks\banksma01,PG,26,MIA,12,259,15.5,0.631,0.451,0.232,0.5,11.3,5.8,25.5,1.2,1.5,18.9,20.4,,0.4,0.1,0.5,0.093,,0.6,-0.5,0.1,0.1
27,Leandro Barbosa\barbole01,SG,25,PHO,82,2421,15.8,0.575,0.413,0.209,2,8.2,5.4,13.5,1.5,0.5,9.5,22.8,,3.9,1.6,5.5,0.109,,1.1,-0.9,0.2,1.4
28,J.J. Barea\bareajo01,PG,23,DAL,44,460,11.7,0.515,0.318,0.206,1,10.5,5.9,20.6,1.6,0.2,15.9,22.3,,0,0.5,0.5,0.052,,-1.7,-0.2,-1.9,0
29,Andrea Bargnani\bargnan01,PF,22,TOR,78,1861,10.6,0.495,0.36,0.233,3.2,15.2,9.2,7.4,0.7,1.6,9.9,22.5,,-0.3,1.6,1.4,0.036,,-2.5,-1.2,-3.7,-0.8
30,Matt Barnes\barnema02,PF,27,GSW,73,1414,12.9,0.51,0.41,0.179,6.8,18.1,12.3,13.5,1.6,1.9,15.1,16.7,,1,1.3,2.3,0.077,,-0.5,0.3,-0.2,0.6
31,Andre Barrett\barrean01,PG,25,LAC,4,25,12.5,0.51,0.6,0.4,0,4.7,2.3,44.3,0,0,14.5,12.7,,0,0,0,0.078,,1.5,-1.7,-0.2,0
32,Earl Barron\barroea01,C,26,MIA,46,889,9.4,0.446,0.04,0.266,8.9,17.9,13.3,5.8,1.1,0.7,11.6,22,,-1,0.6,-0.4,-0.019,,-5,-2.2,-7.2,-1.2
33,Brent Barry\barrybr01,SF,36,SAS,31,554,16.7,0.655,0.7,0.125,2.6,9,5.9,16.1,1.7,0.4,9.6,16.1,,1.5,0.8,2.3,0.203,,2.4,1.2,3.6,0.8
34,Brandon Bass\bassbr01,C,22,DAL,79,1557,15.9,0.564,0.008,0.4,9.2,16.3,12.9,6.1,0.8,2.3,12.4,19.8,,2.4,1.9,4.3,0.132,,-0.2,-0.2,-0.4,0.6
35,Maceo Baston\bastoma01,PF,32,TOR,15,103,17.6,0.697,0,0.4,10.3,19.7,14.9,4.6,1,3.2,12,15.3,,0.3,0.1,0.4,0.201,,-1.4,0.5,-0.9,0
36,Shane Battier\battish01,SF,29,HOU,80,2907,11.7,0.561,0.596,0.163,5.2,10.5,7.9,8,1.4,2.3,10.5,11.7,,3.6,4.6,8.2,0.135,,0,1.9,2,2.9
37,Marco Belinelli\belinma01,SG,21,GSW,33,241,8.2,0.49,0.441,0.097,1.3,5.1,3.1,8.8,1,0,11,19.1,,0,0,0,-0.002,,-2.2,-2.4,-4.6,-0.2
38,Charlie Bell\bellch01,SG,28,MIL,68,1628,10.9,0.49,0.447,0.179,2.1,10.3,6,19.9,1.7,0.1,12.7,16.6,,1,0.3,1.3,0.038,,-1.4,-1.1,-2.5,-0.2
39,Raja Bell\bellra01,SG,31,PHO,75,2646,10.5,0.561,0.583,0.121,2.2,9,5.9,8.6,1,0.7,7.6,14.5,,3,1.5,4.5,0.082,,-0.3,-0.5,-0.8,0.8
40,Mike Bibby\bibbymi01,PG,29,TOT,48,1573,14.5,0.515,0.411,0.166,1.2,10.6,6,30.9,1.8,0.2,15.5,22,,1.1,0.9,2.1,0.063,,0.4,-1.6,-1.3,0.3
40,Mike Bibby\bibbymi01,PG,29,SAC,15,473,13.5,0.494,0.318,0.161,2.8,11,7,26.3,2,0.3,15.6,23,,0,0.3,0.3,0.035,,-0.2,-1,-1.2,0.1
40,Mike Bibby\bibbymi01,PG,29,ATL,33,1100,14.9,0.526,0.455,0.168,0.5,10.4,5.5,32.9,1.7,0.1,15.5,21.5,,1.1,0.6,1.7,0.076,,0.7,-1.9,-1.3,0.2
41,Andris Biedriņš\biedran01,C,21,GSW,76,2078,19.2,0.637,0,0.344,12.7,26.2,19.1,5.2,1.3,3.3,12,14.4,,5.4,2.6,8,0.185,,1.1,0.1,1.1,1.6
42,Chauncey Billups\billuch01,PG,31,DET,78,2522,23.6,0.619,0.39,0.498,2,8.1,5,34.7,2.2,0.5,13,23,,10.2,3.4,13.5,0.257,,6.5,1.2,7.7,6.2
43,Steve Blake\blakest01,PG,27,POR,81,2424,12,0.518,0.466,0.1,1.5,7.9,4.7,27.1,1.2,0.1,14.5,15.3,,2.5,1.3,3.8,0.075,,0.1,-0.6,-0.5,0.9
44,Andray Blatche\blatcan01,PF,21,WAS,82,1675,15.5,0.512,0.024,0.287,11.2,18.8,14.9,9.2,1.7,5.7,15.6,19.7,,0.8,2.1,3,0.085,,-2.4,0.7,-1.7,0.1
45,Mark Blount\blounma01,C,32,MIA,69,1542,11.4,0.505,0.085,0.268,5.3,15.3,10.2,4.8,1.1,1.8,10.8,19.8,,-0.3,1,0.7,0.021,,-2.9,-1.2,-4,-0.8
46,Keith Bogans\boganke01,SG,27,ORL,82,2198,10.9,0.559,0.696,0.187,2.3,11.3,7,7.1,1.4,0.3,7.7,14.4,,2.6,2.3,4.9,0.106,,0.1,0.5,0.6,1.4
47,Andrew Bogut\bogutan01,C,23,MIL,78,2720,17.5,0.532,0.008,0.354,10.2,23.4,16.5,12.4,1.2,3.9,14.1,20.2,,2.6,2.3,4.8,0.085,,0,0,0,1.4
48,Matt Bonner\bonnema01,PF,27,SAS,68,853,12.4,0.525,0.471,0.151,7.4,19,13.3,6.2,0.9,1.5,11.2,19.6,,0.5,1.5,2,0.11,,-1.8,0.3,-1.5,0.1
49,Josh Boone\boonejo01,PF,23,NJN,70,1773,14.8,0.543,0,0.5,12.5,20.8,16.6,5.3,1.1,2.7,11.4,15.4,,1.9,1.8,3.7,0.1,,-0.9,-0.9,-1.8,0.1
50,Calvin Booth\boothca01,C,31,PHI,31,204,7.1,0.382,0,0.37,3.5,18.8,11.1,5.4,1.6,7,11.3,7.8,,-0.1,0.4,0.3,0.065,,-5.5,3.2,-2.3,0
51,Carlos Boozer\boozeca01,PF,26,UTA,81,2827,21.9,0.581,0.001,0.303,8.6,27.7,18.2,14.2,1.8,1.2,12.5,26.6,,5.9,4.3,10.2,0.173,,2.5,0.3,2.8,3.5
52,Chris Bosh\boshch01,C,23,TOR,67,2425,23.8,0.588,0.024,0.544,8.4,20.1,14.2,12.1,1.4,2.2,10.7,27.7,,7,3.1,10.1,0.2,,4,0.4,4.4,3.9
53,Bruce Bowen\bowenbr01,SF,36,SAS,81,2448,7,0.527,0.502,0.161,1.6,9.6,5.6,5.5,1.2,0.7,9.1,9.9,,0.9,3.4,4.4,0.085,,-2.9,1.5,-1.4,0.4
54,Ryan Bowen\bowenry01,SF,32,NOH,53,660,9.9,0.505,0.01,0.29,9.5,8.2,8.9,5.2,2.6,1.3,11.7,9,,0.6,0.8,1.5,0.107,,-2.5,1.8,-0.8,0.2
55,Earl Boykins\boykiea01,PG,31,CHA,36,577,10,0.467,0.256,0.343,1.8,5,3.4,26,1.2,0,17.2,19,,-0.1,0.1,0,0.001,,-2,-2.8,-4.8,-0.4
56,Elton Brand\brandel01,PF,28,LAC,8,274,18,0.523,0,0.412,8.8,18.2,13.5,11.2,0.6,4.1,11.2,25.5,,0.2,0.3,0.5,0.08,,0.3,-0.6,-0.3,0.1
57,Corey Brewer\breweco01,SF,21,MIN,79,1803,8.3,0.429,0.074,0.226,5.1,13.9,9.4,9.1,2.2,1.1,14.3,15.6,,-1.4,1.2,-0.2,-0.005,,-4.2,0.1,-4.1,-1
58,Ronnie Brewer\brewero02,SG,22,UTA,76,2088,18.4,0.612,0.079,0.405,5.7,7,6.4,9.7,3.2,0.7,8.5,17.5,,5.4,2.4,7.8,0.178,,2.2,1.6,3.8,3.1
59,Primož Brezec\brezepr01,C,28,TOT,50,475,5.4,0.502,0,0.426,7.3,12.6,10,3.5,0.3,1.2,17.7,13.3,,-0.1,0.3,0.2,0.017,,-6.1,-1.2,-7.3,-0.6
59,Primož Brezec\brezepr01,C,28,CHA,20,267,1.5,0.409,0,0.116,6,13,9.5,3.3,0,0.9,24.9,10.3,,-0.4,0.1,-0.3,-0.054,,-7.1,-1.7,-8.8,-0.5
59,Primož Brezec\brezepr01,C,28,DET,17,98,10.8,0.705,0,1.077,8.5,14.7,11.6,6.2,1.1,1.6,20.7,11.6,,0.2,0.1,0.3,0.148,,-4.1,1.7,-2.4,0
59,Primož Brezec\brezepr01,C,28,TOR,13,110,10.2,0.508,0,0.553,9.6,9.8,9.7,1.4,0.5,1.5,7.8,22,,0.1,0.1,0.2,0.072,,-5.4,-2.6,-8.1,-0.2
60,Aaron Brooks\brookaa01,PG,23,HOU,51,608,13.1,0.535,0.484,0.218,2.5,7.9,5.2,23.5,1.1,0.6,15.1,21.8,,0.6,0.8,1.4,0.112,,-0.5,0.2,-0.2,0.3
61,Andre Brown\brownan01,PF,26,MEM,33,286,13.5,0.502,0,0.628,14.4,21.8,18,4.4,1.2,1,12.3,17.7,,0.2,0.2,0.4,0.068,,-2.5,-2.2,-4.7,-0.2
62,Devin Brown\brownde02,SG,29,CLE,78,1762,11.3,0.494,0.275,0.267,4.1,13.2,8.5,16.1,1.6,0.3,14.3,17.8,,0.6,1.7,2.4,0.064,,-2.1,-0.1,-2.1,-0.1
63,Kwame Brown\brownkw01,C,25,TOT,38,713,10.1,0.497,0,0.69,8.1,20.8,14.7,9,1.6,2.3,21.6,14.6,,-0.3,1,0.6,0.043,,-3.3,1,-2.3,0
63,Kwame Brown\brownkw01,C,25,LAL,23,509,9.7,0.503,0,0.621,7,20.9,14.3,7.7,1.6,2.7,22,14.6,,-0.3,0.8,0.5,0.047,,-3.3,1.4,-1.9,0
63,Kwame Brown\brownkw01,C,25,MEM,15,204,11.1,0.482,0,0.872,10.9,20.5,15.7,12.3,1.5,1.4,20.6,14.8,,0,0.2,0.1,0.034,,-3.2,0,-3.2,-0.1
64,P.J. Brown\brownpj01,PF,38,BOS,18,209,10.2,0.406,0.024,0.39,17.6,21,19.4,6.9,1.3,3.1,17.2,12.9,,0,0.5,0.5,0.116,,-3.5,0.9,-2.7,0
65,Shannon Brown\brownsh01,SG,22,TOT,21,240,6.3,0.411,0.238,0.23,2.8,6.9,4.7,12.8,2.4,1,14.7,30.7,,-0.8,0.3,-0.5,-0.102,,-5.7,-2.1,-7.9,-0.4
65,Shannon Brown\brownsh01,SG,22,CLE,15,218,8.1,0.433,0.261,0.207,2.5,7,4.7,14.1,2.4,0.4,13.6,29.2,,-0.5,0.2,-0.2,-0.052,,-4.4,-1.5,-5.9,-0.2
65,Shannon Brown\brownsh01,SG,22,CHI,6,22,-11.8,0.255,0.067,0.4,5,5.3,5.1,0,2.3,7.1,22.1,45.5,,-0.3,0,-0.3,-0.592,,-19,-8.4,-27.4,-0.1
66,Kobe Bryant*\bryanko01,SG,29,LAL,82,3192,24.2,0.576,0.246,0.439,3.4,14.1,9,23.9,2.4,0.9,11.3,31.4,,9.5,4.3,13.8,0.208,,5.2,0.6,5.8,6.3
67,Greg Buckner\buckngr01,SG,31,MIN,31,520,7.2,0.489,0.427,0.188,2.2,12.7,7.2,10.8,2.1,0.3,18.6,13.5,,-0.2,0.3,0.1,0.008,,-4.4,0.2,-4.1,-0.3
68,Caron Butler\butleca01,SF,27,WAS,58,2314,20.7,0.558,0.196,0.278,4.6,15.4,9.8,21.9,3,0.7,12.4,24,,4.8,2.4,7.2,0.15,,3,1.1,4.1,3.5
69,Rasual Butler\butlera01,SF,28,NOH,51,875,8.8,0.46,0.512,0.119,2.1,11.5,6.7,5.9,0.9,1.9,3.5,15.1,,0.3,0.8,1.2,0.063,,-1.8,-0.1,-1.9,0
70,Andrew Bynum\bynuman01,C,20,LAL,35,1008,22.6,0.659,0,0.397,12.1,26.6,19.6,9.6,0.6,5.1,13,17.5,,3,1.8,4.8,0.23,,2.9,1.3,4.2,1.6
71,José Calderón\caldejo01,PG,26,TOR,82,2484,20.5,0.607,0.26,0.17,1.6,9.7,5.6,42.3,1.9,0.2,14.2,16.8,,8.1,2.2,10.2,0.197,,4.1,0.4,4.5,4.1
72,Marcus Camby\cambyma01,C,33,DEN,79,2758,17.2,0.498,0.031,0.318,9.2,31.1,20.3,12.9,1.5,7.3,14,13,,2.6,5.9,8.5,0.148,,0.1,3.3,3.4,3.8
73,Brian Cardinal\cardibr01,PF,30,MEM,37,440,7.3,0.461,0.643,0.151,6.6,18,12.2,7.4,1.1,0.3,14.6,15.9,,-0.2,0.2,0,0.003,,-3.9,-1.3,-5.2,-0.4
74,Rodney Carney\carnero01,SF,23,PHI,70,1039,12.1,0.478,0.306,0.207,5.7,11.4,8.5,5,2,1.8,7.4,20,,0.4,1.2,1.6,0.075,,-1.4,-0.3,-1.7,0.1
75,Matt Carroll\carroma01,SG,27,CHA,80,2016,10.7,0.554,0.409,0.234,1.9,11.1,6.4,5.8,1.2,0.7,8.2,16.1,,1.9,1,3,0.071,,-1.2,-0.8,-2,0
76,Anthony Carter\cartean01,PG,32,DEN,70,1960,12.8,0.531,0.271,0.179,1.5,9.4,5.5,27.4,2.6,1,19.5,13.8,,1.6,2.2,3.8,0.092,,-1.2,1.2,-0.1,1
77,Vince Carter\cartevi01,SG,31,NJN,76,2959,18.8,0.55,0.212,0.333,4.4,13.4,8.9,25.2,1.6,0.9,10.9,25.6,,5.5,2.2,7.7,0.126,,2.6,-0.3,2.4,3.3
78,Sam Cassell\cassesa01,PG,38,TOT,55,1274,15.4,0.517,0.143,0.271,1.6,10.8,6.2,31.5,1.5,0.4,14,25.1,,0.7,1.1,1.8,0.067,,-0.3,-0.7,-0.9,0.3
78,Sam Cassell\cassesa01,PG,38,LAC,38,975,16.8,0.535,0.134,0.296,1.4,11.1,6.2,35,1.5,0.2,14.7,25.2,,0.8,0.6,1.4,0.069,,0.5,-0.9,-0.4,0.4
78,Sam Cassell\cassesa01,PG,38,BOS,17,299,11,0.461,0.169,0.192,2.1,9.8,6.2,19.9,1.6,0.8,11.9,24.9,,-0.1,0.5,0.4,0.061,,-2.9,0.2,-2.6,0
79,Tyson Chandler\chandty01,C,25,NOH,79,2783,17.5,0.632,0.002,0.488,13.2,26.1,19.5,4.4,0.9,2.4,15.6,14.5,,5.9,4.1,10,0.172,,0.7,-0.2,0.4,1.7
80,Wilson Chandler\chandwi01,SF,20,NYK,35,685,11.7,0.48,0.124,0.223,6.1,15.3,10.6,8.1,1.1,1.8,9.2,19.2,,0.2,0.4,0.5,0.038,,-2.9,-1.1,-4,-0.3
81,Josh Childress\childjo01,SF,24,ATL,76,2274,17.8,0.647,0.105,0.48,9,10.2,9.6,8.5,1.6,1.4,12.4,15.8,,6,1.5,7.6,0.16,,2.3,-0.3,2,2.3
82,Jarron Collins\collija03,C,29,UTA,70,702,6.1,0.515,0.012,0.902,7,13.1,10.1,6.8,0.7,0.7,16.1,8.7,,0.5,0.5,1,0.07,,-3.3,-0.1,-3.4,-0.3
83,Jason Collins\collija04,C,29,TOT,74,1172,3.4,0.481,0.009,0.655,6.2,11.1,8.7,3.1,1,1.6,24.8,7.4,,-0.5,0.6,0.1,0.005,,-6.7,0,-6.7,-1.4
83,Jason Collins\collija04,C,29,NJN,43,684,2,0.43,0,0.667,5.9,9.2,7.5,4,0.8,0.9,24.8,6.2,,-0.3,0.3,0,-0.002,,-6.8,-0.2,-7,-0.9
83,Jason Collins\collija04,C,29,MEM,31,488,5.4,0.528,0.017,0.644,6.6,13.9,10.2,1.7,1.2,2.5,24.8,9.2,,-0.2,0.3,0.1,0.015,,-6.4,0.2,-6.2,-0.5
84,Mardy Collins\collima01,SG,23,NYK,46,634,5.9,0.378,0.183,0.217,3.3,10.4,6.7,21.4,2,1,22.6,17.5,,-1.4,0.3,-1,-0.079,,-5.5,-0.9,-6.4,-0.7
85,Nick Collison\collini01,PF,27,SEA,78,2223,15,0.537,0.003,0.261,12.5,23.3,17.9,7.9,1.1,1.9,14.2,16.2,,2.2,2.3,4.5,0.098,,-1.2,-0.2,-1.4,0.3
86,Mike Conley\conlemi01,PG,20,MEM,53,1381,12.6,0.502,0.206,0.278,1.7,9.7,5.6,25.3,1.6,0.1,15.2,18.8,,0.6,0.5,1.1,0.038,,-1.6,-1.3,-3,-0.3
87,Brian Cook\cookbr01,PF,27,TOT,51,629,8.6,0.489,0.491,0.09,5.3,14.2,10,6.8,1.1,1.4,13.8,20.5,,-0.4,0.7,0.4,0.029,,-3.1,-0.7,-3.8,-0.3
87,Brian Cook\cookbr01,PF,27,LAL,6,70,1.2,0.308,0.476,0.19,6.6,9.1,7.9,5.6,1.4,0,14.9,16.9,,-0.2,0.1,-0.1,-0.087,,-5.6,-1.9,-7.5,-0.1
87,Brian Cook\cookbr01,PF,27,ORL,45,559,9.5,0.508,0.493,0.08,5.2,14.8,10.2,6.9,1,1.6,13.7,21,,-0.2,0.7,0.5,0.044,,-2.8,-0.5,-3.3,-0.2
88,Daequan Cook\cookda02,SG,20,MIA,59,1441,7.9,0.48,0.463,0.111,1.6,13.3,7.4,9.1,0.8,0.5,10.5,19.8,,-1,0.6,-0.4,-0.013,,-3.4,-1.9,-5.2,-1.2
89,Jamal Crawford\crawfja01,SG,27,NYK,80,3190,16,0.528,0.355,0.274,1.3,6.3,3.7,22,1.3,0.4,11,24.6,,4.6,0.4,5,0.076,,2.1,-1.8,0.3,1.9
90,Javaris Crittenton\crittja01,SG,20,TOT,50,679,11,0.499,0.159,0.446,4.5,13.7,9.1,11.7,1.4,0.2,16.5,21.8,,-0.3,0.4,0.1,0.004,,-2.7,-1.4,-4.1,-0.4
90,Javaris Crittenton\crittja01,SG,20,LAL,22,171,11,0.551,0.057,0.528,4.7,8.7,6.8,15.7,2.1,0,25.2,22.5,,-0.1,0.2,0,0.013,,-3.2,-1.2,-4.3,-0.1
90,Javaris Crittenton\crittja01,SG,20,MEM,28,508,11,0.483,0.189,0.422,4.4,15.4,9.8,10.3,1.2,0.3,13.4,21.6,,-0.2,0.2,0,0.001,,-2.5,-1.5,-4,-0.3
91,Austin Croshere\croshau01,PF,32,GSW,44,457,13.2,0.573,0.445,0.234,7.4,17.3,12.2,9,0.9,1,12.7,16,,0.8,0.3,1.1,0.112,,-0.2,-0.8,-1.1,0.1
92,Eddy Curry\curryed01,C,25,NYK,59,1530,15,0.578,0,0.551,8,12.6,10.2,3.8,0.5,1.5,15.7,23.5,,1.3,0.4,1.7,0.053,,-0.8,-2,-2.8,-0.3
93,Samuel Dalembert\dalemsa01,C,26,PHI,82,2724,15.6,0.556,0.002,0.398,13.1,24,18.5,2.5,0.8,5.6,16.6,15.4,,2.6,4.3,6.9,0.121,,-1.5,0.5,-1,0.7
94,Erick Dampier\dampier01,C,32,DAL,72,1755,15.3,0.645,0,0.527,14.1,21.2,17.8,5.4,0.7,4.4,19,11.2,,3.3,2.8,6,0.165,,-0.2,1.2,1.1,1.4
95,Antonio Daniels\daniean01,PG,32,WAS,71,2161,13.7,0.549,0.166,0.49,1.2,10,5.5,24,1.7,0.1,14.3,13.5,,3.5,1,4.5,0.099,,-0.4,-0.3,-0.8,0.7
96,Marquis Daniels\daniema01,SG,27,IND,74,1546,11.6,0.487,0.182,0.248,4.6,10.5,7.5,14.1,2.5,0.9,15.3,20.6,,-0.7,1.6,0.9,0.028,,-2.7,0.3,-2.4,-0.1
97,Jermareo Davidson\davidje01,SF,23,CHA,38,322,9.8,0.437,0,0.224,7.5,14.7,11.1,6.9,1.1,3.5,11,21.9,,-0.4,0.3,-0.1,-0.012,,-4.6,-0.6,-5.2,-0.3
98,Baron Davis\davisba01,PG,28,GSW,82,3196,19.8,0.523,0.344,0.278,3.1,10.1,6.4,29.7,2.9,1,11.9,25.6,,5.9,2.8,8.7,0.131,,3.2,0.3,3.6,4.5
99,Glen Davis\davisgl01,C,22,BOS,69,940,11.3,0.545,0,0.679,12.8,13.5,13.2,4.6,1.7,1.7,18.5,17.4,,0.6,1.9,2.5,0.128,,-3.6,0.7,-3,-0.2
100,Paul Davis\davispa01,PF,23,LAC,22,194,9,0.389,0,0.154,14.8,13.2,14,8.8,1.6,2.3,11.5,18.6,,-0.2,0.2,0,-0.007,,-5,-0.5,-5.5,-0.2
101,Ricky Davis\davisri01,SF,28,MIA,82,2963,12,0.534,0.343,0.203,2.2,12.2,7.1,16.4,1.6,0.4,15.3,20,,0.3,1.6,1.9,0.03,,-1,-1,-2,0
