Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
15,Chucky Atkins\atkinch01,PG,25,ORL,82,1626,14.4,0.489,0.22,0.179,1.3,7.1,4.2,30.9,1.6,0.1,15.1,24.3,,1.1,1.3,2.4,0.072,,0.6,-1.4,-0.8,0.5
16,Stacey Augmon\augmost01,SG,31,POR,59,692,12.2,0.51,0.011,0.314,7.5,12,9.9,11.9,2.1,1.2,16,15.8,,0.5,1,1.5,0.102,,-1.5,1,-0.5,0.3
17,Isaac Austin\austiis01,C,30,WAS,59,1173,10.2,0.481,0.011,0.389,6.2,21.7,13.8,10,0.8,2.3,20.6,19.6,,-0.9,0.9,0,0.001,,-3.1,-0.1,-3.2,-0.4
18,Anthony Avent\aventan01,PF,30,LAC,49,377,5.5,0.368,0,0.333,6.6,15.6,10.9,4.5,2.2,2.7,17.9,15.8,,-0.7,0.2,-0.5,-0.065,,-6.9,-0.5,-7.4,-0.5
19,William Avery\averywi01,PG,20,MIN,59,484,6.7,0.391,0.348,0.199,1.9,7.8,4.8,26.2,1.5,0.3,17.6,22.3,,-0.8,0.3,-0.5,-0.046,,-4.3,-2,-6.3,-0.5
20,Toby Bailey\baileto01,SG,24,PHO,46,449,10.8,0.483,0.071,0.464,6.6,11.2,8.9,10.3,1.5,0.6,12.5,18.9,,0.2,0.6,0.8,0.088,,-3,-0.1,-3.1,-0.1
21,Vin Baker\bakervi01,C,28,SEA,79,2849,14,0.5,0.007,0.365,8.6,14.7,11.6,8.6,0.8,1.6,14,23.6,,1.2,2.2,3.5,0.059,,-1.6,-1.5,-3,-0.7
22,Charles Barkley*\barklch01,PF,36,HOU,20,620,19.8,0.534,0.117,0.495,13.1,24.4,18.9,17.3,1.2,0.4,14,22.3,,1.3,0.6,1.9,0.148,,2.5,-0.5,2,0.6
23,Dana Barros\barroda01,PG,32,BOS,72,1139,15.1,0.552,0.331,0.175,1.2,9.1,5,19.4,1.4,0.3,12.3,20.4,,2,0.5,2.4,0.103,,1.7,-1.4,0.3,0.7
24,Brent Barry\barrybr01,SG,28,SEA,80,2726,14.6,0.609,0.564,0.222,2,13.1,7.5,16,1.9,0.8,15.5,14.9,,4.9,2.5,7.5,0.131,,1,0.9,1.8,2.6
25,Drew Barry\barrydr01,PG,26,TOT,16,159,9.5,0.582,0.545,0.152,0,8.4,4,31.3,0.6,0,27,13.1,,0.2,0,0.1,0.042,,-2.6,-2.2,-4.8,-0.1
25,Drew Barry\barrydr01,PG,26,GSW,8,85,10.1,0.583,0.5,0.111,0,10.5,4.9,30.7,1.2,0,24.1,12.3,,0.1,0,0.1,0.055,,-3,-0.6,-3.6,0
25,Drew Barry\barrydr01,PG,26,ATL,8,74,8.8,0.582,0.6,0.2,0,5.9,3,32,0,0,30,14,,0.1,0,0,0.027,,-2.1,-4,-6.1,-0.1
26,Jon Barry\barryjo01,SG,30,SAC,62,1281,15.9,0.623,0.445,0.335,3.1,9.9,6.5,16.7,2.8,0.4,17.6,15.7,,2.6,1.6,4.2,0.157,,0.8,2,2.8,1.5
27,Tony Battie\battito01,C,23,BOS,82,1505,15.1,0.515,0.017,0.329,10.9,20.6,15.5,6.7,1.6,3.5,11.3,17.1,,2,1.7,3.8,0.12,,-1.3,-0.1,-1.4,0.2
28,Jonathan Bender\bendejo01,SF,19,IND,24,130,7.6,0.397,0.171,0.343,3.6,14.1,9.1,3.9,0.4,2.5,8,30.6,,-0.3,0.1,-0.2,-0.074,,-7.5,-3.1,-10.6,-0.3
29,Benoit Benjamin\benjabe01,C,35,CLE,3,8,5.5,0.333,0,0,0,14.1,7,0,0,9,0,16.3,,0,0,0,-0.036,,-6,-0.3,-6.3,0
30,Corey Benjamin\benjaco01,SG,21,CHI,48,862,9.7,0.479,0.254,0.234,2.8,9.3,6,13.1,1.9,1.9,16.1,24.4,,-1,0.7,-0.2,-0.013,,-3.1,-0.7,-3.9,-0.4
31,Mario Bennett\bennema01,PF,26,LAC,1,3,-25.5,0,0,0,36,38.5,37.2,0,0,0,0,44.4,,-0.1,0,-0.1,-0.859,,-25.2,-19.1,-44.2,0
32,Travis Best\besttr01,PG,27,IND,82,1691,16.5,0.569,0.166,0.339,1.1,8.1,4.7,26.3,2.3,0.2,14.2,20.2,,3.5,1.6,5.1,0.145,,0,0.7,0.7,1.2
33,Mike Bibby\bibbymi01,PG,21,VAN,82,3155,16.7,0.521,0.206,0.242,2.8,8.9,5.8,36.2,2.2,0.3,17.8,20,,4.5,1.1,5.6,0.086,,1.9,-1.3,0.6,2.1
34,Chauncey Billups\billuch01,SG,23,DEN,13,305,10.5,0.465,0.406,0.436,2.8,9.4,6.1,19.4,1.7,0.4,16.6,20.6,,0,0.2,0.1,0.023,,-2.3,-0.4,-2.6,0
35,Mookie Blaylock\blaylmo01,PG,32,GSW,73,2459,15.1,0.468,0.36,0.114,2.2,9.8,5.8,31.8,3,0.6,14,17.5,,1.9,1.4,3.3,0.065,,0.7,0.2,0.9,1.8
36,Corie Blount\blounco01,PF,31,PHO,38,446,9,0.517,0.022,0.371,13.2,14.9,14.1,3.3,1.7,1.1,21.3,13,,0.1,0.7,0.8,0.09,,-4.4,0.2,-4.2,-0.2
37,Muggsy Bogues\boguemu01,PG,35,TOR,80,1731,12.5,0.517,0.142,0.243,1.6,7.4,4.4,26,1.9,0.2,13,11.6,,2.7,0.9,3.7,0.102,,-1.5,-0.1,-1.6,0.2
38,Etdrick Bohannon\bohanet01,PF,26,TOT,13,118,10.5,0.615,0,1.846,12,17.6,14.7,6.3,0.9,3.5,29.8,12.7,,0.1,0.1,0.1,0.059,,-4.7,-0.9,-5.6,-0.1
38,Etdrick Bohannon\bohanet01,PF,26,NYK,2,5,7.8,0.852,,,24.5,0,11.9,0,0,0,53.2,35.6,,0,0,0,-0.049,,-9.8,-5.5,-15.3,0
38,Etdrick Bohannon\bohanet01,PF,26,LAC,11,113,10.6,0.596,0,1.538,11.5,18.4,14.8,6.6,0.9,3.6,26.8,11.7,,0.1,0.1,0.2,0.064,,-4.5,-0.7,-5.2,-0.1
39,Calvin Booth\boothca01,C,23,WAS,11,143,11.9,0.403,0,0.304,11.9,13.8,12.9,7.6,1.1,7.1,10.3,18,,0,0.2,0.1,0.043,,-3.9,0.1,-3.8,-0.1
40,Lazaro Borrell\borrela01,SF,27,SEA,17,167,15,0.457,0.048,0.175,9.1,17.3,13.1,9.7,1.8,1.3,8.1,19.5,,0.1,0.2,0.3,0.079,,-0.3,-0.9,-1.2,0
41,Cal Bowdler\bowdlca01,SF,22,ATL,46,423,10,0.463,0.009,0.33,5.7,16.3,11,5.2,1.7,1.4,13.8,16,,-0.1,0.3,0.2,0.027,,-3.4,-0.3,-3.7,-0.2
42,Bruce Bowen\bowenbr01,SF,28,TOT,69,878,6.7,0.46,0.299,0.222,3.5,8.7,6.2,5.8,1.4,1.2,8.2,12.1,,0.2,0.9,1.2,0.064,,-3.1,0.8,-2.4,-0.1
42,Bruce Bowen\bowenbr01,SF,28,PHI,42,311,6,0.377,0.027,0.164,4.9,7.9,6.4,7.7,1.5,1.2,6,11.7,,-0.1,0.3,0.3,0.039,,-4,1.1,-2.8,-0.1
42,Bruce Bowen\bowenbr01,SF,28,MIA,27,567,7.1,0.509,0.463,0.256,2.8,9.1,6.1,4.7,1.3,1.3,9.4,12.2,,0.3,0.6,0.9,0.078,,-2.7,0.6,-2.1,0
43,Ryan Bowen\bowenry01,SF,24,DEN,52,589,11.8,0.467,0.077,0.453,13.7,7.3,10.5,4.9,3.4,1.5,9.1,11.4,,0.8,0.6,1.4,0.111,,-1.7,1.5,-0.2,0.3
44,Ira Bowman\bowmair01,SG,26,PHI,11,20,13.3,0.868,0,1,0,11.2,5.5,7.6,2.6,0,25.8,8.5,,0,0,0.1,0.128,,0.3,3.4,3.6,0
45,Earl Boykins\boykiea01,PG,23,TOT,26,261,20,0.547,0.172,0.198,5.1,6.1,5.6,34.6,2.3,0.3,11.9,23.8,,0.6,0.2,0.8,0.153,,3.8,0,3.9,0.4
45,Earl Boykins\boykiea01,PG,23,ORL,1,8,44,0.75,0,0,13.7,0,6.8,87.8,0,0,0,21,,0.1,0,0.1,0.582,,19,2.8,21.8,0
45,Earl Boykins\boykiea01,PG,23,CLE,25,253,19.2,0.54,0.179,0.205,4.8,6.3,5.5,32.9,2.4,0.3,12.2,23.9,,0.5,0.2,0.7,0.139,,3.4,0,3.3,0.4
46,Shawn Bradley\bradlsh01,C,27,DAL,77,1901,17,0.521,0.009,0.268,9.1,18.9,14,4.7,1.9,6.8,10.7,16.1,,2.3,2.7,5.1,0.128,,-1,1.9,0.8,1.4
47,A.J. Bramlett\bramlaj01,C,23,CLE,8,61,-0.4,0.19,0,0,21.7,18.5,20.1,0,0.8,0,12.5,17.1,,-0.2,0.1,-0.2,-0.129,,-9.2,-6.7,-15.9,-0.2
48,Elton Brand\brandel01,PF,20,CHI,81,2999,20.6,0.528,0.002,0.41,13.3,18.4,15.8,11.8,1.2,3.3,12.9,27,,4.2,3.3,7.5,0.121,,2.2,-0.9,1.3,2.5
49,Terrell Brandon\brandte01,PG,29,MIN,71,2587,20.8,0.535,0.127,0.2,2,8.8,5.4,39.1,2.7,0.8,14,23,,5.8,2.8,8.6,0.159,,3.9,0.3,4.3,4.1
50,Chucky Brown\brownch01,PF,31,TOT,63,1096,9.5,0.476,0.03,0.159,3.7,13.2,8.6,9.9,0.9,1.1,11.4,16.5,,0,1.3,1.3,0.059,,-3.1,0.1,-3,-0.3
50,Chucky Brown\brownch01,PF,31,SAS,30,602,10,0.501,0.017,0.176,2.2,11.9,7.3,11.2,0.7,1.1,12.9,16.7,,0.1,0.8,0.9,0.073,,-2.5,0.3,-2.2,0
50,Chucky Brown\brownch01,PF,31,CHH,33,494,8.9,0.447,0.046,0.138,5.6,14.7,10.2,8.3,1.2,1.1,9.5,16.2,,-0.1,0.6,0.4,0.041,,-3.9,-0.2,-4.1,-0.3
51,Dee Brown\brownde01,PG,31,TOR,38,673,11.8,0.498,0.725,0.062,1.4,7.7,4.5,20.7,1.9,0.5,12.8,20,,0.4,0.4,0.8,0.057,,0.4,-0.9,-0.5,0.3
52,Marcus Brown\brownma01,SG,25,DET,6,45,1.1,0.336,0.5,0.143,7.7,10.3,9,9.8,0,0,16.8,17.5,,-0.1,0,-0.1,-0.095,,-6.7,-2.6,-9.3,-0.1
53,P.J. Brown\brownpj01,PF,30,MIA,80,2302,15.3,0.516,0.001,0.237,11.4,18.4,15.1,10.3,1.5,1.9,11.9,17.1,,3.3,3.6,6.9,0.143,,-0.3,0.6,0.3,1.4
54,Randy Brown\brownra02,PG,31,CHI,59,1625,7.3,0.402,0.014,0.193,1.6,8.9,5.2,22.6,2,0.7,18.2,16.2,,-2,1.2,-0.8,-0.024,,-4.6,-0.2,-4.8,-1.2
55,Rick Brunson\brunsri01,PG,27,NYK,37,289,7,0.456,0.186,0.257,1.3,9.6,5.5,26.9,1.7,0.3,28.5,17.9,,-0.4,0.3,-0.1,-0.018,,-4.8,0,-4.8,-0.2
56,Kobe Bryant*\bryanko01,SG,21,LAL,66,2524,21.7,0.546,0.122,0.341,4.6,12.9,8.8,22.4,2.2,1.7,11.8,26.8,,6.1,4.5,10.6,0.202,,3.5,1.6,5.1,4.5
57,Mark Bryant\bryanma01,PF,34,CLE,75,1712,8.9,0.547,0,0.272,8.1,14.9,11.5,5.5,0.9,1.3,18.3,12,,1,1.4,2.4,0.067,,-3.4,-0.2,-3.5,-0.7
58,Greg Buckner\buckngr01,SG,23,DAL,48,923,12.1,0.527,0.112,0.27,6.6,13.7,10.1,8.6,2.1,1.5,12.1,14.2,,1,0.8,1.8,0.094,,-2.2,0.7,-1.5,0.1
59,Jud Buechler\buechju01,SF,31,DET,58,657,8.2,0.409,0.532,0.045,5.3,10.7,8,7.3,1.9,1.8,7.6,11.5,,0,0.5,0.5,0.037,,-1.2,0.5,-0.7,0.2
60,Rodney Buford\buforro01,SG,22,MIA,34,386,11.2,0.457,0.192,0.146,3.1,10.9,7.2,9.2,1.4,1.5,5.3,20.5,,0.1,0.5,0.6,0.072,,-2.5,-0.5,-3,-0.1
61,Matt Bullard\bullama01,PF,32,HOU,56,1024,11.9,0.541,0.521,0.088,1.5,13.4,7.6,9.9,0.9,0.8,9.2,16.7,,1.3,0.6,1.8,0.087,,0.3,-0.6,-0.3,0.4
62,Scott Burrell\burresc01,SF,29,NJN,74,1336,14.2,0.511,0.554,0.119,5.2,16.5,10.6,8.6,2.6,2.3,7.9,16,,1.7,1.5,3.2,0.115,,0.2,0.9,1.1,1
63,Jason Caffey\caffeja01,PF,26,GSW,71,2159,12.4,0.515,0.003,0.511,8.7,15.2,11.7,9.1,1.4,0.7,17.1,19.4,,0.7,0.9,1.6,0.035,,-2.3,-1.7,-4,-1.1
64,Michael Cage\cagemi01,C,38,NJN,20,242,12.6,0.533,0,0.125,14.6,22.8,18.6,5.3,1.7,2.3,13.6,5.4,,0.4,0.3,0.7,0.14,,-0.6,0.1,-0.4,0.1
65,Marcus Camby\cambyma01,C,25,NYK,59,1548,19,0.529,0.004,0.469,13.7,21.3,17.7,5.4,1.5,5.7,11.2,19.6,,2.6,3.2,5.9,0.182,,0.5,1.9,2.3,1.7
66,Elden Campbell\campbel01,C,31,CHH,78,2538,14.6,0.5,0.007,0.432,7.6,18.3,13.1,8.5,1.1,4.1,11.4,19.7,,1.7,3.9,5.5,0.105,,-1.5,0.6,-0.9,0.7
67,Antoine Carr\carran01,SF,38,VAN,21,221,7.5,0.477,0,0.219,4.3,13.1,8.7,5.3,0.7,1.9,11.4,16.3,,0,0.1,0.1,0.019,,-4.4,-0.8,-5.1,-0.2
68,Chris Carr\carrch01,SF-SG,25,TOT,57,1166,10.8,0.482,0.204,0.252,4,13.4,8.6,15,1.4,0.9,17.5,26.1,,-1.2,0.9,-0.3,-0.012,,-2.2,-1.5,-3.8,-0.5
68,Chris Carr\carrch01,SG,25,GSW,7,74,11.1,0.471,0.242,0.576,6.7,12.1,9.2,6.6,0,1,10.8,26.4,,0,0,0,0.029,,-2.3,-2.7,-5,-0.1
68,Chris Carr\carrch01,SF,25,CHI,50,1092,10.8,0.483,0.201,0.229,3.8,13.5,8.6,15.5,1.5,0.9,18,26,,-1.2,0.9,-0.3,-0.015,,-2.2,-1.5,-3.7,-0.5
69,Anthony Carter\cartean01,PG,24,MIA,79,1859,11,0.442,0.045,0.244,3.1,9,6.2,31.7,2.7,0.2,23.5,18.5,,-1,2.4,1.4,0.036,,-3,0.2,-2.7,-0.4
70,Vince Carter\cartevi01,SF,23,TOR,82,3126,23.4,0.543,0.139,0.325,5.2,12.1,8.5,20.5,1.8,2.1,8.4,30,,9.1,2.7,11.8,0.182,,5.6,-0.1,5.5,5.9
71,Sam Cassell\cassesa01,PG,30,MIL,81,2899,21.1,0.551,0.077,0.38,2.8,9.3,6.1,41.1,1.8,0.2,16.4,25,,8.4,0.8,9.2,0.152,,3.6,-1.4,2.2,3.1
72,Kelvin Cato\catoke01,C,25,HOU,65,1581,15.9,0.574,0.01,0.517,7.4,19.9,13.8,2.7,1.1,5.1,12.6,15.7,,2.3,2,4.2,0.128,,-1.1,1,-0.1,0.7
73,Duane Causwell\causwdu01,C,31,MIA,25,185,14.1,0.614,0,1.027,7.2,21.5,14.7,1.7,0.6,6.3,15.7,16.1,,0.3,0.4,0.7,0.171,,-3.7,2,-1.7,0
74,Cedric Ceballos\cebalce01,SF,30,DAL,69,2064,18.1,0.516,0.134,0.248,9,15,12,7.4,1.4,0.8,10.1,26.4,,2.7,1.3,4,0.094,,1.2,-2.2,-1,0.5
75,John Celestand\celesjo01,PG,22,LAL,16,185,2.7,0.388,0.2,0.133,0.6,5.7,3.2,15.2,1.9,0,25.1,15.1,,-0.4,0.2,-0.1,-0.038,,-7.7,0.1,-7.6,-0.3
76,Rex Chapman\chapmre01,SG,32,PHO,53,957,9.4,0.491,0.384,0.244,1.2,8,4.7,9.9,1.2,0.1,9.7,18.1,,0.4,1,1.4,0.072,,-2,-0.2,-2.2,-0.1
77,Calbert Cheaney\cheanca01,SG,28,BOS,67,1309,6.7,0.473,0.198,0.077,1.9,10.6,6,9,1.7,0.8,14,10.9,,0,0.8,0.8,0.029,,-3.8,0.1,-3.7,-0.6
78,Pete Chilcutt\chilcpe01,PF,31,TOT,56,601,8.9,0.46,0.205,0.063,8.7,16.5,12.5,6.9,1.3,1.2,13.3,11.3,,0.2,0.4,0.6,0.046,,-2.7,-0.8,-3.5,-0.2
78,Pete Chilcutt\chilcpe01,PF,31,UTA,26,224,5.7,0.374,0.161,0.032,8.3,14.9,11.7,6.9,1.2,1.4,12.5,14.8,,-0.2,0.2,0,0.005,,-4.5,-0.4,-4.9,-0.2
78,Pete Chilcutt\chilcpe01,PF,31,CLE,6,30,4.4,0,0,0,14.7,18.8,16.8,4.4,0,0,0,2.9,,0,0,0,0.037,,-3.5,-1.4,-4.9,0
78,Pete Chilcutt\chilcpe01,PF,31,LAC,24,347,11.3,0.556,0.254,0.095,8.4,17.3,12.7,7.2,1.5,1.2,14.4,9.8,,0.4,0.1,0.5,0.074,,-1.5,-1,-2.4,0
79,Chris Childs\childch01,PG,32,NYK,71,1675,8.6,0.491,0.291,0.165,1.2,8.9,5.2,26.4,1.2,0.2,21.5,13.8,,0.4,1.7,2.1,0.061,,-2.9,0.5,-2.4,-0.2
80,Doug Christie\chrisdo01,SG,29,TOR,73,2264,15.8,0.526,0.36,0.283,3,11.4,7,23,2.3,1.3,14.4,19.6,,3,2,5.1,0.108,,1.1,0.2,1.4,1.9
81,Keon Clark\clarkke01,C,24,DEN,81,1850,15.9,0.573,0.015,0.333,9.5,20.4,14.9,6.2,1.2,4.2,17.1,17.2,,2,2.2,4.2,0.109,,-1,0.8,-0.2,0.8
82,Keith Closs\closske01,C,23,LAC,57,820,14.1,0.514,0.015,0.396,8.5,16,12.2,5,0.8,6,12.8,14.4,,0.6,0.5,1.1,0.062,,-1.9,-0.1,-2,0
83,Derrick Coleman\colemde01,PF,32,CHH,74,2347,18.9,0.541,0.144,0.385,6.1,23.8,15.1,13.5,0.7,3.8,13.1,25.2,,2.7,3.8,6.5,0.133,,1.2,0.5,1.6,2.2
84,Bimbo Coles\colesbi01,PG,31,ATL,80,1924,12.9,0.494,0.064,0.171,1.7,8.1,4.9,24.6,1.6,0.4,13.6,17.4,,1.8,0.5,2.3,0.058,,-1.6,-0.6,-2.2,-0.1
85,Marty Conlon\conloma01,C,32,LAC,3,9,9.6,0.5,0,0,12,12.8,12.4,0,0,0,0,9.9,,0,0,0,0.06,,-2.9,-5.9,-8.8,0
86,Tyrone Corbin\corbity01,SF,37,SAC,54,941,7.9,0.415,0.178,0.158,4.4,13.9,9.1,8.7,1.8,0.3,9.9,13,,-0.1,1.1,0.9,0.048,,-3.6,0.9,-2.7,-0.2
87,Chris Crawford\crawfch01,PF,24,ATL,55,668,11.9,0.476,0.118,0.354,8.4,7.9,8.1,8,1.3,1.6,12.3,20,,0.4,0.2,0.6,0.043,,-1.9,-1.3,-3.2,-0.2
88,Austin Croshere\croshau01,PF,24,IND,81,1885,16.7,0.553,0.266,0.354,8.3,21.8,15.3,7.6,1.2,2.1,13.8,21.1,,2.8,2.6,5.4,0.138,,0.7,0,0.7,1.3
89,John Crotty\crottjo01,PG,30,DET,69,937,12.5,0.557,0.319,0.371,2.1,7.2,4.6,20.9,1.4,0.4,15.6,16.2,,1.5,0.4,1.9,0.099,,-0.2,-0.8,-0.9,0.2
90,Terry Cummings\cummite01,PF,38,GSW,22,398,14,0.474,0,0.22,11.2,17.4,14.1,9.3,1.6,1.4,12.2,23.4,,0.2,0.3,0.4,0.049,,-2.3,-1.1,-3.4,-0.1
91,Vonteego Cummings\cummivo01,PG,23,GSW,75,1793,12.9,0.484,0.231,0.258,3.1,7.9,5.4,22.6,2.6,0.5,15.3,20.2,,0.7,0.7,1.3,0.036,,-1.2,-0.5,-1.7,0.2
92,Bill Curley\curlebi01,SF-PF,27,TOT,28,309,6.5,0.481,0.015,0.368,6,11.6,8.6,6.8,2.1,0.9,21,13.7,,-0.1,0.2,0,0.003,,-5.9,-0.4,-6.3,-0.3
92,Bill Curley\curlebi01,PF,27,HOU,4,50,5.2,0.545,0,0,9.2,8.8,9,0,2,0,26.7,13.2,,0,0,0,-0.006,,-7.1,-0.7,-7.8,-0.1
92,Bill Curley\curlebi01,SF,27,GSW,24,259,6.8,0.471,0.018,0.439,5.4,12.1,8.5,8.1,2.1,1.1,20,13.8,,-0.1,0.1,0,0.005,,-5.7,-0.3,-6,-0.3
93,Dell Curry\curryde01,SG,35,TOR,67,1095,14.9,0.542,0.533,0.07,1.1,9.4,5.1,14.1,1.5,0.6,7.9,20.5,,1.6,0.6,2.2,0.098,,1.9,-1.1,0.8,0.8
94,Michael Curry\currymi01,SG,31,DET,82,1611,8.6,0.559,0.013,0.443,1.5,6,3.7,8.3,1,0.2,13.9,14.3,,1.6,0.5,2,0.06,,-3.2,-0.8,-4,-0.8
95,Erick Dampier\dampier01,C,24,GSW,21,495,9.6,0.427,0,0.295,9.6,19.5,14.2,6.2,0.8,2.1,12.9,19.1,,-0.3,0.3,-0.1,-0.006,,-4.7,-1.9,-6.6,-0.6
96,Antonio Daniels\daniean01,SG,24,SAS,68,1195,15.2,0.541,0.192,0.294,1.6,6.4,4.1,24.4,2.4,0.3,13,17.2,,1.9,1.7,3.6,0.144,,0.3,1.2,1.5,1
97,Kornél Dávid\davidko01,SF,28,TOT,32,474,10.7,0.493,0.019,0.357,6.3,13.8,10,7,1.9,0.5,15.4,20.7,,-0.1,0.4,0.3,0.033,,-3.5,-0.9,-4.3,-0.3
97,Kornél Dávid\davidko01,SF,28,CHI,26,443,10.2,0.492,0.02,0.351,5.7,13.7,9.6,7.1,1.6,0.3,15.4,20.9,,-0.1,0.4,0.2,0.025,,-3.6,-1.3,-4.9,-0.3
97,Kornél Dávid\davidko01,SF,28,CLE,6,31,16.9,0.511,0,0.444,14.2,14.6,14.4,5.2,6.5,2.3,15.7,17.9,,0,0.1,0.1,0.154,,-1.2,4.8,3.7,0
98,Antonio Davis\davisan01,C,31,TOR,79,2479,15.1,0.52,0,0.521,10.3,21.5,15.7,6.7,0.8,2.8,12.1,17.8,,3.5,2.6,6.1,0.118,,-1,-1,-2,0
99,Baron Davis\davisba01,PG,20,CHH,82,1523,12.9,0.486,0.256,0.353,3.6,8.4,6.1,32.6,3.3,0.9,21.9,18.9,,-0.1,2.2,2.1,0.065,,-2,1.2,-0.8,0.5
100,Ben Davis\davisbe01,PF,27,PHO,5,22,8.5,0.333,0,0,15.5,29.8,22.8,13.2,2.3,3.3,33.3,18,,-0.1,0.1,0,-0.033,,-6.5,1.6,-4.9,0
101,Dale Davis\davisda01,C,30,IND,74,2127,17.4,0.537,0,0.337,14,24,19.2,4.8,1.3,2.9,11.6,16.7,,3.8,3.3,7.1,0.161,,0.7,0.1,0.8,1.5
102,Emanual Davis\davisem01,PG,31,SEA,54,701,10.2,0.458,0.468,0.173,2.3,13.4,7.8,14.9,2.8,0.5,15.7,17.7,,-0.3,0.8,0.5,0.037,,-3,1.2,-1.9,0
103,Hubert Davis\davishu01,PG,29,DAL,79,1817,10.8,0.585,0.36,0.166,1,6.9,4,11.2,0.7,0.1,12.3,13.8,,2.5,0,2.5,0.067,,-0.4,-1.6,-2,0
104,Mark Davis\davisma02,SF,26,GSW,23,464,9.8,0.453,0.015,0.343,6.6,12.8,9.5,12.8,2.7,0.6,20.2,17.9,,-0.4,0.3,-0.1,-0.012,,-3.9,-0.8,-4.6,-0.3
105,Ricky Davis\davisri01,SG,20,CHH,48,570,15.3,0.542,0.021,0.273,5.9,10.4,8.2,18.9,2.7,1,18,20.1,,0.3,0.8,1.1,0.092,,-0.6,0.3,-0.3,0.2
