Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
15,Chucky Atkins\atkinch01,PG,29,BOS,24,793,14,0.53,0.446,0.217,0.4,5.9,3.2,27.3,1.7,0.1,13.9,18.2,,1.2,0.3,1.5,0.091,,0.7,-1.4,-0.7,0.3
16,Stacey Augmon\augmost01,SF,35,NOH,69,1416,10,0.486,0.02,0.401,4.1,10.1,7,10,2.1,0.8,15.7,15.6,,0.4,1.3,1.6,0.056,,-3.1,0.3,-2.8,-0.3
17,Vin Baker\bakervi01,PF,32,TOT,54,1313,14.8,0.53,0.007,0.363,10,14.4,12.2,9,1.1,1.9,13.3,20.1,,1.7,1.1,2.8,0.101,,-1,-1.1,-2.1,0
17,Vin Baker\bakervi01,PF,32,BOS,37,1000,16.1,0.547,0.003,0.336,8.9,15,12,9.8,1.1,1.8,12,19.7,,1.7,0.8,2.5,0.119,,0.1,-1,-0.8,0.3
17,Vin Baker\bakervi01,PF,32,NYK,17,313,10.5,0.476,0.02,0.455,13.5,12.4,12.9,6.4,1.2,2.2,17.4,21.3,,0,0.3,0.3,0.043,,-4.5,-1.7,-6.2,-0.3
18,Marcus Banks\banksma01,PG,22,BOS,81,1385,11,0.48,0.195,0.296,2.5,8.4,5.5,21.3,3.3,0.7,20,20.5,,-0.6,1.4,0.7,0.026,,-3.4,0.4,-3,-0.4
19,Leandro Barbosa\barbole01,PG,21,PHO,70,1500,12.7,0.553,0.447,0.13,1.7,7.6,4.7,18,3.2,0.3,19.5,18.6,,0.9,1,1.9,0.061,,-1.3,0.5,-0.8,0.5
20,Matt Barnes\barnema02,SF,23,LAC,38,724,10.6,0.519,0.094,0.442,8.3,15.5,11.9,10.6,2,0.3,21.1,12.8,,0.4,0.3,0.7,0.045,,-1.4,-0.7,-2.2,0
21,Dana Barros\barroda01,SG,36,BOS,1,11,17.8,0.773,0,0.667,0,0,0,0,0,0,0,16,,0.1,0,0.1,0.256,,-1.7,-4.7,-6.4,0
22,Brent Barry\barrybr01,SG,32,SEA,59,1803,18.3,0.668,0.59,0.258,1.4,11.9,6.7,30.5,2.5,0.7,22.6,15.8,,4.9,0.7,5.7,0.151,,3.2,0.1,3.2,2.4
23,Jon Barry\barryjo01,SG,34,DEN,57,1101,14.6,0.535,0.465,0.239,2.5,10.2,6.3,20.6,2.7,0.5,13.9,15.2,,1.7,1.1,2.8,0.122,,0.8,1.2,2,1.1
24,Mengke Bateer\bateeme01,C,28,TOR,7,40,7.2,0.571,0,0,14.3,8.7,11.5,4.4,1.4,0,22.2,10.9,,0,0,0.1,0.09,,-5.6,0.3,-5.3,0
25,Tony Battie\battito01,C,27,TOT,73,1478,11.9,0.482,0.023,0.232,9,18.1,13.6,6.4,0.9,3.3,13,14.8,,0.8,1.4,2.3,0.074,,-2.2,-0.1,-2.4,-0.1
25,Tony Battie\battito01,C,27,BOS,23,501,11.7,0.517,0.009,0.282,9.1,17.7,13.5,6.9,0.8,3.1,15.4,14.1,,0.4,0.5,0.8,0.081,,-2.1,-0.4,-2.4,-0.1
25,Tony Battie\battito01,C,27,CLE,50,977,12,0.466,0.03,0.21,8.9,18.3,13.6,6.1,1,3.4,11.8,15.2,,0.4,1,1.4,0.07,,-2.3,0,-2.3,-0.1
26,Shane Battier\battish01,SF,25,MEM,79,1947,15.3,0.544,0.343,0.302,5.9,11.8,8.8,8.4,2.7,2.2,8.3,15.5,,3.5,2.3,5.9,0.145,,1.1,1.5,2.6,2.3
27,Lonny Baxter\baxtelo01,C-PF,25,TOT,62,766,12.6,0.518,0.014,0.364,9.4,18.5,13.9,4.8,1.2,2.8,13.6,17.2,,0.5,1,1.5,0.094,,-3.3,0.1,-3.2,-0.2
27,Lonny Baxter\baxtelo01,PF,25,CHI,14,147,12.4,0.571,0.02,0.163,8,18.3,13,6.5,0.4,3,17.3,19.3,,0.1,0.1,0.2,0.07,,-4,-0.7,-4.7,-0.1
27,Lonny Baxter\baxtelo01,C,25,TOR,36,487,12.6,0.491,0.008,0.438,9.9,18.8,14.3,3.8,1.6,2.7,12.6,17.4,,0.2,0.8,1,0.095,,-3.5,0.3,-3.1,-0.1
27,Lonny Baxter\baxtelo01,PF,25,WAS,12,132,12.9,0.55,0.031,0.375,9.1,17.5,13.2,6.6,0.8,2.7,11.8,14.2,,0.2,0.1,0.3,0.116,,-1.9,0,-1.9,0
28,Jerome Beasley\beaslje01,PF,23,MIA,2,5,5.9,0.333,0,0,0,23.6,11.7,0,0,0,0,28.2,,0,0,0,-0.117,,-1.8,-3.4,-5.2,0
29,Raja Bell\bellra01,SG,27,UTA,82,2020,12.7,0.5,0.206,0.308,3.6,11.3,7.4,10.2,1.7,0.5,10.8,23.6,,2.2,1.5,3.7,0.088,,-1.2,-0.8,-2,0
30,Troy Bell\belltr01,PG,23,MEM,6,34,-4.5,0.285,0.222,0.167,9.9,3.4,6.6,18.7,1.5,0,23.7,33.5,,-0.2,0,-0.2,-0.326,,-13,-6.5,-19.6,-0.2
31,Jonathan Bender\bendejo01,SF,23,IND,21,271,15.7,0.584,0.208,0.443,3.9,13.7,8.7,6.5,1,3.1,20.7,27.8,,0.1,0.4,0.5,0.087,,-0.8,-0.7,-1.5,0
32,Travis Best\besttr01,PG,31,DAL,61,762,10.1,0.445,0.116,0.267,2.4,7.5,4.9,19.5,2.1,0.4,14.7,12.9,,0.5,0.2,0.7,0.044,,-2.8,-0.2,-3,-0.2
33,Mike Bibby\bibbymi01,PG,25,SAC,82,2980,19.3,0.564,0.323,0.319,2.6,7.8,5.3,24.5,1.9,0.4,11.6,22.9,,8,1.3,9.3,0.151,,3.4,-1,2.4,3.3
34,Chauncey Billups\billuch01,PG,27,DET,78,2758,18.6,0.55,0.336,0.462,1.5,10,5.8,29.3,1.7,0.2,13.6,23.5,,7.1,4.2,11.3,0.198,,3.1,0.5,3.6,3.9
35,Steve Blake\blakest01,PG,23,WAS,75,1392,10.9,0.509,0.496,0.165,1.4,8.2,4.7,25.8,2.1,0.4,22.7,17.9,,0.1,0.7,0.7,0.026,,-1.5,-1.2,-2.7,-0.2
36,Corie Blount\blounco01,PF-C,35,TOT,62,1050,11.9,0.462,0.012,0.107,10.1,19.1,14.5,9,2.5,1.7,14,13.3,,0.3,1.6,1.9,0.085,,-2.5,1,-1.4,0.1
36,Corie Blount\blounco01,PF,35,CHI,46,756,13.9,0.478,0.015,0.117,10.7,19.3,14.9,10.3,2.6,1.9,13.9,14.9,,0.3,1.1,1.4,0.091,,-1.5,1,-0.5,0.3
36,Corie Blount\blounco01,C,35,TOR,16,294,6.9,0.393,0,0.064,8.6,18.5,13.5,5.6,2.1,1.2,14.2,9.3,,-0.1,0.5,0.4,0.069,,-5,1.3,-3.8,-0.1
37,Mark Blount\blounma01,C,28,BOS,82,2402,16,0.601,0,0.366,10.1,17.9,14,5.4,1.7,3.4,17.6,16.1,,3.7,2.9,6.5,0.131,,-0.6,0.1,-0.5,0.9
38,Keith Bogans\boganke01,SF,23,ORL,73,1787,11,0.499,0.412,0.227,6.6,13.7,10.1,8.7,1.4,0.4,13.1,14.5,,1.3,0,1.3,0.034,,-0.5,-2,-2.4,-0.2
39,Calvin Booth\boothca01,C,27,SEA,71,1206,13.6,0.521,0.007,0.324,8.5,18.8,13.7,3.7,0.8,6.3,12,14.4,,1.3,0.9,2.2,0.088,,-2.2,0.3,-1.8,0
40,Carlos Boozer\boozeca01,PF,22,CLE,75,2592,20.8,0.567,0.007,0.317,9.8,26.8,18.3,10.3,1.5,1.5,11.6,20,,6.1,3.4,9.4,0.174,,2.4,-0.2,2.1,2.7
41,Curtis Borchardt\borchcu01,C,23,UTA,16,258,7.9,0.454,0.018,0.321,6.2,20,13,9.8,0.9,4.6,22,14.8,,-0.2,0.3,0.1,0.026,,-4.4,1.4,-3,-0.1
42,Chris Bosh\boshch01,C,19,TOR,75,2510,15.1,0.513,0.02,0.404,8.7,16.9,12.8,5.8,1.3,3.1,11.3,18.3,,2.5,3.8,6.2,0.119,,-1.2,0.5,-0.8,0.8
43,Ruben Boumtje-Boumtje\boumtru01,C,25,POR,9,26,3.4,0.34,0,0.4,0,4.5,2.3,5.6,0,2.9,0,10.7,,0,0,0,-0.014,,-4.4,-1.4,-5.8,0
44,Bruce Bowen\bowenbr01,SF,32,SAS,82,2624,8.2,0.512,0.422,0.227,1.9,8.8,5.4,6.7,1.7,0.9,14,11.3,,0.8,4.6,5.4,0.098,,-2.6,2.2,-0.5,1
45,Ryan Bowen\bowenry01,PF,28,DEN,52,392,9.9,0.395,0,0.226,11.1,14,12.5,6.4,2.4,2.9,9.3,7.2,,0.3,0.5,0.8,0.097,,-2,1.8,-0.3,0.2
46,Earl Boykins\boykiea01,SG,27,DEN,82,1849,16.2,0.501,0.223,0.211,2.5,6.3,4.4,27.3,1.4,0.1,10.7,22.2,,3.3,0.8,4.1,0.105,,2,-1.5,0.4,1.1
47,Michael Bradley\bradlmi01,C-PF,24,TOT,16,98,4.1,0.472,0,0.133,7,19.8,13.4,1.6,1.6,0,30.6,10.8,,-0.1,0.1,0,-0.015,,-7.6,-2.3,-9.9,-0.2
47,Michael Bradley\bradlmi01,PF,24,TOR,5,38,1.3,0.387,0,0.667,3,30.5,16.7,4.1,1.5,0,43.6,8.8,,-0.1,0.1,0,-0.02,,-9.3,0.7,-8.6,-0.1
47,Michael Bradley\bradlmi01,C,24,ATL,11,60,5.8,0.5,0,0,9.5,13.1,11.3,0,1.8,0,25,12.1,,0,0,0,-0.012,,-6.5,-4.1,-10.7,-0.1
48,Shawn Bradley\bradlsh01,C,31,DAL,66,773,15.6,0.523,0.005,0.261,9.9,14.6,12.2,3.6,2.2,7.1,7.5,12.8,,1.5,0.9,2.3,0.145,,-1.5,1.6,0.1,0.4
49,Torraye Braggs\braggto01,PF,27,TOT,15,154,9.5,0.522,0,0.364,14.3,15.3,14.9,7.8,1.4,1,25.4,15.8,,0,0.2,0.2,0.07,,-4.7,0.7,-4,-0.1
49,Torraye Braggs\braggto01,PF,27,HOU,11,132,9.8,0.511,0,0.429,14.2,16.1,15.2,7.7,1.7,1.2,26.5,16.4,,0,0.2,0.2,0.066,,-4.4,1.2,-3.3,0
49,Torraye Braggs\braggto01,PF,27,WAS,4,22,7.7,0.6,0,0,14.9,10.5,12.7,8.1,0,0,16.7,12.1,,0,0,0,0.094,,-6.7,-1.9,-8.6,0
50,Elton Brand\brandel01,PF,24,LAC,69,2670,23.2,0.567,0.001,0.542,11.4,19.1,15.2,16,1.3,4.2,13.7,23.4,,7.9,1.8,9.7,0.174,,4,0,4,4
51,J.R. Bremer\bremejr01,PG,23,TOT,36,443,6.2,0.354,0.468,0.127,2.3,6.7,4.5,18.1,2.1,0.6,12.6,19.4,,-0.7,0.3,-0.5,-0.053,,-4.3,-0.9,-5.2,-0.4
51,J.R. Bremer\bremejr01,PG,23,CLE,31,403,7.1,0.377,0.482,0.146,1.9,7.1,4.5,15.1,2.4,0.7,11.5,18.3,,-0.5,0.3,-0.2,-0.025,,-3.9,-0.3,-4.2,-0.2
51,J.R. Bremer\bremejr01,PG,23,GSW,5,40,-3.5,0.19,0.381,0,5.6,2.8,4.2,48.1,0,0,19.2,30,,-0.3,0,-0.3,-0.34,,-8.6,-6.9,-15.4,-0.1
52,Jamison Brewer\breweja01,PG,23,IND,13,160,6.6,0.425,0.4,0.171,1.5,6.7,4.1,17.3,2.4,0,21,14.1,,-0.2,0.2,0,0.014,,-3.3,1.8,-1.5,0
53,Primož Brezec\brezepr01,C,24,IND,18,72,9.7,0.489,0,0.231,8.1,16.6,12.3,7.9,0,3.2,17.3,22.7,,0,0.1,0.1,0.04,,-5.1,0,-5.1,-0.1
54,Damone Brown\brownda02,PF,24,NJN,3,17,-4.3,0.138,0,0.2,20.9,13.9,17.4,0,6.3,0,8.4,32.8,,-0.2,0,-0.1,-0.345,,-10.9,-4.7,-15.7,-0.1
55,Devin Brown\brownde02,SG,25,SAS,58,627,13.1,0.512,0.071,0.378,6.9,16.2,11.6,9,1.3,0.5,14.3,19.7,,0.5,1.2,1.7,0.133,,-1.9,0.6,-1.4,0.1
56,Kedrick Brown\brownke01,SF,22,TOT,55,969,12.5,0.543,0.39,0.106,4.8,12.1,8.5,10.8,1.6,0.5,9.8,13.7,,1.4,0.6,2,0.1,,0.3,0.2,0.5,0.6
56,Kedrick Brown\brownke01,SF,22,BOS,21,408,11.7,0.525,0.323,0.131,5.2,13.8,9.5,10,2.1,0.4,10.3,13,,0.5,0.4,0.8,0.097,,-0.3,0.5,0.2,0.2
56,Kedrick Brown\brownke01,SF,22,CLE,34,561,13,0.555,0.432,0.09,4.5,10.8,7.7,11.4,1.2,0.6,9.5,14.2,,0.9,0.3,1.2,0.103,,0.8,-0.1,0.6,0.4
57,Kwame Brown\brownkw01,PF,21,WAS,74,2239,15.7,0.547,0.003,0.567,8.7,19.2,13.8,8.8,1.5,1.7,16,17.3,,2.9,2,4.9,0.105,,0,-0.5,-0.6,0.8
58,P.J. Brown\brownpj01,PF,34,NOH,80,2753,15.7,0.527,0.001,0.26,9.6,19.3,14.3,9.8,1.5,2,11.3,14.8,,4.7,3.4,8.1,0.142,,0.3,0.4,0.7,1.9
59,Tierre Brown\brownti01,PG,24,NOH,3,17,-9.2,0.521,0,1,0,6.9,3.4,20.2,0,0,54.9,34.3,,-0.2,0,-0.2,-0.497,,-13,-8.6,-21.6,-0.1
60,Rick Brunson\brunsri01,PG,31,TOT,40,412,13.1,0.497,0.219,0.295,2.3,7.6,4.9,32.8,3.2,0.5,21.8,16.5,,0.2,0.4,0.6,0.075,,-1.3,1.2,-0.1,0.2
60,Rick Brunson\brunsri01,PG,31,TOR,3,10,18.3,0.5,0,0,0,0,0,43.1,0,0,0,19.4,,0,0,0,0.148,,5.5,0.8,6.3,0
60,Rick Brunson\brunsri01,PG,31,CHI,37,402,12.9,0.497,0.228,0.307,2.4,7.8,5,32.6,3.2,0.6,22.4,16.4,,0.2,0.4,0.6,0.073,,-1.4,1.2,-0.2,0.2
61,Kobe Bryant*\bryanko01,SG,25,LAL,65,2447,23.7,0.551,0.184,0.452,4.7,12,8.3,24.4,2.4,0.8,10.8,29.1,,7.8,3,10.7,0.21,,5.1,0.5,5.6,4.7
62,Greg Buckner\buckngr01,SG,27,PHI,53,703,7.4,0.439,0.251,0.154,4.7,12.4,8.6,11,1.6,0.4,15.4,14.8,,-0.3,0.7,0.3,0.024,,-3.8,0.3,-3.5,-0.3
63,Rodney Buford\buforro01,SF,26,SAC,22,141,6.2,0.35,0.036,0.107,4.9,7.1,6,7.6,2.2,0.5,6.4,20.1,,-0.3,0.1,-0.2,-0.063,,-5.1,-2.1,-7.2,-0.2
64,Caron Butler\butleca01,SF,23,MIA,68,2030,10.7,0.44,0.067,0.279,5.2,13.6,9.4,10.8,2,0.5,11.4,18.5,,-0.2,2.4,2.1,0.05,,-2.9,0.1,-2.9,-0.4
65,Mitchell Butler\butlemi02,SG,33,WAS,41,552,9.3,0.498,0.242,0.194,4.7,9.8,7.2,9.7,2.1,0.5,15.1,12.7,,0.2,0.3,0.5,0.048,,-2.5,0.2,-2.3,0
66,Rasual Butler\butlera01,SF,24,MIA,45,675,14,0.586,0.432,0.084,0.7,10,5.3,6.6,0.8,1.5,9.7,20,,1,0.5,1.6,0.113,,0.8,-0.7,0.1,0.4
67,Žarko Čabarkapa\cabarza01,PF,22,PHO,49,570,8.4,0.461,0.162,0.269,5.2,14.7,9.9,11.6,0.9,1.7,19.7,21.7,,-0.7,0.3,-0.4,-0.037,,-4.2,-1.4,-5.7,-0.5
68,Marcus Camby\cambyma01,C,29,DEN,72,2162,17.8,0.511,0.004,0.248,10.9,27.4,19,9.6,2,6.1,13.9,14.3,,2.6,4.3,6.9,0.154,,-0.1,2.6,2.6,2.5
69,Elden Campbell\campbel01,C,35,DET,65,892,13.8,0.49,0,0.395,6.8,20.1,13.6,9.3,1.3,4.3,14.6,22.6,,0.1,2,2.1,0.115,,-3,2,-1,0.2
70,Brian Cardinal\cardibr01,PF,26,GSW,76,1634,19.4,0.626,0.266,0.582,6.9,15,10.9,10.7,2.2,0.9,12.6,18.9,,5.5,1.7,7.2,0.212,,2.2,1,3.2,2.2
71,Matt Carroll\carroma01,SG,23,TOT,16,70,3.8,0.51,0.188,0.375,1.6,8.2,4.9,4.6,0.8,0,24.4,16.5,,-0.1,0,0,-0.033,,-6.6,-1.5,-8.2,-0.1
71,Matt Carroll\carroma01,SG,23,POR,13,48,6.2,0.547,0.273,0.182,0,7.4,3.7,3.4,0,0,14.4,13.7,,0,0,0,0.011,,-3.9,-2.7,-6.6,-0.1
71,Matt Carroll\carroma01,SG,23,SAS,3,22,-1.5,0.444,0,0.8,5.1,10,7.6,7.2,2.4,0,37.2,22.6,,-0.1,0,-0.1,-0.129,,-12.5,1,-11.5,-0.1
72,Anthony Carter\cartean01,PG,28,SAS,5,87,0.3,0.297,0.081,0,2.6,11.4,7.1,23.3,2.5,0,24.5,26,,-0.5,0.2,-0.3,-0.176,,-9.9,-1,-10.9,-0.2
73,Maurice Carter\cartema01,SG,27,TOT,10,110,5.8,0.479,0.314,0.571,2,9.5,5.7,5.8,0,0,17,21.7,,-0.1,0,0,-0.014,,-4.8,-3.2,-8,-0.2
73,Maurice Carter\cartema01,SG,27,LAL,4,50,7.1,0.571,0.214,0.857,0,6.9,3.4,6,0,0,23.7,22.7,,0,0,0,0.01,,-5.5,-3.1,-8.6,-0.1
73,Maurice Carter\cartema01,SG,27,NOH,6,60,4.8,0.408,0.381,0.381,3.7,11.7,7.6,5.6,0,0,10.9,20.9,,-0.1,0,0,-0.035,,-4.3,-3.3,-7.5,-0.1
74,Vince Carter\cartevi01,SG,27,TOR,73,2785,20,0.501,0.167,0.286,3.9,10.6,7.2,28,1.7,1.7,12,32.5,,2.6,3.4,6,0.103,,3.5,0.2,3.6,3.9
75,Sam Cassell\cassesa01,PG,34,MIN,81,2838,22.8,0.566,0.146,0.261,1.9,8.7,5.5,38,1.9,0.5,13.5,27.2,,8.8,3.3,12.1,0.205,,4.1,0.3,4.4,4.6
76,Kelvin Cato\catoke01,PF,29,HOU,69,1743,13.2,0.495,0,0.394,10.9,20.5,16,6.9,1.6,4.2,16.6,13.9,,1.1,3.5,4.6,0.127,,-2,2.4,0.4,1.1
77,Tyson Chandler\chandty01,PF,21,CHI,35,782,14.2,0.507,0.006,0.747,11.1,27,18.9,4.7,1.1,4.1,15.3,14.2,,0.7,1.2,1.9,0.116,,-2.1,0.3,-1.8,0
78,Calbert Cheaney\cheanca01,SF,32,GSW,79,2067,10.6,0.493,0.017,0.133,4.2,10,7.1,11.2,1.6,0.4,12.2,15.5,,1,1.3,2.3,0.054,,-2.4,0.1,-2.3,-0.1
79,Doug Christie\chrisdo01,SG,33,SAC,82,2780,14,0.544,0.206,0.25,2.9,10.4,6.7,18.6,2.8,1,16.9,14.9,,3.4,2.4,5.7,0.099,,-0.3,1.1,0.8,2
80,Keon Clark\clarkke01,PF,28,UTA,2,27,8.8,0.333,0,0,4.5,28,16.1,6.1,2.1,0,0,10.3,,0,0,0,0.058,,-2.1,1.2,-0.9,0
81,Speedy Claxton\claxtsp01,PG,25,GSW,60,1595,17.3,0.509,0.042,0.427,2.7,8.4,5.5,28.7,3.3,0.4,14.1,20.9,,2.6,1.6,4.2,0.127,,-0.2,1.3,1.1,1.2
82,Mateen Cleaves\cleavma01,PG,26,CLE,4,92,6.8,0.314,0.043,0.087,1.2,7.2,4.2,31.3,2.3,1.5,17.3,14.1,,-0.1,0.1,0,-0.024,,-4.8,-0.3,-5.2,-0.1
83,Derrick Coleman\colemde01,C,36,PHI,34,843,11.6,0.471,0.139,0.251,6.3,20.3,13.4,9.9,1.5,2.4,16.5,19.2,,-0.4,1.2,0.8,0.047,,-2.5,0.4,-2.1,0
84,Bimbo Coles\colesbi01,PG,35,MIA,22,170,1.8,0.382,0,0.176,1.4,5.5,3.4,14.2,1,0,19.7,12.6,,-0.2,0.1,-0.1,-0.036,,-7.8,-0.7,-8.5,-0.3
85,Jason Collier\collija02,C,26,ATL,20,545,14.6,0.558,0.024,0.515,7.6,15.4,11.5,5.5,1.1,1.5,13.3,19.5,,0.9,0.3,1.2,0.105,,-1.7,-1.9,-3.6,-0.2
86,Jarron Collins\collija03,C,25,UTA,81,1732,11.1,0.587,0.003,0.888,8.3,14.5,11.3,7.5,0.8,0.9,16.1,13.1,,3.1,1.1,4.2,0.117,,-1.7,-0.3,-2,0
87,Jason Collins\collija04,C,25,NJN,78,2220,10,0.497,0.005,0.479,7.6,13.6,10.6,10.8,1.6,1.9,17.3,11.9,,1.4,3.5,4.9,0.105,,-2.9,1.3,-1.5,0.3
88,Brian Cook\cookbr01,C,23,LAL,35,442,14,0.505,0.035,0.199,7.8,18.2,12.9,7.4,1.9,2.7,10,17.3,,0.5,0.7,1.1,0.122,,-2.1,0.9,-1.1,0.1
89,Omar Cook\cookom01,PG,22,POR,17,139,4.7,0.259,0.037,0,2.6,2.5,2.6,25.6,4,0,27,12.6,,-0.3,0.1,-0.2,-0.068,,-6.3,1,-5.4,-0.1
90,Chris Crawford\crawfch01,PF,28,ATL,56,1207,15.8,0.544,0.24,0.253,5.5,10.9,8.2,7,1.6,1.2,9.5,21.8,,2.2,0.5,2.7,0.107,,0.5,-2,-1.5,0.1
91,Jamal Crawford\crawfja01,SG,23,CHI,80,2811,15.9,0.486,0.395,0.182,1.7,9.5,5.5,27.5,2.1,0.8,11.9,25.7,,1.9,2.1,4.1,0.069,,1.9,-0.5,1.4,2.4
92,Austin Croshere\croshau01,PF,28,IND,77,1051,14.4,0.549,0.469,0.339,6.7,20.8,13.7,8.5,1.3,1,13.5,18.3,,1.6,1.8,3.4,0.156,,0.7,0.4,1.1,0.8
93,Eddy Curry\curryed01,PF,21,CHI,73,2154,14.8,0.538,0.001,0.417,7.1,16.1,11.4,6.2,0.6,2.8,15.1,24.3,,1.1,1.8,3,0.066,,-1.7,-1.1,-2.8,-0.5
94,Michael Curry\currymi01,SF,35,TOR,70,1229,3.6,0.46,0.077,0.296,2,6.1,4.1,7.2,1,0.3,17.8,10.6,,-0.6,0.9,0.3,0.013,,-6.6,0.4,-6.2,-1.3
95,Samuel Dalembert\dalemsa01,C,22,PHI,82,2197,16.1,0.566,0.002,0.349,10.5,22.9,16.8,1.7,1.1,6.8,13,14.1,,3,4,6.9,0.151,,-1.3,1.7,0.3,1.3
96,Erick Dampier\dampier01,C,28,GSW,74,2403,20.1,0.573,0.003,0.511,16.1,25.5,20.8,4.3,0.7,4.1,14.1,17.8,,5.5,3.4,8.9,0.178,,1.3,-0.3,1,1.8
