,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Stéphane Lasme,1,2008,2008,16,303,32,71,0,0,19,32,26,53,3,13,22,15,35,83,0.451,,0.594,18.9,5.2,3.3,0.2,17-Dec-82,Port-Gentil
2,Chris Silva,1,2020,2020,44,346,48,78,0,3,37,55,60,126,23,9,21,32,85,133,0.615,0,0.673,7.9,3,2.9,0.5,19-Sep-96,Libreville
