,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Jonas Jerebko,9,2010,2019,635,11323,1465,3203,400,1101,589,765,763,2522,525,321,153,438,1225,3919,0.457,0.363,0.77,17.8,6.2,4,0.8,2-Mar-87,Kinna
2,Miles Simon,1,1999,1999,5,19,1,5,0,2,0,0,1,2,0,1,0,3,1,2,0.2,0,,3.8,0.4,0.4,0,21-Nov-75,Stockholm
3,Jeffery Taylor,3,2013,2015,132,2566,299,731,82,257,127,191,80,263,107,72,21,92,234,807,0.409,0.319,0.665,19.4,6.1,2,0.8,23-May-89,Norrkoping
