,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Carlos Arroyo,9,2002,2011,569,10651,1431,3269,137,405,771,956,210,965,1761,290,26,680,874,3770,0.438,0.338,0.806,18.7,6.6,1.7,3.1,30-Jul-79,Fajardo
2,J.J. Barea,14,2007,2020,831,16287,2832,6685,819,2330,932,1174,253,1748,3270,331,24,1264,1168,7415,0.424,0.352,0.794,19.6,8.9,2.1,3.9,26-Jun-84,Mayaguez
3,Gian Clavell,1,2018,2018,7,64,6,18,6,15,2,2,1,7,3,2,0,2,8,20,0.333,0.4,1,9.1,2.9,1,0.4,26-Nov-93,Caguas
4,Guillermo Díaz,1,2008,2008,6,18,1,4,0,1,3,5,2,2,1,0,0,0,0,5,0.25,0,0.6,3,0.8,0.3,0.2,4-Mar-85,San Juan
5,Butch Lee,2,1979,1980,96,1834,296,658,0,0,181,238,40,137,307,87,1,164,148,773,0.45,,0.761,19.1,8.1,1.4,3.2,5-Dec-56,Santurce
6,José Ortiz,2,1989,1990,64,391,74,167,1,3,34,57,38,73,18,10,8,41,55,183,0.443,0.333,0.596,6.1,2.9,1.1,0.3,25-Oct-63,Albonito
7,Peter John Ramos,1,2005,2005,6,20,5,10,0,0,1,2,1,4,0,0,1,3,4,11,0.5,,0.5,3.3,1.8,0.7,0,13-May-85,Fajardo
8,Ramón Rivas,1,1989,1989,28,91,12,31,0,1,16,25,9,24,3,4,1,9,21,40,0.387,0,0.64,3.3,1.4,0.9,0.1,3-Jun-66,Carolina
