,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Deng Adel,1,2019,2019,19,194,11,36,6,23,4,4,3,19,5,1,4,6,13,32,0.306,0.261,1,10.2,1.7,1,0.3,1-Feb-97,Juba
2,Manute Bol,10,1986,1995,624,11698,665,1635,43,205,226,403,596,2647,171,126,2086,451,1457,1599,0.407,0.21,0.561,18.7,2.6,4.2,0.3,16-Oct-62,Gogrial
3,Luol Deng,15,2005,2019,902,30941,5130,11257,658,1982,2443,3175,1462,5468,2042,880,444,1459,1499,13361,0.456,0.332,0.769,34.3,14.8,6.1,2.3,16-Apr-85,Wau
4,Deng Gai,1,2006,2006,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.5,0,0,0,22-Mar-82,Wau
5,Thon Maker,4,2017,2020,255,3548,415,958,130,395,226,336,210,708,157,94,169,139,453,1186,0.433,0.329,0.673,13.9,4.7,2.8,0.6,25-Feb-97,Wau
