,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Alaa Abdelnaby,5,1991,1995,256,3200,620,1236,0,3,225,321,283,846,85,71,69,247,484,1465,0.502,0,0.701,12.5,5.7,3.3,0.3,24-Jun-68,Cairo
2,Abdel Nader,3,2018,2020,164,2083,264,627,103,293,101,141,41,287,84,58,42,103,191,732,0.421,0.352,0.716,12.7,4.5,1.8,0.5,25-Sep-93,Alexandria
