,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Rodrigue Beaubois,4,2010,2013,182,2896,502,1143,129,397,153,189,47,338,374,124,52,204,312,1286,0.439,0.325,0.81,15.9,7.1,1.9,2.1,24-Feb-88,Pointe-a-Pitre
2,Mickaël Gelabale,3,2007,2013,145,2348,263,560,43,136,101,124,107,330,115,50,35,92,186,670,0.47,0.316,0.815,16.2,4.6,2.3,0.8,22-May-83,Pointe Noire
3,Mickaël Piétrus,10,2004,2013,557,11950,1625,3821,679,1910,700,1053,440,1723,445,371,230,576,1270,4629,0.425,0.355,0.665,21.5,8.3,3.1,0.8,7-Feb-82,Les Abymes
