,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Lauri Markkanen,3,2018,2020,170,5194,967,2248,374,1050,436,514,213,1291,228,118,96,249,321,2744,0.43,0.356,0.848,30.6,16.1,7.6,1.3,22-May-97,Vantaa
2,Hanno Möttölä,2,2001,2002,155,2360,292,661,1,16,130,166,130,442,75,31,28,137,337,715,0.442,0.063,0.783,15.2,4.6,2.9,0.5,9-Sep-76,Helsinki
