,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Cheick Diallo,4,2017,2020,180,2155,398,665,2,7,149,193,175,747,78,55,73,116,267,947,0.598,0.286,0.772,12,5.3,4.2,0.4,13-Sep-96,Kayes
2,Soumaila Samake,2,2001,2003,47,303,28,72,0,0,12,26,32,76,5,2,19,6,36,68,0.389,,0.462,6.4,1.4,1.6,0.1,18-Mar-78,Bougouni
