,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Rui Hachimura,1,2020,2020,48,1444,254,545,25,87,116,140,78,294,87,37,8,53,105,649,0.466,0.287,0.829,30.1,13.5,6.1,1.8,8-Feb-98,Toyama
2,Yuta Tabuse,1,2005,2005,4,17,1,6,1,1,4,4,2,4,3,0,0,1,1,7,0.167,1,1,4.3,1.8,1,0.8,5-Oct-80,Yokohama
3,Yuta Watanabe,2,2019,2020,33,279,30,85,5,24,10,18,11,51,13,9,2,8,20,75,0.353,0.208,0.556,8.5,2.3,1.5,0.4,13-Oct-94,Kagawa
