,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Ruben Boumtje-Boumtje,3,2002,2004,44,276,14,38,0,0,15,27,22,57,6,4,17,14,40,43,0.368,,0.556,6.3,1,1.3,0.1,20-May-78,Edea
2,Joel Embiid,4,2017,2020,209,6358,1672,3485,238,747,1423,1795,505,2397,651,158,374,736,706,5005,0.48,0.319,0.793,30.4,23.9,11.5,3.1,16-Mar-94,Yaounde
3,Luc Mbah a Moute,12,2009,2020,689,16038,1685,3708,207,619,803,1218,962,2800,588,612,263,646,1242,4380,0.454,0.334,0.659,23.3,6.4,4.1,0.9,9-Sep-86,Yaounde
4,Pascal Siakam,4,2017,2020,276,7196,1375,2752,240,718,553,724,331,1537,631,222,192,402,686,3543,0.5,0.334,0.764,26.1,12.8,5.6,2.3,2-Apr-94,Douala
