,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Predrag Drobnjak,4,2002,2005,278,5542,903,2125,66,194,315,394,313,973,225,132,117,242,512,2187,0.425,0.34,0.799,19.9,7.9,3.5,0.8,27-Oct-75,Bijelo Polje
2,Nikola Mirotić,5,2015,2019,319,7718,1303,3084,614,1712,690,854,301,1894,407,240,228,381,666,3910,0.423,0.359,0.808,24.2,12.3,5.9,1.3,11-Feb-91,Podgorica
3,Žarko Paspalj,1,1990,1990,28,181,27,79,0,1,18,22,15,30,10,3,7,21,37,72,0.342,0,0.818,6.5,2.6,1.1,0.4,27-Mar-66,Pljevlja
4,Sasha Pavlović,10,2004,2013,567,8888,1070,2651,308,890,339,504,188,1000,517,272,98,460,1026,2787,0.404,0.346,0.673,15.7,4.9,1.8,0.9,15-Nov-83,Bar
5,Nikola Peković,6,2011,2016,271,6744,1314,2537,0,0,777,1023,803,1807,199,140,151,414,632,3405,0.518,,0.76,24.9,12.6,6.7,0.7,3-Jan-86,Bijelo Polje
6,Aleksandar Radojević,2,2000,2005,15,152,8,26,0,0,10,16,11,36,7,2,3,20,37,26,0.308,,0.625,10.1,1.7,2.4,0.5,8-Aug-76,Herceg Novi
