,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Damien Inglis,1,2016,2016,20,156,13,37,3,13,7,8,2,31,10,6,3,11,11,36,0.351,0.231,0.875,7.8,1.8,1.6,0.5,20-May-95,Cayenne
2,Kevin Séraphin,7,2011,2017,423,6430,1134,2318,0,7,248,347,502,1462,246,88,304,449,903,2516,0.489,0,0.715,15.2,5.9,3.5,0.6,7-Dec-89,Cayenne
