,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Ken Charles,5,1974,1978,322,7637,1083,2458,,,581,736,198,640,806,407,128,37,806,2747,0.441,,0.789,23.7,8.5,2,2.5,10-Jul-51,
2,Carl Herrera,8,1992,1999,465,8042,1039,2183,2,14,401,624,577,1690,261,237,204,447,935,2481,0.476,0.143,0.643,17.3,5.3,3.6,0.6,14-Dec-66,Trinidad
