,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Hank Beenders,3,1947,1949,111,,348,1313,,,239,348,,,53,,,,304,935,0.265,,0.687,,8.4,,0.5,2-Jun-16,Haarlem
2,Francisco Elson,9,2004,2012,472,7207,725,1517,3,16,273,390,497,1638,260,228,255,355,1000,1726,0.478,0.188,0.7,15.3,3.7,3.5,0.6,28-Feb-76,Rotterdam
3,Dan Gadzuric,10,2003,2012,527,7793,1049,2100,0,8,367,737,910,2326,196,242,448,357,1250,2465,0.5,0,0.498,14.8,4.7,4.4,0.4,2-Feb-78,Den Haag
4,Geert Hammink,3,1994,1996,8,27,4,10,0,0,6,9,3,7,2,0,0,2,4,14,0.4,,0.667,3.4,1.8,0.9,0.3,12-Jul-69,Didam
5,Swen Nater,11,1974,1984,722,20746,3714,6939,1,10,1551,2074,2422,8340,1235,364,427,1537,2193,8980,0.535,0.1,0.748,28.7,12.4,11.6,1.7,14-Jan-50,Den Helder
6,Rik Smits,12,1989,2000,867,23100,5301,10461,3,26,2266,2932,1531,5277,1215,372,1111,1579,3011,12871,0.507,0.115,0.773,26.6,14.8,6.1,1.4,23-Aug-66,Eindhoven
