,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Steve Kerr,15,1989,2003,910,16207,2042,4263,726,1599,627,726,186,1060,1658,476,46,504,847,5437,0.479,0.454,0.864,17.8,6,1.2,1.8,27-Sep-65,Beirut
2,Rony Seikaly,11,1989,1999,678,21395,3647,7540,6,32,2691,3961,2142,6424,860,453,872,1913,2341,9991,0.484,0.188,0.679,31.6,14.7,9.5,1.3,10-May-65,Beirut
