,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Dairis Bertāns,1,2019,2019,12,167,12,47,10,34,0,0,2,9,10,1,0,2,7,34,0.255,0.294,,13.9,2.8,0.8,0.8,9-Sep-89,Valmiera
2,Dāvis Bertāns,4,2017,2020,274,5109,733,1663,508,1235,225,265,98,760,312,118,122,170,440,2199,0.441,0.411,0.849,18.6,8,2.8,1.1,12-Nov-92,Valmiera
3,Andris Biedriņš,10,2005,2014,516,11146,1432,2409,0,2,383,766,1190,3631,467,331,580,479,1626,3247,0.594,0,0.5,21.6,6.3,7,0.9,2-Apr-86,Riga
4,Rodions Kurucs,2,2019,2020,110,1978,281,626,91,274,96,130,81,383,103,66,30,123,236,749,0.449,0.332,0.738,18,6.8,3.5,0.9,5-Feb-98,Cesis
5,Anžejs Pasečņiks,1,2020,2020,27,437,61,116,0,3,34,58,42,107,18,9,12,24,75,156,0.526,0,0.586,16.2,5.8,4,0.7,20-Dec-95,Riga
6,Kristaps Porziņģis,4,2016,2020,243,7578,1604,3692,425,1188,843,1050,405,1857,350,177,493,424,775,4476,0.434,0.358,0.803,31.2,18.4,7.6,1.4,2-Aug-95,Liepaja
7,Gundars Vētra,1,1993,1993,13,89,19,40,3,3,4,6,4,8,6,2,0,2,12,45,0.475,1,0.667,6.8,3.5,0.6,0.5,22-May-67,Ventspils
