,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Ernie Grunfeld,9,1978,1986,693,12916,2065,4328,33,98,961,1248,516,1815,1419,472,134,801,1511,5124,0.477,0.337,0.77,18.6,7.4,2.6,2,24-Apr-55,Satu-Mare
2,Gheorghe Mureșan,6,1994,2000,307,6729,1265,2206,0,1,490,761,658,1957,150,171,455,446,958,3020,0.573,0,0.644,21.9,9.8,6.4,0.5,14-Feb-71,Triteni
