,,,,,Totals,,,,,,,,,,,,,,,,Shooting,,,Per Game,,,,Birth,
Rk,Player,Yrs,From,To,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,Date,City
1,Xavier Henry,5,2011,2015,185,2905,368,907,41,126,273,430,81,351,120,100,23,139,264,1050,0.406,0.325,0.635,15.7,5.7,1.9,0.6,15-Mar-91,Gent
2,Frank Ntilikina,3,2018,2020,178,3797,408,1115,127,409,123,157,72,385,543,149,48,258,427,1066,0.366,0.311,0.783,21.3,6,2.2,3.1,28-Jul-98,Ixelles
3,Tony Parker,18,2002,2019,1254,38279,7777,15830,519,1603,3400,4525,441,3396,7036,1053,98,2865,2059,19473,0.491,0.324,0.751,30.5,15.5,2.7,5.6,17-May-82,Bruges
