Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Antonis Fotsis,Panathinaikos,22,528,57,112,0.509,29,67,0.433,28,45,0.622,0.638,15,21,0.714,34,69,103,16,17,14,24,40,158
Ariel Eslava,TAU Ceramica,5,19,2,4,0.5,0,0,,2,4,0.5,0.5,2,4,0.5,1,0,1,1,0,0,0,3,6
Ariel Filloy,Armani Jeans Milano,2,9,1,4,0.25,0,1,0,1,3,0.333,0.25,0,0,,0,0,0,1,1,0,0,1,2
Arriel McDonald,Montepaschi Siena,9,82,9,18,0.5,5,11,0.455,4,7,0.571,0.639,7,7,1,1,5,6,7,1,0,3,7,30
Arturas Milaknis,BC Zalgiris,5,74,11,18,0.611,8,14,0.571,3,4,0.75,0.833,1,2,0.5,4,2,6,1,0,0,1,6,31
Axel Hervelle,Real Madrid,19,388,43,97,0.443,13,44,0.295,30,53,0.566,0.51,23,30,0.767,31,65,96,7,15,5,23,44,122
Benjamin Eze,Montepaschi Siena,20,416,52,93,0.559,0,0,,52,93,0.559,0.559,23,43,0.535,30,45,75,3,24,24,30,57,127
Berni Rodriguez,Unicaja Malaga,8,146,15,38,0.395,7,17,0.412,8,21,0.381,0.487,7,8,0.875,4,9,13,11,5,0,12,9,44
Blagota Sekulic,Alba Berlin,3,47,13,20,0.65,0,0,,13,20,0.65,0.65,5,5,1,7,6,13,1,1,0,1,1,31
Boniface N'Dong,Unicaja Malaga,15,297,62,107,0.579,1,1,1,61,106,0.575,0.584,37,56,0.661,21,58,79,6,5,20,25,31,162
Bootsy Thornton,Efes Pilsen,10,327,41,82,0.5,18,41,0.439,23,41,0.561,0.61,28,35,0.8,8,32,40,31,11,0,26,21,128
Bracey Wright,DKV Joventut,8,205,31,76,0.408,6,26,0.231,25,50,0.5,0.447,29,35,0.829,5,17,22,8,8,1,15,13,97
Brandon Jennings,Lottomatica Roma,16,314,43,111,0.387,11,41,0.268,32,70,0.457,0.437,24,31,0.774,3,22,25,26,19,1,19,37,121
Branimir Longin,Cibona Zagreb,2,18,0,2,0,0,1,0,0,1,0,0,3,4,0.75,0,0,0,0,0,0,1,0,3
Branko Cvetkovic,Panionios On Telecoms,9,246,35,79,0.443,11,28,0.393,24,51,0.471,0.513,28,38,0.737,5,13,18,7,10,1,19,20,109
Brian Chase,Le Mans Sarthe Basket,10,299,44,109,0.404,20,51,0.392,24,58,0.414,0.495,16,18,0.889,7,22,29,24,15,0,22,31,124
Bruno Sundov,Cibona Zagreb,4,38,5,14,0.357,2,5,0.4,3,9,0.333,0.429,2,2,1,5,3,8,0,0,0,3,5,14
Can Maxim Mutaf,Fenerbahçe,2,5,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,2,1,0
Carlos Arroyo,Maccabi Tel Aviv,15,504,75,191,0.393,17,58,0.293,58,133,0.436,0.437,52,60,0.867,5,35,40,62,20,1,30,38,219
Carlos Cabezas,Unicaja Malaga,12,230,31,70,0.443,9,33,0.273,22,37,0.595,0.507,21,23,0.913,9,11,20,18,10,1,29,4,92
Carlos Jimenez,Unicaja Malaga,16,381,27,63,0.429,14,36,0.389,13,27,0.481,0.54,22,28,0.786,14,71,85,16,11,3,13,38,90
Casey Jacobsen,Alba Berlin,16,466,35,93,0.376,23,62,0.371,12,31,0.387,0.5,13,19,0.684,5,35,40,18,19,0,21,33,106
Cedomir Vitkovac,Partizan,16,208,20,50,0.4,5,23,0.217,15,27,0.556,0.45,9,10,0.9,15,16,31,4,7,1,6,31,54
Cenk Akyol,Efes Pilsen,7,62,8,20,0.4,3,13,0.231,5,7,0.714,0.475,3,4,0.75,2,1,3,2,3,0,3,7,22
Charles Gaines,Maccabi Tel Aviv,5,121,14,24,0.583,0,0,,14,24,0.583,0.583,12,18,0.667,13,19,32,3,6,1,6,7,40
Charles Smith,Efes Pilsen,10,269,40,102,0.392,18,63,0.286,22,39,0.564,0.48,22,28,0.786,5,27,32,16,22,8,12,20,120
Chris Warren,Air Avellino,10,342,58,142,0.408,18,50,0.36,40,92,0.435,0.472,28,41,0.683,14,36,50,27,11,3,22,22,162
Christian Eyenga,DKV Joventut,4,18,1,4,0.25,0,0,,1,4,0.25,0.25,1,2,0.5,0,0,0,0,0,1,0,2,3
Cliff Hammonds,Efes Pilsen,5,56,6,13,0.462,2,6,0.333,4,7,0.571,0.538,5,6,0.833,0,0,0,4,4,1,3,7,19
Cyril Julian,SLUC Nancy,8,193,45,72,0.625,0,0,,45,72,0.625,0.625,20,25,0.8,19,39,58,0,13,1,17,19,110
Dainius Salenga,BC Zalgiris,10,267,40,97,0.412,11,46,0.239,29,51,0.569,0.469,23,34,0.676,6,25,31,16,12,2,16,21,114
Damir Mrsic,Fenerbahçe,16,323,40,93,0.43,31,81,0.383,9,12,0.75,0.597,18,21,0.857,2,10,12,22,9,0,13,16,129
Damjan Rudez,KK Union Olimpija,10,179,22,50,0.44,9,22,0.409,13,28,0.464,0.53,2,3,0.667,7,21,28,9,2,0,11,24,55
Daniel Ewing,Asseco Prokom Sopot,15,452,73,179,0.408,32,84,0.381,41,95,0.432,0.497,17,25,0.68,4,33,37,40,23,3,37,40,195
Daniel Santiago,Regal FC Barcelona,23,340,58,105,0.552,0,1,0,58,104,0.558,0.552,32,42,0.762,21,41,62,12,8,18,30,62,148
Daniele Cinciarini,Air Avellino,8,68,7,14,0.5,2,6,0.333,5,8,0.625,0.571,6,7,0.857,4,5,9,2,2,0,7,6,22
David Andersen,Regal FC Barcelona,23,483,101,199,0.508,21,52,0.404,80,147,0.544,0.56,32,40,0.8,22,73,95,19,9,13,33,39,255
David Bluthenthal,Le Mans Sarthe Basket,10,329,43,104,0.413,18,50,0.36,25,54,0.463,0.5,21,23,0.913,17,21,38,11,12,0,20,21,125
David Hawkins,Armani Jeans Milano,16,459,73,167,0.437,18,59,0.305,55,108,0.509,0.491,56,68,0.824,14,35,49,42,24,3,27,40,220
David Logan,Asseco Prokom Sopot,15,515,94,234,0.402,32,95,0.337,62,139,0.446,0.47,33,42,0.786,9,32,41,40,40,4,44,26,253
Davor Kus,Cibona Zagreb,16,469,60,131,0.458,23,61,0.377,37,70,0.529,0.546,40,48,0.833,3,11,14,21,10,1,35,34,183
Dee Brown,Maccabi Tel Aviv,5,92,12,20,0.6,5,8,0.625,7,12,0.583,0.725,2,3,0.667,1,6,7,4,5,1,6,9,31
Demond Mallet,DKV Joventut,9,235,28,75,0.373,20,59,0.339,8,16,0.5,0.507,10,11,0.909,4,13,17,41,13,0,23,26,86
Derrick Sharp,Maccabi Tel Aviv,14,132,6,20,0.3,5,16,0.313,1,4,0.25,0.425,1,2,0.5,4,3,7,2,4,1,5,14,18
Devin Smith,Fenerbahçe,14,344,44,107,0.411,11,47,0.234,33,60,0.55,0.463,12,18,0.667,11,37,48,14,7,9,20,37,111
Dewarick Spencer,Le Mans Sarthe Basket,10,278,45,115,0.391,20,58,0.345,25,57,0.439,0.478,27,32,0.844,5,25,30,22,8,0,25,30,137
Dimitris Diamantidis,Panathinaikos,21,573,54,111,0.486,26,59,0.441,28,52,0.538,0.604,44,51,0.863,23,69,92,65,31,10,43,37,178
Dimos Dikoudis,Panionios On Telecoms,4,85,8,18,0.444,1,4,0.25,7,14,0.5,0.472,8,10,0.8,6,3,9,0,0,0,6,8,25
D'or Fischer,Maccabi Tel Aviv,13,372,75,107,0.701,1,1,1,74,106,0.698,0.706,42,52,0.808,30,69,99,15,6,22,18,28,193
Dragan Dojcin,Alba Berlin,14,162,12,34,0.353,4,15,0.267,8,19,0.421,0.412,6,8,0.75,6,15,21,8,3,0,7,20,34
Dragisa Drobnjak,Alba Berlin,1,6,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0
Drake Diener,Air Avellino,10,239,33,63,0.524,16,31,0.516,17,32,0.531,0.651,18,18,1,16,21,37,15,7,1,11,21,100
Drew Nicholas,Panathinaikos,22,517,66,154,0.429,42,103,0.408,24,51,0.471,0.565,8,13,0.615,3,25,28,27,21,2,13,43,182
Dror Hagag,Maccabi Tel Aviv,10,70,3,12,0.25,1,5,0.2,2,7,0.286,0.292,6,6,1,2,7,9,3,6,0,7,10,13
Dusan Kecman,Panathinaikos,18,153,13,28,0.464,7,16,0.438,6,12,0.5,0.589,4,4,1,3,18,21,14,8,3,8,32,37
Dusan Sakota,Panathinaikos,9,73,11,25,0.44,6,19,0.316,5,6,0.833,0.56,1,1,1,6,7,13,3,0,0,3,14,29
Dwayne Jones,Efes Pilsen,2,7,0,2,0,0,0,,0,2,0,0,1,2,0.5,1,0,1,0,1,0,2,3,1
Earl Calloway,Cibona Zagreb,16,474,69,136,0.507,15,45,0.333,54,91,0.593,0.563,48,57,0.842,14,41,55,44,26,0,44,34,201
Eduardo Hernandez Sonseca,DKV Joventut,10,207,41,73,0.562,2,6,0.333,39,67,0.582,0.575,24,25,0.96,17,32,49,6,10,9,9,29,108
Elton Brown,Maccabi Tel Aviv,1,17,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,0,2,2,2,0,0,2,4,2
Emir Preldzic,Fenerbahçe,16,362,38,106,0.358,12,49,0.245,26,57,0.456,0.415,29,36,0.806,20,40,60,40,18,4,34,43,117
Ender Arslan,Efes Pilsen,10,132,11,34,0.324,6,20,0.3,5,14,0.357,0.412,10,11,0.909,1,4,5,10,5,0,12,15,38
Enes Kanter,Fenerbahçe,4,31,3,7,0.429,0,0,,3,7,0.429,0.429,2,3,0.667,1,5,6,0,1,0,2,3,8
Erazem Lorbek,CSKA Moscow,21,485,101,173,0.584,8,18,0.444,93,155,0.6,0.607,43,66,0.652,43,63,106,17,17,14,26,49,253
Eric Williams,Air Avellino,10,207,37,53,0.698,0,0,,37,53,0.698,0.698,25,39,0.641,20,31,51,6,8,2,10,35,99
Ersan Ilyasova,Regal FC Barcelona,22,458,85,186,0.457,31,77,0.403,54,109,0.495,0.54,31,38,0.816,43,111,154,18,10,13,26,43,232
Esteban Batista,Maccabi Tel Aviv,5,45,5,10,0.5,0,0,,5,10,0.5,0.5,8,10,0.8,6,7,13,1,0,1,8,4,18
Eurelijus Zukauskas,BC Zalgiris,7,66,4,12,0.333,0,0,,4,12,0.333,0.333,0,4,0,3,8,11,4,2,6,2,11,8
Felipe Reyes,Real Madrid,20,512,92,184,0.5,1,2,0.5,91,182,0.5,0.503,84,105,0.8,46,84,130,21,25,2,41,70,269
Fernando San Emeterio,TAU Ceramica,20,220,25,62,0.403,6,21,0.286,19,41,0.463,0.452,15,17,0.882,8,28,36,12,6,1,14,24,71
Ferran Lavina,DKV Joventut,10,189,19,42,0.452,6,20,0.3,13,22,0.591,0.524,11,15,0.733,3,16,19,11,3,1,9,29,55
Filip Dylewicz,Asseco Prokom Sopot,15,282,35,76,0.461,7,16,0.438,28,60,0.467,0.507,11,18,0.611,25,41,66,11,10,3,12,30,88
Fragiskos Alvertis,Panathinaikos,1,4,0,2,0,0,2,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
Fran Vazquez,Regal FC Barcelona,23,444,87,129,0.674,0,0,,87,129,0.674,0.674,26,43,0.605,42,67,109,15,5,40,13,64,200
Frank Robinson,KK Union Olimpija,8,163,21,41,0.512,1,7,0.143,20,34,0.588,0.524,11,19,0.579,8,18,26,5,4,1,18,20,54
Gasper Vidmar,Fenerbahçe,16,237,23,49,0.469,0,0,,23,49,0.469,0.469,12,33,0.364,28,33,61,4,12,10,24,41,58
German Gabriel,Unicaja Malaga,6,56,13,26,0.5,7,15,0.467,6,11,0.545,0.635,1,1,1,1,8,9,1,4,0,0,5,34
Gianluca Basile,Regal FC Barcelona,23,536,57,114,0.5,42,83,0.506,15,31,0.484,0.684,24,27,0.889,6,43,49,40,28,0,18,45,180
Giannis Georgalis,Panionios On Telecoms,10,120,9,24,0.375,3,8,0.375,6,16,0.375,0.438,7,10,0.7,8,11,19,6,6,2,9,19,28
Giannis Giannoulis,Panionios On Telecoms,6,55,3,8,0.375,0,0,,3,8,0.375,0.375,5,8,0.625,1,4,5,1,0,0,5,10,11
Giorgi Shermadini,Panathinaikos,1,10,0,4,0,0,1,0,0,3,0,0,1,2,0.5,0,1,1,0,1,1,1,2,1
Giorgos Printezis,Olympiacos,20,374,77,121,0.636,7,14,0.5,70,107,0.654,0.665,15,29,0.517,15,50,65,12,7,2,23,40,176
Giulio Casale,Lottomatica Roma,1,1,0,2,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0
Goran Nikolic,Panionios On Telecoms,6,99,13,27,0.481,5,11,0.455,8,16,0.5,0.574,2,2,1,0,7,7,1,2,1,4,8,33
Gordan Giriček,Fenerbahçe,5,141,18,51,0.353,5,20,0.25,13,31,0.419,0.402,16,19,0.842,3,13,16,6,8,0,6,13,57
Hakan Demirel,Fenerbahçe,3,14,0,4,0,0,2,0,0,2,0,0,0,0,,1,0,1,1,0,0,2,1,0
Henk Norel,DKV Joventut,9,116,11,34,0.324,0,2,0,11,32,0.344,0.324,6,10,0.6,11,9,20,4,1,3,7,18,28
Henry Domercant,Montepaschi Siena,20,474,69,174,0.397,30,78,0.385,39,96,0.406,0.483,33,35,0.943,10,37,47,28,19,2,24,32,201
Hollis Price,Armani Jeans Milano,6,174,20,51,0.392,12,33,0.364,8,18,0.444,0.51,5,6,0.833,2,12,14,11,4,0,9,14,57
Ian Vouyoukas,Olympiacos,7,17,1,3,0.333,0,0,,1,3,0.333,0.333,2,2,1,1,1,2,0,1,0,0,7,4
Ibrahim Jaaber,Lottomatica Roma,16,424,67,142,0.472,14,50,0.28,53,92,0.576,0.521,19,32,0.594,18,34,52,31,31,4,33,36,167
Igor Milosevic,Olympiacos,5,17,0,2,0,0,2,0,0,0,,0,0,0,,1,1,2,3,2,0,0,4,0
Igor Rakocevic,TAU Ceramica,21,557,116,252,0.46,43,108,0.398,73,144,0.507,0.546,102,114,0.895,4,44,48,42,16,0,52,27,377
Immanuel McElroy,Alba Berlin,16,530,73,141,0.518,15,39,0.385,58,102,0.569,0.571,41,46,0.891,25,40,65,36,24,1,21,29,202
Ioannis Kalampokis,Panionios On Telecoms,9,222,20,51,0.392,7,21,0.333,13,30,0.433,0.461,23,29,0.793,3,17,20,20,8,0,14,32,70
Ivan Zoroski,Panionios On Telecoms,7,130,19,43,0.442,7,18,0.389,12,25,0.48,0.523,16,22,0.727,3,5,8,9,6,0,4,14,61
Ivica Jurkovic,KK Union Olimpija,4,48,2,11,0.182,2,7,0.286,0,4,0,0.273,2,2,1,1,6,7,1,1,0,4,9,8
Jacopo Giachetti,Lottomatica Roma,11,122,10,24,0.417,0,4,0,10,20,0.5,0.417,17,19,0.895,0,9,9,10,6,0,6,20,37
Jaka Klobucar,KK Union Olimpija,9,145,9,38,0.237,2,16,0.125,7,22,0.318,0.263,14,21,0.667,6,14,20,8,4,0,21,12,34
Jaka Lakovic,Regal FC Barcelona,18,409,54,124,0.435,33,80,0.413,21,44,0.477,0.569,37,42,0.881,2,22,24,53,15,0,28,27,178
Jan Jagla,DKV Joventut,10,181,31,78,0.397,16,43,0.372,15,35,0.429,0.5,12,15,0.8,11,22,33,4,7,9,11,23,90
Jan Vesely,Partizan,17,338,30,58,0.517,1,18,0.056,29,40,0.725,0.526,21,39,0.538,28,29,57,7,8,5,16,57,82
Jannero Pargo,Olympiacos,11,138,14,39,0.359,6,21,0.286,8,18,0.444,0.436,4,6,0.667,3,6,9,15,4,0,17,18,38
Jared Homan,Cibona Zagreb,16,288,32,67,0.478,0,1,0,32,66,0.485,0.478,10,18,0.556,21,31,52,6,9,9,18,39,74
Jasmin Hukic,KK Union Olimpija,6,136,13,49,0.265,8,30,0.267,5,19,0.263,0.347,4,5,0.8,2,12,14,9,3,0,5,9,38
Jason Williams,Maccabi Tel Aviv,6,106,7,26,0.269,3,7,0.429,4,19,0.211,0.327,3,6,0.5,7,6,13,4,4,0,8,14,20
Javier Perez,Real Madrid,1,2,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,0,0,2
Jeff Greer,SLUC Nancy,10,242,19,59,0.322,8,38,0.211,11,21,0.524,0.39,21,29,0.724,12,21,33,10,7,2,9,14,67
Jeremiah Massey,Real Madrid,20,424,66,122,0.541,6,19,0.316,60,103,0.583,0.566,26,46,0.565,36,46,82,11,13,4,15,36,164
Jeremy Leloup,Le Mans Sarthe Basket,6,54,5,14,0.357,2,10,0.2,3,4,0.75,0.429,3,5,0.6,2,0,2,3,2,0,1,15,15
Jerome Moiso,DKV Joventut,2,32,3,8,0.375,0,0,,3,8,0.375,0.375,2,4,0.5,4,7,11,0,2,3,1,4,8
Jiri Welsch,Unicaja Malaga,15,327,43,85,0.506,13,28,0.464,30,57,0.526,0.582,29,43,0.674,13,26,39,21,9,1,12,30,128
Jobey Thomas,Armani Jeans Milano,15,377,61,138,0.442,30,76,0.395,31,62,0.5,0.551,29,33,0.879,7,15,22,10,10,0,17,39,181
Joey Beard,Armani Jeans Milano,6,83,9,12,0.75,0,0,,9,12,0.75,0.75,4,4,1,5,6,11,1,2,0,5,18,22
Johannes Herber,Alba Berlin,2,10,0,3,0,0,1,0,0,2,0,0,0,0,,0,0,0,0,0,0,2,3,0
John Cox,SLUC Nancy,10,187,25,80,0.313,11,36,0.306,14,44,0.318,0.381,3,4,0.75,10,11,21,10,4,1,16,13,64
Jon Cortaberria,Unicaja Malaga,5,51,3,9,0.333,1,6,0.167,2,3,0.667,0.389,1,2,0.5,2,7,9,3,0,1,1,4,8
Jonas Maciulis,BC Zalgiris,10,304,48,114,0.421,23,56,0.411,25,58,0.431,0.522,21,35,0.6,15,35,50,20,13,3,18,32,140
Jonathan Wallace,KK Union Olimpija,4,78,9,18,0.5,5,12,0.417,4,6,0.667,0.639,2,2,1,0,5,5,5,1,0,1,7,25
Jordi Trias,Regal FC Barcelona,11,110,13,21,0.619,2,6,0.333,11,15,0.733,0.667,9,13,0.692,6,21,27,6,2,4,9,8,37
Josep Franch,DKV Joventut,1,17,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,1,1,0,0,0,1,0,2
Joseph Gomis,Unicaja Malaga,14,239,35,79,0.443,9,25,0.36,26,54,0.481,0.5,15,19,0.789,4,17,21,25,9,2,20,15,94
Josh Childress,Olympiacos,16,389,55,117,0.47,3,19,0.158,52,98,0.531,0.483,28,44,0.636,22,52,74,18,18,8,29,22,141
JP Batista,Le Mans Sarthe Basket,10,238,49,87,0.563,0,1,0,49,86,0.57,0.563,16,24,0.667,15,23,38,15,7,4,26,34,114
JR Holden,CSKA Moscow,16,470,44,112,0.393,19,50,0.38,25,62,0.403,0.478,19,24,0.792,2,30,32,54,12,0,26,24,126
Juan Carlos Navarro,Regal FC Barcelona,21,582,98,229,0.428,41,113,0.363,57,116,0.491,0.517,72,77,0.935,2,32,34,76,27,0,42,29,309
Julius Jenkins,Alba Berlin,11,245,47,95,0.495,17,34,0.5,30,61,0.492,0.584,16,24,0.667,4,15,19,22,8,1,22,15,127
Junior Harrington,KK Union Olimpija,1,26,2,7,0.286,1,2,0.5,1,5,0.2,0.357,0,0,,0,2,2,2,1,0,1,4,5
Kaya Peker,Efes Pilsen,10,169,20,45,0.444,0,0,,20,45,0.444,0.444,15,27,0.556,10,21,31,6,11,7,14,24,55
Kennedy Winston,Real Madrid,6,104,9,19,0.474,0,2,0,9,17,0.529,0.474,5,8,0.625,4,16,20,5,3,3,0,5,23
Kerem Gonlum,Efes Pilsen,10,301,37,58,0.638,1,2,0.5,36,56,0.643,0.647,20,31,0.645,24,41,65,7,11,8,18,27,95
Koko Archibong,Asseco Prokom Sopot,13,287,15,51,0.294,2,13,0.154,13,38,0.342,0.314,4,10,0.4,12,34,46,14,7,4,13,40,36
Kostas Tsartsaris,Panathinaikos,19,251,24,60,0.4,6,21,0.286,18,39,0.462,0.45,13,24,0.542,20,44,64,10,12,6,15,40,67
Ksistof Lavrinovic,Montepaschi Siena,17,411,62,134,0.463,18,53,0.34,44,81,0.543,0.53,41,49,0.837,31,78,109,13,27,13,24,34,183
Lamayn Wilson,SLUC Nancy,9,273,43,96,0.448,13,41,0.317,30,55,0.545,0.516,10,18,0.556,7,30,37,7,13,3,8,27,109
Lazaros Papadopoulos,Real Madrid,4,55,7,17,0.412,0,1,0,7,16,0.438,0.412,2,4,0.5,5,4,9,0,1,0,2,5,16
Levon Kendall,Panionios On Telecoms,10,145,19,39,0.487,0,5,0,19,34,0.559,0.487,6,15,0.4,9,18,27,6,6,2,9,21,44
Lior Eliyahu,Maccabi Tel Aviv,16,429,93,151,0.616,0,2,0,93,149,0.624,0.616,38,57,0.667,27,78,105,39,10,4,35,36,224
Lonny Baxter,Panionios On Telecoms,10,252,43,75,0.573,0,1,0,43,74,0.581,0.573,24,35,0.686,15,37,52,2,3,9,16,32,110
Loren Woods,BC Zalgiris,8,251,33,59,0.559,0,1,0,33,58,0.569,0.559,32,45,0.711,27,45,72,12,11,19,21,19,98
Louis Bullock,Real Madrid,20,526,79,194,0.407,38,110,0.345,41,84,0.488,0.505,62,65,0.954,7,23,30,39,16,1,37,55,258
Lubos Barton,Regal FC Barcelona,23,317,37,70,0.529,13,40,0.325,24,30,0.8,0.621,8,10,0.8,19,38,57,13,15,4,8,21,95
Luca Lechthaler,Montepaschi Siena,14,64,5,15,0.333,0,0,,5,15,0.333,0.333,3,5,0.6,7,5,12,1,4,0,6,17,13
Luca Vitali,Armani Jeans Milano,13,316,41,92,0.446,28,63,0.444,13,29,0.448,0.598,32,35,0.914,5,13,18,30,8,0,35,42,142
Luigi Datome,Lottomatica Roma,13,218,25,60,0.417,8,23,0.348,17,37,0.459,0.483,17,19,0.895,19,29,48,8,5,4,12,31,75
Luka Bogdanovic,DKV Joventut,9,188,35,72,0.486,17,43,0.395,18,29,0.621,0.604,3,3,1,13,15,28,6,7,1,10,12,90
Luksa Andric,Cibona Zagreb,16,198,22,48,0.458,1,11,0.091,21,37,0.568,0.469,10,12,0.833,16,31,47,9,1,4,15,37,55
Lynn Greer,Olympiacos,22,554,80,178,0.449,34,80,0.425,46,98,0.469,0.545,75,87,0.862,15,23,38,35,16,4,32,43,269
Maleye N'Doye,Le Mans Sarthe Basket,10,213,22,56,0.393,9,28,0.321,13,28,0.464,0.473,5,6,0.833,6,10,16,8,7,0,8,20,58
Mamadou Samb,Regal FC Barcelona,1,11,2,4,0.5,0,1,0,2,3,0.667,0.5,1,4,0.25,0,0,0,0,2,2,1,0,5
Mantas Kalnietis,BC Zalgiris,10,246,34,81,0.42,9,29,0.31,25,52,0.481,0.475,8,11,0.727,2,21,23,30,12,2,22,16,85
Marco Carraretto,Montepaschi Siena,15,152,17,38,0.447,11,22,0.5,6,16,0.375,0.592,3,4,0.75,3,16,19,10,6,0,7,16,48
Marco Mordente,Armani Jeans Milano,12,211,28,57,0.491,20,36,0.556,8,21,0.381,0.667,15,18,0.833,2,13,15,7,6,0,15,35,91
Marcus Brown,Maccabi Tel Aviv,16,474,64,134,0.478,25,60,0.417,39,74,0.527,0.571,43,55,0.782,7,30,37,35,10,0,19,41,196
Marcus Fizer,Maccabi Tel Aviv,2,17,2,8,0.25,0,1,0,2,7,0.286,0.25,0,0,,0,1,1,1,2,0,3,4,4
Marcus Haislip,Unicaja Malaga,14,384,50,128,0.391,13,53,0.245,37,75,0.493,0.441,44,54,0.815,20,48,68,7,8,6,20,29,157
Marin Rozic,Cibona Zagreb,16,331,41,88,0.466,12,31,0.387,29,57,0.509,0.534,21,24,0.875,16,44,60,3,21,1,21,44,115
Mario Kasun,Efes Pilsen,1,10,3,5,0.6,0,0,,3,5,0.6,0.6,2,3,0.667,1,0,1,0,0,0,0,2,8
