Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alexey Shved,BC Khimki,24,639,126,308,0.409,57,164,0.348,69,144,0.479,0.502,73,99,0.737,10,58,68,95,32,7,47,58,382
Ali Traore,Limoges CSP,9,194,42,71,0.592,0,0,,42,71,0.592,0.592,10,21,0.476,14,31,45,8,6,7,24,28,94
Andrea Amato,EA7 Emporio Armani Milan,2,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Andrea Cinciarini,EA7 Emporio Armani Milan,8,175,16,42,0.381,5,10,0.5,11,32,0.344,0.44,6,10,0.6,4,13,17,25,8,0,11,23,43
Andreas Seiferth,FC Bayern Munich,1,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
Andres Nocioni,Real Madrid,24,333,44,115,0.383,24,71,0.338,20,44,0.455,0.487,27,35,0.771,7,57,64,4,3,11,15,38,139
Andrey Vorontsevich,CSKA Moscow,28,680,83,179,0.464,49,110,0.445,34,69,0.493,0.601,24,35,0.686,33,85,118,38,22,17,22,70,239
Andrey Zubkov,Lokomotiv Kuban,30,323,49,94,0.521,15,42,0.357,34,52,0.654,0.601,16,21,0.762,18,39,57,15,4,0,20,46,129
Ante Tomic,FC Barcelona Lassa,29,588,115,192,0.599,0,0,,115,192,0.599,0.599,70,99,0.707,52,106,158,55,12,5,39,74,300
Anthony Randolph,Lokomotiv Kuban,23,580,124,288,0.431,19,75,0.253,105,213,0.493,0.464,66,86,0.767,36,102,138,27,29,21,42,51,333
Anton Gavel,FC Bayern Munich,10,180,9,31,0.29,4,11,0.364,5,20,0.25,0.355,10,14,0.714,5,13,18,37,10,0,8,17,32
Antonis Fotsis,Panathinaikos Athens,26,424,45,99,0.455,27,67,0.403,18,32,0.563,0.591,9,12,0.75,23,57,80,17,9,2,7,32,126
Arinze Onuaku,Maccabi Tel Aviv,10,107,14,32,0.438,0,0,,14,32,0.438,0.438,6,16,0.375,20,22,42,2,2,4,7,18,34
Augusto Lima,Real Madrid,8,77,13,15,0.867,0,0,,13,15,0.867,0.867,1,6,0.167,6,10,16,1,1,0,6,15,27
Bangaly Fofana,Strasbourg,10,116,12,18,0.667,0,0,,12,18,0.667,0.667,7,9,0.778,13,9,22,6,4,4,9,22,31
Baris Hersek,Fenerbahçe,18,123,5,17,0.294,1,7,0.143,4,10,0.4,0.324,0,0,,3,7,10,2,3,2,6,27,11
Berk Ugurlu,Fenerbahçe,14,107,15,26,0.577,2,5,0.4,13,21,0.619,0.615,4,7,0.571,0,6,6,12,4,2,6,15,36
Birkan Batuk,Anadolu Efes,20,291,28,68,0.412,24,57,0.421,4,11,0.364,0.588,9,15,0.6,8,18,26,9,12,1,9,57,89
Bobby Dixon,Fenerbahçe,28,691,104,257,0.405,61,161,0.379,43,96,0.448,0.523,34,38,0.895,18,73,91,101,27,3,53,58,303
Bogdan Bogdanovic,Fenerbahçe,28,774,110,269,0.409,50,135,0.37,60,134,0.448,0.502,55,69,0.797,17,74,91,83,30,12,42,61,325
Borisa Simanic,Crvena Zvezda Telekom Belgrade,7,53,5,10,0.5,2,7,0.286,3,3,1,0.6,2,2,1,1,6,7,0,1,2,2,2,14
Brad Oleson,FC Barcelona Lassa,29,421,31,98,0.316,17,64,0.266,14,34,0.412,0.403,14,17,0.824,9,22,31,38,6,0,11,32,93
Brad Wanamaker,Brose Baskets Bamberg,24,692,105,236,0.445,28,76,0.368,77,160,0.481,0.504,55,71,0.775,5,93,98,96,32,3,57,66,293
Branko Lazic,Crvena Zvezda Telekom Belgrade,26,507,37,86,0.43,16,39,0.41,21,47,0.447,0.523,21,24,0.875,14,20,34,27,23,0,29,78,111
Brent Petway,Dinamo Banco di Sardegna Sassari,7,147,13,29,0.448,3,14,0.214,10,15,0.667,0.5,2,3,0.667,5,19,24,5,2,5,9,24,31
Brian Randle,Maccabi Tel Aviv,8,182,26,45,0.578,2,5,0.4,24,40,0.6,0.6,14,20,0.7,7,13,20,8,5,6,11,31,68
Brian Sacchetti,Dinamo Banco di Sardegna Sassari,10,182,12,28,0.429,5,15,0.333,7,13,0.538,0.518,9,14,0.643,4,22,26,7,5,0,5,16,38
Brock Motum,Zalgiris Kaunus,24,415,65,134,0.485,13,37,0.351,52,97,0.536,0.534,18,24,0.75,26,41,67,13,12,0,31,36,161
Bruno Cerella,EA7 Emporio Armani Milan,9,90,7,24,0.292,1,12,0.083,6,12,0.5,0.313,2,2,1,4,5,9,5,4,0,2,15,17
Bryant Dunston,Anadolu Efes,24,505,67,111,0.604,0,0,,67,111,0.604,0.604,55,84,0.655,50,69,119,28,12,26,28,65,189
Bryce Taylor,FC Bayern Munich,9,213,19,53,0.358,7,23,0.304,12,30,0.4,0.425,15,17,0.882,11,21,32,12,5,1,6,20,60
Can Altintig,Pinar Karsiyaka,10,166,15,37,0.405,5,15,0.333,10,22,0.455,0.473,7,10,0.7,4,14,18,16,8,1,14,18,42
Carlos Arroyo,FC Barcelona Lassa,22,348,44,118,0.373,26,63,0.413,18,55,0.327,0.483,19,23,0.826,8,28,36,52,12,1,28,48,133
Carlos Suarez,Unicaja Malaga,24,445,27,88,0.307,14,55,0.255,13,33,0.394,0.386,25,34,0.735,25,59,84,43,18,4,27,39,93
Cedi Osman,Anadolu Efes,23,459,63,143,0.441,27,71,0.38,36,72,0.5,0.535,29,38,0.763,24,47,71,17,21,2,19,35,182
Charles Jenkins,EA7 Emporio Armani Milan,10,261,25,53,0.472,14,24,0.583,11,29,0.379,0.604,3,6,0.5,5,11,16,18,15,0,7,30,67
Chris Singleton,Lokomotiv Kuban,31,672,95,229,0.415,25,79,0.316,70,150,0.467,0.469,46,63,0.73,60,81,141,30,36,20,38,81,261
Christian Eyenga,Dinamo Banco di Sardegna Sassari,10,259,43,86,0.5,5,19,0.263,38,67,0.567,0.529,17,21,0.81,9,31,40,22,13,9,17,19,108
Colton Iverson,Pinar Karsiyaka,9,154,36,62,0.581,0,0,,36,62,0.581,0.581,17,28,0.607,17,27,44,5,5,5,17,20,89
Cory Higgins,CSKA Moscow,29,608,85,168,0.506,34,63,0.54,51,105,0.486,0.607,64,78,0.821,9,55,64,40,17,6,40,76,268
Daniel Diez,Unicaja Malaga,24,440,44,89,0.494,19,48,0.396,25,41,0.61,0.601,12,16,0.75,25,60,85,10,9,1,14,20,119
Daniel Hackett,Olympiacos,24,477,60,135,0.444,22,56,0.393,38,79,0.481,0.526,52,64,0.813,3,53,56,56,20,2,36,64,194
Daniel Mayr,FC Bayern Munich,1,15,0,1,0,0,0,,0,1,0,0,1,4,0.25,0,2,2,0,0,0,0,1,1
Daniel Theis,Brose Baskets Bamberg,24,470,82,153,0.536,14,36,0.389,68,117,0.581,0.582,42,55,0.764,32,73,105,13,11,14,25,80,220
Daniele Magro,EA7 Emporio Armani Milan,2,8,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,3,0
Dario Saric,Anadolu Efes,24,539,103,206,0.5,29,72,0.403,74,134,0.552,0.57,46,49,0.939,36,102,138,35,12,11,36,61,281
Darius Adams,Laboral Kutxa Vitoria Gasteiz,29,730,135,342,0.395,70,207,0.338,65,135,0.481,0.497,43,52,0.827,4,59,63,117,38,3,73,48,383
Darius Johnson-Odom,Olympiacos,12,167,14,48,0.292,8,19,0.421,6,29,0.207,0.375,13,20,0.65,5,12,17,18,4,1,7,18,49
Darius Miller,Brose Baskets Bamberg,24,595,82,174,0.471,31,77,0.403,51,97,0.526,0.56,30,33,0.909,9,49,58,40,7,13,32,66,225
Darko Planinic,Laboral Kutxa Vitoria Gasteiz,25,228,29,53,0.547,0,0,,29,53,0.547,0.547,20,27,0.741,24,28,52,6,4,1,31,45,78
David Logan,Dinamo Banco di Sardegna Sassari,8,221,32,91,0.352,16,54,0.296,16,37,0.432,0.44,11,13,0.846,2,8,10,23,16,1,23,20,91
Davis Bertans,Laboral Kutxa Vitoria Gasteiz,15,310,36,70,0.514,27,57,0.474,9,13,0.692,0.707,19,21,0.905,5,24,29,14,6,6,12,42,118
Dee Bost,Zielona Góra,10,228,29,85,0.341,6,38,0.158,23,47,0.489,0.376,20,26,0.769,2,14,16,35,14,0,13,23,84
Dejan Borovnjak,Zielona Góra,9,175,32,61,0.525,0,0,,32,61,0.525,0.525,23,26,0.885,13,22,35,12,3,1,9,26,87
DeMarcus Nelson,Unicaja Malaga,14,251,36,83,0.434,8,23,0.348,28,60,0.467,0.482,6,11,0.545,10,19,29,34,16,2,20,27,86
Demetris Nichols,CSKA Moscow,23,278,35,73,0.479,15,41,0.366,20,32,0.625,0.582,8,12,0.667,7,26,33,15,11,12,14,36,93
Denis Marconato,Dinamo Banco di Sardegna Sassari,3,12,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,1,3,4,0,0,0,1,2,2
Deon Thompson,FC Bayern Munich,10,231,41,85,0.482,0,1,0,41,84,0.488,0.482,10,13,0.769,9,32,41,10,12,11,10,28,92
Derrick Brown,Anadolu Efes,24,556,92,204,0.451,10,39,0.256,82,165,0.497,0.475,41,65,0.631,40,86,126,34,12,13,32,32,235
Devin Smith,Maccabi Tel Aviv,9,271,40,96,0.417,19,46,0.413,21,50,0.42,0.516,15,20,0.75,9,40,49,17,5,1,15,24,114
Dimitri Sokolov,BC Khimki,6,61,12,15,0.8,0,0,,12,15,0.8,0.8,7,13,0.538,10,13,23,0,0,4,9,16,31
Dimitrios Agravanis,Olympiacos,17,208,22,59,0.373,6,24,0.25,16,35,0.457,0.424,12,18,0.667,15,23,38,7,5,7,11,29,62
Dimitris Diamantidis,Panathinaikos Athens,26,553,56,122,0.459,32,85,0.376,24,37,0.649,0.59,43,52,0.827,9,52,61,110,20,6,54,55,187
Dino Radoncic,Real Madrid,1,3,0,1,0,0,0,,0,1,0,0,1,2,0.5,0,0,0,0,0,0,0,1,1
D.J. Strawberry,Olympiacos,23,470,51,128,0.398,14,55,0.255,37,73,0.507,0.453,26,37,0.703,20,52,72,37,24,7,20,50,142
Dmitry Kulagin,CSKA Moscow,18,97,13,29,0.448,3,12,0.25,10,17,0.588,0.5,0,1,0,1,12,13,9,2,0,8,15,29
Dogus Balbay,Anadolu Efes,18,83,5,15,0.333,1,4,0.25,4,11,0.364,0.367,0,2,0,2,5,7,9,4,0,5,14,11
Dogus Ozdemiroglu,Darüşşafaka,1,6,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,0
Dontaye Draper,Lokomotiv Kuban,30,668,68,173,0.393,36,102,0.353,32,71,0.451,0.497,22,28,0.786,8,45,53,65,33,3,41,64,194
Dragan Bender,Maccabi Tel Aviv,7,74,6,18,0.333,2,8,0.25,4,10,0.4,0.389,1,2,0.5,2,8,10,4,2,3,4,8,15
Dusko Savanovic,FC Bayern Munich,9,221,39,95,0.411,12,40,0.3,27,55,0.491,0.474,11,13,0.846,14,38,52,15,9,2,11,24,101
Dzanan Musa,Cedevita Zagreb,10,78,10,28,0.357,3,12,0.25,7,16,0.438,0.411,4,6,0.667,4,9,13,7,2,1,7,11,27
Edgaras Ulanovas,Zalgiris Kaunus,24,632,48,129,0.372,13,38,0.342,35,91,0.385,0.422,42,48,0.875,35,73,108,47,16,4,27,48,151
Edwin Jackson,Unicaja Malaga,24,482,69,176,0.392,40,122,0.328,29,54,0.537,0.506,36,42,0.857,7,27,34,59,4,0,38,16,214
Egehan Arna,Fenerbahçe,7,39,3,13,0.231,2,5,0.4,1,8,0.125,0.308,1,2,0.5,1,2,3,1,2,0,0,4,9
Egemen Guven,Pinar Karsiyaka,2,24,2,6,0.333,0,0,,2,6,0.333,0.333,0,0,,0,1,1,0,1,0,0,4,4
Egor Vyaltsev,BC Khimki,20,212,19,53,0.358,14,32,0.438,5,21,0.238,0.491,16,19,0.842,2,19,21,11,10,2,14,42,68
Ekpe Udoh,Fenerbahçe,27,750,132,238,0.555,0,2,0,132,236,0.559,0.555,76,99,0.768,53,85,138,35,20,61,41,59,340
Eleftherios Bochoridis,Panathinaikos Athens,2,5,0,0,,0,0,,0,0,,,2,2,1,0,0,0,1,0,0,0,2,2
Elias Harris,Brose Baskets Bamberg,20,183,36,63,0.571,2,4,0.5,34,59,0.576,0.587,17,22,0.773,17,31,48,6,3,0,9,39,91
Elijah Johnson,Anadolu Efes,4,65,11,21,0.524,4,13,0.308,7,8,0.875,0.619,2,2,1,1,10,11,3,0,0,2,6,28
Elliot Williams,Panathinaikos Athens,10,263,42,106,0.396,5,23,0.217,37,83,0.446,0.42,42,48,0.875,5,23,28,10,6,0,19,28,131
Emir Preldzic,Darüşşafaka,20,362,29,84,0.345,12,44,0.273,17,40,0.425,0.417,22,38,0.579,17,51,68,57,9,3,28,25,92
Emircan Kosut,Anadolu Efes,1,1,0,0,,0,0,,0,0,,,2,2,1,0,0,0,0,0,0,0,0,2
Ender Arslan,Darüşşafaka,21,294,32,83,0.386,17,56,0.304,15,27,0.556,0.488,13,25,0.52,3,13,16,28,3,0,25,27,94
Ercan Bayrak,Fenerbahçe,3,6,1,2,0.5,0,1,0,1,1,1,0.5,1,2,0.5,1,0,1,0,0,0,0,0,3
Evgeny Voronov,Lokomotiv Kuban,29,428,55,112,0.491,10,36,0.278,45,76,0.592,0.536,17,21,0.81,12,30,42,25,17,5,22,69,137
Fabien Causeur,Laboral Kutxa Vitoria Gasteiz,21,593,75,169,0.444,32,81,0.395,43,88,0.489,0.538,34,42,0.81,9,56,65,42,23,6,35,36,216
Felipe Reyes,Real Madrid,26,492,89,175,0.509,12,29,0.414,77,146,0.527,0.543,92,111,0.829,64,90,154,23,14,5,39,72,282
Fran Pilepic,Cedevita Zagreb,22,395,49,98,0.5,31,64,0.484,18,34,0.529,0.658,12,12,1,7,22,29,20,8,1,20,41,141
Fran Vazquez,Unicaja Malaga,23,341,56,107,0.523,0,0,,56,107,0.523,0.523,12,16,0.75,21,42,63,5,5,8,17,51,124
Francesco Pellegrino,Dinamo Banco di Sardegna Sassari,3,18,0,1,0,0,0,,0,1,0,0,0,0,,1,2,3,0,2,0,0,4,0
Frank Ntilikina,Strasbourg,4,23,2,7,0.286,0,1,0,2,6,0.333,0.286,2,4,0.5,2,0,2,0,0,0,3,3,6
Frejus Zerbo,Limoges CSP,10,165,21,48,0.438,0,0,,21,48,0.438,0.438,12,20,0.6,10,31,41,3,2,2,16,30,54
Furkan Aldemir,Darüşşafaka,13,120,19,27,0.704,0,0,,19,27,0.704,0.704,4,10,0.4,17,20,37,4,2,6,9,17,42
Furkan Korkmaz,Anadolu Efes,19,168,18,46,0.391,11,26,0.423,7,20,0.35,0.511,4,7,0.571,5,12,17,9,2,3,8,27,51
Gabe Olaseni,Brose Baskets Bamberg,5,66,5,12,0.417,0,0,,5,12,0.417,0.417,2,2,1,6,8,14,3,1,1,6,12,12
Gal Mekel,Crvena Zvezda Telekom Belgrade,4,81,6,26,0.231,1,3,0.333,5,23,0.217,0.25,2,2,1,2,4,6,11,1,1,7,7,15
Gani Lawal,EA7 Emporio Armani Milan,5,48,4,12,0.333,0,0,,4,12,0.333,0.333,3,4,0.75,6,10,16,0,3,2,5,14,11
Georgios Papagiannis,Panathinaikos Athens,6,30,4,13,0.308,0,0,,4,13,0.308,0.308,1,2,0.5,3,7,10,0,0,2,0,5,9
German Gabriel,Unicaja Malaga,2,10,3,6,0.5,0,1,0,3,5,0.6,0.5,5,6,0.833,0,1,1,0,0,0,0,1,11
Giacomo Devecchi,Dinamo Banco di Sardegna Sassari,10,132,11,20,0.55,9,13,0.692,2,7,0.286,0.775,1,2,0.5,2,5,7,13,3,0,3,13,32
Giorgos Printezis,Olympiacos,21,524,116,226,0.513,20,55,0.364,96,171,0.561,0.558,44,63,0.698,33,83,116,28,10,4,21,39,296
Willy Hernangomez,Real Madrid,14,156,27,42,0.643,0,0,,27,42,0.643,0.643,6,11,0.545,16,31,47,4,3,8,10,21,60
Gustavo Ayon,Real Madrid,27,704,130,209,0.622,0,0,,130,209,0.622,0.622,52,84,0.619,81,132,213,63,49,34,45,82,312
Guy Pnini,Maccabi Tel Aviv,10,156,17,36,0.472,14,30,0.467,3,6,0.5,0.667,5,6,0.833,0,11,11,10,4,0,5,15,53
Hakim Warrick,Olympiacos,6,51,8,18,0.444,0,0,,8,18,0.444,0.444,10,14,0.714,9,8,17,3,0,0,2,5,26
Heiko Schaffartzik,Limoges CSP,10,285,30,68,0.441,24,51,0.471,6,17,0.353,0.618,8,10,0.8,8,13,21,47,2,0,20,20,92
Henry Walker,Cedevita Zagreb,16,232,26,74,0.351,15,43,0.349,11,31,0.355,0.453,16,22,0.727,10,27,37,13,9,5,11,33,83
Ian Vouyoukas,Zalgiris Kaunus,24,489,97,179,0.542,0,0,,97,179,0.542,0.542,72,84,0.857,41,71,112,30,13,14,30,72,266
Igor Kanygin,Lokomotiv Kuban,1,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Ike Ofoegbu,Maccabi Tel Aviv,6,77,4,11,0.364,3,4,0.75,1,7,0.143,0.5,16,20,0.8,8,10,18,2,0,3,4,17,27
Ilimane Diop,Laboral Kutxa Vitoria Gasteiz,27,247,23,47,0.489,0,0,,23,47,0.489,0.489,24,28,0.857,23,33,56,4,6,15,15,67,70
Inanc Koc,Pinar Karsiyaka,5,21,0,3,0,0,2,0,0,1,0,0,0,0,,0,5,5,1,0,0,1,2,0
Ioannis Papapetrou,Olympiacos,24,456,51,118,0.432,16,40,0.4,35,78,0.449,0.5,18,26,0.692,18,46,64,17,17,7,25,48,136
Itay Segev,Maccabi Tel Aviv,3,9,1,1,1,0,0,,1,1,1,1,0,0,,1,2,3,0,1,0,0,3,2
Ivan Lazarev,CSKA Moscow,9,40,6,10,0.6,0,0,,6,10,0.6,0.6,1,4,0.25,6,1,7,0,0,1,4,18,13
Jack Cooley,Unicaja Malaga,14,189,30,50,0.6,0,0,,30,50,0.6,0.6,28,44,0.636,33,27,60,7,8,6,12,31,88
Jacob Pullen,Cedevita Zagreb,24,583,108,262,0.412,45,137,0.328,63,125,0.504,0.498,64,80,0.8,10,29,39,68,22,1,58,37,325
Jaka Blazic,Laboral Kutxa Vitoria Gasteiz,29,555,77,178,0.433,25,71,0.352,52,107,0.486,0.503,46,58,0.793,34,59,93,16,18,1,36,61,225
Jamar Smith,Unicaja Malaga,15,319,44,123,0.358,22,57,0.386,22,66,0.333,0.447,7,8,0.875,7,13,20,36,12,0,21,31,117
Jamel McLean,EA7 Emporio Armani Milan,10,225,34,64,0.531,0,5,0,34,59,0.576,0.531,39,47,0.83,16,25,41,9,10,1,17,32,107
James Augustine,BC Khimki,23,639,113,168,0.673,3,8,0.375,110,160,0.688,0.682,24,40,0.6,59,95,154,40,23,22,25,38,253
James Feldeine,Panathinaikos Athens,26,678,75,203,0.369,37,118,0.314,38,85,0.447,0.461,31,41,0.756,8,49,57,55,24,6,43,45,218
James Gist,Panathinaikos Athens,26,689,112,209,0.536,20,58,0.345,92,151,0.609,0.584,39,69,0.565,36,83,119,38,27,15,43,68,283
James White,Cedevita Zagreb,24,680,83,176,0.472,14,47,0.298,69,129,0.535,0.511,45,56,0.804,17,91,108,45,20,3,24,61,225
Jamon Gordon,Darüşşafaka,24,589,78,182,0.429,17,43,0.395,61,139,0.439,0.475,23,29,0.793,12,51,63,83,39,4,45,57,196
Jan Vesely,Fenerbahçe,23,631,115,184,0.625,2,3,0.667,113,181,0.624,0.63,43,95,0.453,58,98,156,37,19,22,40,74,275
Janis Strelnieks,Brose Baskets Bamberg,24,581,79,166,0.476,36,89,0.404,43,77,0.558,0.584,42,46,0.913,8,41,49,80,17,1,33,46,236
Jarvis Varnado,Dinamo Banco di Sardegna Sassari,9,177,32,55,0.582,0,0,,32,55,0.582,0.582,19,22,0.864,17,29,46,11,3,7,15,36,83
Jaycee Carroll,Real Madrid,27,476,82,190,0.432,40,109,0.367,42,81,0.519,0.537,23,26,0.885,10,30,40,24,7,2,20,48,227
Jayson Granger,Anadolu Efes,23,605,88,223,0.395,28,89,0.315,60,134,0.448,0.457,31,45,0.689,12,59,71,90,16,1,39,49,235
Jeffery Taylor,Real Madrid,25,380,43,91,0.473,10,31,0.323,33,60,0.55,0.527,11,18,0.611,15,38,53,13,6,3,14,55,107
Jeremy Leloup,Strasbourg,10,219,25,61,0.41,8,31,0.258,17,30,0.567,0.475,17,18,0.944,10,20,30,16,9,0,11,30,75
Jerome Randle,Zalgiris Kaunus,6,146,19,69,0.275,1,16,0.063,18,53,0.34,0.283,4,5,0.8,2,8,10,18,6,0,9,13,43
Joe Alexander,Dinamo Banco di Sardegna Sassari,9,241,33,94,0.351,7,23,0.304,26,71,0.366,0.388,25,29,0.862,10,34,44,7,4,13,9,21,98
Joe Ragland,Pinar Karsiyaka,7,175,31,69,0.449,10,28,0.357,21,41,0.512,0.522,11,13,0.846,4,17,21,22,5,1,17,7,83
Joel Freeland,CSKA Moscow,12,189,35,59,0.593,0,0,,35,59,0.593,0.593,12,24,0.5,18,35,53,3,4,5,13,24,82
Joey Dorsey,FC Barcelona Lassa,9,153,20,27,0.741,0,0,,20,27,0.741,0.741,8,26,0.308,23,40,63,7,11,6,12,27,48
John Bryant,FC Bayern Munich,10,187,37,65,0.569,6,9,0.667,31,56,0.554,0.615,9,13,0.692,12,26,38,9,11,6,6,25,89
Jon Diebler,Anadolu Efes,21,560,70,136,0.515,52,105,0.495,18,31,0.581,0.706,23,28,0.821,14,25,39,35,8,1,17,60,215
Jonas Maciulis,Real Madrid,25,444,39,110,0.355,16,61,0.262,23,49,0.469,0.427,24,29,0.828,12,34,46,22,14,0,13,43,118
Jordan Farmar,Maccabi Tel Aviv,8,164,27,62,0.435,14,36,0.389,13,26,0.5,0.548,3,6,0.5,1,18,19,22,6,1,15,11,71
Josh Boone,BC Khimki,6,103,15,24,0.625,0,1,0,15,23,0.652,0.625,4,11,0.364,10,19,29,3,1,2,4,14,34
Josh Carter,Pinar Karsiyaka,10,269,14,67,0.209,11,48,0.229,3,19,0.158,0.291,14,16,0.875,5,11,16,17,11,1,9,22,53
J.R. Reynolds,Zielona Góra,6,126,9,33,0.273,4,15,0.267,5,18,0.278,0.333,7,8,0.875,1,7,8,15,3,1,11,20,29
Juan Carlos Navarro,FC Barcelona Lassa,26,529,75,201,0.373,40,123,0.325,35,78,0.449,0.473,45,50,0.9,2,22,24,58,14,0,35,35,235
Juan Palacios,Pinar Karsiyaka,9,195,33,84,0.393,3,17,0.176,30,67,0.448,0.411,6,11,0.545,13,25,38,11,14,1,15,20,75
Justin Carter,Pinar Karsiyaka,8,249,32,73,0.438,14,35,0.4,18,38,0.474,0.534,35,53,0.66,13,31,44,14,15,5,20,22,113
Justin Doellman,FC Barcelona Lassa,28,676,100,207,0.483,27,62,0.435,73,145,0.503,0.548,43,49,0.878,21,92,113,26,33,4,32,53,270
Kamil Zywert,Zielona Góra,1,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,1,0,0
Karlo Zganec,Cedevita Zagreb,21,294,19,40,0.475,0,0,,19,40,0.475,0.475,18,26,0.692,20,31,51,13,9,2,19,55,56
Karol Gruszecki,Zielona Góra,10,121,4,25,0.16,1,17,0.059,3,8,0.375,0.18,3,4,0.75,2,9,11,1,1,4,9,9,12
Kaspars Vecvagars,Zalgiris Kaunus,14,160,14,43,0.326,9,20,0.45,5,23,0.217,0.43,10,11,0.909,0,12,12,16,2,0,9,30,47
K.C. Rivers,Real Madrid,17,297,45,100,0.45,17,54,0.315,28,46,0.609,0.535,7,9,0.778,5,21,26,14,14,1,4,25,114
K.C. Rivers,FC Bayern Munich,10,235,38,86,0.442,22,51,0.431,16,35,0.457,0.57,10,15,0.667,1,22,23,13,5,1,12,25,108
Kenan Karahodzic,Unicaja Malaga,7,28,4,6,0.667,2,4,0.5,2,2,1,0.833,0,0,,1,0,1,3,0,0,3,3,10
Kenan Sipahi,Pinar Karsiyaka,10,189,19,53,0.358,4,20,0.2,15,33,0.455,0.396,11,16,0.688,1,10,11,37,9,0,12,16,53
Kenny Gabriel,Pinar Karsiyaka,10,274,37,80,0.463,14,43,0.326,23,37,0.622,0.55,9,10,0.9,9,37,46,13,8,7,8,22,97
Kerem Gonlum,Pinar Karsiyaka,10,153,20,34,0.588,4,9,0.444,16,25,0.64,0.647,7,11,0.636,7,21,28,8,4,1,6,24,51
Kim Tillie,Laboral Kutxa Vitoria Gasteiz,29,651,67,147,0.456,8,30,0.267,59,117,0.504,0.483,33,46,0.717,45,66,111,25,28,7,34,79,175
Kostas Papanikolaou,Olympiacos,7,133,16,39,0.41,2,17,0.118,14,22,0.636,0.436,7,12,0.583,9,21,30,7,4,3,5,19,41
Kostas Sloukas,Fenerbahçe,21,419,44,98,0.449,10,29,0.345,34,69,0.493,0.5,43,50,0.86,4,31,35,64,7,0,35,33,141
Kristjan Kangur,Laboral Kutxa Vitoria Gasteiz,6,77,4,9,0.444,1,3,0.333,3,6,0.5,0.5,3,6,0.5,3,8,11,5,0,0,5,9,12
Krunoslav Simon,EA7 Emporio Armani Milan,10,268,36,104,0.346,16,59,0.271,20,45,0.444,0.423,19,27,0.704,7,33,40,28,6,3,22,19,107
Kyle Hines,CSKA Moscow,29,762,122,181,0.674,0,0,,122,181,0.674,0.674,73,111,0.658,55,82,137,30,18,23,32,73,317
Kyle Weems,Strasbourg,10,258,31,87,0.356,13,44,0.295,18,43,0.419,0.431,4,8,0.5,4,30,34,19,12,6,10,29,79
