Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Djuro Ostojic,Partizan,12,218,24,40,0.6,0,0,,24,40,0.6,0.6,18,25,0.72,23,27,50,2,4,4,18,43,66
Dmitry Domani,CSKA Moscow,19,452,33,72,0.458,4,20,0.2,29,52,0.558,0.486,43,68,0.632,19,34,53,30,18,3,26,59,113
Dominik Hennen,Opel Skyliners,2,4,0,0,,0,0,,0,0,,,1,2,0.5,1,0,1,0,0,0,1,0,1
Dominik Tomczyk,Slask Wroclaw,11,253,34,76,0.447,14,33,0.424,20,43,0.465,0.539,24,29,0.828,17,34,51,5,5,8,16,33,106
Donatas Slanina,BC Zalgiris,14,428,78,199,0.392,31,96,0.323,47,103,0.456,0.47,45,51,0.882,11,27,38,24,14,0,28,37,232
Doug Overton,FC Barcelona,2,36,6,14,0.429,4,9,0.444,2,5,0.4,0.571,1,1,1,0,3,3,3,0,0,2,4,17
Dragan Ceranic,KK Buducnost,6,88,8,19,0.421,0,1,0,8,18,0.444,0.421,16,23,0.696,7,17,24,0,2,1,6,20,32
Dragan Lukovski,Elan Bearnais Pau-Orthez,14,351,58,123,0.472,12,36,0.333,46,87,0.529,0.52,76,89,0.854,8,21,29,50,15,0,32,29,204
Dragan Tarlac,Real Madrid,15,345,47,81,0.58,0,0,,47,81,0.58,0.58,46,63,0.73,17,67,84,15,6,10,34,44,140
Dragan Vukcevic,KK Buducnost,14,206,21,64,0.328,7,30,0.233,14,34,0.412,0.383,20,29,0.69,2,9,11,8,4,1,13,26,69
Dragisa Drobnjak,KK Krka,14,262,28,62,0.452,6,22,0.273,22,40,0.55,0.5,8,10,0.8,4,28,32,12,10,7,13,36,70
Dusan Bocevski,KK Zadar,3,53,10,15,0.667,2,4,0.5,8,11,0.727,0.733,2,4,0.5,4,5,9,3,3,0,1,9,24
Dusan Jelic,Olympiacos,5,32,5,9,0.556,0,0,,5,9,0.556,0.556,5,5,1,3,10,13,1,0,0,2,6,15
Dusan Vukcevic,Real Madrid,19,428,72,143,0.503,32,66,0.485,40,77,0.519,0.615,35,52,0.673,7,40,47,24,17,2,24,39,211
Ed Cota,BC Oostende,8,256,42,92,0.457,9,32,0.281,33,60,0.55,0.505,24,37,0.649,8,15,23,41,12,1,24,20,117
Eduardo Hernandez,TAU Ceramica,1,2,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,1,0,0,0,1,0
Eduardo Hernandez Sonseca,Real Madrid,10,163,25,41,0.61,1,3,0.333,24,38,0.632,0.622,14,17,0.824,9,31,40,1,4,13,9,23,65
Efthimios Rentzias,FC Barcelona,19,346,72,135,0.533,13,41,0.317,59,94,0.628,0.581,16,25,0.64,24,47,71,7,16,9,22,47,173
Elmer Bennett,TAU Ceramica,15,455,61,147,0.415,27,79,0.342,34,68,0.5,0.507,34,42,0.81,10,27,37,79,21,0,40,39,183
Emilio Kovacic,Skipper Fortitudo Bologna,13,248,42,77,0.545,1,1,1,41,76,0.539,0.552,14,21,0.667,19,40,59,10,11,8,13,26,99
Emre Ekim,Olympiacos,1,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,1,0,1,1,0
Ender Arslan,Efes Pilsen,6,110,8,24,0.333,4,12,0.333,4,12,0.333,0.417,7,13,0.538,0,7,7,7,6,0,3,14,27
Enver Ekmen,Efes Pilsen,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Eric Elliot,BC Oostende,5,109,8,27,0.296,4,12,0.333,4,15,0.267,0.37,0,0,,0,6,6,8,1,0,9,5,20
Eric Struelens,Real Madrid,16,365,44,83,0.53,0,0,,44,83,0.53,0.53,34,44,0.773,30,60,90,12,11,23,31,43,122
Eyinmisan Nikagbatse,Olympiacos,11,39,3,6,0.5,2,3,0.667,1,3,0.333,0.667,11,12,0.917,1,3,4,6,3,0,3,7,19
Fabio Zanelli,Scavolini Pesaro,3,38,2,6,0.333,0,1,0,2,5,0.4,0.333,1,1,1,1,2,3,2,1,0,3,8,5
Fabricio Oberto,TAU Ceramica,19,486,86,150,0.573,0,1,0,86,149,0.577,0.573,19,49,0.388,45,76,121,23,24,8,44,78,191
Florent Pietrus,Elan Bearnais Pau-Orthez,13,300,31,65,0.477,1,4,0.25,30,61,0.492,0.485,40,48,0.833,22,59,81,10,18,6,34,41,103
Fragiskos Alvertis,Panathinaikos,22,572,68,147,0.463,25,67,0.373,43,80,0.538,0.548,64,79,0.81,10,56,66,15,19,4,20,73,225
Fran Vazquez,Unicaja Malaga,1,25,2,9,0.222,1,8,0.125,1,1,1,0.278,0,0,,1,1,2,2,4,0,0,1,5
Francesco Basei,Benetton Treviso,1,2,0,0,,0,0,,0,0,,,1,2,0.5,0,2,2,1,0,0,0,0,1
Fred Vinson,Slask Wroclaw,6,122,15,39,0.385,10,23,0.435,5,16,0.313,0.513,3,4,0.75,4,12,16,3,7,1,10,13,43
Frederic Fauthoux,Elan Bearnais Pau-Orthez,13,194,22,59,0.373,17,49,0.347,5,10,0.5,0.517,22,25,0.88,2,9,11,15,2,1,19,19,83
Frederic Weis,Unicaja Malaga,14,307,30,54,0.556,0,0,,30,54,0.556,0.556,21,47,0.447,31,43,74,12,11,16,19,47,81
Gabriel Fernandez,TAU Ceramica,6,64,9,16,0.563,6,10,0.6,3,6,0.5,0.75,3,6,0.5,2,5,7,1,1,0,0,11,27
George Zidek,Alba Berlin,4,75,11,22,0.5,6,7,0.857,5,15,0.333,0.636,5,10,0.5,6,6,12,1,0,0,3,12,33
Georgios Kalaitzis,Panathinaikos,10,167,15,39,0.385,4,16,0.25,11,23,0.478,0.436,2,2,1,0,8,8,18,7,0,12,27,36
Gerrit Major,BC Oostende,14,239,15,38,0.395,3,8,0.375,12,30,0.4,0.434,10,17,0.588,12,10,22,15,9,1,22,49,43
Giacomo Galanda,Skipper Fortitudo Bologna,16,277,35,74,0.473,14,38,0.368,21,36,0.583,0.568,16,23,0.696,17,28,45,9,10,9,20,50,100
Gianluca Basile,Skipper Fortitudo Bologna,17,551,65,147,0.442,40,93,0.43,25,54,0.463,0.578,30,41,0.732,10,28,38,55,27,7,28,38,200
Giannis Giannoulis,Panathinaikos,13,222,33,41,0.805,0,1,0,33,40,0.825,0.805,29,49,0.592,18,39,57,7,13,5,23,30,95
Giannis Mitropoulos,Peristeri,8,74,6,15,0.4,4,11,0.364,2,4,0.5,0.533,0,0,,1,7,8,2,3,0,7,12,16
Giannis Sioutis,Panathinaikos,8,103,2,16,0.125,1,9,0.111,1,7,0.143,0.156,5,6,0.833,3,7,10,4,1,0,5,14,10
Giannis Stamopoulos,Peristeri,1,5,1,2,0.5,1,1,1,0,1,0,0.75,0,0,,0,0,0,0,1,0,0,2,3
Giedrius Gustas,BC Zalgiris,7,69,4,20,0.2,0,7,0,4,13,0.308,0.2,2,4,0.5,2,6,8,7,3,0,5,10,10
Gintaras Einikis,Slask Wroclaw,9,199,33,82,0.402,2,11,0.182,31,71,0.437,0.415,13,17,0.765,12,28,40,7,5,5,9,25,81
Giorgos Balogiannis,Panathinaikos,3,13,2,3,0.667,2,3,0.667,0,0,,1,0,0,,0,2,2,0,0,1,1,2,6
Giorgos Pantazopoulos,Peristeri,14,196,15,48,0.313,12,38,0.316,3,10,0.3,0.438,10,12,0.833,0,10,10,12,7,0,18,22,52
Giorgos Tsiaras,AEK Athens,5,20,2,3,0.667,0,0,,2,3,0.667,0.667,3,7,0.429,1,4,5,1,0,0,4,6,7
Goran Cakic,KK Buducnost,4,54,8,13,0.615,2,4,0.5,6,9,0.667,0.692,3,4,0.75,2,7,9,0,3,0,3,13,21
Gordan Firic,Adecco ASVEL Villeurbanne,1,9,0,0,,0,0,,0,0,,,0,0,,0,1,1,2,1,0,0,2,0
Gordan Giriček,CSKA Moscow,18,592,149,282,0.528,31,83,0.373,118,199,0.593,0.583,84,104,0.808,10,46,56,29,19,1,41,40,413
Gregor Fucka,Skipper Fortitudo Bologna,20,638,137,285,0.481,18,49,0.367,119,236,0.504,0.512,89,139,0.64,63,101,164,26,38,10,48,64,381
Grygorii Khizhniak,BC Zalgiris,14,449,65,128,0.508,1,3,0.333,64,125,0.512,0.512,71,80,0.888,28,85,113,20,13,45,34,51,202
Gur Shelef,Maccabi Tel Aviv,19,296,31,64,0.484,5,8,0.625,26,56,0.464,0.523,43,60,0.717,13,30,43,18,17,1,18,47,110
Hakki Erdenay,Fenerbahçe,19,462,89,200,0.445,36,94,0.383,53,106,0.5,0.535,47,58,0.81,10,23,33,36,14,0,30,29,261
