Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Carlos Arroyo,Galatasaray,25,793,125,299,0.418,45,130,0.346,80,169,0.473,0.493,47,55,0.855,8,42,50,140,11,1,34,54,342
Carlos Martinez,Laboral Kutxa,1,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,2,0
Carlos Suarez,Unicaja Malaga,24,588,39,123,0.317,25,83,0.301,14,40,0.35,0.419,30,36,0.833,27,68,95,51,15,5,35,38,133
Casey Jacobsen,Brose Baskets,10,203,23,53,0.434,16,36,0.444,7,17,0.412,0.585,7,8,0.875,6,15,21,13,2,0,12,20,69
Cedi Osman,Anadolu Efes,13,151,17,39,0.436,11,21,0.524,6,18,0.333,0.577,4,10,0.4,5,17,22,12,6,1,4,24,49
Cedric Simmons,Olympiacos,22,242,32,58,0.552,0,1,0,32,57,0.561,0.552,20,37,0.541,27,40,67,3,3,11,18,35,84
Cenk Akyol,Galatasaray,20,292,33,83,0.398,24,53,0.453,9,30,0.3,0.542,10,12,0.833,7,24,31,8,9,1,8,33,100
Charles Jenkins,Crvena zvezda / Red Star,10,227,34,78,0.436,13,23,0.565,21,55,0.382,0.519,13,17,0.765,2,12,14,17,22,2,20,26,94
Chevon Troutman,FC Bayern Munich,20,342,57,102,0.559,4,21,0.19,53,81,0.654,0.578,18,26,0.692,28,49,77,13,12,2,13,38,136
Christian Eyenga,Zielona Góra,10,277,39,85,0.459,1,5,0.2,38,80,0.475,0.465,13,20,0.65,10,37,47,15,5,9,14,23,92
Kostas Vasileiadis,Anadolu Efes,23,626,78,188,0.415,56,139,0.403,22,49,0.449,0.564,37,41,0.902,9,53,62,32,18,3,25,49,249
Craig Brackins,Zielona Góra,10,153,24,47,0.511,7,20,0.35,17,27,0.63,0.585,0,0,,9,10,19,6,2,2,4,16,55
Curtis Jerrells,EA7-Emporio Armani Milano,28,675,113,257,0.44,51,121,0.421,62,136,0.456,0.539,39,58,0.672,7,56,63,69,19,1,47,37,316
Daequan Cook,BC Budivelnyk,4,77,12,30,0.4,7,17,0.412,5,13,0.385,0.517,5,6,0.833,2,5,7,4,3,0,8,8,36
Dainius Salenga,BC Budivelnyk,7,173,23,43,0.535,6,18,0.333,17,25,0.68,0.605,4,5,0.8,3,14,17,17,5,1,6,8,56
DaJuan Summers,BC Budivelnyk,10,278,46,108,0.426,6,27,0.222,40,81,0.494,0.454,25,31,0.806,14,32,46,10,15,6,14,15,123
Damir Markota,Brose Baskets,6,99,11,30,0.367,3,14,0.214,8,16,0.5,0.417,0,0,,7,9,16,6,3,0,4,3,25
Daniel Diez,Real Madrid,24,190,19,40,0.475,4,15,0.267,15,25,0.6,0.525,1,4,0.25,7,12,19,7,8,0,6,15,43
Daniel Hackett,EA7-Emporio Armani Milano,18,484,57,151,0.377,18,56,0.321,39,95,0.411,0.437,42,58,0.724,9,54,63,64,24,1,33,53,174
Daniel Hackett,Montepaschi Siena,9,302,38,89,0.427,9,22,0.409,29,67,0.433,0.478,35,47,0.745,4,34,38,52,9,23,23,22,120
Daniel Schmidt,Brose Baskets,2,10,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,1,1,4,0,0,0,3,2
Darius Songaila,Lietuvos rytas,10,219,35,74,0.473,0,0,,35,74,0.473,0.473,12,18,0.667,17,31,48,13,7,1,19,25,82
Darjus Lavrinovic,BC Budivelnyk,10,300,54,97,0.557,13,32,0.406,41,65,0.631,0.624,30,34,0.882,11,43,54,18,10,14,21,29,151
David Barlow,Zielona Góra,5,79,8,21,0.381,5,13,0.385,3,8,0.375,0.5,0,0,,3,5,8,5,2,0,1,6,21
David Bluthenthal,Maccabi Tel Aviv,30,744,104,240,0.433,63,155,0.406,41,85,0.482,0.565,31,38,0.816,25,72,97,31,18,0,26,65,302
David Chiotti,EA7-Emporio Armani Milano,7,62,10,12,0.833,0,0,,10,12,0.833,0.833,3,6,0.5,7,11,18,3,2,0,1,6,23
David Cournooh,Montepaschi Siena,8,67,5,16,0.313,2,6,0.333,3,10,0.3,0.375,5,6,0.833,1,5,6,2,2,0,2,8,17
David Jelinek,Laboral Kutxa,23,428,58,112,0.518,25,56,0.446,33,56,0.589,0.629,16,20,0.8,5,26,31,29,13,0,25,54,157
David Lighty,JSF Nanterre,7,213,30,70,0.429,9,26,0.346,21,44,0.477,0.493,10,18,0.556,9,18,27,19,5,4,13,15,79
David Moss,EA7-Emporio Armani Milano,26,647,65,144,0.451,36,99,0.364,29,45,0.644,0.576,24,30,0.8,22,72,94,38,26,3,22,81,190
Davis Bertans,Partizan,4,88,20,46,0.435,10,23,0.435,10,23,0.435,0.543,0,0,,3,12,15,5,3,2,5,15,50
Dejan Musli,Partizan,23,336,51,102,0.5,0,1,0,51,101,0.505,0.5,21,39,0.538,26,47,73,8,7,3,19,32,123
Dejan Todorovic,Unicaja Malaga,5,7,1,3,0.333,0,2,0,1,1,1,0.333,0,0,,0,1,1,1,1,0,0,0,2
DeMarcus Nelson,Crvena zvezda / Red Star,10,267,45,94,0.479,8,28,0.286,37,66,0.561,0.521,14,19,0.737,13,27,40,32,9,2,12,23,112
Deniz Kilicli,Anadolu Efes,9,64,8,16,0.5,0,0,,8,16,0.5,0.5,1,7,0.143,5,10,15,0,1,0,4,20,17
Deon Thompson,FC Bayern Munich,21,397,64,141,0.454,1,5,0.2,63,136,0.463,0.457,25,44,0.568,55,43,98,11,7,8,25,41,154
Derrick Brown,Lokomotiv Kuban,23,662,129,227,0.568,4,11,0.364,125,216,0.579,0.577,55,77,0.714,25,79,104,38,33,10,36,35,317
Deshaun Thomas,JSF Nanterre,10,189,36,84,0.429,14,41,0.341,22,43,0.512,0.512,9,12,0.75,11,17,28,1,4,2,19,13,95
Devin Smith,Maccabi Tel Aviv,28,784,104,209,0.498,39,95,0.411,65,114,0.57,0.591,29,34,0.853,33,124,157,29,16,15,30,83,276
Devon Van Oostrum,Laboral Kutxa,10,72,4,18,0.222,1,11,0.091,3,7,0.429,0.25,3,6,0.5,3,8,11,6,2,0,6,10,12
Dimitrios Katsivelis,Olympiacos,15,69,5,13,0.385,4,7,0.571,1,6,0.167,0.538,1,2,0.5,0,6,6,8,1,2,2,11,15
Dimitrios Agravanis,Olympiacos,8,58,1,13,0.077,0,8,0,1,5,0.2,0.077,2,2,1,2,10,12,2,2,2,2,19,4
Dimitris Diamantidis,Panathinaikos,29,905,70,216,0.324,43,152,0.283,27,64,0.422,0.424,74,97,0.763,6,64,70,180,42,4,88,62,257
Djoko Salic,Partizan,8,16,2,6,0.333,0,1,0,2,5,0.4,0.333,1,4,0.25,2,0,2,2,1,0,1,6,5
Djordje Gagic,Partizan,23,345,26,68,0.382,0,0,,26,68,0.382,0.382,24,38,0.632,36,42,78,22,11,5,30,64,76
Dogukan Sonmez,Galatasaray,3,15,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,0,3,3,0,0,0,1,2,2
Dogus Balbay,Anadolu Efes,18,257,25,57,0.439,0,8,0,25,49,0.51,0.439,2,6,0.333,17,15,32,14,21,2,12,32,52
Domantas Sabonis,Unicaja Malaga,19,177,22,46,0.478,0,0,,22,46,0.478,0.478,8,12,0.667,12,26,38,5,4,2,12,29,52
Dontaye Draper,Real Madrid,20,228,11,39,0.282,7,21,0.333,4,18,0.222,0.372,5,6,0.833,1,13,14,25,16,0,10,29,34
D'or Fischer,Brose Baskets,4,92,15,24,0.625,0,0,,15,24,0.625,0.625,6,8,0.75,4,7,11,1,2,8,2,10,36
Dragan Milosavljevic,Partizan,14,448,64,147,0.435,22,64,0.344,42,83,0.506,0.51,20,30,0.667,20,32,52,23,13,4,31,41,170
Dusan Ristic,Crvena zvezda / Red Star,2,9,0,1,0,0,0,,0,1,0,0,2,2,1,0,2,2,0,0,0,1,1,2
Dusko Savanovic,Anadolu Efes,23,600,88,214,0.411,22,64,0.344,66,150,0.44,0.463,43,62,0.694,20,65,85,50,17,6,38,37,241
Earl Calloway,Unicaja Malaga,22,429,54,128,0.422,25,69,0.362,29,59,0.492,0.52,14,15,0.933,10,37,47,63,18,3,29,48,147
Eimantas Bendzius,Lietuvos rytas,2,18,1,5,0.2,0,3,0,1,2,0.5,0.2,0,0,,1,2,3,0,0,0,0,1,2
Emir Preldzic,Fenerbahçe,23,667,80,177,0.452,20,63,0.317,60,114,0.526,0.508,55,79,0.696,25,83,108,107,25,6,39,51,235
Emircan Kosut,Anadolu Efes,5,29,3,4,0.75,1,1,1,2,3,0.667,0.875,0,0,,0,2,2,1,0,2,2,4,7
Ender Arslan,Galatasaray,26,387,58,144,0.403,21,67,0.313,37,77,0.481,0.476,36,45,0.8,5,15,20,47,5,0,25,27,173
Engin Atsur,Galatasaray,3,22,0,8,0,0,3,0,0,5,0,0,0,0,,1,3,4,3,1,0,2,1,0
Erazem Lorbek,FC Barcelona Regal,19,369,62,128,0.484,13,40,0.325,49,88,0.557,0.535,15,27,0.556,15,36,51,12,2,3,14,27,152
Erick Green,Montepaschi Siena,10,244,45,107,0.421,12,36,0.333,33,71,0.465,0.477,9,13,0.692,3,14,17,10,8,1,7,16,111
Erving Walker,Zielona Góra,10,131,20,53,0.377,6,28,0.214,14,25,0.56,0.434,12,14,0.857,0,11,11,15,0,0,17,10,58
Erwin Dudley,Galatasaray,7,119,25,51,0.49,0,0,,25,51,0.49,0.49,5,8,0.625,7,22,29,4,2,2,4,11,55
Evgeny Voronov,CSKA Moscow,1,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,2,0,0,1,0
Fabien Causeur,Laboral Kutxa,17,394,36,85,0.424,11,37,0.297,25,48,0.521,0.488,18,18,1,9,30,39,26,9,2,21,35,101
Felipe Reyes,Real Madrid,30,492,86,186,0.462,7,23,0.304,79,163,0.485,0.481,94,110,0.855,60,86,146,20,10,5,29,84,273
Fernando San Emeterio,Laboral Kutxa,21,561,71,143,0.497,30,69,0.435,41,74,0.554,0.601,23,29,0.793,16,43,59,45,7,0,33,29,195
Fran Vazquez,Unicaja Malaga,22,405,63,107,0.589,0,0,,63,107,0.589,0.589,16,23,0.696,46,52,98,13,11,25,19,56,142
Furkan Aldemir,Galatasaray,22,385,51,78,0.654,0,0,,51,78,0.654,0.654,17,33,0.515,53,87,140,17,10,21,18,46,119
Gani Lawal,EA7-Emporio Armani Milano,24,355,54,89,0.607,0,0,,54,89,0.607,0.607,43,60,0.717,41,54,95,2,5,23,18,50,151
Gasper Vidmar,Fenerbahçe,15,236,34,57,0.596,0,1,0,34,56,0.607,0.596,10,24,0.417,37,28,65,9,5,5,16,41,78
Gediminas Orelik,Lietuvos rytas,7,46,2,6,0.333,1,3,0.333,1,3,0.333,0.417,3,4,0.75,0,2,2,0,1,0,1,4,8
Giorgi Shermadini,Olympiacos,9,126,14,24,0.583,0,0,,14,24,0.583,0.583,21,27,0.778,9,22,31,4,0,0,5,16,49
Giorgos Apostolidis,Panathinaikos,1,5,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,2,0,0
Giorgos Printezis,Olympiacos,21,447,86,194,0.443,15,55,0.273,71,139,0.511,0.482,27,41,0.659,32,66,98,20,8,4,17,41,214
Giuseppe Poeta,Laboral Kutxa,10,130,11,26,0.423,5,12,0.417,6,14,0.429,0.519,12,14,0.857,6,10,16,11,5,0,8,9,39
Goksenin Koksal,Galatasaray,18,128,11,28,0.393,5,17,0.294,6,11,0.545,0.482,4,7,0.571,5,2,7,4,5,0,6,16,31
Grigory Shukhovtsov,CSKA Moscow,3,8,0,1,0,0,0,,0,1,0,0,1,2,0.5,0,1,1,0,0,0,1,2,1
Guy Pnini,Maccabi Tel Aviv,27,497,50,118,0.424,38,92,0.413,12,26,0.462,0.585,14,24,0.583,8,40,48,48,11,2,17,47,152
Heiko Schaffartzik,FC Bayern Munich,22,458,46,113,0.407,26,79,0.329,20,34,0.588,0.522,12,14,0.857,9,30,39,61,7,1,31,40,130
Henry Domercant,Galatasaray,27,367,43,129,0.333,22,71,0.31,21,58,0.362,0.419,19,21,0.905,7,26,33,11,16,0,15,30,127
Igor Kanygin,Lokomotiv Kuban,1,5,1,1,1,0,0,,1,1,1,1,0,0,,0,2,2,1,0,0,0,0,2
Ilimane Diop,Laboral Kutxa,14,136,13,25,0.52,0,1,0,13,24,0.542,0.52,10,18,0.556,12,21,33,2,3,6,6,19,36
Ioannis Papapetrou,Olympiacos,12,124,21,37,0.568,11,23,0.478,10,14,0.714,0.716,2,5,0.4,4,13,17,4,3,2,7,15,55
Ivan Radenovic,Crvena zvezda / Red Star,10,211,28,57,0.491,4,17,0.235,24,40,0.6,0.526,22,34,0.647,10,25,35,17,6,1,13,22,82
Izzet Turkyilmaz,Fenerbahçe,7,49,3,8,0.375,0,2,0,3,6,0.5,0.375,3,4,0.75,4,7,11,1,2,1,6,6,9
Jacob Pullen,FC Barcelona Regal,16,165,30,76,0.395,15,44,0.341,15,32,0.469,0.493,3,3,1,1,6,7,27,5,1,13,12,78
Jaka Blazic,Crvena zvezda / Red Star,10,197,36,78,0.462,10,29,0.345,26,49,0.531,0.526,21,28,0.75,13,20,33,11,9,2,14,30,103
Jake Cohen,Maccabi Tel Aviv,4,15,1,5,0.2,0,0,,1,5,0.2,0.2,0,0,,1,0,1,1,1,0,0,1,2
Jamar Smith,Brose Baskets,10,211,45,101,0.446,25,52,0.481,20,49,0.408,0.569,10,12,0.833,4,11,15,18,5,0,12,15,125
Jamario Moon,Olympiacos,1,7,0,3,0,0,3,0,0,0,,0,0,0,,0,0,0,0,0,0,1,2,0
James Birsen,Fenerbahçe,8,44,2,7,0.286,0,2,0,2,5,0.4,0.286,1,2,0.5,2,7,9,0,3,1,0,8,5
James Gist,Panathinaikos,26,608,90,167,0.539,13,38,0.342,77,129,0.597,0.578,39,62,0.629,34,60,94,21,29,18,42,50,232
Jamon Gordon,Anadolu Efes,21,670,90,216,0.417,10,33,0.303,80,183,0.437,0.44,17,26,0.654,16,52,68,110,42,10,43,57,207
Jamont Gordon,Galatasaray,4,137,14,41,0.341,7,19,0.368,7,22,0.318,0.427,10,11,0.909,3,13,16,19,3,0,10,9,45
Janis Strelnieks,BC Budivelnyk,10,225,29,57,0.509,13,28,0.464,16,29,0.552,0.623,10,10,1,3,11,14,26,9,0,14,14,81
Jaycee Carroll,Real Madrid,16,221,40,90,0.444,25,62,0.403,15,28,0.536,0.583,8,9,0.889,4,20,24,13,7,0,12,16,113
Jayson Granger,Unicaja Malaga,24,511,69,169,0.408,12,41,0.293,57,128,0.445,0.444,31,36,0.861,7,44,51,82,14,0,44,47,181
Jeffrey Viggiano,Montepaschi Siena,10,200,26,69,0.377,10,39,0.256,16,30,0.533,0.449,3,5,0.6,6,20,26,12,8,4,9,27,65
Je'Kel Foster,JSF Nanterre,10,153,19,50,0.38,8,27,0.296,11,23,0.478,0.46,3,3,1,5,12,17,17,8,0,7,21,49
Jeremy Leloup,Strasbourg IG,10,242,22,61,0.361,10,31,0.323,12,30,0.4,0.443,14,14,1,7,13,20,25,10,0,10,30,68
Jeremy Nzeulie,JSF Nanterre,10,157,9,29,0.31,5,14,0.357,4,15,0.267,0.397,2,3,0.667,4,11,15,8,3,0,6,21,25
Jeremy Pargo,CSKA Moscow,27,416,56,124,0.452,9,35,0.257,47,89,0.528,0.488,15,23,0.652,5,23,28,38,12,3,32,40,136
Joe Ingles,Maccabi Tel Aviv,30,687,70,147,0.476,30,73,0.411,40,74,0.541,0.578,23,33,0.697,13,78,91,88,23,2,38,56,193
Joey Dorsey,FC Barcelona Regal,29,444,64,96,0.667,0,0,,64,96,0.667,0.667,27,61,0.443,67,104,171,20,16,31,24,68,155
Joffrey Lauvergne,Partizan,24,775,101,197,0.513,8,35,0.229,93,162,0.574,0.533,55,77,0.714,70,136,206,24,14,6,45,50,265
Johan Passave-Ducteil,JSF Nanterre,9,141,15,34,0.441,0,0,,15,34,0.441,0.441,16,24,0.667,13,22,35,4,10,1,12,22,46
John Bryant,FC Bayern Munich,24,492,79,180,0.439,5,25,0.2,74,155,0.477,0.453,25,37,0.676,44,112,156,28,10,9,32,75,188
John Goldsberry,Brose Baskets,10,183,11,31,0.355,8,24,0.333,3,7,0.429,0.484,1,1,1,0,16,16,32,5,0,13,19,31
Jonas Maciulis,Panathinaikos,27,645,75,182,0.412,33,100,0.33,42,82,0.512,0.503,35,47,0.745,22,92,114,45,45,1,33,70,218
Jonathan Barreiro,Real Madrid,2,3,0,2,0,0,0,,0,2,0,0,1,1,1,0,1,1,0,1,0,0,0,1
Josh Carter,Montepaschi Siena,10,269,29,71,0.408,18,48,0.375,11,23,0.478,0.535,16,20,0.8,12,20,32,16,5,2,8,26,92
Juan Carlos Navarro,FC Barcelona Regal,26,624,95,236,0.403,46,133,0.346,49,103,0.476,0.5,59,68,0.868,5,38,43,81,12,0,34,34,295
Juan Palacios,Lietuvos rytas,10,254,37,91,0.407,0,7,0,37,84,0.44,0.407,26,35,0.743,18,37,55,13,8,11,13,34,100
Judson Wallace,EA7-Emporio Armani Milano,25,350,29,81,0.358,13,39,0.333,16,42,0.381,0.438,25,35,0.714,24,56,80,17,13,6,10,56,96
Justin Dentmon,BC Zalgiris,24,710,131,301,0.435,74,167,0.443,57,134,0.425,0.558,69,80,0.863,7,75,82,99,30,2,89,79,405
Kamil Chanas,Zielona Góra,8,61,7,16,0.438,2,7,0.286,5,9,0.556,0.5,3,3,1,2,1,3,0,1,0,4,14,19
Karsten Tadda,Brose Baskets,8,57,2,6,0.333,1,4,0.25,1,2,0.5,0.417,2,2,1,1,5,6,4,2,0,2,5,7
Kaspars Vecvagars,BC Zalgiris,8,85,8,19,0.421,2,9,0.222,6,10,0.6,0.474,2,3,0.667,1,3,4,9,2,0,7,11,20
Keith Langford,EA7-Emporio Armani Milano,25,748,136,314,0.433,48,132,0.364,88,182,0.484,0.51,119,156,0.763,24,60,84,72,16,0,52,49,439
Kenan Sipahi,Fenerbahçe,15,191,15,29,0.517,4,11,0.364,11,18,0.611,0.586,7,10,0.7,3,12,15,16,8,1,9,34,41
Kerem Gonlum,Anadolu Efes,17,333,44,79,0.557,0,1,0,44,78,0.564,0.557,18,38,0.474,26,55,81,6,9,5,17,29,106
Kevin Murphy,Strasbourg IG,5,95,11,33,0.333,2,6,0.333,9,27,0.333,0.364,5,7,0.714,1,9,10,4,2,1,9,8,29
Kim English,Montepaschi Siena,4,74,11,33,0.333,4,13,0.308,7,20,0.35,0.394,4,6,0.667,1,8,9,4,2,1,2,7,30
Kostas Papanikolaou,FC Barcelona Regal,28,700,77,152,0.507,22,61,0.361,55,91,0.604,0.579,18,36,0.5,24,72,96,61,21,15,39,52,194
Kostas Sloukas,Olympiacos,28,546,62,144,0.431,26,69,0.377,36,75,0.48,0.521,31,38,0.816,6,37,43,82,15,6,40,47,181
Kostiantyn Anikienko,BC Budivelnyk,2,2,0,0,,0,0,,0,0,,,2,2,1,0,0,0,0,0,0,0,0,2
Kristjan Kangur,EA7-Emporio Armani Milano,17,286,21,56,0.375,14,38,0.368,7,18,0.389,0.5,10,10,1,11,22,33,10,6,3,7,38,66
Krunoslav Simon,Lokomotiv Kuban,23,575,79,187,0.422,34,97,0.351,45,90,0.5,0.513,52,65,0.8,8,69,77,60,22,7,31,55,244
