Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Andrea Bargnani,Benetton Treviso,18,382,66,130,0.508,23,53,0.434,43,77,0.558,0.596,42,59,0.712,20,54,74,9,24,17,29,59,197
Andrea Pecile,Montepaschi Siena,12,209,36,69,0.522,12,24,0.5,24,45,0.533,0.609,8,13,0.615,1,14,15,14,4,0,14,23,92
Andrija Zizic,Olympiacos,23,474,63,113,0.558,1,1,1,62,112,0.554,0.562,64,81,0.79,38,63,101,8,14,1,31,58,191
Andrius Aleksandrovas,BC Zalgiris,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Andrius Slezas,Lietuvos rytas,15,173,14,52,0.269,7,34,0.206,7,18,0.389,0.337,13,19,0.684,12,18,30,7,10,2,8,25,48
Anestis Matos,AEK Athens,3,6,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Anthony Parker,Maccabi Tel Aviv,25,888,141,270,0.522,19,52,0.365,122,218,0.56,0.557,70,89,0.787,14,158,172,94,42,4,60,66,371
Antonio Granger,Efes Pilsen,22,726,103,225,0.458,52,120,0.433,51,105,0.486,0.573,42,51,0.824,15,68,83,12,16,5,35,48,300
Arnaldo De Sousa,Benetton Treviso,3,30,1,7,0.143,1,5,0.2,0,2,0,0.214,2,2,1,0,1,1,8,1,0,5,2,5
Artur Drozdov,Elan Bearnais Pau-Orthez,14,400,56,114,0.491,16,44,0.364,40,70,0.571,0.561,10,21,0.476,12,47,59,16,21,9,21,31,138
Assaf Dotan,Maccabi Tel Aviv,2,1,0,2,0,0,0,,0,2,0,0,0,0,,0,0,0,0,0,0,1,1,0
Axel Hervelle,Real Madrid,23,550,72,151,0.477,31,76,0.408,41,75,0.547,0.579,26,36,0.722,42,57,99,20,21,5,25,74,201
Aymeric Jeanneau,Strasbourg IG,14,363,28,62,0.452,3,22,0.136,25,40,0.625,0.476,15,22,0.682,4,26,30,48,12,1,34,40,74
Baris Ermis,Efes Pilsen,11,66,7,12,0.583,4,6,0.667,3,6,0.5,0.75,1,4,0.25,1,1,2,10,4,0,10,9,19
Bekir Yarangume,Fenerbahçe,9,65,5,13,0.385,1,5,0.2,4,8,0.5,0.423,4,6,0.667,1,7,8,5,3,0,3,3,15
Benjamin Eze,Montepaschi Siena,11,122,13,22,0.591,0,0,,13,22,0.591,0.591,8,13,0.615,10,18,28,0,5,8,8,21,34
Bennett Davison,Cibona Zagreb,20,492,82,180,0.456,3,15,0.2,79,165,0.479,0.464,35,54,0.648,44,88,132,16,32,10,41,62,202
Berni Rodriguez,Unicaja Malaga,19,359,47,95,0.495,15,42,0.357,32,53,0.604,0.574,36,45,0.8,12,24,36,32,16,1,39,45,145
Bobby Joe Hatton,Strasbourg IG,2,26,1,5,0.2,0,0,,1,5,0.2,0.2,2,2,1,1,3,4,1,2,0,5,3,4
Bootsy Thornton,Winterthur FC Barcelona,20,396,44,97,0.454,10,27,0.37,34,70,0.486,0.505,26,40,0.65,9,49,58,22,14,1,26,32,124
Boris Bakic,Partizan,6,60,2,10,0.2,0,5,0,2,5,0.4,0.2,6,14,0.429,5,1,6,2,4,0,6,18,10
Boudji Yaici,Strasbourg IG,2,20,1,4,0.25,0,2,0,1,2,0.5,0.25,0,0,,0,2,2,1,1,0,2,3,2
Brandon Hunter,Panathinaikos,2,20,3,6,0.5,0,0,,3,6,0.5,0.5,1,1,1,2,3,5,1,0,0,6,2,7
Brooks Sales,Elan Bearnais Pau-Orthez,13,319,49,102,0.48,4,17,0.235,45,85,0.529,0.5,17,26,0.654,28,50,78,10,12,3,22,34,119
Caner Oner,Fenerbahçe,2,13,1,6,0.167,1,2,0.5,0,4,0,0.25,0,0,,2,0,2,0,0,0,0,2,3
Carlos Cabezas,Unicaja Malaga,19,409,42,86,0.488,14,37,0.378,28,49,0.571,0.57,31,44,0.705,8,34,42,46,8,1,23,31,129
Casey Jacobsen,TAU Ceramica,25,628,76,155,0.49,41,92,0.446,35,63,0.556,0.623,33,43,0.767,10,32,42,21,24,2,31,44,226
Cenk Akyol,Efes Pilsen,16,221,16,35,0.457,7,16,0.438,9,19,0.474,0.557,14,20,0.7,4,17,21,9,9,1,9,34,53
Chris Ensminger,GHP Bamberg,20,426,42,103,0.408,0,0,,42,103,0.408,0.408,27,41,0.659,42,58,100,14,10,5,32,73,111
Chris Warren,Cibona Zagreb,6,130,19,35,0.543,6,11,0.545,13,24,0.542,0.629,5,7,0.714,9,11,20,1,2,4,8,19,49
Christian Dalmau,Prokom Trefl Sopot,13,351,52,121,0.43,15,55,0.273,37,66,0.561,0.492,15,26,0.577,7,26,33,41,23,1,34,46,134
Christos Harissis,Olympiacos,19,198,24,64,0.375,8,34,0.235,16,30,0.533,0.438,6,11,0.545,5,13,18,23,13,1,13,31,62
Claudio Coldebella,Armani Jeans Milano,10,141,13,32,0.406,6,15,0.4,7,17,0.412,0.5,10,14,0.714,7,10,17,8,9,0,7,18,42
Clint Harrison,Elan Bearnais Pau-Orthez,9,233,31,73,0.425,13,36,0.361,18,37,0.486,0.514,28,35,0.8,4,15,19,13,14,0,15,23,103
Crawford Palmer,Strasbourg IG,13,215,27,63,0.429,0,1,0,27,62,0.435,0.429,14,16,0.875,11,41,52,8,4,9,21,41,68
Cuneyt Erden,Fenerbahçe,17,219,13,46,0.283,11,34,0.324,2,12,0.167,0.402,8,12,0.667,4,13,17,21,16,0,16,30,45
Dalibor Bagaric,Climamio Fortitudo Bologna,19,355,68,112,0.607,1,1,1,67,111,0.604,0.612,45,68,0.662,26,74,100,21,27,15,37,49,182
Damir Markota,Cibona Zagreb,19,384,56,121,0.463,20,62,0.323,36,59,0.61,0.545,16,26,0.615,23,74,97,12,7,6,28,35,148
Damir Rancic,Cibona Zagreb,18,358,32,92,0.348,18,59,0.305,14,33,0.424,0.446,5,8,0.625,5,25,30,17,9,0,15,39,87
Damon Stringer,KK Union Olimpija,1,19,5,10,0.5,4,6,0.667,1,4,0.25,0.7,0,0,,0,1,1,2,1,0,2,3,14
Damond Edwards,Partizan,1,7,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0
Daniel Santiago,Unicaja Malaga,19,471,98,153,0.641,0,1,0,98,152,0.645,0.641,50,78,0.641,30,77,107,11,12,13,35,61,246
Daniele Cavaliero,Armani Jeans Milano,6,27,1,4,0.25,1,4,0.25,0,0,,0.375,0,0,,2,1,3,3,1,0,8,8,3
Danilo Gallinari,Armani Jeans Milano,1,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
Dante Calabria,Armani Jeans Milano,14,424,53,141,0.376,33,101,0.327,20,40,0.5,0.493,30,41,0.732,14,59,73,33,29,3,24,36,169
Darius Silinskis,BC Zalgiris,13,100,8,27,0.296,0,1,0,8,26,0.308,0.296,9,12,0.75,11,14,25,2,1,6,5,9,25
Darjus Lavrinovic,BC Zalgiris,20,548,112,217,0.516,22,58,0.379,90,159,0.566,0.567,47,69,0.681,38,128,166,37,16,42,56,63,293
David Andersen,CSKA Moscow,12,337,66,129,0.512,1,2,0.5,65,127,0.512,0.516,44,48,0.917,20,72,92,13,10,2,18,30,177
David Vanterpool,CSKA Moscow,22,609,72,159,0.453,2,15,0.133,70,144,0.486,0.459,76,93,0.817,29,71,100,68,44,0,48,52,222
Davide Bruttini,Climamio Fortitudo Bologna,5,25,0,4,0,0,0,,0,4,0,0,2,6,0.333,1,3,4,0,0,1,1,5,2
Davide Lamma,Montepaschi Siena,3,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,1,0,1,2,0
Davor Kus,Cibona Zagreb,20,504,51,118,0.432,29,64,0.453,22,54,0.407,0.555,48,59,0.814,11,34,45,29,13,0,30,47,179
Davor Marcelic,Cibona Zagreb,20,444,32,111,0.288,18,81,0.222,14,30,0.467,0.369,4,6,0.667,12,47,59,22,11,1,23,36,86
Dejan Borovnjak,Partizan,7,13,0,2,0,0,0,,0,2,0,0,0,2,0,1,0,1,0,0,0,3,8,0
Dejan Milojevic,Partizan,12,416,54,129,0.419,5,17,0.294,49,112,0.438,0.438,84,115,0.73,45,76,121,28,23,1,41,37,197
Dejan Tomasevic,Panathinaikos,14,225,39,64,0.609,0,0,,39,64,0.609,0.609,24,50,0.48,20,36,56,16,6,6,16,30,102
Demarco Johnson,KK Union Olimpija,5,129,19,38,0.5,0,0,,19,38,0.5,0.5,14,20,0.7,8,20,28,3,3,1,5,11,52
Demond Mallet,GHP Bamberg,20,588,98,211,0.464,41,111,0.369,57,100,0.57,0.562,35,54,0.648,7,27,34,40,29,0,32,54,272
Denis Marconato,Winterthur FC Barcelona,25,560,68,123,0.553,0,0,,68,123,0.553,0.553,21,32,0.656,33,81,114,18,17,25,18,74,157
Derrick Phelps,GHP Bamberg,18,452,47,106,0.443,17,40,0.425,30,66,0.455,0.524,23,34,0.676,12,32,44,49,12,1,31,28,134
Derrick Sharp,Maccabi Tel Aviv,25,588,61,143,0.427,40,101,0.396,21,42,0.5,0.566,36,41,0.878,14,30,44,34,32,0,20,82,198
Derya Yannier,Fenerbahçe,5,25,2,4,0.5,1,2,0.5,1,2,0.5,0.625,2,2,1,1,3,4,1,1,0,1,5,7
Dickey Simpkins,GHP Bamberg,5,93,13,28,0.464,1,4,0.25,12,24,0.5,0.482,6,14,0.429,9,19,28,3,2,1,7,8,33
Diego Fajardo,Armani Jeans Milano,10,197,25,56,0.446,3,8,0.375,22,48,0.458,0.473,26,34,0.765,18,29,47,9,6,2,16,32,79
Dimitrios Papanikolaou,Panathinaikos,20,200,16,47,0.34,7,19,0.368,9,28,0.321,0.415,14,25,0.56,10,30,40,7,12,3,7,31,53
Dimitris Diamantidis,Panathinaikos,23,692,67,136,0.493,14,52,0.269,53,84,0.631,0.544,51,65,0.785,29,74,103,66,53,18,53,63,199
Dimitris Kalaitzidis,Olympiacos,1,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,1,0
Dragisa Drobnjak,KK Union Olimpija,14,335,37,72,0.514,2,11,0.182,35,61,0.574,0.528,17,28,0.607,22,36,58,17,11,2,16,37,93
Drago Pasalic,Fenerbahçe,14,111,14,35,0.4,3,11,0.273,11,24,0.458,0.443,5,13,0.385,7,14,21,0,2,0,12,22,36
Drew Nicholas,Benetton Treviso,20,676,115,240,0.479,58,127,0.457,57,113,0.504,0.6,81,98,0.827,9,46,55,54,21,1,41,56,369
Dror Hagag,AEK Athens,14,183,17,49,0.347,5,17,0.294,12,32,0.375,0.398,8,10,0.8,5,14,19,19,11,0,13,19,47
Duane Woodward,Montepaschi Siena,12,320,41,94,0.436,14,34,0.412,27,60,0.45,0.511,17,24,0.708,5,17,22,20,22,0,28,30,113
Dusan Sakota,Panathinaikos,14,147,24,53,0.453,11,27,0.407,13,26,0.5,0.557,4,6,0.667,9,10,19,3,4,0,9,37,63
Dusan Vukcevic,Armani Jeans Milano,10,147,18,48,0.375,10,32,0.313,8,16,0.5,0.479,11,14,0.786,1,7,8,9,5,0,11,11,57
Ed Cota,Winterthur FC Barcelona,10,100,7,21,0.333,0,4,0,7,17,0.412,0.333,6,6,1,3,7,10,17,3,0,7,12,20
Eduardo Hernandez Sonseca,Real Madrid,16,149,21,48,0.438,4,8,0.5,17,40,0.425,0.479,4,5,0.8,12,22,34,3,4,11,4,17,50
Elson Mendy,Strasbourg IG,1,6,2,4,0.5,1,3,0.333,1,1,1,0.625,0,0,,1,1,2,1,1,0,0,1,5
Ender Arslan,Efes Pilsen,22,460,37,113,0.327,16,56,0.286,21,57,0.368,0.398,36,55,0.655,2,26,28,45,18,0,33,45,126
Erazem Lorbek,Climamio Fortitudo Bologna,19,439,73,138,0.529,18,38,0.474,55,100,0.55,0.594,19,36,0.528,32,51,83,20,15,7,18,50,183
Ermal Kuqo,Efes Pilsen,4,87,12,26,0.462,1,3,0.333,11,23,0.478,0.481,1,2,0.5,2,12,14,2,2,0,7,8,26
Ernest Brown,Fenerbahçe,1,8,1,2,0.5,0,0,,1,2,0.5,0.5,0,2,0,1,1,2,0,0,0,1,0,2
Ernest Novak,KK Union Olimpija,1,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
Ernestas Ezerskis,Lietuvos rytas,1,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
Ernests Kalve,Benetton Treviso,5,29,3,6,0.5,0,1,0,3,5,0.6,0.5,2,6,0.333,0,2,2,1,3,0,1,7,8
Fabio Lovatti,Climamio Fortitudo Bologna,1,6,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,1,0,0,0,2,2
Felipe Reyes,Real Madrid,22,583,76,150,0.507,0,0,,76,150,0.507,0.507,63,104,0.606,52,114,166,31,24,6,51,69,215
Filip Dylewicz,Prokom Trefl Sopot,13,174,18,40,0.45,3,11,0.273,15,29,0.517,0.488,16,25,0.64,23,26,49,9,9,2,12,24,55
Florent Pietrus,Unicaja Malaga,20,346,14,34,0.412,1,10,0.1,13,24,0.542,0.426,16,26,0.615,28,42,70,2,16,16,21,43,45
Fragiskos Alvertis,Panathinaikos,16,270,40,80,0.5,29,58,0.5,11,22,0.5,0.681,19,22,0.864,5,15,20,5,13,1,4,38,128
Fred House,Lietuvos rytas,19,504,77,195,0.395,30,85,0.353,47,110,0.427,0.472,43,57,0.754,25,35,60,27,37,2,38,62,227
Frederic Fauthoux,Elan Bearnais Pau-Orthez,13,173,16,30,0.533,13,24,0.542,3,6,0.5,0.75,9,13,0.692,3,13,16,13,8,0,16,10,54
Georgios Kalaitzis,Panathinaikos,6,61,4,8,0.5,1,3,0.333,3,5,0.6,0.563,1,2,0.5,2,6,8,1,3,0,4,10,10
Gerald Brown,Partizan,8,241,18,56,0.321,2,15,0.133,16,41,0.39,0.339,11,13,0.846,4,10,14,15,17,0,17,30,49
Giacomo Galanda,Armani Jeans Milano,14,393,54,95,0.568,22,41,0.537,32,54,0.593,0.684,14,16,0.875,22,48,70,18,20,4,22,43,144
Gianluca Basile,Winterthur FC Barcelona,23,541,64,176,0.364,37,126,0.294,27,50,0.54,0.469,35,43,0.814,9,41,50,37,22,4,23,39,200
Giannis Athanasoulas,AEK Athens,1,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,3,0
Giorgos Printezis,Olympiacos,8,71,11,18,0.611,2,4,0.5,9,14,0.643,0.667,6,12,0.5,2,7,9,1,2,0,2,13,30
Giorgos Tsiaras,AEK Athens,6,49,6,15,0.4,1,7,0.143,5,8,0.625,0.433,1,1,1,2,5,7,2,5,0,3,6,14
Goran Jagodnik,Prokom Trefl Sopot,14,403,70,200,0.35,33,91,0.363,37,109,0.339,0.433,38,50,0.76,19,69,88,13,25,2,24,42,211
Gregor Fucka,Winterthur FC Barcelona,24,475,66,139,0.475,0,2,0,66,137,0.482,0.475,34,56,0.607,43,80,123,20,9,31,34,53,166
Guilherme Giovannoni,Benetton Treviso,4,34,3,10,0.3,1,5,0.2,2,5,0.4,0.35,0,0,,0,8,8,1,1,0,2,6,7
Haris Mujezinovic,Lietuvos rytas,15,278,42,96,0.438,11,35,0.314,31,61,0.508,0.495,44,68,0.647,25,34,59,17,16,1,36,53,139
Hasan Rizvic,KK Union Olimpija,11,172,14,39,0.359,0,0,,14,39,0.359,0.359,5,12,0.417,16,22,38,5,8,8,14,24,33
Hector Garcia,Real Madrid,9,62,5,15,0.333,3,8,0.375,2,7,0.286,0.433,0,2,0,6,3,9,4,0,0,5,8,13
Henry Domercant,Efes Pilsen,22,704,92,224,0.411,37,104,0.356,55,120,0.458,0.493,51,67,0.761,15,56,71,36,38,3,36,48,272
Ibrahim Kutluay,Fenerbahçe,18,544,67,170,0.394,41,110,0.373,26,60,0.433,0.515,44,52,0.846,8,36,44,32,16,0,54,40,219
Igor Rakocevic,Real Madrid,20,544,93,210,0.443,43,107,0.402,50,103,0.485,0.545,67,75,0.893,13,45,58,61,16,0,52,39,296
Ioannis Kalampokis,AEK Athens,13,319,28,78,0.359,7,30,0.233,21,48,0.438,0.404,34,41,0.829,8,23,31,21,20,0,30,43,97
Istvan Nemeth,Prokom Trefl Sopot,12,336,38,94,0.404,20,59,0.339,18,35,0.514,0.511,11,16,0.688,3,30,33,36,9,2,15,22,107
Ivan Koljevic,Olympiacos,4,17,2,5,0.4,0,1,0,2,4,0.5,0.4,0,0,,0,2,2,2,1,0,3,3,4
Ivan Pavic,GHP Bamberg,5,21,1,5,0.2,0,0,,1,5,0.2,0.2,0,0,,0,2,2,0,0,0,1,2,2
Ivan Perincic,Cibona Zagreb,1,17,4,7,0.571,1,2,0.5,3,5,0.6,0.643,0,0,,1,3,4,0,0,0,1,3,9
Ivan Tomas,Lietuvos rytas,2,29,2,5,0.4,1,1,1,1,4,0.25,0.5,0,2,0,0,2,2,5,2,0,2,2,5
Jaka Lakovic,Panathinaikos,22,682,86,215,0.4,47,127,0.37,39,88,0.443,0.509,98,117,0.838,9,22,31,55,24,2,41,52,317
Jamel Thomas,Montepaschi Siena,6,128,19,63,0.302,3,20,0.15,16,43,0.372,0.325,12,19,0.632,11,10,21,4,7,1,12,9,53
Jamie Arnold,Maccabi Tel Aviv,24,319,65,118,0.551,5,14,0.357,60,104,0.577,0.572,44,56,0.786,26,57,83,9,12,6,16,35,179
Jeff Greer,Strasbourg IG,14,346,38,99,0.384,16,52,0.308,22,47,0.468,0.465,15,24,0.625,11,34,45,12,11,1,24,15,107
Jeff Nordgaard,Prokom Trefl Sopot,12,140,15,44,0.341,10,34,0.294,5,10,0.5,0.455,10,11,0.909,4,14,18,4,5,0,5,17,50
Jeff Trepagnier,Fenerbahçe,20,592,66,168,0.393,24,72,0.333,42,96,0.438,0.464,48,60,0.8,14,53,67,31,61,8,39,45,204
Jeff Varem,Elan Bearnais Pau-Orthez,14,196,20,50,0.4,4,9,0.444,16,41,0.39,0.44,12,23,0.522,14,28,42,5,8,1,19,36,56
Jerome Beasley,Fenerbahçe,2,27,4,4,1,0,0,,4,4,1,1,5,7,0.714,0,1,1,0,1,1,5,4,13
Jesus Lazaro,Unicaja Malaga,6,28,3,4,0.75,0,1,0,3,3,1,0.75,4,4,1,1,2,3,3,2,0,2,6,10
Jimmy Oliver,KK Union Olimpija,14,386,60,133,0.451,33,84,0.393,27,49,0.551,0.575,13,15,0.867,7,24,31,13,9,0,12,19,166
John McCord,Strasbourg IG,13,243,31,64,0.484,1,1,1,30,63,0.476,0.492,16,34,0.471,11,25,36,16,4,6,12,16,79
Jonas Maciulis,BC Zalgiris,20,316,32,86,0.372,11,35,0.314,21,51,0.412,0.436,33,44,0.75,18,31,49,8,20,0,21,60,108
Jonathan Aka,Elan Bearnais Pau-Orthez,3,10,0,2,0,0,0,,0,2,0,0,3,4,0.75,0,2,2,0,0,0,0,5,3
Jordi Grimau,TAU Ceramica,4,11,1,5,0.2,1,4,0.25,0,1,0,0.3,0,0,,0,0,0,0,0,0,0,2,3
Jordi Trias,Winterthur FC Barcelona,21,267,41,79,0.519,1,5,0.2,40,74,0.541,0.525,15,26,0.577,25,46,71,14,8,16,21,35,98
Jorge Garbajosa,Unicaja Malaga,18,634,85,207,0.411,44,111,0.396,41,96,0.427,0.517,54,70,0.771,15,110,125,42,32,14,37,41,268
Joseph Blair,Armani Jeans Milano,11,300,36,65,0.554,0,0,,36,65,0.554,0.554,16,43,0.372,26,54,80,11,15,7,19,27,88
Josh Fisher,Real Madrid,7,106,6,18,0.333,2,12,0.167,4,6,0.667,0.389,3,4,0.75,2,3,5,4,3,0,1,11,17
Josko Poljak,KK Union Olimpija,8,116,15,32,0.469,0,0,,15,32,0.469,0.469,4,15,0.267,10,17,27,3,3,1,11,26,34
JR Holden,CSKA Moscow,24,751,99,238,0.416,41,122,0.336,58,116,0.5,0.502,34,53,0.642,7,32,39,48,33,0,30,48,273
Juan Carlos Navarro,Winterthur FC Barcelona,22,603,114,260,0.438,55,119,0.462,59,141,0.418,0.544,50,62,0.806,11,40,51,54,21,0,42,43,333
Jurica Zuza,Cibona Zagreb,9,74,11,20,0.55,0,0,,11,20,0.55,0.55,5,8,0.625,11,2,13,0,1,1,3,19,27
Justin Hamilton,Montepaschi Siena,14,336,40,92,0.435,10,37,0.27,30,55,0.545,0.489,13,18,0.722,8,20,28,32,29,2,15,38,103
Kaya Peker,Efes Pilsen,22,488,77,155,0.497,1,3,0.333,76,152,0.5,0.5,67,121,0.554,33,76,109,15,28,15,42,60,222
Kenny Anderson,BC Zalgiris,9,160,9,39,0.231,0,7,0,9,32,0.281,0.231,4,6,0.667,3,6,9,15,6,0,10,16,22
Kerem Gonlum,Efes Pilsen,22,475,39,67,0.582,0,1,0,39,66,0.591,0.582,22,37,0.595,40,100,140,5,21,4,24,50,100
Kirk Penney,Maccabi Tel Aviv,19,144,21,40,0.525,11,23,0.478,10,17,0.588,0.663,10,14,0.714,3,13,16,1,4,0,5,17,63
Kiwane Garris,Climamio Fortitudo Bologna,20,540,53,132,0.402,28,72,0.389,25,60,0.417,0.508,48,60,0.8,9,39,48,54,28,0,31,42,182
Koko Archibong,GHP Bamberg,17,444,37,95,0.389,8,32,0.25,29,63,0.46,0.432,13,18,0.722,14,51,65,14,18,5,23,57,95
Kornel David,TAU Ceramica,25,530,84,168,0.5,1,5,0.2,83,163,0.509,0.503,58,68,0.853,28,92,120,12,24,13,27,68,227
Kosta Perovic,Partizan,13,342,48,95,0.505,0,0,,48,95,0.505,0.505,39,58,0.672,25,32,57,5,23,8,22,40,135
Kostas Tsartsaris,Panathinaikos,23,421,52,109,0.477,19,41,0.463,33,68,0.485,0.564,28,42,0.667,19,51,70,24,11,9,18,66,151
K'Zell Wesson,Strasbourg IG,14,368,52,110,0.473,2,10,0.2,50,100,0.5,0.482,36,58,0.621,33,61,94,27,6,8,38,34,142
Larry Ayuso,BC Zalgiris,8,195,27,74,0.365,16,43,0.372,11,31,0.355,0.473,12,19,0.632,2,12,14,9,9,0,15,9,82
Laurent Foirest,Elan Bearnais Pau-Orthez,2,14,0,4,0,0,2,0,0,2,0,0,0,0,,0,3,3,1,1,0,1,2,0
Lazaros Agadakos,Olympiacos,9,51,7,14,0.5,1,4,0.25,6,10,0.6,0.536,2,4,0.5,2,3,5,1,1,0,4,3,17
Lionel Chalmers,AEK Athens,10,283,48,122,0.393,15,51,0.294,33,71,0.465,0.455,20,28,0.714,12,19,31,24,13,0,22,24,131
Lonnie Cooper,Elan Bearnais Pau-Orthez,14,379,50,130,0.385,23,71,0.324,27,59,0.458,0.473,33,41,0.805,6,17,23,59,13,1,30,33,156
Louis Bullock,Real Madrid,20,572,102,231,0.442,41,102,0.402,61,129,0.473,0.53,71,81,0.877,7,25,32,40,37,0,37,49,316
Luca Sottana,Benetton Treviso,9,38,4,8,0.5,4,8,0.5,0,0,,0.75,0,2,0,2,4,6,1,0,0,3,2,12
Luigi Datome,Montepaschi Siena,11,123,21,39,0.538,11,19,0.579,10,20,0.5,0.679,4,4,1,8,17,25,4,8,2,9,17,57
Luis Scola,TAU Ceramica,25,715,140,261,0.536,0,2,0,140,259,0.541,0.536,89,131,0.679,49,118,167,56,41,21,54,93,369
Luka Bogdanovic,Partizan,14,291,31,83,0.373,18,46,0.391,13,37,0.351,0.482,16,20,0.8,16,36,52,13,10,3,19,24,96
Luka Zoric,KK Union Olimpija,2,6,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,0,0,0,2,2,0
Luksa Andric,Cibona Zagreb,14,136,15,31,0.484,0,0,,15,31,0.484,0.484,11,21,0.524,13,15,28,1,5,5,13,49,41
Maceo Baston,Maccabi Tel Aviv,25,608,122,193,0.632,4,7,0.571,118,186,0.634,0.642,73,109,0.67,55,94,149,16,19,33,54,81,321
Manolis Papamakarios,Olympiacos,22,486,41,116,0.353,24,73,0.329,17,43,0.395,0.457,19,23,0.826,6,47,53,40,28,1,20,50,125
Mantas Kalnietis,BC Zalgiris,4,66,12,20,0.6,1,3,0.333,11,17,0.647,0.625,2,6,0.333,1,7,8,8,5,2,6,6,27
Manuchar Markoishvili,KK Union Olimpija,5,116,16,36,0.444,10,22,0.455,6,14,0.429,0.583,1,2,0.5,6,5,11,4,6,0,11,20,43
Marc Gasol,Winterthur FC Barcelona,13,96,15,20,0.75,1,1,1,14,19,0.737,0.775,9,17,0.529,3,14,17,4,3,4,5,15,40
Marcelo Nicola,Montepaschi Siena,13,144,19,45,0.422,9,30,0.3,10,15,0.667,0.522,9,10,0.9,5,17,22,13,7,2,11,27,56
Marco Belinelli,Climamio Fortitudo Bologna,19,530,90,188,0.479,47,107,0.439,43,81,0.531,0.604,27,38,0.711,8,23,31,19,27,0,24,49,254
Marco Mordente,Benetton Treviso,19,456,45,89,0.506,17,41,0.415,28,48,0.583,0.601,28,33,0.848,15,39,54,30,22,1,19,59,135
Marcus Brown,Unicaja Malaga,20,640,96,221,0.434,32,87,0.368,64,134,0.478,0.507,82,97,0.845,11,43,54,49,13,5,47,48,306
Marcus Goree,Benetton Treviso,20,622,86,191,0.45,11,32,0.344,75,159,0.472,0.479,44,71,0.62,42,91,133,31,22,28,36,31,227
