Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Andrae Patterson,Estudiantes,13,250,40,74,0.541,6,17,0.353,34,57,0.596,0.581,20,32,0.625,15,34,49,8,9,9,20,24,106
Andrea Bargnani,Benetton Treviso,12,109,18,36,0.5,6,12,0.5,12,24,0.5,0.583,2,5,0.4,10,15,25,2,2,2,5,17,44
Andreas Glyniadakis,AEK Athens,19,175,30,49,0.612,0,0,,30,49,0.612,0.612,18,23,0.783,10,12,22,6,3,5,21,41,78
Andrej Stimac,Cibona Zagreb,19,428,43,109,0.394,22,64,0.344,21,45,0.467,0.495,16,23,0.696,22,45,67,17,14,3,20,37,124
Andres Miso,Estudiantes,12,196,28,59,0.475,6,20,0.3,22,39,0.564,0.525,14,24,0.583,6,9,15,12,10,1,13,19,76
Andres Rodriguez,KK Union Olimpija,14,442,29,69,0.42,10,31,0.323,19,38,0.5,0.493,17,22,0.773,9,28,37,46,24,0,25,47,85
Andrew Betts,TAU Ceramica,19,238,27,55,0.491,0,0,,27,55,0.491,0.491,19,27,0.704,18,35,53,7,5,5,15,42,73
Andrija Ciric,Prokom Trefl Sopot,15,237,31,70,0.443,7,31,0.226,24,39,0.615,0.493,14,17,0.824,13,15,28,7,8,0,18,23,83
Andrija Zizic,Winterthur FC Barcelona,5,92,13,29,0.448,0,0,,13,29,0.448,0.448,17,18,0.944,13,11,24,3,1,0,1,10,43
Andrija Zizic,Cibona Zagreb,10,305,58,109,0.532,0,1,0,58,108,0.537,0.532,29,47,0.617,31,47,78,14,6,0,23,37,145
Anthony Parker,Maccabi Tel Aviv,24,835,140,257,0.545,20,42,0.476,120,215,0.558,0.584,131,153,0.856,12,115,127,86,48,15,43,55,431
Antonio Bueno,Real Madrid,17,243,38,78,0.487,0,0,,38,78,0.487,0.487,25,31,0.806,17,26,43,4,5,5,14,35,101
Antonio Granger,CSKA Moscow,23,566,85,182,0.467,44,91,0.484,41,91,0.451,0.588,21,32,0.656,21,52,73,6,16,4,18,52,235
Antonis Fotsis,Real Madrid,16,304,40,87,0.46,12,33,0.364,28,54,0.519,0.529,24,37,0.649,14,43,57,8,9,8,20,38,116
Artur Drozdov,Elan Bearnais Pau-Orthez,9,249,36,72,0.5,11,25,0.44,25,47,0.532,0.576,10,12,0.833,9,15,24,16,7,4,16,18,93
Arturas Javtokas,BC Zalgiris,2,21,2,4,0.5,0,0,,2,4,0.5,0.5,0,2,0,0,0,0,0,0,0,3,4,4
Arvydas Macijauskas,TAU Ceramica,22,675,117,244,0.48,51,127,0.402,66,117,0.564,0.584,108,118,0.915,8,42,50,61,33,2,50,48,393
Assaf Dotan,Maccabi Tel Aviv,10,13,2,4,0.5,0,1,0,2,3,0.667,0.5,2,2,1,0,0,0,0,0,0,0,1,6
Axel Hervelle,Real Madrid,19,363,51,105,0.486,14,31,0.452,37,74,0.5,0.552,25,43,0.581,41,39,80,15,13,12,28,57,141
Baris Ermis,Efes Pilsen,3,19,2,4,0.5,0,0,,2,4,0.5,0.5,0,1,0,0,0,0,3,1,0,0,2,4
Benjamin Eze,Montepaschi Siena,19,213,27,50,0.54,0,1,0,27,49,0.551,0.54,17,47,0.362,21,36,57,3,13,19,22,40,71
Bernard King,Adecco ASVEL Villeurbanne,1,33,4,13,0.308,2,7,0.286,2,6,0.333,0.385,0,0,,0,2,2,5,1,0,1,2,10
Bernd Kruel,Opel Skyliners,13,172,21,44,0.477,0,3,0,21,41,0.512,0.477,21,29,0.724,14,27,41,7,8,0,12,28,63
Berni Rodriguez,Unicaja Malaga,12,226,29,63,0.46,14,36,0.389,15,27,0.556,0.571,17,19,0.895,1,13,14,13,3,0,15,40,89
Blake Stepp,Partizan,13,364,55,119,0.462,37,82,0.451,18,37,0.486,0.618,23,29,0.793,5,24,29,32,14,1,28,34,170
Bootsy Thornton,Montepaschi Siena,19,542,73,178,0.41,21,60,0.35,52,118,0.441,0.469,63,85,0.741,23,43,66,56,36,3,47,46,230
Boris Bakic,Partizan,7,49,3,7,0.429,2,3,0.667,1,4,0.25,0.571,4,6,0.667,0,5,5,0,3,0,5,18,12
Boris Gorenc,Olympiacos,6,156,22,45,0.489,8,17,0.471,14,28,0.5,0.578,10,19,0.526,6,16,22,22,6,1,9,16,62
Boris Jersin,KK Union Olimpija,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Branimir Longin,Cibona Zagreb,16,426,53,116,0.457,19,42,0.452,34,74,0.459,0.539,38,51,0.745,17,40,57,20,19,1,23,36,163
Carlos Cabezas,Unicaja Malaga,14,307,29,69,0.42,8,33,0.242,21,36,0.583,0.478,25,31,0.806,8,24,32,26,12,1,27,33,91
Carlos Jimenez,Estudiantes,13,322,27,60,0.45,5,12,0.417,22,48,0.458,0.492,32,44,0.727,21,51,72,36,22,6,26,45,91
Carlos Suarez,Estudiantes,6,87,18,25,0.72,3,6,0.5,15,19,0.789,0.78,10,15,0.667,8,4,12,3,2,0,9,6,49
Carlton Myers,Montepaschi Siena,17,371,41,112,0.366,28,73,0.384,13,39,0.333,0.491,43,49,0.878,7,21,28,26,14,0,23,38,153
Cenk Akyol,Efes Pilsen,5,33,3,6,0.5,1,3,0.333,2,3,0.667,0.583,1,2,0.5,2,0,2,0,4,0,3,7,8
Charles Smith,Scavolini Pesaro,20,690,143,328,0.436,70,181,0.387,73,147,0.497,0.543,57,74,0.77,14,48,62,45,50,13,42,47,413
Chris Williams,Opel Skyliners,14,487,103,213,0.484,3,23,0.13,100,190,0.526,0.491,56,81,0.691,23,73,96,38,39,10,40,39,265
Christian Drejer,Winterthur FC Barcelona,11,136,16,35,0.457,4,12,0.333,12,23,0.522,0.514,7,8,0.875,1,13,14,5,3,2,9,21,43
Dainius Salenga,BC Zalgiris,20,676,93,190,0.489,30,86,0.349,63,104,0.606,0.568,24,34,0.706,21,35,56,65,29,6,29,36,240
Dalibor Bagaric,Climamio Fortitudo Bologna,19,272,38,72,0.528,0,0,,38,72,0.528,0.528,16,32,0.5,22,58,80,11,20,13,28,54,92
Damir Markota,Cibona Zagreb,11,149,15,44,0.341,5,21,0.238,10,23,0.435,0.398,4,8,0.5,6,16,22,4,4,1,8,17,39
Daniel Miller,Adecco ASVEL Villeurbanne,13,244,23,66,0.348,12,38,0.316,11,28,0.393,0.439,10,15,0.667,5,16,21,7,8,0,16,29,68
Daniel Munoz,Real Madrid,1,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
Darius Maskoliunas,Prokom Trefl Sopot,19,319,14,40,0.35,8,25,0.32,6,15,0.4,0.45,5,8,0.625,5,20,25,11,7,0,10,47,41
Darjus Lavrinovic,BC Zalgiris,14,214,37,69,0.536,6,19,0.316,31,50,0.62,0.58,18,26,0.692,20,37,57,2,5,19,17,31,98
Darren McLinton,KK Union Olimpija,6,90,7,21,0.333,3,13,0.231,4,8,0.5,0.405,8,8,1,0,1,1,4,3,0,6,9,25
Darryl Middleton,Panathinaikos,5,103,15,24,0.625,0,0,,15,24,0.625,0.625,10,13,0.769,8,4,12,2,8,0,6,20,40
David Andersen,CSKA Moscow,23,554,102,178,0.573,0,1,0,102,177,0.576,0.573,82,99,0.828,45,116,161,19,19,11,28,55,286
David Bluthenthal,Benetton Treviso,10,181,24,61,0.393,8,29,0.276,16,32,0.5,0.459,2,4,0.5,5,20,25,9,8,3,11,12,58
David Jackson,Fenerbahçe,4,41,2,10,0.2,1,4,0.25,1,6,0.167,0.25,2,4,0.5,0,3,3,2,0,0,1,3,7
David Vanterpool,Montepaschi Siena,19,526,71,163,0.436,10,42,0.238,61,121,0.504,0.466,72,85,0.847,24,71,95,68,41,2,51,56,224
Davide Lamma,Montepaschi Siena,19,125,7,22,0.318,5,17,0.294,2,5,0.4,0.432,4,10,0.4,1,6,7,15,8,1,9,19,23
Davor Kus,AEK Athens,20,330,26,57,0.456,7,19,0.368,19,38,0.5,0.518,39,46,0.848,3,10,13,27,7,1,17,27,98
Davor Marcelic,Elan Bearnais Pau-Orthez,14,330,39,99,0.394,26,68,0.382,13,31,0.419,0.525,10,11,0.909,6,24,30,10,10,4,14,31,114
Dejan Bodiroga,Winterthur FC Barcelona,20,612,108,203,0.532,8,26,0.308,100,177,0.565,0.552,78,96,0.813,21,75,96,23,10,1,37,39,302
Dejan Borovnjak,Partizan,6,104,8,15,0.533,0,0,,8,15,0.533,0.533,9,10,0.9,3,9,12,1,6,1,6,28,25
Dejan Milojevic,Partizan,6,213,45,71,0.634,0,5,0,45,66,0.682,0.634,35,50,0.7,24,45,69,20,21,2,28,22,125
Denis Marconato,Benetton Treviso,22,539,70,126,0.556,0,1,0,70,125,0.56,0.556,34,46,0.739,45,114,159,28,20,23,31,67,174
Deon Thomas,Maccabi Tel Aviv,21,334,50,94,0.532,0,1,0,50,93,0.538,0.532,47,56,0.839,19,43,62,14,10,7,11,73,147
Derrick Sharp,Maccabi Tel Aviv,24,470,53,107,0.495,31,72,0.431,22,35,0.629,0.64,32,39,0.821,5,33,38,24,20,2,26,65,169
Desmon Farmer,Prokom Trefl Sopot,6,98,15,39,0.385,4,19,0.211,11,20,0.55,0.436,8,11,0.727,2,8,10,2,3,0,5,9,42
Devin Davis,Winterthur FC Barcelona,12,298,32,72,0.444,0,1,0,32,71,0.451,0.444,27,35,0.771,29,43,72,15,11,2,23,37,91
Dimitrios Misiakos,Olympiacos,4,29,1,5,0.2,0,1,0,1,4,0.25,0.2,2,4,0.5,0,5,5,0,0,1,0,7,4
Dimitris Diamantidis,Panathinaikos,25,685,68,125,0.544,21,45,0.467,47,80,0.588,0.628,56,79,0.709,24,69,93,78,51,15,57,76,213
Dimos Dikoudis,CSKA Moscow,22,482,91,162,0.562,7,20,0.35,84,142,0.592,0.583,30,44,0.682,44,71,115,22,24,8,30,52,219
Dion Glover,Fenerbahçe,14,333,44,112,0.393,9,37,0.243,35,75,0.467,0.433,23,37,0.622,9,36,45,21,14,5,24,34,120
Dragisa Drobnjak,KK Union Olimpija,13,208,19,33,0.576,0,3,0,19,30,0.633,0.576,11,18,0.611,21,20,41,7,10,2,14,34,49
Dusan Bocevski,KK Union Olimpija,14,360,60,119,0.504,16,41,0.39,44,78,0.564,0.571,33,47,0.702,27,44,71,10,9,2,25,47,169
Dusan Kecman,Efes Pilsen,15,248,12,38,0.316,5,23,0.217,7,15,0.467,0.382,14,18,0.778,6,26,32,5,14,3,16,37,43
Dusan Sakota,Panathinaikos,7,53,5,15,0.333,4,11,0.364,1,4,0.25,0.467,2,2,1,5,4,9,1,1,0,2,15,16
Dusan Vukcevic,Fenerbahçe,8,160,23,63,0.365,10,34,0.294,13,29,0.448,0.444,4,4,1,3,20,23,12,9,0,14,13,60
Dzenan Rahimic,Elan Bearnais Pau-Orthez,5,104,17,45,0.378,0,0,,17,45,0.378,0.378,6,8,0.75,12,18,30,2,5,2,2,9,40
Efthimios Rentzias,Montepaschi Siena,18,284,50,97,0.515,11,30,0.367,39,67,0.582,0.572,28,39,0.718,24,41,65,10,12,9,13,33,139
Elmer Bennett,Real Madrid,13,325,38,105,0.362,19,59,0.322,19,46,0.413,0.452,26,28,0.929,10,23,33,38,15,0,29,33,121
Elvir Ovcina,Olympiacos,8,166,15,42,0.357,0,4,0,15,38,0.395,0.357,5,13,0.385,22,23,45,4,7,2,8,20,35
Ender Arslan,Efes Pilsen,23,453,43,126,0.341,24,77,0.312,19,49,0.388,0.437,49,64,0.766,3,36,39,45,29,0,24,41,159
Erazem Lorbek,Climamio Fortitudo Bologna,20,442,77,137,0.562,7,19,0.368,70,118,0.593,0.588,24,34,0.706,39,59,98,17,23,17,18,52,185
Ermal Kuqo,Efes Pilsen,23,430,84,158,0.532,2,3,0.667,82,155,0.529,0.538,34,49,0.694,26,53,79,19,11,2,29,80,204
Ersan Ilyasova,Fenerbahçe,6,29,4,15,0.267,1,9,0.111,3,6,0.5,0.3,1,2,0.5,2,1,3,0,0,0,1,7,10
Eurelijus Zukauskas,Fenerbahçe,22,594,91,143,0.636,0,0,,91,143,0.636,0.636,53,95,0.558,55,99,154,18,16,40,38,75,235
Evangelos Koronios,Olympiacos,4,48,6,13,0.462,5,10,0.5,1,3,0.333,0.654,8,10,0.8,0,5,5,5,2,0,2,6,25
Fatih Solak,Fenerbahçe,16,88,9,16,0.563,0,0,,9,16,0.563,0.563,5,14,0.357,11,10,21,2,1,9,9,21,23
Felipe Reyes,Real Madrid,17,389,37,93,0.398,0,0,,37,93,0.398,0.398,42,75,0.56,52,79,131,21,28,6,33,57,116
Filip Dylewicz,Prokom Trefl Sopot,10,203,27,61,0.443,5,19,0.263,22,42,0.524,0.484,19,30,0.633,19,26,45,14,7,11,10,19,78
Florent Pietrus,Unicaja Malaga,14,204,11,27,0.407,3,9,0.333,8,18,0.444,0.463,12,22,0.545,11,43,54,9,11,7,11,26,37
Fragiskos Alvertis,Panathinaikos,20,374,53,116,0.457,32,67,0.478,21,49,0.429,0.595,31,41,0.756,7,20,27,14,13,3,16,53,169
Fran Vazquez,Unicaja Malaga,14,253,47,68,0.691,0,1,0,47,67,0.701,0.691,16,22,0.727,25,33,58,7,2,21,14,40,110
Francis Perujo,Unicaja Malaga,2,7,0,2,0,0,2,0,0,0,,0,2,2,1,0,0,0,0,1,0,0,3,2
Frederic Fauthoux,Elan Bearnais Pau-Orthez,10,209,15,41,0.366,11,34,0.324,4,7,0.571,0.5,6,8,0.75,3,11,14,30,6,0,21,33,47
Fredrick Kleemichen,Opel Skyliners,1,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
Gabriel Szalay,Benetton Treviso,1,2,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,1,0,1,0
Gediminas Navickas,BC Zalgiris,3,19,0,2,0,0,1,0,0,1,0,0,0,0,,0,1,1,0,0,0,5,6,0
Georgios Kalaitzis,Panathinaikos,22,262,12,42,0.286,5,24,0.208,7,18,0.389,0.345,15,16,0.938,7,18,25,20,7,1,15,48,44
Gerald Fitch,Cibona Zagreb,7,165,33,85,0.388,15,37,0.405,18,48,0.375,0.476,17,32,0.531,11,16,27,9,6,0,15,17,98
German Scarone,Scavolini Pesaro,8,127,5,26,0.192,3,17,0.176,2,9,0.222,0.25,8,10,0.8,3,7,10,12,7,0,10,13,21
Giacomo Galanda,Montepaschi Siena,19,359,50,101,0.495,24,58,0.414,26,43,0.605,0.614,3,4,0.75,13,57,70,16,11,6,14,50,127
Gianluca Basile,Climamio Fortitudo Bologna,20,610,81,204,0.397,53,149,0.356,28,55,0.509,0.527,37,41,0.902,14,65,79,56,40,1,26,61,252
Gianmarco Pozzecco,Climamio Fortitudo Bologna,15,194,11,31,0.355,1,15,0.067,10,16,0.625,0.371,8,12,0.667,4,9,13,48,12,0,42,35,31
Gintaras Einikis,Unicaja Malaga,8,80,11,25,0.44,2,9,0.222,9,16,0.563,0.48,1,2,0.5,4,7,11,0,2,4,0,11,25
Giorgos Printezis,Olympiacos,1,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,0,0
Giorgos Tsiaras,AEK Athens,12,86,10,23,0.435,2,10,0.2,8,13,0.615,0.478,6,12,0.5,6,17,23,5,2,0,8,20,28
Giovanni Tomassini,Scavolini Pesaro,1,1,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
Goran Jagodnik,Prokom Trefl Sopot,18,506,88,228,0.386,34,108,0.315,54,120,0.45,0.461,57,69,0.826,17,91,108,19,27,6,51,64,267
Goran Nikolic,Efes Pilsen,23,513,94,152,0.618,0,0,,94,152,0.618,0.618,29,41,0.707,30,87,117,18,15,15,22,47,217
Goran Savanovic,Partizan,1,4,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,1,1,0
Gregor Fucka,Winterthur FC Barcelona,19,574,93,181,0.514,6,21,0.286,87,160,0.544,0.53,53,77,0.688,38,83,121,17,14,18,44,56,245
Gur Shelef,Maccabi Tel Aviv,12,100,17,24,0.708,1,1,1,16,23,0.696,0.729,5,10,0.5,6,10,16,6,4,2,7,12,40
Hanno Mottola,Scavolini Pesaro,22,629,102,223,0.457,27,72,0.375,75,151,0.497,0.518,70,84,0.833,20,92,112,19,22,10,36,85,301
Harold Jamison,Prokom Trefl Sopot,5,75,9,19,0.474,0,1,0,9,18,0.5,0.474,3,10,0.3,11,11,22,3,7,3,13,13,21
Harold Mrazek,Adecco ASVEL Villeurbanne,13,293,24,58,0.414,18,41,0.439,6,17,0.353,0.569,18,20,0.9,3,12,15,22,3,1,14,35,84
Hasan Ozkan,Opel Skyliners,10,112,14,22,0.636,8,11,0.727,6,11,0.545,0.818,9,10,0.9,3,16,19,2,0,2,2,18,45
Henry Domercant,Efes Pilsen,23,729,108,240,0.45,53,116,0.457,55,124,0.444,0.56,55,70,0.786,20,74,94,32,37,3,41,55,324
Herve Toure,Adecco ASVEL Villeurbanne,10,151,22,45,0.489,8,18,0.444,14,27,0.519,0.578,4,10,0.4,11,13,24,6,5,5,10,28,56
Huseyin Besok,Adecco ASVEL Villeurbanne,14,384,82,180,0.456,1,3,0.333,81,177,0.458,0.458,21,47,0.447,33,79,112,32,12,11,22,49,186
Ibrahim Diarra,Opel Skyliners,14,85,0,1,0,0,1,0,0,0,,0,0,0,,4,10,14,4,4,0,2,10,0
Ibrahim Kutluay,Panathinaikos,10,203,30,68,0.441,17,38,0.447,13,30,0.433,0.566,17,22,0.773,6,10,16,7,8,1,14,26,94
Iker Iturbe,Estudiantes,14,342,45,100,0.45,23,59,0.39,22,41,0.537,0.565,7,12,0.583,6,31,37,13,19,0,21,39,120
Ioannis Kalampokis,Olympiacos,9,85,12,19,0.632,3,8,0.375,9,11,0.818,0.711,6,11,0.545,0,7,7,3,4,1,6,17,33
Istvan Nemeth,Prokom Trefl Sopot,19,441,60,139,0.432,32,86,0.372,28,53,0.528,0.547,21,27,0.778,5,30,35,29,17,3,23,38,173
Ivan Zoroski,Olympiacos,13,332,42,105,0.4,14,54,0.259,28,51,0.549,0.467,29,34,0.853,9,19,28,22,19,1,29,38,127
Ivica Jurkovic,Olympiacos,10,256,21,63,0.333,4,27,0.148,17,36,0.472,0.365,8,12,0.667,21,27,48,9,10,3,11,31,54
Jaka Lakovic,Panathinaikos,25,788,105,236,0.445,42,119,0.353,63,117,0.538,0.534,125,149,0.839,14,38,52,70,34,0,57,74,377
James Forrest,Scavolini Pesaro,3,30,3,9,0.333,0,0,,3,9,0.333,0.333,1,2,0.5,1,5,6,0,2,0,3,4,7
Jeff Nordgaard,Olympiacos,4,50,3,16,0.188,2,9,0.222,1,7,0.143,0.25,2,4,0.5,3,9,12,0,0,0,2,10,10
Jernej Mihalic,KK Union Olimpija,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Jesus Lazaro,Unicaja Malaga,4,52,5,13,0.385,1,6,0.167,4,7,0.571,0.423,2,2,1,2,2,4,4,2,0,2,9,13
Joey Beard,Benetton Treviso,22,275,22,34,0.647,0,0,,22,34,0.647,0.647,14,29,0.483,26,33,59,8,15,3,20,56,58
Johan Petro,Elan Bearnais Pau-Orthez,11,149,22,47,0.468,0,0,,22,47,0.468,0.468,12,16,0.75,12,20,32,4,11,7,7,33,56
Jordi Trias,Winterthur FC Barcelona,10,119,16,33,0.485,2,6,0.333,14,27,0.519,0.515,9,17,0.529,13,15,28,2,6,3,7,14,43
Jorge Garbajosa,Unicaja Malaga,13,428,57,138,0.413,16,46,0.348,41,92,0.446,0.471,52,65,0.8,29,73,102,22,21,12,24,27,182
Jose Calderon,TAU Ceramica,22,590,83,168,0.494,32,76,0.421,51,92,0.554,0.589,58,69,0.841,23,52,75,58,32,0,29,61,256
Josep Mestres,Estudiantes,2,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Joseph McNaull,Prokom Trefl Sopot,3,15,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,0,3,3,0,0,0,2,2,2
Josip Jerko Vrankovic,Cibona Zagreb,20,528,67,169,0.396,26,79,0.329,41,90,0.456,0.473,47,59,0.797,15,46,61,33,25,2,36,51,207
Josip Sesar,Cibona Zagreb,8,119,15,42,0.357,9,25,0.36,6,17,0.353,0.464,5,8,0.625,1,6,7,8,1,2,8,13,44
Josko Poljak,Cibona Zagreb,20,250,35,69,0.507,0,0,,35,69,0.507,0.507,13,25,0.52,15,26,41,9,8,7,20,54,83
JR Bremer,Unicaja Malaga,14,434,55,144,0.382,15,56,0.268,40,88,0.455,0.434,44,53,0.83,8,36,44,35,14,1,36,42,169
JR Holden,CSKA Moscow,24,744,91,251,0.363,38,128,0.297,53,123,0.431,0.438,50,59,0.847,12,41,53,66,27,0,45,39,270
Juan Carlos Navarro,Winterthur FC Barcelona,20,532,80,183,0.437,32,81,0.395,48,102,0.471,0.525,74,83,0.892,11,28,39,38,25,0,29,40,266
Juan Jasen,Estudiantes,2,31,4,10,0.4,1,2,0.5,3,8,0.375,0.45,3,4,0.75,4,6,10,1,1,0,4,4,12
Jukka Matinen,Opel Skyliners,9,177,7,43,0.163,3,25,0.12,4,18,0.222,0.198,7,9,0.778,8,11,19,1,4,3,5,25,24
Julien Blanchot,Elan Bearnais Pau-Orthez,2,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
Julius Nwosu,Elan Bearnais Pau-Orthez,7,112,17,32,0.531,0,0,,17,32,0.531,0.531,13,21,0.619,7,18,25,1,2,6,4,20,47
Jurica Zuza,Cibona Zagreb,6,76,14,26,0.538,0,1,0,14,25,0.56,0.538,4,6,0.667,9,12,21,1,1,1,4,9,32
Karim Souchu,Adecco ASVEL Villeurbanne,7,114,9,27,0.333,1,8,0.125,8,19,0.421,0.352,4,9,0.444,3,5,8,2,5,0,4,10,23
Kaya Peker,Efes Pilsen,23,370,45,96,0.469,0,0,,45,96,0.469,0.469,61,100,0.61,26,60,86,13,20,8,34,46,151
Kerem Gonlum,Fenerbahçe,22,532,73,123,0.593,0,0,,73,123,0.593,0.593,31,65,0.477,63,95,158,23,15,10,41,76,177
Kerem Tunceri,Fenerbahçe,22,658,69,172,0.401,18,73,0.247,51,99,0.515,0.453,34,41,0.829,6,49,55,80,34,3,47,60,190
Kornel David,TAU Ceramica,23,603,91,172,0.529,3,6,0.5,88,166,0.53,0.538,66,75,0.88,37,76,113,23,18,11,24,64,251
Kosta Perovic,Partizan,12,311,38,88,0.432,0,1,0,38,87,0.437,0.432,33,53,0.623,25,31,56,11,15,11,22,46,109
Kostas Tsartsaris,Panathinaikos,25,478,69,130,0.531,12,33,0.364,57,97,0.588,0.577,42,65,0.646,32,76,108,19,15,9,24,80,192
Laurent Foirest,Elan Bearnais Pau-Orthez,8,216,27,65,0.415,17,35,0.486,10,30,0.333,0.546,20,25,0.8,2,16,18,21,12,1,17,27,91
Lavor Postell,Olympiacos,8,230,27,64,0.422,8,24,0.333,19,40,0.475,0.484,21,32,0.656,11,21,32,14,9,3,12,25,83
Lazaros Agadakos,Olympiacos,14,293,31,60,0.517,1,4,0.25,30,56,0.536,0.525,28,42,0.667,20,22,42,9,10,6,23,42,91
Lonny Baxter,Panathinaikos,11,109,19,28,0.679,0,0,,19,28,0.679,0.679,10,21,0.476,6,18,24,0,6,2,11,20,48
Louis Bullock,Real Madrid,18,560,100,235,0.426,42,119,0.353,58,116,0.5,0.515,66,81,0.815,10,43,53,52,24,1,43,41,308
Luca Sottana,Benetton Treviso,3,6,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,1,1,1,0,0,0,0,2
Luigi Datome,Montepaschi Siena,6,33,7,12,0.583,0,3,0,7,9,0.778,0.583,0,0,,2,6,8,1,2,0,2,4,14
Luis Scola,TAU Ceramica,24,684,146,259,0.564,0,4,0,146,255,0.573,0.564,71,105,0.676,52,103,155,45,32,17,63,93,363
Luka Bogdanovic,Partizan,14,291,38,90,0.422,15,42,0.357,23,48,0.479,0.506,17,21,0.81,9,40,49,10,9,1,21,31,108
Maceo Baston,Maccabi Tel Aviv,24,566,133,195,0.682,0,0,,133,195,0.682,0.682,84,135,0.622,52,82,134,14,34,37,34,84,350
Makan Dioumassi,Adecco ASVEL Villeurbanne,13,264,19,50,0.38,8,26,0.308,11,24,0.458,0.46,6,8,0.75,6,17,23,17,7,0,13,33,52
Malick Badiane,Opel Skyliners,3,66,6,13,0.462,0,0,,6,13,0.462,0.462,3,6,0.5,6,13,19,0,5,5,3,7,15
Manuchar Markoishvili,KK Union Olimpija,8,84,4,17,0.235,0,7,0,4,10,0.4,0.235,10,11,0.909,4,7,11,2,2,0,2,20,18
Marc Gasol,Winterthur FC Barcelona,6,100,10,19,0.526,0,2,0,10,17,0.588,0.526,10,14,0.714,7,17,24,2,6,3,5,19,30
Marco Belinelli,Climamio Fortitudo Bologna,20,300,31,63,0.492,11,30,0.367,20,33,0.606,0.579,11,16,0.688,11,13,24,21,10,1,11,38,84
Marcus Brown,CSKA Moscow,24,778,116,271,0.428,36,109,0.33,80,162,0.494,0.494,115,143,0.804,12,57,69,75,30,1,54,60,383
Marcus Goree,Benetton Treviso,22,689,100,229,0.437,21,47,0.447,79,182,0.434,0.483,39,55,0.709,37,93,130,48,31,15,28,36,260
Marijan Mance,KK Union Olimpija,13,238,30,61,0.492,9,24,0.375,21,37,0.568,0.566,7,10,0.7,10,22,32,8,5,0,12,22,76
