Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Giannis Gagaloudis,Panathinaikos,2,11,3,4,0.75,3,4,0.75,0,0,,1.125,2,2,1,0,0,0,1,1,0,2,4,11
Giedrius Gustas,BC Zalgiris,19,283,46,108,0.426,22,50,0.44,24,58,0.414,0.528,18,21,0.857,6,5,11,19,11,1,12,46,132
Gino Cuccarolo,Benetton Treviso,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Giorgos Diamantopoulos,Olympiacos,15,368,60,107,0.561,16,33,0.485,44,74,0.595,0.636,50,63,0.794,15,16,31,22,12,3,16,29,186
Giorgos Printezis,Olympiacos,3,3,1,1,1,0,0,,1,1,1,1,0,0,,1,0,1,0,0,0,0,1,2
Giorgos Tsiaras,AEK Athens,6,60,6,12,0.5,1,4,0.25,5,8,0.625,0.542,5,6,0.833,2,11,13,1,4,1,2,15,18
Goran Cakic,Partizan,14,188,19,49,0.388,2,23,0.087,17,26,0.654,0.408,7,10,0.7,11,15,26,2,6,2,6,34,47
Goran Jurak,Olympiacos,20,524,57,120,0.475,4,16,0.25,53,104,0.51,0.492,35,62,0.565,32,65,97,28,21,4,31,77,153
Goran Nikolic,Efes Pilsen,19,433,68,117,0.581,0,2,0,68,115,0.591,0.581,17,27,0.63,35,83,118,20,14,12,18,36,153
Gregor Fucka,FC Barcelona,12,301,52,93,0.559,1,6,0.167,51,87,0.586,0.565,22,38,0.579,19,38,57,12,13,11,15,32,127
Guilherme Giovannoni,Benetton Treviso,19,367,47,96,0.49,20,46,0.435,27,50,0.54,0.594,19,22,0.864,8,43,51,23,24,3,16,43,133
Gur Shelef,Maccabi Tel Aviv,19,175,13,25,0.52,0,2,0,13,23,0.565,0.52,20,24,0.833,4,20,24,18,5,2,9,29,46
Haluk Yildirim,Fenerbahçe,11,260,27,58,0.466,13,34,0.382,14,24,0.583,0.578,11,14,0.786,7,19,26,21,8,2,14,35,78
Hanno Mottola,Skipper Fortitudo Bologna,22,480,82,173,0.474,16,46,0.348,66,127,0.52,0.52,58,66,0.879,22,62,84,9,17,8,31,80,238
Haris Mujezinovic,Panathinaikos,14,235,30,70,0.429,7,23,0.304,23,47,0.489,0.479,25,35,0.714,22,18,40,8,5,1,16,42,92
Harold Mrazek,Adecco ASVEL Villeurbanne,14,347,31,59,0.525,25,44,0.568,6,15,0.4,0.737,3,4,0.75,3,18,21,18,17,1,21,33,90
Herve Toure,Adecco ASVEL Villeurbanne,14,199,27,65,0.415,10,30,0.333,17,35,0.486,0.492,2,5,0.4,9,16,25,11,11,9,18,23,66
Horace Jenkins,AEK Athens,12,406,82,164,0.5,24,71,0.338,58,93,0.624,0.573,53,65,0.815,4,18,22,40,22,3,37,25,241
Ibrahim Kutluay,Fenerbahçe,19,564,81,192,0.422,47,111,0.423,34,81,0.42,0.544,44,61,0.721,9,42,51,25,18,0,32,46,253
Ignacio Rodriguez,FC Barcelona,16,210,14,40,0.35,6,23,0.261,8,17,0.471,0.425,10,14,0.714,2,19,21,26,14,1,12,13,44
Igor Ivaskovic,KK Krka,2,18,1,5,0.2,1,3,0.333,0,2,0,0.3,2,2,1,1,1,2,2,0,0,2,4,5
Ioannis Kalampokis,Olympiacos,12,92,5,15,0.333,0,4,0,5,11,0.455,0.333,10,14,0.714,1,14,15,6,3,0,2,19,20
Jaka Lakovic,Panathinaikos,20,586,78,174,0.448,34,95,0.358,44,79,0.557,0.546,77,91,0.846,10,32,42,47,26,1,37,45,267
Jason Gardner,KK Krka,2,35,4,8,0.5,3,6,0.5,1,2,0.5,0.688,4,6,0.667,1,2,3,7,1,0,2,4,15
Javi Buesa,TAU Ceramica,7,23,3,7,0.429,1,5,0.2,2,2,1,0.5,0,0,,0,1,1,0,0,0,1,6,7
Jose Antonio Paraiso,Pamesa Valencia,18,389,45,75,0.6,13,34,0.382,32,41,0.78,0.687,28,40,0.7,14,36,50,12,5,0,15,25,131
Jermaine Jackson,Benetton Treviso,2,71,12,17,0.706,1,2,0.5,11,15,0.733,0.735,7,9,0.778,1,3,4,12,6,0,4,5,32
Jeryl Sasser,Elan Bearnais Pau-Orthez,3,20,2,7,0.286,1,2,0.5,1,5,0.2,0.357,1,2,0.5,2,2,4,2,0,0,0,1,6
Johan Petro,Elan Bearnais Pau-Orthez,7,46,7,16,0.438,0,1,0,7,15,0.467,0.438,1,2,0.5,3,6,9,0,3,1,1,12,15
John Best,Alba Berlin,14,449,57,119,0.479,21,54,0.389,36,65,0.554,0.567,19,21,0.905,18,41,59,24,18,0,23,48,154
Johnny Branch,Lottomatica Roma,4,42,4,7,0.571,2,5,0.4,2,2,1,0.714,3,3,1,0,2,2,3,1,0,3,7,13
Jonathan Aka,Adecco ASVEL Villeurbanne,1,2,0,1,0,0,0,,0,1,0,0,0,0,,0,2,2,0,0,0,1,2,0
Jorge Garbajosa,Benetton Treviso,18,509,94,181,0.519,25,61,0.41,69,120,0.575,0.588,35,49,0.714,26,78,104,19,31,11,25,42,248
Jose Amador,Pamesa Valencia,1,1,0,0,,0,0,,0,0,,,1,2,0.5,0,0,0,0,0,0,0,1,1
Jose Calderon,TAU Ceramica,19,410,39,83,0.47,15,37,0.405,24,46,0.522,0.56,44,53,0.83,8,19,27,38,21,4,27,39,137
Joseph Blair,Fenerbahçe,17,583,88,141,0.624,0,3,0,88,138,0.638,0.624,44,90,0.489,43,120,163,24,22,16,37,42,220
Josip Jerko Vrankovic,Cibona Zagreb,11,248,34,62,0.548,15,30,0.5,19,32,0.594,0.669,6,11,0.545,7,30,37,12,5,2,9,23,89
Josip Sesar,Cibona Zagreb,15,242,28,65,0.431,14,46,0.304,14,19,0.737,0.538,10,18,0.556,4,19,23,17,8,1,18,31,80
Josko Poljak,Cibona Zagreb,20,306,32,71,0.451,0,1,0,32,70,0.457,0.451,24,39,0.615,24,66,90,4,11,4,22,49,88
Jovo Stanojevic,Alba Berlin,14,442,81,132,0.614,0,0,,81,132,0.614,0.614,32,48,0.667,32,51,83,20,14,6,42,41,194
JR Holden,CSKA Moscow,22,735,116,295,0.393,44,141,0.312,72,154,0.468,0.468,36,64,0.563,7,44,51,83,26,2,48,47,312
Juan Carlos Navarro,FC Barcelona,20,508,87,176,0.494,37,87,0.425,50,89,0.562,0.599,63,78,0.808,1,29,30,30,22,1,36,44,274
Jure Balazic,KK Krka,13,161,18,47,0.383,8,19,0.421,10,28,0.357,0.468,7,12,0.583,7,17,24,8,5,1,7,18,51
Jurica Golemac,Cibona Zagreb,20,516,71,150,0.473,14,39,0.359,57,111,0.514,0.52,51,79,0.646,31,68,99,51,14,7,48,74,207
Karim Souchu,Adecco ASVEL Villeurbanne,14,370,59,138,0.428,17,63,0.27,42,75,0.56,0.489,16,26,0.615,8,28,36,13,9,1,17,26,151
Kaya Peker,Efes Pilsen,18,353,62,113,0.549,0,0,,62,113,0.549,0.549,46,76,0.605,33,73,106,6,16,8,30,48,170
Kerem Gonlum,Fenerbahçe,19,355,40,74,0.541,0,3,0,40,71,0.563,0.541,23,40,0.575,45,49,94,5,15,5,20,57,103
Kerem Tunceri,Efes Pilsen,11,245,15,43,0.349,6,28,0.214,9,15,0.6,0.419,7,11,0.636,2,29,31,42,6,0,21,16,43
Koko Archibong,Elan Bearnais Pau-Orthez,13,148,17,36,0.472,4,9,0.444,13,27,0.481,0.528,4,8,0.5,8,17,25,2,5,3,10,22,42
Kornel David,TAU Ceramica,20,564,92,176,0.523,1,3,0.333,91,173,0.526,0.526,58,75,0.773,34,71,105,36,21,10,37,67,243
Kosta Perovic,Partizan,9,198,27,55,0.491,0,0,,27,55,0.491,0.491,8,15,0.533,17,19,36,9,4,6,10,30,62
Kostas Charissis,Olympiacos,1,2,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,1,0,1,0,0,0,0,2,2
Kostas Tsartsaris,Panathinaikos,20,436,71,128,0.555,6,21,0.286,65,107,0.607,0.578,29,41,0.707,32,72,104,17,14,7,21,71,177
Kyle Hill,AEK Athens,2,29,3,7,0.429,1,4,0.25,2,3,0.667,0.5,2,4,0.5,0,2,2,4,1,0,2,6,9
Larry Lewis,Unicaja Malaga,13,376,53,113,0.469,9,18,0.5,44,95,0.463,0.509,27,34,0.794,26,59,85,25,14,10,29,30,142
Laurent Foirest,Elan Bearnais Pau-Orthez,20,588,99,217,0.456,49,108,0.454,50,109,0.459,0.569,50,58,0.862,7,54,61,24,29,3,38,65,297
Louis Bullock,Unicaja Malaga,12,334,46,120,0.383,26,73,0.356,20,47,0.426,0.492,31,37,0.838,9,35,44,28,9,1,26,28,149
Lubos Barton,Lottomatica Roma,13,330,46,105,0.438,19,59,0.322,27,46,0.587,0.529,15,21,0.714,16,46,62,9,14,5,11,38,126
Luca Vitali,Montepaschi Siena,2,5,1,1,1,1,1,1,0,0,,1.5,0,0,,0,0,0,0,0,0,2,3,3
Luis Scola,TAU Ceramica,14,405,87,144,0.604,0,0,,87,144,0.604,0.604,39,51,0.765,32,53,85,33,19,6,40,56,213
Lynn Greer,Slask Wroclaw,14,503,114,250,0.456,34,82,0.415,80,168,0.476,0.524,89,99,0.899,8,36,44,77,21,1,49,47,351
Maceo Baston,Maccabi Tel Aviv,21,502,105,168,0.625,0,0,,105,168,0.625,0.625,48,81,0.593,47,123,170,19,27,30,52,72,258
Maciej Zielinski,Slask Wroclaw,13,277,26,66,0.394,4,28,0.143,22,38,0.579,0.424,11,21,0.524,4,26,30,11,10,2,18,34,67
Makan Dioumassi,Adecco ASVEL Villeurbanne,12,270,29,77,0.377,11,36,0.306,18,41,0.439,0.448,15,23,0.652,4,22,26,27,10,0,22,31,84
Manuchar Markoishvili,Benetton Treviso,6,43,3,10,0.3,3,7,0.429,0,3,0,0.45,2,2,1,1,3,4,3,1,0,3,6,11
Marc Gasol,FC Barcelona,9,38,4,10,0.4,0,0,,4,10,0.4,0.4,5,8,0.625,4,1,5,0,0,2,3,4,13
Marcelo Nicola,Benetton Treviso,18,329,46,96,0.479,27,72,0.375,19,24,0.792,0.62,21,30,0.7,4,43,47,35,19,1,23,49,140
Marco Belinelli,Skipper Fortitudo Bologna,16,202,17,40,0.425,9,23,0.391,8,17,0.471,0.538,5,6,0.833,8,1,9,5,5,0,7,18,48
Marcos Baltanas,Unicaja Malaga,3,18,2,3,0.667,1,1,1,1,2,0.5,0.833,0,0,,0,1,1,0,0,0,0,1,5
Marcus Brown,CSKA Moscow,21,718,128,251,0.51,34,89,0.382,94,162,0.58,0.578,103,117,0.88,19,29,48,89,29,2,46,55,393
Marcus Taylor,Adecco ASVEL Villeurbanne,5,66,10,36,0.278,2,8,0.25,8,28,0.286,0.306,2,3,0.667,6,2,8,8,1,0,3,10,24
Marijan Mance,Cibona Zagreb,19,317,42,82,0.512,7,21,0.333,35,61,0.574,0.555,13,19,0.684,10,32,42,18,10,0,10,28,104
Marino Bazdaric,KK Union Olimpija,20,622,86,213,0.404,40,116,0.345,46,97,0.474,0.498,51,58,0.879,10,80,90,35,30,0,37,57,263
Mario Bosnjak,KK Krka,1,20,4,6,0.667,0,1,0,4,5,0.8,0.667,0,1,0,2,0,2,0,1,0,2,2,8
Mario Dundovic,KK Krka,12,184,18,47,0.383,2,14,0.143,16,33,0.485,0.404,12,16,0.75,8,23,31,6,5,2,22,33,50
Marko Antonijevic,KK Krka,13,290,28,79,0.354,16,41,0.39,12,38,0.316,0.456,27,33,0.818,3,13,16,33,19,0,26,38,99
Marko Maravic,KK Union Olimpija,17,576,54,125,0.432,15,35,0.429,39,90,0.433,0.492,57,73,0.781,34,53,87,23,19,0,18,55,180
Marko Pesic,Alba Berlin,11,311,27,72,0.375,14,42,0.333,13,30,0.433,0.472,11,15,0.733,2,15,17,26,9,0,20,33,79
Marko Popovic,Cibona Zagreb,5,152,16,46,0.348,5,21,0.238,11,25,0.44,0.402,12,16,0.75,4,14,18,13,9,0,16,14,49
Marko Tusek,Lottomatica Roma,14,351,55,140,0.393,12,57,0.211,43,83,0.518,0.436,32,46,0.696,23,36,59,11,15,2,15,33,154
Marko Verginella,Alba Berlin,2,20,2,5,0.4,0,3,0,2,2,1,0.4,2,2,1,1,2,3,1,1,0,2,2,6
Martin Ides,Benetton Treviso,8,52,4,7,0.571,0,0,,4,7,0.571,0.571,2,4,0.5,5,8,13,1,1,2,5,12,10
Martin Mihajlovic,KK Krka,7,66,7,15,0.467,0,1,0,7,14,0.5,0.467,3,4,0.75,6,5,11,3,1,2,3,14,17
Marton Bader,KK Krka,13,385,44,98,0.449,3,14,0.214,41,84,0.488,0.464,28,42,0.667,36,63,99,14,11,11,14,43,119
Massimo Bulleri,Benetton Treviso,13,298,42,91,0.462,16,45,0.356,26,46,0.565,0.549,26,35,0.743,8,17,25,27,27,0,26,35,126
Mate Skelin,Elan Bearnais Pau-Orthez,20,466,57,111,0.514,0,0,,57,111,0.514,0.514,77,124,0.621,41,68,109,19,3,8,36,34,191
Matej Mamic,Cibona Zagreb,7,156,13,27,0.481,6,15,0.4,7,12,0.583,0.593,11,14,0.786,9,29,38,7,9,0,7,12,43
Matej Venta,KK Krka,1,13,1,1,1,0,0,,1,1,1,1,4,4,1,0,1,1,1,0,0,5,2,6
Matjaz Smodis,Skipper Fortitudo Bologna,21,563,86,157,0.548,21,52,0.404,65,105,0.619,0.615,43,50,0.86,36,62,98,15,30,11,36,71,236
Maurice Evans,Benetton Treviso,20,636,128,244,0.525,34,92,0.37,94,152,0.618,0.594,58,78,0.744,22,52,74,22,21,9,32,54,348
Maxime Renaud,Elan Bearnais Pau-Orthez,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Melvin Booker,Fenerbahçe,20,594,79,199,0.397,18,70,0.257,61,129,0.473,0.442,59,70,0.843,4,36,40,51,17,1,32,58,235
Michal Ignerski,Slask Wroclaw,13,237,19,51,0.373,7,22,0.318,12,29,0.414,0.441,3,4,0.75,8,29,37,6,7,0,10,26,48
Michalis Kakiouzis,Montepaschi Siena,21,443,77,146,0.527,25,58,0.431,52,88,0.591,0.613,23,39,0.59,25,59,84,9,25,1,18,41,202
Mike Batiste,Panathinaikos,16,270,47,107,0.439,9,27,0.333,38,80,0.475,0.481,23,29,0.793,14,37,51,6,12,3,17,28,126
Milan Tomic,Olympiacos,15,275,29,92,0.315,16,64,0.25,13,28,0.464,0.402,20,23,0.87,2,18,20,17,4,0,13,29,94
Milos Vujanic,Skipper Fortitudo Bologna,20,584,104,228,0.456,47,122,0.385,57,106,0.538,0.559,71,85,0.835,8,26,34,36,26,0,38,60,326
Mindaugas Budzinauskas,KK Krka,8,152,9,29,0.31,7,21,0.333,2,8,0.25,0.431,13,16,0.813,9,8,17,2,5,0,9,20,38
Mindaugas Timinskas,BC Zalgiris,20,504,53,113,0.469,14,41,0.341,39,72,0.542,0.531,40,56,0.714,34,69,103,42,22,6,35,69,160
Mindaugas Zukauskas,Montepaschi Siena,22,444,36,83,0.434,20,48,0.417,16,35,0.457,0.554,22,26,0.846,15,25,40,30,23,1,21,70,114
Mirko Kovac,Partizan,6,14,1,2,0.5,0,0,,1,2,0.5,0.5,2,2,1,0,1,1,1,0,0,1,2,4
Miroslav Beric,BC Zalgiris,9,213,30,60,0.5,13,31,0.419,17,29,0.586,0.608,15,24,0.625,1,11,12,15,3,0,21,21,88
Mirsad Turkcan,CSKA Moscow,20,512,70,158,0.443,12,49,0.245,58,109,0.532,0.481,47,69,0.681,70,139,209,21,15,6,27,35,199
Mithat Demirel,Alba Berlin,7,86,14,27,0.519,6,13,0.462,8,14,0.571,0.63,7,12,0.583,1,6,7,6,2,0,9,12,41
Mladjan Silobad,Partizan,6,26,0,3,0,0,2,0,0,1,0,0,0,0,,0,2,2,2,0,0,2,5,0
Moustapha Sonko,Unicaja Malaga,10,263,38,74,0.514,6,19,0.316,32,55,0.582,0.554,25,28,0.893,5,14,19,33,10,5,26,32,107
Muratcan Guler,Fenerbahçe,7,86,8,17,0.471,4,11,0.364,4,6,0.667,0.588,6,7,0.857,5,7,12,3,4,2,2,11,26
Nathan Erdmann,Elan Bearnais Pau-Orthez,12,282,31,85,0.365,16,44,0.364,15,41,0.366,0.459,11,13,0.846,6,26,32,22,18,2,18,36,89
Nenad Krstic,Partizan,9,223,45,75,0.6,0,1,0,45,74,0.608,0.6,31,43,0.721,9,17,26,5,2,9,11,30,121
Nikola Prkacin,Efes Pilsen,16,331,47,91,0.516,0,1,0,47,90,0.522,0.516,31,46,0.674,24,43,67,24,16,6,28,54,125
Nikola Vujcic,Maccabi Tel Aviv,21,733,137,250,0.548,7,31,0.226,130,219,0.594,0.562,72,90,0.8,39,106,145,62,18,17,46,66,353
Nikos Hatzis,AEK Athens,13,329,51,113,0.451,19,53,0.358,32,60,0.533,0.535,36,44,0.818,6,16,22,29,12,0,19,28,157
Nikos Hatzivrettas,Panathinaikos,20,602,79,172,0.459,25,73,0.342,54,99,0.545,0.532,58,74,0.784,6,51,57,25,11,2,22,58,241
Nikos Zisis,AEK Athens,14,371,44,110,0.4,14,44,0.318,30,66,0.455,0.464,19,30,0.633,10,26,36,29,11,0,8,40,121
Omer Onan,Efes Pilsen,11,90,11,25,0.44,7,14,0.5,4,11,0.364,0.58,6,12,0.5,2,4,6,1,2,0,9,12,35
Pablo Prigioni,TAU Ceramica,20,456,38,84,0.452,27,66,0.409,11,18,0.611,0.613,17,21,0.81,12,30,42,81,38,3,34,42,120
Panagiotis Liadelis,Olympiacos,20,586,100,191,0.524,13,35,0.371,87,156,0.558,0.558,126,142,0.887,5,37,42,25,23,0,30,42,339
Pantelis Papaioakim,AEK Athens,13,176,30,48,0.625,0,0,,30,48,0.625,0.625,12,20,0.6,15,25,40,8,4,0,5,41,72
Patricio Prato,Skipper Fortitudo Bologna,13,114,11,22,0.5,3,8,0.375,8,14,0.571,0.568,6,9,0.667,6,16,22,4,14,0,9,21,31
Patrick Femerling,FC Barcelona,20,446,48,82,0.585,0,0,,48,82,0.585,0.585,54,69,0.783,32,57,89,16,12,21,29,47,150
Paulius Jankunas,BC Zalgiris,16,218,30,57,0.526,0,1,0,30,56,0.536,0.526,14,22,0.636,22,24,46,10,8,4,8,30,74
Pawel Mroz,Slask Wroclaw,3,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Pedro Llompart,Pamesa Valencia,4,60,6,11,0.545,3,6,0.5,3,5,0.6,0.682,9,10,0.9,0,3,3,5,0,0,5,6,24
Pero Antic,AEK Athens,3,22,3,9,0.333,1,4,0.25,2,5,0.4,0.389,0,2,0,2,3,5,0,1,1,2,4,7
Pero Dujmovic,Fenerbahçe,1,8,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,2,3,0
Pero Vasiljevic,Slask Wroclaw,9,88,9,20,0.45,0,0,,9,20,0.45,0.45,1,2,0.5,3,10,13,2,3,1,6,15,19
Petar Naumoski,Fenerbahçe,13,339,48,111,0.432,24,62,0.387,24,49,0.49,0.541,32,37,0.865,5,15,20,44,14,0,30,29,152
Predrag Materic,Partizan,13,94,4,6,0.667,4,6,0.667,0,0,,1,1,2,0.5,1,7,8,0,1,0,2,26,13
Quadre Michael Lollis,AEK Athens,12,383,56,100,0.56,7,20,0.35,49,80,0.613,0.595,32,58,0.552,36,81,117,17,10,5,28,41,151
Radoslaw Hyzy,Slask Wroclaw,13,157,12,26,0.462,0,0,,12,26,0.462,0.462,9,16,0.563,8,16,24,5,12,0,8,30,33
Rafael Huertas,Unicaja Malaga,1,1,0,1,0,0,0,,0,1,0,0,1,2,0.5,1,0,1,0,0,0,0,0,1
Rashard Griffith,Lottomatica Roma,14,356,43,75,0.573,0,1,0,43,74,0.581,0.573,18,39,0.462,43,58,101,17,12,12,25,50,104
Riccardo Pittis,Benetton Treviso,19,418,34,64,0.531,1,6,0.167,33,58,0.569,0.539,16,41,0.39,8,37,45,71,30,1,37,46,85
Rick Rickert,KK Krka,14,374,67,160,0.419,4,16,0.25,63,144,0.438,0.431,19,29,0.655,32,41,73,6,10,4,24,48,157
Robert Fultz,Skipper Fortitudo Bologna,3,14,0,0,,0,0,,0,0,,,3,4,0.75,0,0,0,0,1,0,2,5,3
Robert Gulyas,Adecco ASVEL Villeurbanne,9,267,59,97,0.608,2,5,0.4,57,92,0.62,0.619,20,27,0.741,19,38,57,9,5,13,11,26,140
Robert Kosciuk,Slask Wroclaw,9,55,4,11,0.364,2,5,0.4,2,6,0.333,0.455,0,0,,1,0,1,5,1,0,3,6,10
Robert Pack,Pamesa Valencia,5,122,14,35,0.4,4,8,0.5,10,27,0.37,0.457,25,30,0.833,1,8,9,11,10,0,14,15,57
Robert Skibniewski,Slask Wroclaw,8,38,2,9,0.222,1,2,0.5,1,7,0.143,0.278,0,0,,1,0,1,2,1,0,3,7,5
Roberto Chiacig,Montepaschi Siena,21,407,67,117,0.573,0,0,,67,117,0.573,0.573,50,91,0.549,42,68,110,11,29,11,40,51,184
Roberto Duenas,FC Barcelona,15,318,54,95,0.568,0,0,,54,95,0.568,0.568,15,22,0.682,37,61,98,14,5,7,25,40,123
Roberts Stelmahers,KK Union Olimpija,16,490,51,127,0.402,19,54,0.352,32,73,0.438,0.476,65,77,0.844,8,30,38,50,18,0,25,48,186
Rodrigo De La Fuente,FC Barcelona,20,484,49,104,0.471,14,39,0.359,35,65,0.538,0.538,11,13,0.846,12,53,65,25,17,3,17,42,123
Roger Grimau,FC Barcelona,9,163,20,35,0.571,3,15,0.2,17,20,0.85,0.614,17,18,0.944,5,14,19,10,13,1,13,17,60
Rolandas Alijevas,Adecco ASVEL Villeurbanne,6,47,8,19,0.421,1,5,0.2,7,14,0.5,0.447,2,7,0.286,4,1,5,5,4,0,2,2,19
Ruben Wolkowyski,Olympiacos,15,317,50,103,0.485,16,46,0.348,34,57,0.596,0.563,31,46,0.674,19,43,62,3,10,7,11,37,147
Ryan Randle,Slask Wroclaw,13,254,38,60,0.633,0,1,0,38,59,0.644,0.633,10,13,0.769,23,32,55,6,11,6,11,42,86
Sacha Giffa,Adecco ASVEL Villeurbanne,14,347,37,97,0.381,13,31,0.419,24,66,0.364,0.448,33,41,0.805,22,41,63,22,4,4,25,44,120
Samuele Podesta,Benetton Treviso,2,8,0,2,0,0,0,,0,2,0,0,0,0,,0,0,0,0,0,0,1,1,0
Sani Becirovic,KK Krka,2,40,3,11,0.273,0,1,0,3,10,0.3,0.273,2,2,1,1,3,4,8,1,0,5,3,8
Sarunas Jasikevicius,Maccabi Tel Aviv,21,624,95,199,0.477,47,105,0.448,48,94,0.511,0.595,98,106,0.925,10,24,34,100,15,0,52,59,335
Sascha Leutloff,Alba Berlin,3,18,2,3,0.667,0,0,,2,3,0.667,0.667,0,0,,0,0,0,0,0,0,0,4,4
