Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Luca Lechthaler,Montepaschi Siena,3,27,0,1,0,0,0,,0,1,0,0,6,8,0.75,1,9,10,1,0,1,2,4,6
Luka Zoric,Unicaja Malaga,16,379,73,139,0.525,0,0,,73,139,0.525,0.525,41,60,0.683,36,62,98,12,8,15,18,50,187
Lukasz Seweryn,Asseco Prokom,10,147,19,45,0.422,14,38,0.368,5,7,0.714,0.578,0,0,,4,3,7,2,4,0,2,12,52
Luksa Andric,Galatasaray,16,322,71,120,0.592,0,0,,71,120,0.592,0.592,30,54,0.556,23,46,69,9,13,4,28,52,172
Lynn Greer,UNICS,19,378,45,113,0.398,12,36,0.333,33,77,0.429,0.451,43,51,0.843,4,36,40,42,19,0,34,32,145
Maarty Leunen,Bennet Cantu,16,470,47,130,0.362,24,73,0.329,23,57,0.404,0.454,11,19,0.579,16,59,75,35,14,2,15,47,129
Malik Hairston,EA7-Emporio Armani Milano,12,292,63,117,0.538,12,25,0.48,51,92,0.554,0.59,29,38,0.763,15,22,37,18,1,5,21,35,167
Mamadou Samb,Gescrap Bizkaia Bilbao Basket,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Mantas Kalnietis,BC Zalgiris,16,355,49,120,0.408,10,45,0.222,39,75,0.52,0.45,14,22,0.636,4,36,40,59,9,1,35,25,122
Manuchar Markoishvili,Bennet Cantu,16,338,54,131,0.412,20,52,0.385,34,79,0.43,0.489,18,18,1,13,30,43,26,15,1,16,40,146
Marcelo Huertas,FC Barcelona Regal,21,498,64,127,0.504,25,57,0.439,39,70,0.557,0.602,26,30,0.867,9,34,43,92,20,0,42,38,179
Marco Carraretto,Montepaschi Siena,19,163,17,42,0.405,8,23,0.348,9,19,0.474,0.5,0,0,,5,7,12,2,2,0,3,23,42
Marcus Slaughter,Brose Baskets,10,259,44,78,0.564,0,0,,44,78,0.564,0.564,30,42,0.714,28,44,72,15,17,14,17,34,118
Mario Kasun,KK Zagreb,9,226,45,84,0.536,0,1,0,45,83,0.542,0.536,20,25,0.8,23,36,59,8,6,8,24,29,110
Mark Payne,Unicaja Malaga,7,80,6,11,0.545,0,1,0,6,10,0.6,0.545,6,7,0.857,2,8,10,3,3,0,6,9,18
Marko Banic,Gescrap Bizkaia Bilbao Basket,20,504,105,168,0.625,1,5,0.2,104,163,0.638,0.628,54,68,0.794,31,48,79,13,7,1,31,46,265
Marko Cakarevic,Partizan,10,147,6,23,0.261,2,10,0.2,4,13,0.308,0.304,6,6,1,10,27,37,13,2,2,15,28,20
Marko Keselj,Olympiacos,14,218,21,53,0.396,10,37,0.27,11,16,0.688,0.491,3,5,0.6,4,24,28,4,6,0,4,27,55
Marko Popovic,BC Zalgiris,14,311,44,109,0.404,29,75,0.387,15,34,0.441,0.537,58,64,0.906,5,24,29,29,5,0,22,43,175
Marko Scekic,Bennet Cantu,5,81,16,24,0.667,1,3,0.333,15,21,0.714,0.688,7,9,0.778,1,5,6,6,1,1,5,12,40
Marko Tomas,Fenerbahçe,6,99,7,25,0.28,4,14,0.286,3,11,0.273,0.36,3,4,0.75,3,7,10,2,5,0,3,15,21
Martynas Gecevicius,Olympiacos,18,301,30,72,0.417,19,46,0.413,11,26,0.423,0.549,33,39,0.846,3,21,24,14,6,0,18,25,112
Martynas Pocius,Real Madrid,14,211,34,84,0.405,8,32,0.25,26,52,0.5,0.452,28,31,0.903,3,20,23,12,3,1,14,19,104
Mason Rocca,EA7-Emporio Armani Milano,15,170,27,49,0.551,0,0,,27,49,0.551,0.551,10,26,0.385,21,32,53,5,1,0,11,38,64
Matt Howard,Olympiacos,3,19,0,5,0,0,4,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,3,2
Michael Kuebler,Asseco Prokom,8,56,8,21,0.381,4,10,0.4,4,11,0.364,0.476,3,4,0.75,0,3,3,1,1,0,5,5,23
Michalis Pelekanos,Olympiacos,11,128,11,35,0.314,5,19,0.263,6,16,0.375,0.386,4,5,0.8,6,14,20,3,5,2,4,17,31
Mike Batiste,Panathinaikos,23,476,83,174,0.477,1,2,0.5,82,172,0.477,0.48,57,70,0.814,44,62,106,17,15,7,34,58,224
Mike Wilkinson,UNICS,16,450,39,113,0.345,21,63,0.333,18,50,0.36,0.438,4,8,0.5,17,60,77,9,9,9,12,35,103
Milan Macvan,Partizan,10,316,58,104,0.558,12,32,0.375,46,72,0.639,0.615,25,30,0.833,23,59,82,22,10,1,14,28,153
Milko Bjelica,Caja Laboral,8,189,32,65,0.492,5,17,0.294,27,48,0.563,0.531,16,19,0.842,11,20,31,6,6,1,8,28,85
Milos Teodosic,CSKA Moscow,22,583,73,169,0.432,39,108,0.361,34,61,0.557,0.547,43,52,0.827,8,51,59,110,13,0,56,52,228
Milovan Rakovic,BC Zalgiris,16,248,48,92,0.522,0,0,,48,92,0.522,0.522,17,30,0.567,16,26,42,7,9,5,14,49,113
Mindaugas Kuzminskas,BC Zalgiris,12,101,10,18,0.556,1,7,0.143,9,11,0.818,0.583,12,17,0.706,4,12,16,2,2,0,7,11,33
Miralem Halilovic,KK Zagreb,2,8,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,1,0,1,0,0,0,1,1,2
Miroslav Raduljica,Partizan,10,130,15,39,0.385,0,0,,15,39,0.385,0.385,27,34,0.794,10,23,33,5,1,4,16,24,57
Mirsad Turkcan,Fenerbahçe,5,84,6,19,0.316,1,5,0.2,5,14,0.357,0.342,4,4,1,13,35,48,5,2,0,6,12,17
Mirza Begic,Real Madrid,15,213,30,55,0.545,0,0,,30,55,0.545,0.545,9,14,0.643,25,45,70,6,1,25,14,34,69
Mirza Teletovic,Caja Laboral,10,344,72,166,0.434,31,72,0.431,41,94,0.436,0.527,42,60,0.7,13,47,60,12,5,10,14,23,217
Moussa Badiane,SLUC Nancy,8,59,11,18,0.611,0,0,,11,18,0.611,0.611,5,8,0.625,10,3,13,0,4,6,5,16,27
Nathan Jawai,UNICS,15,212,41,75,0.547,0,0,,41,75,0.547,0.547,27,42,0.643,24,41,65,4,5,8,45,34,109
Nedzad Sinanovic,Unicaja Malaga,13,137,16,33,0.485,1,1,1,15,32,0.469,0.5,11,13,0.846,8,22,30,2,4,6,15,19,44
Nemanja Bjelica,Caja Laboral,10,139,18,32,0.563,9,19,0.474,9,13,0.692,0.703,3,4,0.75,3,18,21,10,13,3,7,19,48
Nemanja Jaramaz,Partizan,5,15,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,1,0,2,3,0
Nenad Krstic,CSKA Moscow,22,539,112,178,0.629,0,0,,112,178,0.629,0.629,88,112,0.786,46,75,121,13,12,12,29,46,312
Nick Calathes,Panathinaikos,23,543,67,138,0.486,14,47,0.298,53,91,0.582,0.536,27,54,0.5,12,52,64,56,28,1,35,50,175
Nicolas Batum,SLUC Nancy,6,226,27,65,0.415,5,15,0.333,22,50,0.44,0.454,36,44,0.818,9,31,40,31,10,4,28,10,95
Nicolas Gianella,Bennet Cantu,5,85,9,24,0.375,1,7,0.143,8,17,0.471,0.396,3,4,0.75,4,3,7,5,2,0,4,15,22
Nicolas Mazzarino,Bennet Cantu,16,325,31,78,0.397,17,52,0.327,14,26,0.538,0.506,20,24,0.833,2,14,16,22,4,0,13,36,99
Nicolo Melli,EA7-Emporio Armani Milano,11,101,18,32,0.563,3,9,0.333,15,23,0.652,0.609,3,6,0.5,6,15,21,2,4,2,5,13,42
Nikita Kurbanov,CSKA Moscow,6,66,9,20,0.45,1,3,0.333,8,17,0.471,0.475,4,4,1,2,13,15,2,6,1,3,10,23
Nikola Mirotic,Real Madrid,16,370,63,120,0.525,18,41,0.439,45,79,0.57,0.6,56,61,0.918,15,57,72,14,12,7,21,35,200
Nikola Pekovic,Partizan,7,192,39,71,0.549,0,0,,39,71,0.549,0.549,30,37,0.811,13,19,32,5,2,2,8,25,108
Nikos Zisis,Montepaschi Siena,20,398,31,85,0.365,7,27,0.259,24,58,0.414,0.406,20,25,0.8,6,28,34,53,6,0,12,40,89
Novica Velickovic,Real Madrid,7,81,12,29,0.414,3,10,0.3,9,19,0.474,0.466,2,8,0.25,5,8,13,11,5,1,3,10,29
Oguz Savas,Fenerbahçe,16,277,49,81,0.605,0,0,,49,81,0.605,0.605,25,28,0.893,26,29,55,14,5,3,13,46,123
Oliver Lafayette,Anadolu Efes,6,138,18,43,0.419,5,16,0.313,13,27,0.481,0.477,11,12,0.917,6,13,19,17,9,0,9,9,52
Oliver Lafayette,Asseco Prokom,10,245,37,90,0.411,16,42,0.381,21,48,0.438,0.5,17,24,0.708,6,19,25,33,14,0,24,26,107
Oliver Stevic,Gescrap Bizkaia Bilbao Basket,1,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,1,0
Omar Cook,EA7-Emporio Armani Milano,16,480,34,96,0.354,21,57,0.368,13,39,0.333,0.464,28,40,0.7,4,34,38,91,16,0,23,36,117
Omer Onan,Fenerbahçe,12,287,33,77,0.429,9,28,0.321,24,49,0.49,0.487,28,33,0.848,1,14,15,6,8,0,9,24,103
Osman Sirin,Anadolu Efes,2,8,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,1,0,1,0,0,0,2,1,2
Pablo Prigioni,Caja Laboral,10,287,25,57,0.439,12,39,0.308,13,18,0.722,0.544,11,13,0.846,14,18,32,46,22,0,11,23,73
Papa Dia,KK Zagreb,7,63,7,15,0.467,0,1,0,7,14,0.5,0.467,2,2,1,5,3,8,2,1,0,6,5,16
Pape-Philippe Amagou,SLUC Nancy,10,211,24,60,0.4,10,24,0.417,14,36,0.389,0.483,20,27,0.741,4,9,13,7,6,1,13,25,78
Pat Calathes,Panathinaikos,3,14,2,4,0.5,0,0,,2,4,0.5,0.5,0,0,,0,3,3,2,0,0,0,3,4
Pau Ribas,Caja Laboral,10,175,21,50,0.42,3,17,0.176,18,33,0.545,0.45,7,8,0.875,7,18,25,18,9,0,11,21,52
Paulius Jankunas,BC Zalgiris,16,374,46,103,0.447,8,24,0.333,38,79,0.481,0.485,24,33,0.727,33,56,89,12,12,5,19,46,124
Pero Antic,Olympiacos,22,411,49,140,0.35,17,68,0.25,32,72,0.444,0.411,44,57,0.772,36,58,94,17,10,7,23,49,159
Petar Babic,KK Zagreb,7,84,10,15,0.667,6,8,0.75,4,7,0.571,0.867,4,6,0.667,0,4,4,9,4,0,6,15,30
Petar Bozic,Partizan,9,69,5,13,0.385,3,10,0.3,2,3,0.667,0.5,1,1,1,0,5,5,8,2,2,2,15,14
Pete Mickeal,FC Barcelona Regal,21,489,67,159,0.421,16,29,0.552,51,130,0.392,0.472,44,51,0.863,19,67,86,19,23,0,23,48,194
Petr Gubanov,UNICS,9,82,5,13,0.385,0,4,0,5,9,0.556,0.385,3,4,0.75,3,7,10,3,3,0,4,6,13
Petr Samoylenko,UNICS,19,403,29,64,0.453,11,39,0.282,18,25,0.72,0.539,9,12,0.75,3,33,36,55,13,0,24,29,78
Philip Neumann,Brose Baskets,4,10,1,2,0.5,0,0,,1,2,0.5,0.5,0,2,0,0,0,0,0,0,1,1,2,2
Pietro Aradori,Montepaschi Siena,17,177,25,55,0.455,5,16,0.313,20,39,0.513,0.5,26,32,0.813,15,19,34,11,1,1,7,15,81
Piotr Szczotka,Asseco Prokom,10,164,11,35,0.314,1,6,0.167,10,29,0.345,0.329,3,5,0.6,5,13,18,11,8,0,9,21,26
PJ Tucker,Brose Baskets,10,231,35,70,0.5,0,3,0,35,67,0.522,0.5,19,30,0.633,19,44,63,17,4,1,15,22,89
Povilas Butkevicius,BC Zalgiris,3,9,0,1,0,0,0,,0,1,0,0,0,2,0,1,0,1,0,1,0,0,4,0
Predrag Suput,Brose Baskets,10,226,41,92,0.446,9,30,0.3,32,62,0.516,0.495,18,20,0.9,7,35,42,15,8,2,23,20,109
Preston Shumpert,Galatasaray,16,318,38,113,0.336,17,57,0.298,21,56,0.375,0.412,14,18,0.778,11,30,41,14,5,2,17,21,107
Przemyslaw Frasunkiewicz,Asseco Prokom,8,117,6,16,0.375,6,12,0.5,0,4,0,0.563,0,0,,2,7,9,6,4,2,4,9,18
Przemyslaw Zamojski,Asseco Prokom,10,181,21,56,0.375,14,36,0.389,7,20,0.35,0.5,1,3,0.333,3,13,16,3,5,0,9,11,57
Ramunas Siskauskas,CSKA Moscow,21,481,57,127,0.449,24,61,0.393,33,66,0.5,0.543,20,29,0.69,9,38,47,22,12,1,19,41,158
Randy Oveneke,Belgacom Spirou Charleroi,7,28,4,7,0.571,1,3,0.333,3,4,0.75,0.643,1,2,0.5,1,2,3,1,1,0,1,6,10
Rasko Katic,Partizan,7,75,13,22,0.591,0,0,,13,22,0.591,0.591,12,16,0.75,5,1,6,1,2,2,6,12,38
Ratko Varda,KK Union Olimpija,7,120,29,60,0.483,3,12,0.25,26,48,0.542,0.508,6,15,0.4,3,13,16,2,2,2,12,19,67
Raul Lopez,Gescrap Bizkaia Bilbao Basket,17,236,29,80,0.363,15,50,0.3,14,30,0.467,0.456,30,35,0.857,6,17,23,28,7,0,16,33,103
Reeves Nelson,BC Zalgiris,1,5,0,2,0,0,0,,0,2,0,0,0,0,,2,0,2,0,0,0,1,1,0
Reggie Williams,Caja Laboral,3,41,8,16,0.5,0,2,0,8,14,0.571,0.5,0,0,,1,2,3,2,3,0,4,7,16
Richard Hendrix,Maccabi Tel Aviv,21,428,70,135,0.519,1,2,0.5,69,133,0.519,0.522,46,59,0.78,48,65,113,17,13,27,19,68,187
Rimantas Kaukenas,Montepaschi Siena,6,151,29,50,0.58,9,14,0.643,20,36,0.556,0.67,20,20,1,1,12,13,15,7,0,10,15,87
Robert Rothbart,KK Union Olimpija,9,160,30,60,0.5,1,2,0.5,29,58,0.5,0.508,12,15,0.8,16,32,48,3,2,6,14,16,73
Robertas Javtokas,BC Zalgiris,16,374,46,94,0.489,0,1,0,46,93,0.495,0.489,8,19,0.421,33,50,83,8,3,11,25,43,100
Roger Grimau,Gescrap Bizkaia Bilbao Basket,20,284,31,79,0.392,5,19,0.263,26,60,0.433,0.424,14,14,1,5,37,42,17,8,1,21,46,81
Roko Ukic,Fenerbahçe,15,420,63,157,0.401,12,41,0.293,51,116,0.44,0.439,29,40,0.725,8,34,42,31,9,0,32,21,167
Romain Sato,Panathinaikos,23,598,55,134,0.41,17,49,0.347,38,85,0.447,0.474,37,52,0.712,33,75,108,22,15,9,15,47,164
Rudy Fernandez,Real Madrid,8,200,30,78,0.385,15,47,0.319,15,31,0.484,0.481,17,19,0.895,4,21,25,18,10,1,12,16,92
Sammy Mejia,CSKA Moscow,6,64,13,23,0.565,2,5,0.4,11,18,0.611,0.609,2,2,1,4,5,9,6,4,0,6,7,30
Sarunas Jasikevicius,Panathinaikos,21,323,61,118,0.517,15,39,0.385,46,79,0.582,0.581,14,16,0.875,9,18,27,52,12,0,34,31,151
Sasha Kaun,CSKA Moscow,21,239,37,52,0.712,0,0,,37,52,0.712,0.712,16,31,0.516,16,27,43,2,9,5,11,48,90
Sasha Vujacic,Anadolu Efes,16,464,72,177,0.407,27,80,0.338,45,97,0.464,0.483,51,59,0.864,8,45,53,27,18,3,22,45,222
Saso Ozbolt,KK Zagreb,10,148,8,25,0.32,1,13,0.077,7,12,0.583,0.34,3,4,0.75,2,5,7,5,6,0,8,11,20
Sasu Salin,KK Union Olimpija,10,255,16,56,0.286,6,36,0.167,10,20,0.5,0.339,6,6,1,4,16,20,13,8,1,10,27,44
Saul Blanco,Unicaja Malaga,7,60,8,18,0.444,2,8,0.25,6,10,0.6,0.5,2,2,1,2,4,6,2,1,0,2,4,20
Sean May,KK Zagreb,9,263,40,88,0.455,7,21,0.333,33,67,0.493,0.494,18,26,0.692,19,39,58,10,5,3,19,23,105
Serge Ibaka,Real Madrid,6,90,12,21,0.571,0,0,,12,21,0.571,0.571,9,11,0.818,11,17,28,0,3,12,4,13,33
Sergio Llull,Real Madrid,16,355,41,96,0.427,13,44,0.295,28,52,0.538,0.495,23,32,0.719,6,18,24,51,9,0,22,34,118
Sergio Rodriguez,Real Madrid,16,322,40,81,0.494,15,32,0.469,25,49,0.51,0.586,23,28,0.821,2,22,24,86,13,0,36,30,118
Sertac Sanli,Galatasaray,3,14,3,5,0.6,0,0,,3,5,0.6,0.6,0,0,,0,1,1,0,0,0,2,2,6
Shaun Stonerook,Montepaschi Siena,20,426,18,43,0.419,10,29,0.345,8,14,0.571,0.535,20,25,0.8,9,66,75,24,19,12,19,73,66
Shawn James,Maccabi Tel Aviv,14,118,13,29,0.448,0,0,,13,29,0.448,0.448,10,15,0.667,9,24,33,3,4,12,11,27,36
Sinan Guler,Anadolu Efes,16,298,28,65,0.431,7,30,0.233,21,35,0.6,0.485,2,3,0.667,10,22,32,23,10,1,15,33,65
Slawomir Sikora,Asseco Prokom,1,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0
Sofoklis Schortsanitis,Maccabi Tel Aviv,21,336,69,116,0.595,0,0,,69,116,0.595,0.595,45,72,0.625,28,34,62,20,12,8,53,61,183
Sonny Weems,BC Zalgiris,15,449,90,190,0.474,18,50,0.36,72,140,0.514,0.521,35,51,0.686,12,63,75,19,13,3,43,35,233
Stanko Barac,Anadolu Efes,15,299,65,114,0.57,0,1,0,65,113,0.575,0.57,30,49,0.612,16,43,59,5,7,14,30,45,160
Stefano Mancinelli,EA7-Emporio Armani Milano,15,332,39,85,0.459,4,23,0.174,35,62,0.565,0.482,9,17,0.529,9,26,35,18,7,2,17,34,91
Steven Smith,Panathinaikos,20,298,50,112,0.446,20,46,0.435,30,66,0.455,0.536,25,31,0.806,10,47,57,11,8,1,17,36,145
Stratos Perperoglou,Panathinaikos,11,171,17,43,0.395,4,12,0.333,13,31,0.419,0.442,3,6,0.5,3,13,16,8,4,2,9,18,41
Tadas Klimavicius,BC Zalgiris,16,240,14,47,0.298,4,17,0.235,10,30,0.333,0.34,3,9,0.333,18,33,51,10,2,6,8,25,35
Tal Burstein,Maccabi Tel Aviv,17,189,17,37,0.459,7,19,0.368,10,18,0.556,0.554,16,18,0.889,3,21,24,13,7,1,7,24,57
Tarence Kinsey,Anadolu Efes,9,225,30,72,0.417,5,18,0.278,25,54,0.463,0.451,9,13,0.692,9,25,34,10,14,4,12,16,74
Terrell Lyday,UNICS,18,383,70,154,0.455,16,50,0.32,54,104,0.519,0.506,47,54,0.87,4,28,32,40,17,3,32,39,203
Thabo Sefolosha,Fenerbahçe,7,188,27,51,0.529,7,14,0.5,20,37,0.541,0.598,19,30,0.633,6,36,42,6,15,3,12,21,80
Theodoros Papaloukas,Maccabi Tel Aviv,20,192,20,46,0.435,2,6,0.333,18,40,0.45,0.457,18,25,0.72,8,15,23,31,12,0,23,20,60
Thomas Heurtel,Caja Laboral,10,114,14,36,0.389,4,17,0.235,10,19,0.526,0.444,1,2,0.5,4,4,8,10,1,0,10,7,33
Tibor Pleiss,Brose Baskets,10,186,25,50,0.5,0,1,0,25,49,0.51,0.5,15,22,0.682,22,32,54,4,0,8,8,27,65
TJ Ford,KK Zagreb,2,33,3,10,0.3,1,3,0.333,2,7,0.286,0.35,5,6,0.833,1,4,5,13,3,0,6,5,12
Tomas Delininkaitis,BC Zalgiris,16,174,27,58,0.466,14,30,0.467,13,28,0.464,0.586,15,22,0.682,4,8,12,15,7,0,15,28,83
Tomas Hampl,Gescrap Bizkaia Bilbao Basket,3,9,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,0,0,0,0,0,0,0,3,2
Tomas Ress,Montepaschi Siena,20,280,33,59,0.559,20,38,0.526,13,21,0.619,0.729,8,8,1,3,34,37,7,6,11,11,40,94
Tornike Shengelia,Belgacom Spirou Charleroi,9,186,28,62,0.452,4,14,0.286,24,48,0.5,0.484,15,22,0.682,8,31,39,9,3,1,15,31,75
Tremmell Darden,Unicaja Malaga,10,264,30,70,0.429,5,15,0.333,25,55,0.455,0.464,18,23,0.783,9,26,35,8,3,9,11,22,83
Tutku Acik,Galatasaray,10,133,14,33,0.424,5,17,0.294,9,16,0.563,0.5,3,4,0.75,1,9,10,19,7,1,17,12,36
Ty Lawson,BC Zalgiris,7,149,18,42,0.429,3,8,0.375,15,34,0.441,0.464,13,21,0.619,4,17,21,11,6,0,7,13,52
Vangelis Mantzaris,Olympiacos,18,254,11,32,0.344,8,22,0.364,3,10,0.3,0.469,5,13,0.385,15,26,41,17,11,0,4,32,35
Vassilis Spanoulis,Olympiacos,21,626,104,217,0.479,32,83,0.386,72,134,0.537,0.553,110,133,0.827,8,33,41,83,15,2,77,53,350
Victor Sada,FC Barcelona Regal,21,332,28,66,0.424,7,23,0.304,21,43,0.488,0.477,3,6,0.5,16,35,51,24,7,1,15,35,66
Victor Samnick,SLUC Nancy,10,155,31,60,0.517,1,8,0.125,30,52,0.577,0.525,5,8,0.625,10,13,23,3,1,4,19,26,68
Viktor Khryapa,CSKA Moscow,20,454,54,119,0.454,24,58,0.414,30,61,0.492,0.555,31,38,0.816,8,73,81,66,17,10,41,62,163
Vladimir Golubovic,Caja Laboral,3,36,3,7,0.429,0,0,,3,7,0.429,0.429,1,4,0.25,4,9,13,0,0,1,3,9,7
Vladimir Lucic,Partizan,10,217,19,52,0.365,7,26,0.269,12,26,0.462,0.433,13,15,0.867,9,15,24,10,1,1,9,36,58
Vladimir Micov,Bennet Cantu,14,403,51,125,0.408,13,33,0.394,38,92,0.413,0.46,30,35,0.857,15,43,58,45,15,5,29,30,145
Vladimir Veremeenko,UNICS,17,439,54,106,0.509,2,5,0.4,52,101,0.515,0.519,35,50,0.7,41,61,102,14,12,15,29,59,145
Vlado Ilievski,Anadolu Efes,10,172,8,30,0.267,2,14,0.143,6,16,0.375,0.3,9,10,0.9,2,13,15,26,8,0,10,20,27
Vytenis Lipkevicius,BC Zalgiris,12,103,4,12,0.333,1,3,0.333,3,9,0.333,0.375,1,1,1,5,11,16,6,5,0,2,20,10
Xavi Rabaseda,FC Barcelona Regal,13,133,9,31,0.29,4,17,0.235,5,14,0.357,0.355,2,6,0.333,5,15,20,8,4,2,11,10,24
Yannick Moray,Belgacom Spirou Charleroi,2,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Ioannis Bourousis,EA7-Emporio Armani Milano,15,338,55,118,0.466,3,17,0.176,52,101,0.515,0.479,22,32,0.688,15,81,96,8,11,11,22,40,135
Yogev Ohayon,Maccabi Tel Aviv,21,433,41,108,0.38,9,26,0.346,32,82,0.39,0.421,27,40,0.675,13,58,71,55,29,0,28,39,118
Zakhar Pashutin,UNICS,12,68,5,13,0.385,2,5,0.4,3,8,0.375,0.462,0,0,,1,8,9,3,3,1,3,13,12
Zaza Pachulia,Galatasaray,4,61,7,18,0.389,0,0,,7,18,0.389,0.389,12,20,0.6,8,10,18,2,2,1,9,8,26
