Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dairis Bertans,Darüşşafaka,32,514,63,136,0.463,33,66,0.5,30,70,0.429,0.585,46,55,0.836,8,13,21,42,6,2,24,47,205
Daniel Hackett,Olympiacos,11,160,17,48,0.354,4,15,0.267,13,33,0.394,0.396,17,22,0.773,1,16,17,18,5,0,2,22,55
Daniel Theis,Brose Bamberg,30,592,116,194,0.598,16,39,0.41,100,155,0.645,0.639,39,55,0.709,50,87,137,22,20,28,32,90,287
Danilo Andusic,UNICS,8,121,13,36,0.361,6,19,0.316,7,17,0.412,0.444,8,11,0.727,3,8,11,8,4,0,8,15,40
Darius Miller,Brose Bamberg,30,814,128,278,0.46,62,151,0.411,66,127,0.52,0.572,48,54,0.889,7,75,82,61,18,13,45,87,366
Davide Pascolo,EA7 Emporio Armani Milan,22,334,60,106,0.566,3,18,0.167,57,88,0.648,0.58,16,19,0.842,31,30,61,15,13,8,12,51,139
Demetris Nichols,Panathinaikos Superfoods,32,490,46,112,0.411,17,48,0.354,29,64,0.453,0.487,14,16,0.875,15,59,74,11,11,10,19,51,123
Deon Thompson,Crvena Zvezda mts,13,136,23,41,0.561,0,0,,23,41,0.561,0.561,10,20,0.5,8,11,19,6,4,4,3,15,56
Deon Thompson,Galatasaray,13,151,24,48,0.5,0,0,,24,48,0.5,0.5,7,11,0.636,12,15,27,9,7,5,6,26,55
Derrick Brown,Anadolu Efes,35,1025,167,340,0.491,17,58,0.293,150,282,0.532,0.516,79,103,0.767,58,135,193,77,36,18,55,65,430
Deshaun Thomas,Anadolu Efes,35,502,92,226,0.407,42,128,0.328,50,98,0.51,0.5,29,36,0.806,21,38,59,12,8,2,15,37,255
Devin Smith,Maccabi Tel Aviv,28,733,98,240,0.408,38,108,0.352,60,132,0.455,0.488,23,24,0.958,33,119,152,45,18,10,40,68,257
Diamon Simpson,Maccabi Tel Aviv,6,121,25,41,0.61,0,0,,25,41,0.61,0.61,5,15,0.333,14,26,40,7,9,6,4,16,55
Dimitrios Agravanis,Olympiacos,25,281,30,88,0.341,11,48,0.229,19,40,0.475,0.403,20,25,0.8,23,38,61,4,11,4,7,43,91
D.J. Seeley,Maccabi Tel Aviv,26,526,59,137,0.431,24,62,0.387,35,75,0.467,0.518,47,53,0.887,15,37,52,67,13,5,45,60,189
Dmitry Kulagin,CSKA Moscow,17,176,25,67,0.373,9,30,0.3,16,37,0.432,0.44,8,10,0.8,4,22,26,20,5,1,15,24,67
Dogus Balbay,Anadolu Efes,28,275,23,57,0.404,7,23,0.304,16,34,0.471,0.465,1,3,0.333,23,18,41,28,17,2,9,51,54
Dominic Waters,Olympiacos,21,225,34,69,0.493,6,19,0.316,28,50,0.56,0.536,12,13,0.923,3,12,15,31,4,0,19,47,86
Dontaye Draper,Real Madrid,29,390,27,70,0.386,12,42,0.286,15,28,0.536,0.471,14,17,0.824,6,23,29,41,23,1,19,51,80
Edgaras Ulanovas,Zalgiris,30,732,76,159,0.478,16,42,0.381,60,117,0.513,0.528,64,73,0.877,40,60,100,45,9,10,39,63,232
Ege Arar,Galatasaray,10,115,10,23,0.435,0,0,,10,23,0.435,0.435,2,2,1,11,19,30,4,3,4,5,19,22
Egehan Arna,Fenerbahçe,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
Ekpe Udoh,Fenerbahçe,31,993,150,257,0.584,0,1,0,150,256,0.586,0.584,76,118,0.644,76,165,241,68,30,68,38,64,376
Eleftherios Bochoridis,Panathinaikos Superfoods,7,29,4,9,0.444,3,4,0.75,1,5,0.2,0.611,1,2,0.5,0,1,1,0,0,0,2,8,12
Elias Harris,Brose Bamberg,3,15,3,5,0.6,0,0,,3,5,0.6,0.6,1,2,0.5,1,0,1,0,1,1,2,4,7
Emir Preldzic,Galatasaray,18,292,32,82,0.39,15,39,0.385,17,43,0.395,0.482,13,19,0.684,12,32,44,42,18,0,11,21,92
Ender Arslan,Darüşşafaka,4,23,1,6,0.167,0,5,0,1,1,1,0.167,4,5,0.8,0,1,1,2,0,0,3,2,6
Erick Green,Olympiacos,36,737,130,294,0.442,48,120,0.4,82,174,0.471,0.524,49,60,0.817,10,58,68,34,25,5,27,52,357
Evgeny Voronov,UNICS,23,350,25,72,0.347,5,26,0.192,20,46,0.435,0.382,13,17,0.765,7,23,30,13,19,2,23,59,68
Fabien Causeur,Brose Bamberg,29,733,108,215,0.502,33,95,0.347,75,120,0.625,0.579,38,49,0.776,15,78,93,63,23,2,42,62,287
Felipe Reyes,Real Madrid,31,382,52,109,0.477,4,12,0.333,48,97,0.495,0.495,55,67,0.821,30,56,86,21,10,10,24,61,163
Furkan Aldemir,Darüşşafaka,30,292,18,48,0.375,0,0,,18,48,0.375,0.375,13,27,0.481,34,41,75,7,2,13,8,34,49
Furkan Korkmaz,Anadolu Efes,2,14,1,5,0.2,0,1,0,1,4,0.25,0.2,0,0,,0,1,1,1,3,0,0,1,2
Gal Mekel,Maccabi Tel Aviv,24,383,39,98,0.398,10,25,0.4,29,73,0.397,0.449,20,33,0.606,6,47,53,80,6,1,33,32,108
Giorgos Printezis,Olympiacos,32,812,156,333,0.468,27,67,0.403,129,266,0.485,0.509,70,100,0.7,43,120,163,33,21,5,22,36,409
Goksenin Koksal,Galatasaray,28,407,36,94,0.383,15,37,0.405,21,57,0.368,0.463,10,20,0.5,18,17,35,23,10,0,23,51,97
Gustavo Ayon,Real Madrid,36,743,160,229,0.699,0,0,,160,229,0.699,0.699,32,66,0.485,64,123,187,84,34,22,57,92,352
Guy Pnini,Maccabi Tel Aviv,29,367,27,74,0.365,13,47,0.277,14,27,0.519,0.453,8,15,0.533,9,37,46,36,10,0,13,25,75
Ilimane Diop,Baskonia,33,454,51,89,0.573,0,0,,51,89,0.573,0.573,32,43,0.744,23,67,90,15,8,18,23,100,134
Ioannis Papapetrou,Olympiacos,36,571,61,154,0.396,26,78,0.333,35,76,0.461,0.481,11,16,0.688,16,77,93,17,19,11,21,59,159
Isaiah Hartenstein,Zalgiris,5,16,2,5,0.4,0,2,0,2,3,0.667,0.4,1,1,1,0,4,4,1,0,0,2,2,5
Itay Segev,Maccabi Tel Aviv,7,59,7,11,0.636,0,0,,7,11,0.636,0.636,5,7,0.714,6,8,14,1,1,3,3,16,19
Jaka Blazic,Baskonia,33,450,58,146,0.397,24,62,0.387,34,84,0.405,0.479,14,25,0.56,19,50,69,15,15,0,19,45,154
Jamel McLean,EA7 Emporio Armani Milan,30,622,93,166,0.56,2,12,0.167,91,154,0.591,0.566,73,102,0.716,47,79,126,43,21,6,48,91,261
James Anderson,Darüşşafaka,34,764,116,285,0.407,47,136,0.346,69,149,0.463,0.489,33,49,0.673,27,95,122,45,20,14,35,58,312
James Augustine,CSKA Moscow,34,557,89,134,0.664,1,3,0.333,88,131,0.672,0.668,26,45,0.578,58,95,153,13,28,18,19,69,205
James Feldeine,Panathinaikos Superfoods,33,657,82,202,0.406,42,111,0.378,40,91,0.44,0.51,14,23,0.609,5,31,36,65,29,8,25,46,220
James Gist,Panathinaikos Superfoods,15,342,53,99,0.535,3,18,0.167,50,81,0.617,0.551,19,30,0.633,25,39,64,12,17,8,21,40,128
James Nunnally,Fenerbahçe,34,609,70,159,0.44,32,71,0.451,38,88,0.432,0.541,20,23,0.87,15,52,67,58,14,7,33,63,192
Jan Vesely,Fenerbahçe,34,831,130,231,0.563,0,3,0,130,228,0.57,0.563,68,122,0.557,55,99,154,49,35,19,49,94,328
Janis Strelnieks,Brose Bamberg,22,552,93,178,0.522,39,85,0.459,54,93,0.581,0.632,33,37,0.892,5,44,49,76,14,1,26,43,258
Jaycee Carroll,Real Madrid,36,613,114,237,0.481,60,139,0.432,54,98,0.551,0.608,41,45,0.911,9,44,53,27,8,2,24,76,329
Jayson Granger,Anadolu Efes,35,891,124,301,0.412,37,113,0.327,87,188,0.463,0.473,55,73,0.753,16,77,93,135,30,3,55,78,340
Jeff Ayres,CSKA Moscow,4,37,5,10,0.5,0,0,,5,10,0.5,0.5,14,16,0.875,9,10,19,0,0,3,1,6,24
Jeffery Taylor,Real Madrid,30,465,50,100,0.5,20,51,0.392,30,49,0.612,0.6,18,27,0.667,25,29,54,16,13,3,13,65,138
Jerel McNeal,Brose Bamberg,15,225,22,52,0.423,8,26,0.308,14,26,0.538,0.5,7,11,0.636,10,18,28,17,11,1,16,39,59
Quino Colom,UNICS,25,670,91,229,0.397,33,99,0.333,58,130,0.446,0.469,67,83,0.807,23,75,98,142,14,1,63,24,282
Joe Alexander,Maccabi Tel Aviv,17,188,25,49,0.51,7,11,0.636,18,38,0.474,0.582,7,9,0.778,6,19,25,7,3,4,14,22,64
Joel Freeland,CSKA Moscow,15,79,9,17,0.529,0,0,,9,17,0.529,0.529,5,13,0.385,5,13,18,1,3,1,0,19,23
Joey Dorsey,FC Barcelona Lassa,17,292,34,62,0.548,0,0,,34,62,0.548,0.548,25,44,0.568,46,61,107,14,9,5,30,41,93
Johannes Voigtmann,Baskonia,33,774,126,233,0.541,23,73,0.315,103,160,0.644,0.59,57,78,0.731,76,156,232,57,19,11,31,60,332
Jon Diebler,Galatasaray,29,551,61,121,0.504,49,91,0.538,12,30,0.4,0.707,18,21,0.857,9,45,54,42,15,0,21,50,189
Jonas Maciulis,Real Madrid,29,485,63,120,0.525,34,68,0.5,29,52,0.558,0.667,18,25,0.72,22,44,66,22,21,2,10,44,178
Jonathan Holmes,FC Barcelona Lassa,7,89,11,23,0.478,4,12,0.333,7,11,0.636,0.565,10,12,0.833,8,11,19,2,2,1,11,19,36
Josh Akognon,Baskonia,5,58,8,21,0.381,3,14,0.214,5,7,0.714,0.452,0,0,,1,2,3,6,2,0,3,11,19
Juan Carlos Navarro,FC Barcelona Lassa,16,247,30,94,0.319,16,56,0.286,14,38,0.368,0.404,15,16,0.938,1,16,17,28,7,0,28,20,91
Justin Dentmon,Galatasaray,8,163,33,76,0.434,18,45,0.4,15,31,0.484,0.553,14,17,0.824,2,8,10,18,6,1,7,22,98
Justin Doellman,FC Barcelona Lassa,15,299,42,94,0.447,15,28,0.536,27,66,0.409,0.527,18,19,0.947,10,37,47,18,13,2,14,23,117
K.C. Rivers,Panathinaikos Superfoods,33,913,133,296,0.449,71,169,0.42,62,127,0.488,0.569,32,41,0.78,14,67,81,25,25,2,28,83,369
Keith Langford,UNICS,28,953,192,470,0.409,57,157,0.363,135,313,0.431,0.469,168,202,0.832,20,76,96,104,21,6,68,50,609
Kenny Gabriel,Panathinaikos Superfoods,23,358,43,93,0.462,20,49,0.408,23,44,0.523,0.57,14,18,0.778,20,49,69,7,11,7,10,45,120
Kevin Pangos,Zalgiris,30,624,88,231,0.381,59,129,0.457,29,102,0.284,0.509,25,29,0.862,14,40,54,96,27,0,45,68,260
Khem Birch,Olympiacos,37,670,103,165,0.624,0,0,,103,165,0.624,0.624,63,98,0.643,83,126,209,12,18,36,38,74,269
Kim Tillie,Baskonia,32,616,84,153,0.549,22,54,0.407,62,99,0.626,0.621,31,34,0.912,46,76,122,34,23,6,23,67,221
Kostas Kaimakoglou,UNICS,19,438,33,85,0.388,12,42,0.286,21,43,0.488,0.459,11,14,0.786,10,55,65,28,9,3,22,44,89
Kostas Papanikolaou,Olympiacos,37,861,103,244,0.422,37,117,0.316,66,127,0.52,0.498,57,69,0.826,57,121,178,56,43,13,43,87,300
Kostas Sloukas,Fenerbahçe,29,758,89,200,0.445,30,70,0.429,59,130,0.454,0.52,60,69,0.87,9,53,62,130,18,5,73,68,268
Krunoslav Simon,EA7 Emporio Armani Milan,21,581,79,175,0.451,30,81,0.37,49,94,0.521,0.537,42,48,0.875,16,60,76,81,21,4,39,45,230
Kyle Hines,CSKA Moscow,35,716,106,163,0.65,0,0,,106,163,0.65,0.65,85,121,0.702,73,77,150,22,25,18,48,101,297
Latavious Williams,UNICS,30,520,88,148,0.595,0,1,0,88,147,0.599,0.595,32,44,0.727,64,88,152,16,10,14,25,80,208
Leo Westermann,Zalgiris,30,755,88,207,0.425,32,93,0.344,56,114,0.491,0.502,39,44,0.886,15,81,96,165,16,1,71,85,247
Leon Radosevic,Brose Bamberg,28,451,72,129,0.558,0,0,,72,129,0.558,0.558,26,41,0.634,26,48,74,18,10,9,28,49,170
Louis Olinde,Brose Bamberg,1,8,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,1,0,1,1,0,0,0,2,2
Lucca Staiger,Brose Bamberg,19,124,25,50,0.5,24,48,0.5,1,2,0.5,0.74,0,0,,3,14,17,4,3,0,4,16,74
Luigi Datome,Fenerbahçe,33,780,102,231,0.442,48,103,0.466,54,128,0.422,0.545,51,54,0.944,30,92,122,35,18,2,35,87,303
Luka Doncic,Real Madrid,35,696,85,196,0.434,39,105,0.371,46,91,0.505,0.533,65,77,0.844,33,123,156,148,30,6,62,45,274
Luka Mitrovic,Crvena Zvezda mts,28,440,49,109,0.45,3,18,0.167,46,91,0.505,0.463,15,28,0.536,23,42,65,38,13,3,35,31,116
Lukas Lekavicius,Zalgiris,30,543,95,212,0.448,25,74,0.338,70,138,0.507,0.507,41,54,0.759,11,47,58,104,19,1,50,65,256
Luke Harangody,Darüşşafaka,29,373,43,80,0.538,17,37,0.459,26,43,0.605,0.644,6,10,0.6,24,47,71,11,3,6,6,45,109
Maik Zirbes,Maccabi Tel Aviv,15,230,45,66,0.682,0,0,,45,66,0.682,0.682,32,41,0.78,17,28,45,4,5,2,21,40,122
Mantas Kalnietis,EA7 Emporio Armani Milan,26,505,70,161,0.435,28,76,0.368,42,85,0.494,0.522,20,30,0.667,7,52,59,76,20,2,43,33,188
Maodo Lo,Brose Bamberg,26,283,55,118,0.466,21,50,0.42,34,68,0.5,0.555,8,12,0.667,1,29,30,32,7,3,26,25,139
Marcus Eriksson,FC Barcelona Lassa,22,217,16,50,0.32,12,34,0.353,4,16,0.25,0.44,0,0,,7,20,27,7,8,3,11,26,44
Marcus Slaughter,Darüşşafaka,13,197,15,26,0.577,0,0,,15,26,0.577,0.577,12,21,0.571,13,21,34,7,7,5,12,40,42
Marko Banic,UNICS,24,322,51,83,0.614,0,0,,51,83,0.614,0.614,9,11,0.818,17,23,40,7,6,4,12,34,111
Marko Guduric,Crvena Zvezda mts,29,545,68,174,0.391,28,92,0.304,40,82,0.488,0.471,61,71,0.859,16,46,62,62,16,2,54,76,225
Marko Simonovic,Crvena Zvezda mts,30,802,130,279,0.466,57,146,0.39,73,133,0.549,0.568,61,74,0.824,22,85,107,21,24,4,24,48,378
Matt Lojeski,Olympiacos,26,557,89,180,0.494,37,88,0.42,52,92,0.565,0.597,43,52,0.827,21,59,80,42,13,9,26,33,258
Mehmet Yagmur,Darüşşafaka,12,29,1,6,0.167,1,5,0.2,0,1,0,0.25,0,0,,0,1,1,3,1,0,4,7,3
Melih Mahmutoglu,Fenerbahçe,20,208,26,61,0.426,21,48,0.438,5,13,0.385,0.598,6,6,1,2,8,10,11,5,0,4,21,79
Metin Turen,Darüşşafaka,1,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Mike James,Panathinaikos Superfoods,25,567,125,255,0.49,34,100,0.34,91,155,0.587,0.557,44,64,0.688,16,39,55,75,23,2,33,37,328
Mikhail Kulagin,CSKA Moscow,7,37,8,18,0.444,5,12,0.417,3,6,0.5,0.583,4,5,0.8,1,1,2,0,2,1,5,9,25
Milan Macvan,EA7 Emporio Armani Milan,28,627,91,187,0.487,21,56,0.375,70,131,0.534,0.543,31,39,0.795,44,80,124,40,12,1,31,47,234
Milko Bjelica,Crvena Zvezda mts,30,469,75,195,0.385,11,57,0.193,64,138,0.464,0.413,62,78,0.795,22,67,89,34,14,8,27,51,223
Milos Teodosic,CSKA Moscow,29,801,143,322,0.444,77,202,0.381,66,120,0.55,0.564,104,116,0.897,5,56,61,197,16,1,88,53,467
Miroslav Raduljica,EA7 Emporio Armani Milan,29,451,90,174,0.517,0,1,0,90,173,0.52,0.517,54,67,0.806,35,58,93,27,18,1,55,70,234
Moussa Diagne,FC Barcelona Lassa,8,79,5,13,0.385,0,0,,5,13,0.385,0.385,11,18,0.611,8,20,28,3,2,1,7,18,21
Nando De Colo,CSKA Moscow,28,757,176,341,0.516,43,101,0.426,133,240,0.554,0.579,139,145,0.959,4,77,81,110,28,2,91,61,534
Nate Wolters,Crvena Zvezda mts,27,407,74,170,0.435,19,50,0.38,55,120,0.458,0.491,25,32,0.781,7,50,57,59,18,1,33,43,192
Nemanja Dangubic,Crvena Zvezda mts,24,464,47,123,0.382,16,54,0.296,31,69,0.449,0.447,16,19,0.842,9,38,47,16,15,3,27,60,126
Nick Calathes,Panathinaikos Superfoods,33,897,132,326,0.405,28,114,0.246,104,212,0.491,0.448,30,60,0.5,29,102,131,183,49,5,69,73,322
Nicolas Laprovittola,Baskonia,14,129,13,49,0.265,7,31,0.226,6,18,0.333,0.337,5,6,0.833,2,10,12,31,4,0,18,19,38
Nicolo Melli,Brose Bamberg,30,877,128,255,0.502,36,83,0.434,92,172,0.535,0.573,54,73,0.74,38,184,222,69,22,20,51,77,346
Nikita Kurbanov,CSKA Moscow,35,671,60,138,0.435,16,48,0.333,44,90,0.489,0.493,76,85,0.894,33,99,132,39,20,16,33,83,212
Nikola Kalinic,Fenerbahçe,33,791,94,195,0.482,25,72,0.347,69,123,0.561,0.546,36,43,0.837,19,82,101,51,27,10,46,74,249
Nikola Milutinov,Olympiacos,36,457,62,107,0.579,0,1,0,62,106,0.585,0.579,36,52,0.692,62,55,117,21,12,29,36,79,160
Nikola Rebic,Crvena Zvezda mts,2,15,1,4,0.25,0,0,,1,4,0.25,0.25,0,0,,0,1,1,2,0,0,1,2,2
Nikos Pappas,Panathinaikos Superfoods,29,499,52,122,0.426,13,50,0.26,39,72,0.542,0.48,42,55,0.764,10,35,45,38,18,2,28,52,159
Nikos Zisis,Brose Bamberg,30,722,69,183,0.377,21,73,0.288,48,110,0.436,0.434,73,80,0.913,6,53,59,136,16,0,52,62,232
Nimrod Levi,Maccabi Tel Aviv,5,22,4,6,0.667,3,4,0.75,1,2,0.5,0.917,0,0,,0,3,3,0,0,0,2,3,11
Ognjen Dobric,Crvena Zvezda mts,13,69,9,22,0.409,2,12,0.167,7,10,0.7,0.455,1,3,0.333,1,5,6,2,4,0,5,7,21
Ognjen Kuzmic,Crvena Zvezda mts,30,621,112,204,0.549,0,0,,112,204,0.549,0.549,58,82,0.707,80,129,209,30,30,18,46,56,282
Oguz Savas,Darüşşafaka,8,51,9,15,0.6,0,0,,9,15,0.6,0.6,1,1,1,3,9,12,4,0,1,2,12,19
Okben Ulubay,Darüşşafaka,2,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Orhan Haciyeva,Galatasaray,4,13,0,2,0,0,1,0,0,1,0,0,0,0,,1,0,1,0,0,0,0,1,0
