Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Antoine Rigaudeau,Virtus Bologna,10,262,36,71,0.507,18,39,0.462,18,32,0.563,0.634,24,30,0.8,7,20,27,25,16,1,17,33,114
Antonio Granger,Efes Pilsen,20,556,84,180,0.467,40,92,0.435,44,88,0.5,0.578,21,35,0.6,23,54,77,25,17,4,28,41,229
Antonis Fotsis,Panathinaikos,20,564,100,196,0.51,35,75,0.467,65,121,0.537,0.599,54,61,0.885,39,74,113,22,25,12,38,50,289
Arriel McDonald,Panathinaikos,18,544,69,139,0.496,16,47,0.34,53,92,0.576,0.554,36,47,0.766,15,38,53,59,35,4,37,53,190
Art Long,TAU Ceramica,1,26,5,6,0.833,0,0,,5,6,0.833,0.833,0,0,,1,2,3,2,1,1,1,2,10
Artur Drozdov,Elan Bearnais Pau-Orthez,14,160,21,47,0.447,3,9,0.333,18,38,0.474,0.479,4,11,0.364,11,14,25,3,5,1,9,9,49
Arturas Masiulis,BC Zalgiris,4,29,6,12,0.5,0,0,,6,12,0.5,0.5,2,2,1,3,1,4,2,0,0,2,12,14
Asier Arzallus,TAU Ceramica,1,2,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,0,0,0,0,0,0
Asim Pars,Efes Pilsen,18,171,12,28,0.429,0,0,,12,28,0.429,0.429,7,14,0.5,7,17,24,7,7,1,13,31,31
Barisa Krasic,Cibona Zagreb,18,293,26,72,0.361,18,54,0.333,8,18,0.444,0.486,2,5,0.4,9,34,43,4,6,3,14,46,72
Beno Udrih,Maccabi Tel Aviv,20,486,55,118,0.466,7,26,0.269,48,92,0.522,0.496,50,62,0.806,5,33,38,56,25,2,38,43,167
Berni Rodriguez,Unicaja Malaga,16,307,32,80,0.4,16,43,0.372,16,37,0.432,0.5,14,20,0.7,11,28,39,29,12,0,25,48,94
Blagota Sekulic,Partizan,14,263,26,56,0.464,3,14,0.214,23,42,0.548,0.491,11,25,0.44,30,35,65,4,12,4,13,36,66
Bojan Bakic,KK Buducnost,13,177,20,40,0.5,7,20,0.35,13,20,0.65,0.588,16,21,0.762,4,7,11,11,8,1,8,22,63
Boris Diaw,Elan Bearnais Pau-Orthez,12,299,28,59,0.475,2,14,0.143,26,45,0.578,0.492,12,17,0.706,11,46,57,36,14,14,21,28,70
Cal Bowdler,Montepaschi Siena,15,207,21,42,0.5,0,3,0,21,39,0.538,0.5,28,42,0.667,17,23,40,2,5,7,10,27,70
Carlos Cabezas,Unicaja Malaga,19,352,29,83,0.349,5,32,0.156,24,51,0.471,0.38,25,31,0.806,11,25,36,21,6,0,26,28,88
Carlos Delfino,Skipper Fortitudo Bologna,16,509,68,173,0.393,23,79,0.291,45,94,0.479,0.46,33,49,0.673,18,95,113,27,27,5,22,47,192
Cesar Bravo,FC Barcelona,6,52,3,6,0.5,0,1,0,3,5,0.6,0.5,0,2,0,2,3,5,1,2,0,3,12,6
Charlie Bell,Virtus Bologna,11,310,53,127,0.417,13,53,0.245,40,74,0.541,0.469,29,40,0.725,3,18,21,16,16,3,26,29,148
Chris Carrawell,BC Zalgiris,6,111,11,34,0.324,0,2,0,11,32,0.344,0.324,11,15,0.733,4,8,12,3,2,3,2,6,33
Chris Gatling,CSKA Moscow,6,139,28,49,0.571,2,7,0.286,26,42,0.619,0.592,19,35,0.543,10,21,31,6,3,3,8,17,77
Christos Harissis,Olympiacos,20,374,56,125,0.448,27,66,0.409,29,59,0.492,0.556,18,28,0.643,10,28,38,28,13,1,20,69,157
Christos Tapoutos,AEK Athens,13,228,20,55,0.364,5,18,0.278,15,37,0.405,0.409,9,9,1,3,27,30,18,5,4,13,22,54
Christos Vidalis,Panathinaikos,2,8,0,2,0,0,2,0,0,0,,0,0,0,,0,1,1,1,0,0,0,2,0
Chuck Kornegay,Unicaja Malaga,20,422,49,92,0.533,0,0,,49,92,0.533,0.533,28,44,0.636,33,62,95,15,8,27,28,49,126
Curtis McCants,Montepaschi Siena,7,105,13,30,0.433,1,7,0.143,12,23,0.522,0.45,2,2,1,3,9,12,12,4,0,8,11,29
Cyril Julian,Elan Bearnais Pau-Orthez,12,190,32,59,0.542,0,0,,32,59,0.542,0.542,13,22,0.591,15,22,37,3,3,1,7,27,77
Dainius Adomaitis,Slask Wroclaw,14,398,37,79,0.468,16,30,0.533,21,49,0.429,0.57,25,30,0.833,10,37,47,18,13,2,16,35,115
Dainius Salenga,BC Zalgiris,10,271,33,68,0.485,9,29,0.31,24,39,0.615,0.551,9,15,0.6,7,15,22,18,10,4,16,18,84
Damir Mulaomerovic,Real Madrid,5,134,21,46,0.457,7,20,0.35,14,26,0.538,0.533,12,12,1,1,9,10,12,5,0,15,13,61
Danilo Smigic,KK Union Olimpija,1,6,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,1,1,0
Danny Lewis,Slask Wroclaw,1,29,3,7,0.429,2,4,0.5,1,3,0.333,0.571,3,4,0.75,0,2,2,5,1,0,3,2,11
Dante Calabria,Benetton Treviso,11,226,19,57,0.333,11,32,0.344,8,25,0.32,0.43,14,14,1,5,20,25,17,9,0,10,22,63
Darius Silinskis,BC Zalgiris,9,89,4,13,0.308,0,1,0,4,12,0.333,0.308,7,8,0.875,5,4,9,2,1,3,5,14,15
Darius Songaila,CSKA Moscow,18,389,87,183,0.475,6,21,0.286,81,162,0.5,0.492,50,59,0.847,24,46,70,20,10,3,26,61,230
Darko Krunic,Cibona Zagreb,7,78,9,24,0.375,7,18,0.389,2,6,0.333,0.521,8,8,1,0,3,3,4,2,1,2,7,33
Darren McLinton,Cibona Zagreb,4,90,18,36,0.5,10,19,0.526,8,17,0.471,0.639,5,6,0.833,0,3,3,7,2,0,4,4,51
Darryl Middleton,Panathinaikos,19,433,62,109,0.569,0,0,,62,109,0.569,0.569,44,66,0.667,34,43,77,10,21,3,29,54,168
David Andersen,Virtus Bologna,8,195,27,65,0.415,0,0,,27,65,0.415,0.415,16,19,0.842,11,27,38,5,4,7,11,14,70
David Bluthenthal,Maccabi Tel Aviv,14,155,24,46,0.522,7,19,0.368,17,27,0.63,0.598,7,10,0.7,9,16,25,6,4,0,7,12,62
David Brkic,Virtus Bologna,12,202,20,41,0.488,14,26,0.538,6,15,0.4,0.659,2,5,0.4,6,26,32,3,4,2,14,20,56
David Frigout,Adecco ASVEL Villeurbanne,11,182,32,44,0.727,0,1,0,32,43,0.744,0.727,4,8,0.5,11,24,35,4,3,8,10,38,68
David Steffel,Benetton Treviso,1,2,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0
Davor Kus,Cibona Zagreb,20,440,46,104,0.442,13,34,0.382,33,70,0.471,0.505,42,56,0.75,6,25,31,32,15,2,26,49,147
Davor Marcelic,Adecco ASVEL Villeurbanne,20,460,52,130,0.4,29,82,0.354,23,48,0.479,0.512,26,32,0.813,10,36,46,28,10,0,19,36,159
Davor Pejcinovic,Elan Bearnais Pau-Orthez,3,31,0,6,0,0,1,0,0,5,0,0,1,2,0.5,0,1,1,1,0,2,1,3,1
Dejan Bodiroga,FC Barcelona,22,693,112,202,0.554,15,36,0.417,97,166,0.584,0.592,115,142,0.81,13,71,84,53,17,1,38,44,354
Dejan Koturovic,Virtus Bologna,18,418,76,137,0.555,1,4,0.25,75,133,0.564,0.558,37,57,0.649,31,71,102,12,8,25,44,66,190
Dejan Milojevic,KK Buducnost,14,444,61,103,0.592,0,12,0,61,91,0.67,0.592,41,59,0.695,46,45,91,33,25,3,41,48,163
DeJuan Collins,Alba Berlin,8,219,46,106,0.434,9,29,0.31,37,77,0.481,0.476,28,42,0.667,10,19,29,21,12,4,18,34,129
Demarco Johnson,Olympiacos,20,644,101,237,0.426,0,6,0,101,231,0.437,0.426,78,106,0.736,50,86,136,15,24,8,28,63,280
Denis Marconato,Benetton Treviso,22,482,90,121,0.744,0,2,0,90,119,0.756,0.744,47,60,0.783,45,109,154,9,26,16,27,67,227
Derrick Alston,Real Madrid,14,393,77,151,0.51,0,1,0,77,150,0.513,0.51,36,65,0.554,29,51,80,15,13,12,33,43,190
Derrick Dial,Virtus Bologna,17,558,90,198,0.455,24,72,0.333,66,126,0.524,0.515,33,61,0.541,25,60,85,36,20,5,33,35,237
Derrick Sharp,Maccabi Tel Aviv,20,464,48,91,0.527,34,66,0.515,14,25,0.56,0.714,20,22,0.909,9,27,36,27,27,0,12,63,150
Dimos Dikoudis,AEK Athens,8,263,46,96,0.479,1,7,0.143,45,89,0.506,0.484,27,35,0.771,16,42,58,7,7,2,22,31,120
Djuro Ostojic,Partizan,14,386,46,87,0.529,0,0,,46,87,0.529,0.529,38,59,0.644,39,49,88,16,12,5,21,54,130
Dominik Tomczyk,Slask Wroclaw,13,351,49,103,0.476,21,39,0.538,28,64,0.438,0.578,26,33,0.788,16,51,67,14,7,9,11,30,145
Doron Sheffer,Maccabi Tel Aviv,5,33,4,9,0.444,2,4,0.5,2,5,0.4,0.556,1,2,0.5,1,4,5,5,4,0,3,6,11
Dragan Lukovski,Elan Bearnais Pau-Orthez,14,351,46,99,0.465,14,33,0.424,32,66,0.485,0.535,59,76,0.776,4,18,22,64,15,1,37,29,165
Dragan Tarlac,Real Madrid,10,180,27,47,0.574,0,1,0,27,46,0.587,0.574,15,24,0.625,14,28,42,4,5,8,18,20,69
Dusan Kecman,Partizan,14,391,44,87,0.506,8,24,0.333,36,63,0.571,0.552,45,54,0.833,18,34,52,21,19,6,29,54,141
Dusan Vukcevic,Montepaschi Siena,20,500,75,150,0.5,41,83,0.494,34,67,0.507,0.637,40,45,0.889,2,34,36,25,32,3,24,39,231
Dzevad Alihodzic,Cibona Zagreb,16,149,9,26,0.346,1,4,0.25,8,22,0.364,0.365,3,12,0.25,7,16,23,6,8,1,9,26,22
Ed Cota,BC Zalgiris,14,503,68,148,0.459,5,24,0.208,63,124,0.508,0.476,29,37,0.784,24,40,64,91,17,1,39,22,170
Eduardo Hernandez,TAU Ceramica,4,14,0,2,0,0,0,,0,2,0,0,0,0,,0,0,0,1,0,0,1,2,0
Eduardo Hernandez Sonseca,Real Madrid,14,272,45,69,0.652,1,3,0.333,44,66,0.667,0.659,19,29,0.655,21,48,69,4,9,21,20,38,110
Elmer Bennett,TAU Ceramica,6,147,16,44,0.364,5,21,0.238,11,23,0.478,0.42,7,8,0.875,4,4,8,44,6,0,14,9,44
Emilio Kovacic,Skipper Fortitudo Bologna,17,326,58,126,0.46,3,8,0.375,55,118,0.466,0.472,37,54,0.685,24,46,70,10,9,13,18,42,156
Ender Arslan,Efes Pilsen,20,292,17,67,0.254,6,33,0.182,11,34,0.324,0.299,13,20,0.65,7,12,19,30,18,0,13,37,53
Eric Murdock,Virtus Bologna,6,167,21,60,0.35,4,14,0.286,17,46,0.37,0.383,15,26,0.577,4,14,18,13,11,0,11,14,61
Evgeny Pashutin,CSKA Moscow,7,39,5,5,1,0,0,,5,5,1,1,0,0,,4,2,6,5,3,0,2,8,10
Eyinmisan Nikagbatse,Olympiacos,7,80,6,32,0.188,2,7,0.286,4,25,0.16,0.219,15,20,0.75,6,8,14,3,4,0,10,18,29
Fabien Dubos,Elan Bearnais Pau-Orthez,11,145,15,36,0.417,2,11,0.182,13,25,0.52,0.444,6,6,1,6,19,25,6,2,2,17,21,38
Ferdinando Gentile,Montepaschi Siena,3,31,3,5,0.6,3,5,0.6,0,0,,0.9,0,0,,0,2,2,3,0,0,3,5,9
Florent Pietrus,Elan Bearnais Pau-Orthez,12,300,42,80,0.525,3,11,0.273,39,69,0.565,0.544,28,43,0.651,22,47,69,8,14,9,23,35,115
Florent Ruz,Adecco ASVEL Villeurbanne,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Fragiskos Alvertis,Panathinaikos,17,403,55,119,0.462,24,55,0.436,31,64,0.484,0.563,35,42,0.833,5,22,27,6,13,0,16,54,169
Fran Vazquez,Unicaja Malaga,15,117,13,23,0.565,0,0,,13,23,0.565,0.565,10,12,0.833,10,12,22,0,5,6,7,20,36
Fred House,Partizan,10,278,31,80,0.388,4,21,0.19,27,59,0.458,0.413,27,40,0.675,14,17,31,16,30,1,24,39,93
Frederic Fauthoux,Elan Bearnais Pau-Orthez,14,216,19,56,0.339,16,45,0.356,3,11,0.273,0.482,15,18,0.833,1,14,15,18,6,0,13,23,69
Frederic Weis,Unicaja Malaga,15,239,24,35,0.686,0,1,0,24,34,0.706,0.686,4,12,0.333,26,38,64,3,3,12,7,40,52
Gauthier Darrigand,Elan Bearnais Pau-Orthez,2,4,0,2,0,0,0,,0,2,0,0,2,2,1,0,1,1,1,0,0,1,0,2
Gavrilo Pajovic,KK Buducnost,11,208,17,40,0.425,13,23,0.565,4,17,0.235,0.588,4,7,0.571,3,16,19,15,3,0,9,24,51
Georgios Giannouzakos,Olympiacos,19,255,27,55,0.491,11,26,0.423,16,29,0.552,0.591,4,4,1,6,16,22,14,10,1,11,38,69
Georgios Kalaitzis,Panathinaikos,19,270,27,52,0.519,8,14,0.571,19,38,0.5,0.596,22,27,0.815,11,24,35,27,18,1,12,42,84
German Scarone,Virtus Bologna,16,286,36,88,0.409,16,49,0.327,20,39,0.513,0.5,35,42,0.833,6,27,33,9,13,1,25,50,123
Giacomo Galanda,Skipper Fortitudo Bologna,19,486,69,148,0.466,24,66,0.364,45,82,0.549,0.547,26,35,0.743,29,77,106,23,14,2,41,71,188
Giancarlo Marcaccini,Montepaschi Siena,11,116,15,41,0.366,12,36,0.333,3,5,0.6,0.512,5,8,0.625,5,9,14,6,5,0,1,14,47
Gianluca Basile,Skipper Fortitudo Bologna,19,638,92,228,0.404,42,117,0.359,50,111,0.45,0.496,37,43,0.86,8,51,59,65,32,3,45,60,263
Gianmarco Pozzecco,Skipper Fortitudo Bologna,16,341,42,100,0.42,13,38,0.342,29,62,0.468,0.485,48,58,0.828,3,29,32,73,20,0,58,47,145
Giedrius Gustas,BC Zalgiris,7,35,4,7,0.571,3,6,0.5,1,1,1,0.786,1,2,0.5,0,2,2,2,2,0,1,10,12
Gintaras Einikis,BC Zalgiris,14,364,77,151,0.51,16,36,0.444,61,115,0.53,0.563,12,16,0.75,22,47,69,8,10,5,8,51,182
Giorgos Balogiannis,Panathinaikos,8,61,5,14,0.357,2,7,0.286,3,7,0.429,0.429,6,6,1,0,7,7,5,2,0,4,9,18
Giorgos Printezis,Olympiacos,3,6,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,1,0
Giorgos Tsiaras,AEK Athens,3,30,4,6,0.667,0,1,0,4,5,0.8,0.667,0,2,0,2,1,3,1,1,0,1,7,8
Goran Jurak,KK Union Olimpija,20,426,77,157,0.49,4,7,0.571,73,150,0.487,0.503,60,104,0.577,43,58,101,19,23,1,51,73,218
Gregor Fucka,FC Barcelona,22,596,91,189,0.481,13,29,0.448,78,160,0.488,0.516,50,79,0.633,24,100,124,24,13,12,35,52,245
Guido Grunheid,Alba Berlin,3,50,6,13,0.462,1,1,1,5,12,0.417,0.5,0,0,,1,7,8,3,0,0,3,9,13
Gur Shelef,Maccabi Tel Aviv,20,266,38,75,0.507,3,9,0.333,35,66,0.53,0.527,21,31,0.677,15,22,37,33,12,0,19,42,100
Hakki Erdenay,Fenerbahçe,19,382,66,152,0.434,39,89,0.438,27,63,0.429,0.563,30,41,0.732,7,21,28,28,14,0,19,34,201
Haluk Yildirim,Fenerbahçe,20,472,40,87,0.46,13,45,0.289,27,42,0.643,0.534,11,21,0.524,9,38,47,42,19,3,21,56,104
Hanno Mottola,TAU Ceramica,7,213,37,69,0.536,8,18,0.444,29,51,0.569,0.594,24,31,0.774,13,11,24,7,5,2,16,22,106
Haris Mujezinovic,Cibona Zagreb,19,543,74,172,0.43,15,50,0.3,59,122,0.484,0.474,45,78,0.577,39,82,121,17,18,1,37,60,208
Harold Mrazek,Adecco ASVEL Villeurbanne,17,342,38,67,0.567,27,52,0.519,11,15,0.733,0.769,20,23,0.87,2,18,20,17,11,2,21,41,123
Henrik Rodl,Alba Berlin,12,283,19,42,0.452,3,10,0.3,16,32,0.5,0.488,9,12,0.75,8,18,26,18,13,3,18,40,50
Herve Toure,Adecco ASVEL Villeurbanne,1,13,2,5,0.4,0,2,0,2,3,0.667,0.4,0,0,,2,0,2,1,0,0,0,0,4
Huseyin Besok,Maccabi Tel Aviv,18,230,38,80,0.475,0,1,0,38,79,0.481,0.475,27,42,0.643,12,44,56,12,7,5,16,30,103
Ibrahim Kutluay,Panathinaikos,18,452,57,126,0.452,19,64,0.297,38,62,0.613,0.528,38,47,0.809,7,37,44,13,14,0,30,49,171
Ignacio De Miguel,Olympiacos,20,498,48,98,0.49,0,1,0,48,97,0.495,0.49,68,90,0.756,48,68,116,19,15,8,22,71,164
Ignacio Rodriguez,FC Barcelona,22,337,23,54,0.426,10,31,0.323,13,23,0.565,0.519,20,29,0.69,7,32,39,30,18,0,19,44,76
Istvan Nemeth,Benetton Treviso,11,94,4,16,0.25,3,14,0.214,1,2,0.5,0.344,1,2,0.5,2,2,4,6,3,0,6,9,12
Ivan Corrales,TAU Ceramica,2,44,2,9,0.222,0,3,0,2,6,0.333,0.222,1,1,1,0,2,2,2,1,0,3,6,5
Ivan Koljevic,KK Buducnost,14,262,34,96,0.354,22,71,0.31,12,25,0.48,0.469,35,38,0.921,9,12,21,17,7,1,14,23,125
Ivan Rakocevic,KK Buducnost,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Jaka Lakovic,Panathinaikos,19,450,57,113,0.504,24,48,0.5,33,65,0.508,0.611,41,46,0.891,9,25,34,49,10,0,37,56,179
Jasmin Hukic,KK Union Olimpija,20,410,67,156,0.429,34,87,0.391,33,69,0.478,0.538,24,32,0.75,20,40,60,18,10,3,18,45,192
Javi Buesa,TAU Ceramica,1,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Jerod Ward,Cibona Zagreb,3,65,16,37,0.432,8,16,0.5,8,21,0.381,0.541,7,7,1,4,6,10,1,1,1,3,5,47
Jerome Allen,TAU Ceramica,12,384,44,101,0.436,9,37,0.243,35,64,0.547,0.48,42,54,0.778,8,38,46,42,15,1,19,15,139
Jim Bilba,TAU Ceramica,1,10,2,2,1,0,0,,2,2,1,1,0,0,,1,0,1,1,0,0,0,1,4
John Brown,KK Buducnost,14,400,92,170,0.541,10,18,0.556,82,152,0.539,0.571,20,31,0.645,40,54,94,22,16,6,48,43,214
John Celestand,Alba Berlin,7,130,19,51,0.373,5,16,0.313,14,35,0.4,0.422,9,12,0.75,2,7,9,13,5,1,15,12,52
John Rillie,AEK Athens,6,92,10,31,0.323,4,15,0.267,6,16,0.375,0.387,3,3,1,4,4,8,0,2,0,5,7,27
Jorg Lutcke,Alba Berlin,2,34,0,3,0,0,3,0,0,0,,0,0,0,,0,1,1,1,0,0,2,6,0
Jorge Garbajosa,Benetton Treviso,22,614,73,170,0.429,25,64,0.391,48,106,0.453,0.503,99,131,0.756,35,113,148,27,50,15,30,60,270
Jose Calderon,TAU Ceramica,17,366,43,90,0.478,13,32,0.406,30,58,0.517,0.55,28,32,0.875,14,27,41,23,19,2,24,27,127
Joseph Blair,Fenerbahçe,18,668,113,197,0.574,1,1,1,112,196,0.571,0.576,55,88,0.625,61,113,174,23,24,17,31,39,282
Josko Poljak,KK Union Olimpija,17,299,58,108,0.537,0,5,0,58,103,0.563,0.537,14,23,0.609,27,36,63,9,7,6,18,42,130
Jovo Stanojevic,Alba Berlin,14,377,86,165,0.521,0,0,,86,165,0.521,0.521,47,67,0.701,33,40,73,11,15,5,43,52,219
JR Holden,CSKA Moscow,22,737,116,294,0.395,57,160,0.356,59,134,0.44,0.491,51,80,0.638,14,35,49,97,37,0,47,44,340
Juan Carlos Navarro,FC Barcelona,22,574,74,186,0.398,33,90,0.367,41,96,0.427,0.487,73,83,0.88,6,30,36,30,14,1,32,37,254
Juan Morales,Olympiacos,13,172,14,34,0.412,0,0,,14,34,0.412,0.412,6,11,0.545,16,19,35,11,1,5,7,36,34
Jurica Golemac,Efes Pilsen,16,315,47,94,0.5,7,31,0.226,40,63,0.635,0.537,16,27,0.593,11,42,53,32,14,7,29,41,117
Jurica Zuza,Panathinaikos,5,24,3,9,0.333,0,1,0,3,8,0.375,0.333,0,0,,1,2,3,1,1,0,4,4,6
Kaspars Kambala,Efes Pilsen,20,660,145,250,0.58,0,1,0,145,249,0.582,0.58,52,95,0.547,48,109,157,9,22,5,41,58,342
Kaya Peker,Efes Pilsen,20,354,33,84,0.393,0,0,,33,84,0.393,0.393,23,35,0.657,26,54,80,14,20,9,26,56,89
Kenny Miller,Olympiacos,2,20,1,1,1,0,0,,1,1,1,1,0,2,0,2,1,3,0,0,0,2,2,2
Kerem Gonlum,Fenerbahçe,16,141,16,34,0.471,0,1,0,16,33,0.485,0.471,7,12,0.583,22,17,39,6,5,3,9,35,39
Kerem Tunceri,Efes Pilsen,18,502,42,108,0.389,22,63,0.349,20,45,0.444,0.491,9,15,0.6,3,40,43,59,34,3,18,46,115
Kestutis Marciulonis,Slask Wroclaw,11,140,11,43,0.256,8,28,0.286,3,15,0.2,0.349,20,26,0.769,2,6,8,12,6,0,8,20,50
Kevin Rankin,Alba Berlin,13,137,13,23,0.565,3,4,0.75,10,19,0.526,0.63,9,15,0.6,11,16,27,1,11,9,17,27,38
Kornel David,BC Zalgiris,13,428,75,140,0.536,1,1,1,74,139,0.532,0.539,69,87,0.793,41,66,107,14,12,10,29,40,220
Kosta Perovic,Partizan,12,125,8,18,0.444,0,0,,8,18,0.444,0.444,6,9,0.667,9,13,22,2,1,3,4,26,22
Kostas Paschalis,AEK Athens,6,17,0,1,0,0,1,0,0,0,,0,0,2,0,0,3,3,0,1,0,3,8,0
Kostas Tsartsaris,Panathinaikos,19,236,35,54,0.648,2,6,0.333,33,48,0.688,0.667,14,23,0.609,15,26,41,7,5,5,14,41,86
Kresimir Loncar,Benetton Treviso,17,134,22,37,0.595,0,0,,22,37,0.595,0.595,9,13,0.692,14,19,33,1,5,3,7,28,53
Kyle Hill,Elan Bearnais Pau-Orthez,14,344,46,112,0.411,22,61,0.361,24,51,0.471,0.509,20,23,0.87,7,23,30,22,22,1,24,31,134
Laurent Foirest,TAU Ceramica,15,396,52,122,0.426,29,64,0.453,23,58,0.397,0.545,20,27,0.741,5,55,60,17,12,3,20,38,153
Lazaros Papadopoulos,Panathinaikos,19,224,28,44,0.636,0,0,,28,44,0.636,0.636,21,31,0.677,19,33,52,7,8,3,20,40,77
Leandro Palladino,TAU Ceramica,17,445,45,113,0.398,32,69,0.464,13,44,0.295,0.54,15,22,0.682,6,34,40,15,16,1,10,28,137
Lewis Sims,TAU Ceramica,6,117,18,34,0.529,1,3,0.333,17,31,0.548,0.544,11,19,0.579,5,17,22,4,3,0,6,18,48
Lior Lubin,Maccabi Tel Aviv,11,112,11,22,0.5,2,4,0.5,9,18,0.5,0.545,8,12,0.667,0,5,5,15,5,0,10,28,32
Louis Bullock,Unicaja Malaga,20,498,98,209,0.469,39,86,0.453,59,123,0.48,0.562,54,63,0.857,14,24,38,44,21,1,41,36,289
Lubos Barton,Skipper Fortitudo Bologna,19,426,67,135,0.496,19,53,0.358,48,82,0.585,0.567,33,37,0.892,36,50,86,16,17,3,19,38,186
Luca Lechthaler,Montepaschi Siena,1,2,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,0,0,0,0,1,0
