Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Fedor Zugic,Buducnost VOLI,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Felipe Reyes,Real Madrid,23,204,32,54,0.593,0,1,0,32,53,0.604,0.593,29,31,0.935,19,29,48,6,7,0,17,34,93
Filip Barovic,Buducnost VOLI,28,339,43,92,0.467,0,0,,43,92,0.467,0.467,35,57,0.614,28,42,70,18,12,8,24,64,121
Gabriel Deck,Real Madrid,31,456,50,84,0.595,6,18,0.333,44,66,0.667,0.631,30,43,0.698,26,47,73,21,6,1,23,31,136
Garlon Green,BC Khimki,11,163,18,48,0.375,5,19,0.263,13,29,0.448,0.427,6,8,0.75,3,10,13,3,5,2,8,16,47
Georgios Papagiannis,Panathinaikos OPAP,26,318,50,72,0.694,0,0,,50,72,0.694,0.694,5,9,0.556,27,47,74,5,7,15,20,40,105
Georgios Kalaitzakis,Panathinaikos OPAP,1,2,0,2,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0
Giorgos Bogris,Olympiacos,23,121,19,32,0.594,0,0,,19,32,0.594,0.594,2,5,0.4,10,8,18,6,7,1,9,32,40
Giorgos Printezis,Olympiacos,30,767,133,277,0.48,12,39,0.308,121,238,0.508,0.502,41,66,0.621,45,110,155,38,12,7,32,40,319
Goga Bitadze,Buducnost VOLI,13,315,51,93,0.548,5,16,0.313,46,77,0.597,0.575,50,70,0.714,33,50,83,15,6,30,18,47,157
Gustavo Ayon,Real Madrid,31,609,113,169,0.669,0,0,,113,169,0.669,0.669,32,59,0.542,42,144,186,90,24,24,40,70,258
Ian Vouyoukas,Panathinaikos OPAP,21,213,34,57,0.596,0,1,0,34,56,0.607,0.596,18,24,0.75,15,24,39,17,2,6,8,33,86
Ilimane Diop,Kirolbet Baskonia,33,379,40,81,0.494,3,13,0.231,37,68,0.544,0.512,46,59,0.78,35,49,84,18,9,17,21,79,129
Ioannis Papapetrou,Panathinaikos OPAP,28,714,95,189,0.503,25,75,0.333,70,114,0.614,0.569,37,55,0.673,28,90,118,31,22,15,24,58,252
Ivan Ukhov,CSKA Moscow,13,72,10,16,0.625,1,5,0.2,9,11,0.818,0.656,1,1,1,1,9,10,8,2,0,5,9,22
Jaka Blazic,FC Barcelona Lassa,25,342,40,86,0.465,12,31,0.387,28,55,0.509,0.535,38,47,0.809,20,37,57,15,9,3,13,34,130
Jake Cohen,Maccabi Tel Aviv,25,217,27,60,0.45,8,20,0.4,19,40,0.475,0.517,11,14,0.786,10,18,28,15,5,0,9,35,73
Jake Wiley,Herbalife Gran Canaria,7,151,31,50,0.62,0,1,0,31,49,0.633,0.62,8,10,0.8,9,9,18,4,6,7,13,17,70
Jalen Jones,Kirolbet Baskonia,13,129,20,47,0.426,6,18,0.333,14,29,0.483,0.489,12,17,0.706,12,13,25,2,4,2,8,20,58
James Anderson,Anadolu Efes,37,549,60,139,0.432,35,82,0.427,25,57,0.439,0.558,24,29,0.828,16,59,75,25,9,2,13,47,179
James Bell,Buducnost VOLI,16,310,25,72,0.347,17,51,0.333,8,21,0.381,0.465,8,8,1,7,28,35,8,7,3,15,47,75
James Birsen,Anadolu Efes,9,36,6,10,0.6,1,3,0.333,5,7,0.714,0.65,0,0,,1,3,4,3,0,1,1,3,13
James Gist,Panathinaikos OPAP,33,688,94,176,0.534,9,23,0.391,85,153,0.556,0.56,60,85,0.706,52,63,115,38,21,14,35,67,257
James Nunnally,AX Armani Exchange Olimpia,10,269,46,95,0.484,16,38,0.421,30,57,0.526,0.568,33,36,0.917,6,23,29,22,4,0,11,15,141
Jan Vesely,Fenerbahçe,31,778,136,209,0.651,1,5,0.2,135,204,0.662,0.653,107,136,0.787,49,97,146,73,43,17,56,88,380
Janis Strelnieks,Olympiacos,20,416,57,115,0.496,28,61,0.459,29,54,0.537,0.617,33,38,0.868,2,35,37,39,14,1,19,45,175
Janis Timma,Olympiacos,23,265,28,66,0.424,19,47,0.404,9,19,0.474,0.568,4,8,0.5,3,18,21,16,7,2,18,25,79
Jaycee Carroll,Real Madrid,31,501,99,224,0.442,37,108,0.343,62,116,0.534,0.525,48,50,0.96,14,19,33,16,7,2,13,56,283
Jayson Granger,Kirolbet Baskonia,12,231,30,81,0.37,17,42,0.405,13,39,0.333,0.475,9,14,0.643,1,18,19,29,4,0,16,21,86
Jeff Brooks,AX Armani Exchange Olimpia,29,729,68,136,0.5,19,48,0.396,49,88,0.557,0.57,20,24,0.833,42,111,153,29,22,8,24,60,175
Jeffery Taylor,Real Madrid,34,620,71,133,0.534,30,67,0.448,41,66,0.621,0.647,17,27,0.63,19,35,54,49,11,5,21,64,189
Jeremy Evans,Darüşşafaka,27,701,106,187,0.567,22,58,0.379,84,129,0.651,0.626,29,42,0.69,53,106,159,22,18,33,24,49,263
Jeremy Pargo,Maccabi Tel Aviv,11,211,19,80,0.238,8,37,0.216,11,43,0.256,0.288,14,24,0.583,2,17,19,30,3,1,19,21,60
Joel Bolomboy,CSKA Moscow,28,261,28,52,0.538,6,13,0.462,22,39,0.564,0.596,12,20,0.6,27,27,54,10,4,7,6,41,74
Joffrey Lauvergne,Fenerbahçe,22,396,81,145,0.559,6,20,0.3,75,125,0.6,0.579,19,37,0.514,29,50,79,40,8,7,19,32,187
Johannes Voigtmann,Kirolbet Baskonia,33,801,92,201,0.458,30,97,0.309,62,104,0.596,0.532,34,45,0.756,38,154,192,86,21,12,47,43,248
John DiBartolomeo,Maccabi Tel Aviv,29,298,44,122,0.361,32,93,0.344,12,29,0.414,0.492,17,21,0.81,16,24,40,33,12,1,7,44,137
Johnny O'Bryant,Maccabi Tel Aviv,30,702,119,303,0.393,37,121,0.306,82,182,0.451,0.454,44,56,0.786,30,146,176,39,14,10,60,78,319
Jon Diebler,Darüşşafaka,28,511,40,111,0.36,29,80,0.363,11,31,0.355,0.491,12,13,0.923,7,30,37,34,10,2,18,45,121
Jordan Mickey,BC Khimki,28,631,155,293,0.529,20,57,0.351,135,236,0.572,0.563,68,92,0.739,47,92,139,20,21,30,42,53,398
Josh Magette,Herbalife Gran Canaria,6,107,4,30,0.133,3,15,0.2,1,15,0.067,0.183,2,4,0.5,1,4,5,29,3,0,10,13,13
Jovan Kljajic,Herbalife Gran Canaria,1,3,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,0,0,0,0,0,2
Kaleb Tarczewski,AX Armani Exchange Olimpia,24,436,63,87,0.724,0,0,,63,87,0.724,0.724,27,39,0.692,51,59,110,9,10,16,24,67,153
Kartal Ozmizrak,Darüşşafaka,23,364,44,110,0.4,21,59,0.356,23,51,0.451,0.495,24,31,0.774,5,30,35,54,8,1,19,39,133
Keith Langford,Panathinaikos OPAP,25,497,91,213,0.427,25,64,0.391,66,149,0.443,0.486,60,74,0.811,8,47,55,28,17,5,22,47,267
Kendrick Ray,Maccabi Tel Aviv,17,188,28,64,0.438,11,24,0.458,17,40,0.425,0.523,14,21,0.667,1,13,14,19,3,2,15,29,81
Kevin Pangos,FC Barcelona Lassa,35,712,85,220,0.386,33,104,0.317,52,116,0.448,0.461,43,58,0.741,6,34,40,111,15,0,53,70,246
Kevin Seraphin,FC Barcelona Lassa,27,380,96,152,0.632,0,0,,96,152,0.632,0.632,33,42,0.786,37,59,96,13,6,10,45,72,225
Khalifa Diop,Herbalife Gran Canaria,1,7,1,2,0.5,0,0,,1,2,0.5,0.5,1,2,0.5,2,2,4,0,1,0,0,0,3
Kim Tillie,Herbalife Gran Canaria,29,494,69,151,0.457,36,88,0.409,33,63,0.524,0.576,15,24,0.625,28,49,77,19,17,5,29,54,189
Klemen Prepelic,Real Madrid,21,191,26,68,0.382,11,39,0.282,15,29,0.517,0.463,17,23,0.739,3,16,19,35,3,1,13,28,80
Dinos Mitoglou,Panathinaikos OPAP,27,372,49,96,0.51,5,25,0.2,44,71,0.62,0.536,11,20,0.55,39,41,80,8,8,4,17,51,114
Kostas Papanikolaou,Olympiacos,30,703,69,160,0.431,39,105,0.371,30,55,0.545,0.553,31,42,0.738,18,100,118,49,23,9,44,50,208
Kostas Sloukas,Fenerbahçe,33,879,128,245,0.522,48,107,0.449,80,138,0.58,0.62,85,91,0.934,12,60,72,157,18,1,62,51,389
Krunoslav Simon,Anadolu Efes,37,917,117,242,0.483,56,139,0.403,61,103,0.592,0.599,59,70,0.843,22,117,139,102,33,7,49,73,349
Kyle Hines,CSKA Moscow,36,704,105,181,0.58,0,0,,105,181,0.58,0.58,53,84,0.631,66,64,130,49,24,26,35,92,263
Kyle Kuric,FC Barcelona Lassa,34,671,99,224,0.442,54,136,0.397,45,88,0.511,0.563,32,37,0.865,24,49,73,28,27,2,22,45,284
Laurynas Birutis,Zalgiris,17,118,17,29,0.586,0,0,,17,29,0.586,0.586,12,17,0.706,8,7,15,2,2,5,11,20,46
Leo Westermann,Zalgiris,27,466,53,133,0.398,37,88,0.42,16,45,0.356,0.538,29,39,0.744,8,46,54,76,15,0,55,56,172
Leon Radosevic,Bayern Munich,29,446,59,106,0.557,0,1,0,59,105,0.562,0.557,16,24,0.667,23,36,59,27,9,11,28,52,134
Luca Vildoza,Kirolbet Baskonia,34,766,102,253,0.403,54,145,0.372,48,108,0.444,0.51,51,58,0.879,13,64,77,128,36,5,57,79,309
Luigi Datome,Fenerbahçe,34,718,106,222,0.477,49,118,0.415,57,104,0.548,0.588,44,48,0.917,23,98,121,26,17,8,34,82,305
Lukas Lekavicius,Panathinaikos OPAP,33,358,47,111,0.423,17,42,0.405,30,69,0.435,0.5,22,28,0.786,7,20,27,44,9,1,26,40,133
Lukas Uleckas,Zalgiris,4,25,2,7,0.286,0,4,0,2,3,0.667,0.286,0,0,,0,3,3,4,1,1,3,2,4
Luke Fischer,Herbalife Gran Canaria,13,109,19,30,0.633,0,0,,19,30,0.633,0.633,9,21,0.429,13,13,26,2,2,2,5,21,47
Malcolm Thomas,BC Khimki,30,618,102,173,0.59,12,38,0.316,90,135,0.667,0.624,41,61,0.672,59,92,151,52,25,17,36,68,257
Maodo Lo,Bayern Munich,29,530,69,155,0.445,22,64,0.344,47,91,0.516,0.516,33,42,0.786,7,36,43,55,28,2,37,56,193
Marcelo Huertas,Kirolbet Baskonia,34,664,101,204,0.495,24,57,0.421,77,147,0.524,0.554,38,43,0.884,17,35,52,160,23,0,84,62,264
Marcus Eriksson,Herbalife Gran Canaria,29,541,105,237,0.443,61,147,0.415,44,90,0.489,0.572,31,33,0.939,7,32,39,24,18,0,17,28,302
Marius Grigonis,Zalgiris,34,706,88,189,0.466,34,77,0.442,54,112,0.482,0.556,86,92,0.935,10,63,73,66,20,0,46,87,296
Markel Brown,Darüşşafaka,20,349,34,98,0.347,14,54,0.259,20,44,0.455,0.418,15,23,0.652,11,22,33,38,7,4,16,25,97
Marko Guduric,Fenerbahçe,36,796,113,206,0.549,52,109,0.477,61,97,0.629,0.675,59,70,0.843,15,55,70,79,33,8,45,75,337
Marvin Ogunsipe,Bayern Munich,10,62,4,11,0.364,0,3,0,4,8,0.5,0.364,1,2,0.5,2,5,7,1,2,0,4,13,9
Matt Janning,Kirolbet Baskonia,28,699,95,230,0.413,63,167,0.377,32,63,0.508,0.55,31,39,0.795,13,47,60,49,23,3,29,51,284
Matt Lojeski,Olympiacos,2,41,4,11,0.364,0,4,0,4,7,0.571,0.364,2,2,1,1,5,6,3,1,0,1,2,10
Matt Lojeski,Panathinaikos OPAP,23,356,58,107,0.542,16,41,0.39,42,66,0.636,0.617,21,23,0.913,12,37,49,19,3,2,14,34,153
Melih Mahmutoglu,Fenerbahçe,31,374,60,118,0.508,35,76,0.461,25,42,0.595,0.657,19,20,0.95,3,23,26,17,5,1,5,45,174
Melwin Pantzar,Real Madrid,1,9,1,3,0.333,1,2,0.5,0,1,0,0.5,0,0,,0,0,0,1,0,0,1,0,3
Mert Akay,Darüşşafaka,7,77,7,17,0.412,2,8,0.25,5,9,0.556,0.471,5,9,0.556,3,5,8,11,3,0,8,17,21
Michael Eric,Darüşşafaka,29,589,129,239,0.54,0,0,,129,239,0.54,0.54,63,96,0.656,65,81,146,25,8,25,65,80,321
Michael Roll,Maccabi Tel Aviv,29,624,105,222,0.473,35,86,0.407,70,136,0.515,0.552,19,21,0.905,20,43,63,79,20,1,33,55,264
Miguel Gonzalez,Kirolbet Baskonia,6,6,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,1,0,1,0,0
Mike James,AX Armani Exchange Olimpia,30,1018,189,468,0.404,70,215,0.326,119,253,0.47,0.479,147,178,0.826,12,102,114,191,39,1,77,77,595
Mikhail Kulagin,CSKA Moscow,9,52,5,17,0.294,4,12,0.333,1,5,0.2,0.412,2,2,1,0,0,0,6,0,0,5,9,16
Mindaugas Kuzminskas,AX Armani Exchange Olimpia,30,512,85,171,0.497,30,64,0.469,55,107,0.514,0.585,55,64,0.859,38,60,98,22,16,4,28,52,255
Muhammed Baygul,Darüşşafaka,22,296,34,87,0.391,10,29,0.345,24,58,0.414,0.448,23,28,0.821,15,28,43,21,7,0,27,38,101
Nando De Colo,CSKA Moscow,34,824,160,320,0.5,59,137,0.431,101,183,0.552,0.592,122,129,0.946,16,68,84,116,32,0,70,60,501
Nate Wolters,Zalgiris,28,641,132,258,0.512,25,68,0.368,107,190,0.563,0.56,25,36,0.694,8,71,79,106,23,0,41,61,314
Nemanja Dangubic,Bayern Munich,30,445,40,97,0.412,17,43,0.395,23,54,0.426,0.5,28,37,0.757,11,61,72,14,10,4,13,56,125
Nemanja Gordic,Buducnost VOLI,30,700,87,225,0.387,24,79,0.304,63,146,0.432,0.44,30,42,0.714,9,42,51,108,19,0,53,68,228
Nemanja Nedovic,AX Armani Exchange Olimpia,15,352,59,128,0.461,29,70,0.414,30,58,0.517,0.574,25,31,0.806,8,29,37,40,12,2,32,37,172
Nick Calathes,Panathinaikos OPAP,33,1022,163,415,0.393,39,147,0.265,124,268,0.463,0.44,38,72,0.528,17,126,143,286,57,2,102,86,403
Nicolo Melli,Fenerbahçe,36,934,93,214,0.435,37,96,0.385,56,118,0.475,0.521,40,49,0.816,40,106,146,58,34,20,36,104,263
Nigel Williams-Goss,Olympiacos,30,788,102,252,0.405,30,81,0.37,72,171,0.421,0.464,43,52,0.827,12,49,61,125,21,1,43,65,277
Nihad Dedovic,Bayern Munich,30,690,107,231,0.463,32,97,0.33,75,134,0.56,0.532,51,61,0.836,19,55,74,80,29,1,34,69,297
Nikita Kurbanov,CSKA Moscow,34,604,65,109,0.596,24,47,0.511,41,62,0.661,0.706,40,48,0.833,35,85,120,27,18,7,26,68,194
Nikola Ivanovic,Buducnost VOLI,8,157,19,50,0.38,9,27,0.333,10,23,0.435,0.47,9,11,0.818,7,8,15,29,7,0,7,14,56
Nikola Kalinic,Fenerbahçe,35,891,120,248,0.484,35,88,0.398,85,160,0.531,0.554,62,79,0.785,31,83,114,62,25,6,39,76,337
Nikola Milutinov,Olympiacos,28,729,126,190,0.663,1,1,1,125,189,0.661,0.666,74,101,0.733,95,125,220,42,17,20,36,41,327
Nikola Radicevic,Herbalife Gran Canaria,14,237,25,59,0.424,6,23,0.261,19,36,0.528,0.475,18,20,0.9,4,18,22,55,4,0,25,35,74
Nikos Pappas,Panathinaikos OPAP,19,341,38,111,0.342,16,59,0.271,22,52,0.423,0.414,38,46,0.826,3,16,19,22,16,0,15,48,130
