Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anatoly Kashirov,CSKA Moscow,8,36,6,9,0.667,0,0,,6,9,0.667,0.667,3,4,0.75,2,5,7,0,2,1,1,3,15
Ander Garcia,TAU Ceramica,4,4,0,4,0,0,2,0,0,2,0,0,0,0,,0,1,1,0,1,0,0,1,0
Andre Hutson,Efes Pilsen,19,515,82,161,0.509,0,0,,82,161,0.509,0.509,62,81,0.765,42,68,110,29,12,10,37,51,226
Andrea Crosariol,Lottomatica Roma,4,29,2,5,0.4,0,0,,2,5,0.4,0.4,0,0,,6,3,9,0,1,1,3,9,4
Andrea Michelori,VidiVici Bologna,7,96,5,16,0.313,1,2,0.5,4,14,0.286,0.344,13,18,0.722,9,16,25,2,3,0,10,15,24
Andrey Vorontsevich,CSKA Moscow,9,91,9,18,0.5,3,9,0.333,6,9,0.667,0.583,3,4,0.75,4,12,16,0,1,3,6,6,24
Andrija Zizic,Panathinaikos,18,252,36,63,0.571,0,1,0,36,62,0.581,0.571,21,35,0.6,14,16,30,7,4,0,21,62,93
Andrius Slezas,Lietuvos rytas,9,60,6,15,0.4,5,13,0.385,1,2,0.5,0.567,2,2,1,3,6,9,2,1,1,4,9,19
Ansu Sesay,Armani Jeans Milano,14,416,53,136,0.39,21,57,0.368,32,79,0.405,0.467,20,23,0.87,15,53,68,15,19,11,14,36,147
Anthony Giovacchini,Armani Jeans Milano,9,149,6,21,0.286,0,7,0,6,14,0.429,0.286,8,9,0.889,3,11,14,9,7,0,13,24,20
Antoine Diot,Le Mans Sarthe Basket,13,189,11,30,0.367,2,12,0.167,9,18,0.5,0.4,2,4,0.5,2,15,17,22,7,0,23,27,26
Aris Tatarounis,Panathinaikos,1,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,3,0
Artem Zabelin,CSKA Moscow,5,25,7,10,0.7,0,0,,7,10,0.7,0.7,2,4,0.5,1,3,4,0,0,1,2,5,16
Arturas Jomantas,Lietuvos rytas,20,460,43,84,0.512,6,14,0.429,37,70,0.529,0.548,33,46,0.717,25,57,82,34,23,4,35,64,125
Arturas Milaknis,BC Zalgiris,2,5,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,0,0,0,0,0,2
Arvydas Macijauskas,Olympiacos,12,280,51,87,0.586,11,29,0.379,40,58,0.69,0.649,65,75,0.867,4,20,24,20,20,2,19,17,178
Axel Hervelle,Real Madrid,20,456,67,129,0.519,23,47,0.489,44,82,0.537,0.609,29,43,0.674,58,66,124,21,15,6,19,47,186
Baris Hersek,Efes Pilsen,3,15,1,4,0.25,0,2,0,1,2,0.5,0.25,0,0,,2,2,4,0,0,0,0,2,2
Barisa Krasic,Cibona Zagreb,12,160,15,40,0.375,8,19,0.421,7,21,0.333,0.475,1,2,0.5,6,8,14,1,3,2,7,29,39
Benjamin Eze,Montepaschi Siena,24,499,70,119,0.588,0,3,0,70,116,0.603,0.588,22,30,0.733,35,69,104,6,36,23,34,63,162
Berni Rodriguez,Unicaja Malaga,18,421,38,103,0.369,17,53,0.321,21,50,0.42,0.451,32,38,0.842,8,22,30,47,24,2,26,37,125
Blagota Sekulic,Real Madrid,19,211,31,58,0.534,0,2,0,31,56,0.554,0.534,6,14,0.429,24,20,44,0,5,2,7,18,68
Bojan Bogdanovic,Real Madrid,1,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Bojan Popovic,Unicaja Malaga,20,314,19,69,0.275,10,33,0.303,9,36,0.25,0.348,25,29,0.862,4,30,34,29,9,0,26,29,73
Boniface N'Dong,Unicaja Malaga,19,355,64,111,0.577,0,1,0,64,110,0.582,0.577,29,49,0.592,37,61,98,9,8,27,31,39,157
Bootsy Thornton,Montepaschi Siena,24,583,92,194,0.474,26,80,0.325,66,114,0.579,0.541,43,59,0.729,11,54,65,35,32,1,30,61,253
Bora Hun Pacun,Efes Pilsen,5,11,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,1,0,1,0
Boris Gorenc,KK Union Olimpija,4,100,14,28,0.5,0,7,0,14,21,0.667,0.5,8,15,0.533,2,8,10,8,0,0,7,8,36
Bracey Wright,Aris TT Bank,18,571,88,222,0.396,30,85,0.353,58,137,0.423,0.464,63,84,0.75,13,33,46,24,14,2,34,34,269
Brion Rush,Chorale Roanne,14,433,78,188,0.415,31,89,0.348,47,99,0.475,0.497,29,35,0.829,15,31,46,39,26,2,34,35,216
Can Maxim Mutaf,Fenerbahçe,1,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Carlos Cabezas,Unicaja Malaga,16,387,59,110,0.536,20,41,0.488,39,69,0.565,0.627,28,32,0.875,16,21,37,30,10,2,24,17,166
Carlos Jimenez,Unicaja Malaga,19,355,24,57,0.421,9,26,0.346,15,31,0.484,0.5,25,33,0.758,13,68,81,20,17,3,18,45,82
Casey Shaw,Armani Jeans Milano,14,199,14,29,0.483,0,0,,14,29,0.483,0.483,11,19,0.579,17,24,41,1,9,3,9,29,39
Cedomir Vitkovac,Partizan,23,435,41,104,0.394,12,38,0.316,29,66,0.439,0.452,32,40,0.8,25,68,93,18,12,5,31,58,126
Cenk Akyol,Efes Pilsen,1,2,0,2,0,0,2,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
Charles Smith,Real Madrid,20,422,75,175,0.429,36,97,0.371,39,78,0.5,0.531,15,19,0.789,8,42,50,28,30,5,22,34,201
Cheyne Gadson,Armani Jeans Milano,3,56,8,19,0.421,0,4,0,8,15,0.533,0.421,5,6,0.833,1,3,4,4,4,1,7,4,21
Chris Booker,KK Union Olimpija,12,154,18,40,0.45,0,5,0,18,35,0.514,0.45,7,11,0.636,14,12,26,6,7,7,9,17,43
Chris Ensminger,Brose Baskets,12,200,31,49,0.633,1,1,1,30,48,0.625,0.643,19,32,0.594,10,31,41,10,2,0,18,38,82
Chris Warren,Cibona Zagreb,14,442,76,166,0.458,26,66,0.394,50,100,0.5,0.536,41,51,0.804,18,46,64,25,21,2,28,25,219
Christian Drejer,Lottomatica Roma,1,13,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,0,3,0
Christos Harissis,Prokom Trefl Sopot,12,232,21,64,0.328,10,35,0.286,11,29,0.379,0.406,6,13,0.462,2,16,18,21,13,1,13,29,58
Chuck Eidson,Lietuvos rytas,18,526,74,172,0.43,23,47,0.489,51,125,0.408,0.497,49,63,0.778,28,46,74,48,39,4,36,48,220
Clement Allerme,Le Mans Sarthe Basket,2,3,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,1,1,0,1,1,0
Kostas Vasileiadis,Olympiacos,17,211,26,53,0.491,17,39,0.436,9,14,0.643,0.651,8,8,1,5,19,24,13,9,1,9,20,77
Dainius Salenga,BC Zalgiris,17,214,21,46,0.457,7,20,0.35,14,26,0.538,0.533,5,8,0.625,10,23,33,5,9,2,6,14,54
Dajuan Wagner,Prokom Trefl Sopot,6,125,20,57,0.351,6,10,0.6,14,47,0.298,0.404,4,6,0.667,2,13,15,5,4,0,10,14,50
Damir Markota,BC Zalgiris,6,80,8,23,0.348,2,10,0.2,6,13,0.462,0.391,3,3,1,2,10,12,5,2,1,7,7,21
Damir Mrsic,Fenerbahçe,20,328,41,87,0.471,37,79,0.468,4,8,0.5,0.684,6,6,1,3,13,16,20,12,0,19,28,125
Damir Mulaomerovic,Cibona Zagreb,11,226,25,64,0.391,10,34,0.294,15,30,0.5,0.469,19,30,0.633,3,11,14,21,12,0,23,23,79
Daniel Santiago,Unicaja Malaga,17,296,57,84,0.679,0,0,,57,84,0.679,0.679,39,57,0.684,29,43,72,7,9,12,35,53,153
Danilo Gallinari,Armani Jeans Milano,11,349,50,119,0.42,14,44,0.318,36,75,0.48,0.479,50,64,0.781,17,29,46,19,16,4,15,26,164
Darius Washington,Aris TT Bank,9,203,28,68,0.412,6,15,0.4,22,53,0.415,0.456,30,38,0.789,11,14,25,28,12,3,24,17,92
Darrel Mitchell,Lietuvos rytas,7,58,5,10,0.5,3,5,0.6,2,5,0.4,0.65,4,4,1,0,2,2,4,1,0,5,11,17
Darren Fenn,Brose Baskets,14,342,50,118,0.424,20,63,0.317,30,55,0.545,0.508,15,23,0.652,12,49,61,7,5,8,20,34,135
David Andersen,CSKA Moscow,25,613,122,239,0.51,26,48,0.542,96,191,0.503,0.565,50,59,0.847,40,105,145,30,14,9,29,61,320
David Bluthenthal,Maccabi Tel Aviv,25,525,79,162,0.488,47,103,0.456,32,59,0.542,0.633,13,14,0.929,14,45,59,14,7,2,17,52,218
David Hawkins,Lottomatica Roma,20,588,72,162,0.444,14,48,0.292,58,114,0.509,0.488,59,75,0.787,17,52,69,38,47,3,29,59,217
Davide Marelli,Armani Jeans Milano,1,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Davor Kus,Unicaja Malaga,20,390,50,127,0.394,23,65,0.354,27,62,0.435,0.484,38,41,0.927,4,20,24,29,7,1,25,21,161
Dejan Borovnjak,Partizan,20,110,6,15,0.4,0,1,0,6,14,0.429,0.4,7,9,0.778,10,19,29,5,2,1,8,20,19
Dejan Tomasevic,Panathinaikos,4,36,3,5,0.6,0,0,,3,5,0.6,0.6,0,2,0,2,4,6,5,1,0,3,6,6
DeJuan Collins,BC Zalgiris,20,600,66,172,0.384,12,57,0.211,54,115,0.47,0.419,73,88,0.83,15,62,77,107,25,0,56,38,217
Delonte Holland,VidiVici Bologna,7,223,51,104,0.49,9,23,0.391,42,81,0.519,0.534,25,32,0.781,18,21,39,7,12,2,16,18,136
Demond Greene,Brose Baskets,11,298,32,77,0.416,22,56,0.393,10,21,0.476,0.558,15,15,1,1,16,17,15,13,0,20,28,101
Denis Marconato,AXA FC Barcelona,21,340,32,64,0.5,0,4,0,32,60,0.533,0.5,12,15,0.8,23,39,62,10,10,8,12,51,76
Derrick Byars,Chorale Roanne,1,16,3,5,0.6,1,2,0.5,2,3,0.667,0.7,0,0,,1,1,2,0,1,0,1,3,7
Derrick Sharp,Maccabi Tel Aviv,25,323,36,84,0.429,19,53,0.358,17,31,0.548,0.542,22,22,1,3,14,17,18,13,0,16,45,113
Dewarick Spencer,VidiVici Bologna,10,311,62,134,0.463,30,63,0.476,32,71,0.451,0.575,27,34,0.794,10,22,32,15,12,4,22,24,181
Dimitrios Tsaldaris,Aris TT Bank,20,544,62,148,0.419,27,77,0.351,35,71,0.493,0.51,19,23,0.826,8,32,40,35,17,0,40,42,170
Dimitris Diamantidis,Panathinaikos,19,587,47,97,0.485,27,62,0.435,20,35,0.571,0.624,40,52,0.769,8,92,100,62,34,14,35,44,161
Dimitris Karadolamis,Aris TT Bank,3,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
Dimos Dikoudis,Panathinaikos,20,290,48,82,0.585,7,17,0.412,41,65,0.631,0.628,17,34,0.5,18,31,49,3,11,0,25,38,120
Donatas Motiejunas,BC Zalgiris,3,21,1,5,0.2,0,2,0,1,3,0.333,0.2,2,2,1,4,4,8,0,0,0,3,3,4
Donatas Slanina,Prokom Trefl Sopot,14,395,52,114,0.456,25,59,0.424,27,55,0.491,0.566,27,33,0.818,4,22,26,27,11,1,31,29,156
Donnie McGrath,VidiVici Bologna,10,262,26,61,0.426,15,38,0.395,11,23,0.478,0.549,9,9,1,1,13,14,16,9,1,13,15,76
Drake Diener,Montepaschi Siena,10,76,7,28,0.25,6,23,0.261,1,5,0.2,0.357,3,4,0.75,6,1,7,2,2,1,5,17,23
Drew Nicholas,Efes Pilsen,14,455,80,186,0.43,36,102,0.353,44,84,0.524,0.527,35,48,0.729,6,36,42,40,14,2,35,30,231
Dusan Kecman,Partizan,23,610,88,172,0.512,28,75,0.373,60,97,0.619,0.593,47,62,0.758,32,82,114,46,24,0,33,71,251
Dusan Vukcevic,Armani Jeans Milano,13,390,61,145,0.421,27,71,0.38,34,74,0.459,0.514,30,37,0.811,1,22,23,39,14,0,28,14,179
Emir Preldzic,Fenerbahçe,20,362,35,93,0.376,12,47,0.255,23,46,0.5,0.441,14,28,0.5,11,34,45,23,10,2,21,44,96
Ender Arslan,Efes Pilsen,20,342,35,99,0.354,13,52,0.25,22,47,0.468,0.419,14,24,0.583,5,23,28,28,12,0,17,25,97
Erazem Lorbek,Lottomatica Roma,20,538,106,200,0.53,16,41,0.39,90,159,0.566,0.57,37,54,0.685,37,75,112,16,33,20,30,55,265
Erik Daniels,Lottomatica Roma,2,28,7,15,0.467,0,2,0,7,13,0.538,0.467,1,3,0.333,2,6,8,2,1,0,2,4,15
Ermal Kuqo,Efes Pilsen,20,340,70,141,0.496,18,43,0.419,52,98,0.531,0.56,18,27,0.667,16,49,65,23,11,1,38,63,176
Ersan Ilyasova,AXA FC Barcelona,22,396,53,140,0.379,14,58,0.241,39,82,0.476,0.429,14,26,0.538,36,67,103,16,17,24,18,42,134
Esteban Batista,Maccabi Tel Aviv,24,427,98,171,0.573,1,1,1,97,170,0.571,0.576,51,80,0.638,54,73,127,22,27,8,44,64,248
Eurelijus Zukauskas,BC Zalgiris,19,346,28,59,0.475,0,0,,28,59,0.475,0.475,12,34,0.353,25,59,84,16,6,27,27,43,68
Fabio Di Bella,VidiVici Bologna,10,249,22,58,0.379,3,17,0.176,19,41,0.463,0.405,17,23,0.739,6,24,30,17,20,1,25,29,64
Federico Lestini,VidiVici Bologna,10,118,11,26,0.423,7,13,0.538,4,13,0.308,0.558,1,2,0.5,1,7,8,2,3,1,7,16,30
Felipe Reyes,Real Madrid,19,466,78,156,0.5,0,0,,78,156,0.5,0.5,84,139,0.604,49,86,135,17,24,9,39,55,240
Filip Dylewicz,Prokom Trefl Sopot,14,262,32,66,0.485,4,12,0.333,28,54,0.519,0.515,17,25,0.68,20,41,61,15,8,4,12,23,85
Filip Kruslin,Cibona Zagreb,4,22,1,4,0.25,0,2,0,1,2,0.5,0.25,2,2,1,0,0,0,0,3,0,2,3,4
Fragiskos Alvertis,Panathinaikos,12,100,10,35,0.286,7,27,0.259,3,8,0.375,0.386,9,15,0.6,2,7,9,3,4,1,3,13,36
Fran Vazquez,AXA FC Barcelona,23,352,65,114,0.57,0,4,0,65,110,0.591,0.57,25,32,0.781,26,40,66,13,8,20,15,52,155
Franko Kastropil,Cibona Zagreb,8,75,5,9,0.556,0,0,,5,9,0.556,0.556,3,5,0.6,7,13,20,2,5,0,3,14,13
Gabe Muoneke,TAU Ceramica,11,162,25,49,0.51,7,16,0.438,18,33,0.545,0.582,14,16,0.875,8,22,30,4,7,0,7,14,71
Gary Neal,AXA FC Barcelona,7,70,7,30,0.233,2,16,0.125,5,14,0.357,0.267,0,0,,4,6,10,0,2,0,3,6,16
Gasper Vidmar,Fenerbahçe,20,260,43,80,0.538,0,0,,43,80,0.538,0.538,17,29,0.586,26,33,59,15,17,6,31,48,103
Georgios Kalaitzis,Aris TT Bank,19,331,20,37,0.541,8,15,0.533,12,22,0.545,0.649,13,20,0.65,7,35,42,39,23,2,22,63,61
German Gabriel,Unicaja Malaga,18,299,50,90,0.556,28,57,0.491,22,33,0.667,0.711,18,26,0.692,5,46,51,15,12,2,20,25,146
Gianluca Basile,AXA FC Barcelona,22,574,78,206,0.379,34,120,0.283,44,86,0.512,0.461,27,35,0.771,15,48,63,33,29,1,21,34,217
Giannis Gagaloudis,Lottomatica Roma,2,10,0,2,0,0,2,0,0,0,,0,0,0,,2,1,3,1,0,0,2,3,0
Giorgos Printezis,Olympiacos,21,399,61,119,0.513,5,21,0.238,56,98,0.571,0.534,14,23,0.609,21,47,68,13,6,5,19,40,141
Goran Dragic,KK Union Olimpija,13,358,51,102,0.5,9,33,0.273,42,69,0.609,0.544,17,24,0.708,17,21,38,40,15,4,33,42,126
Goran Jurak,BC Zalgiris,19,329,48,95,0.505,8,32,0.25,40,63,0.635,0.547,26,41,0.634,33,65,98,14,15,1,25,54,130
Gregor Fucka,Lottomatica Roma,19,378,55,105,0.524,4,8,0.5,51,97,0.526,0.543,17,44,0.386,32,54,86,17,14,10,22,60,131
Guilherme Giovannoni,VidiVici Bologna,12,286,34,91,0.374,10,32,0.313,24,59,0.407,0.429,23,30,0.767,16,40,56,13,15,3,10,27,101
Hakan Demirel,Fenerbahçe,6,46,3,8,0.375,1,3,0.333,2,5,0.4,0.438,0,0,,2,1,3,9,5,0,6,6,7
Hanno Mottola,Aris TT Bank,20,394,57,119,0.479,17,37,0.459,40,82,0.488,0.55,28,34,0.824,14,42,56,14,7,2,26,56,159
Hasan Rizvic,KK Union Olimpija,13,176,23,43,0.535,0,0,,23,43,0.535,0.535,4,5,0.8,15,23,38,6,6,9,15,38,50
Hector Romero,Montepaschi Siena,14,66,9,13,0.692,1,2,0.5,8,11,0.727,0.731,2,3,0.667,8,9,17,1,1,0,5,7,21
Herve Toure,Armani Jeans Milano,2,15,3,5,0.6,1,1,1,2,4,0.5,0.7,1,1,1,0,1,1,0,1,0,0,1,8
Hollis Price,Lietuvos rytas,20,674,113,237,0.477,56,128,0.438,57,109,0.523,0.595,55,63,0.873,4,40,44,78,20,0,64,53,337
Ibrahim Jaaber,Lottomatica Roma,6,136,20,53,0.377,3,11,0.273,17,42,0.405,0.406,2,7,0.286,8,12,20,9,15,2,5,16,45
Ibrahim Kutluay,Fenerbahçe,6,107,15,37,0.405,11,24,0.458,4,13,0.308,0.554,2,5,0.4,1,8,9,4,4,0,8,13,43
Igor Milicic,Prokom Trefl Sopot,6,127,3,14,0.214,2,10,0.2,1,4,0.25,0.286,1,2,0.5,1,13,14,13,4,0,9,12,9
Igor Rakocevic,TAU Ceramica,22,609,107,230,0.465,42,106,0.396,65,124,0.524,0.557,72,86,0.837,10,41,51,38,15,1,41,38,328
Iker Iturbe,Real Madrid,3,33,3,5,0.6,3,4,0.75,0,1,0,0.9,0,0,,3,2,5,1,1,0,1,2,9
Ivan Pavic,Brose Baskets,9,31,1,7,0.143,0,1,0,1,6,0.167,0.143,0,0,,0,1,1,0,0,0,2,8,2
Jackson Vroman,Lietuvos rytas,6,144,21,38,0.553,0,0,,21,38,0.553,0.553,13,18,0.722,17,21,38,4,7,4,14,27,55
Jacopo Giachetti,Lottomatica Roma,11,169,16,33,0.485,4,10,0.4,12,23,0.522,0.545,11,14,0.786,2,12,14,9,10,0,6,21,47
Jaka Lakovic,AXA FC Barcelona,23,584,81,209,0.388,48,134,0.358,33,75,0.44,0.502,71,88,0.807,8,42,50,68,24,0,50,37,281
Jake Tsakalidis,Olympiacos,13,146,21,26,0.808,0,0,,21,26,0.808,0.808,10,17,0.588,9,23,32,3,2,7,9,19,52
James Singleton,TAU Ceramica,7,114,10,21,0.476,3,7,0.429,7,14,0.5,0.548,3,3,1,6,16,22,1,1,7,5,17,26
James White,Fenerbahçe,21,414,52,101,0.515,13,35,0.371,39,66,0.591,0.579,26,34,0.765,16,45,61,20,12,4,30,32,143
Jan Mocnik,KK Union Olimpija,11,94,4,19,0.211,2,16,0.125,2,3,0.667,0.263,2,2,1,1,7,8,14,3,0,12,17,12
Jared Jordan,Lietuvos rytas,11,91,5,13,0.385,1,6,0.167,4,7,0.571,0.423,0,0,,1,2,3,9,2,0,7,8,11
Jasmin Hukic,KK Union Olimpija,14,433,63,145,0.434,42,103,0.408,21,42,0.5,0.579,20,25,0.8,8,55,63,19,11,4,31,44,188
Jean Canelo,VidiVici Bologna,7,81,9,22,0.409,1,3,0.333,8,19,0.421,0.432,3,6,0.5,1,5,6,2,3,0,8,7,22
Jeremiah Massey,Aris TT Bank,20,656,133,251,0.53,6,30,0.2,127,221,0.575,0.542,68,106,0.642,68,101,169,17,30,24,26,49,340
Jeremy Leloup,Le Mans Sarthe Basket,7,63,3,13,0.231,2,11,0.182,1,2,0.5,0.308,0,0,,0,1,1,1,2,1,3,14,8
Jiri Welsch,Unicaja Malaga,20,532,53,127,0.417,17,54,0.315,36,73,0.493,0.484,50,71,0.704,15,69,84,55,31,4,39,38,173
Jon Stefansson,Lottomatica Roma,15,383,44,114,0.386,19,61,0.311,25,53,0.472,0.469,43,54,0.796,3,31,34,19,17,0,20,42,150
Jonas Maciulis,BC Zalgiris,20,538,84,179,0.469,29,77,0.377,55,102,0.539,0.55,42,61,0.689,27,42,69,14,30,2,38,65,239
Jordi Trias,AXA FC Barcelona,22,453,64,99,0.646,0,1,0,64,98,0.653,0.646,18,29,0.621,45,70,115,35,12,12,27,24,146
Jose Fernandez,TAU Ceramica,5,25,1,7,0.143,0,4,0,1,3,0.333,0.143,3,4,0.75,2,3,5,2,1,0,1,2,5
Jovo Stanojevic,Prokom Trefl Sopot,10,201,41,72,0.569,0,0,,41,72,0.569,0.569,8,14,0.571,14,32,46,9,7,3,20,23,90
JP Batista,Lietuvos rytas,11,88,16,31,0.516,0,0,,16,31,0.516,0.516,5,9,0.556,8,9,17,2,1,0,3,22,37
JR Holden,CSKA Moscow,25,710,68,181,0.376,36,98,0.367,32,83,0.386,0.475,20,27,0.741,8,42,50,75,27,1,28,42,192
Karsten Tadda,Brose Baskets,3,9,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,1,2,3,1,0,0,0,2,2
Keith McLeod,Montepaschi Siena,4,58,5,15,0.333,3,11,0.273,2,4,0.5,0.433,5,7,0.714,0,1,1,1,2,0,5,6,18
Kenan Bajramovic,Lietuvos rytas,19,471,73,155,0.471,24,57,0.421,49,98,0.5,0.548,41,54,0.759,26,83,109,15,12,7,38,46,211
Kendall Dartez,Chorale Roanne,1,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,1,4,0
Kennedy Winston,Panathinaikos,19,344,37,83,0.446,6,22,0.273,31,61,0.508,0.482,15,22,0.682,7,36,43,11,19,4,20,21,95
Kenny Gregory,Efes Pilsen,20,552,88,156,0.564,25,46,0.543,63,110,0.573,0.644,21,31,0.677,15,61,76,23,12,4,37,32,222
Kerem Gonlum,Efes Pilsen,20,398,50,99,0.505,2,10,0.2,48,89,0.539,0.515,25,46,0.543,31,69,100,20,12,4,23,36,127
Kerem Tunceri,Real Madrid,19,414,45,115,0.391,33,87,0.379,12,28,0.429,0.535,22,26,0.846,6,17,23,50,18,2,23,26,145
Kimani Ffriend,Brose Baskets,2,32,3,9,0.333,0,0,,3,9,0.333,0.333,2,6,0.333,2,8,10,2,4,0,3,3,8
Kostas Tsartsaris,Panathinaikos,12,197,31,56,0.554,12,27,0.444,19,29,0.655,0.661,22,23,0.957,12,29,41,11,2,3,8,20,96
Krzysztof Roszyk,Prokom Trefl Sopot,14,224,19,54,0.352,8,22,0.364,11,32,0.344,0.426,3,4,0.75,15,17,32,12,6,0,12,17,49
Ksistof Lavrinovic,Montepaschi Siena,22,453,95,156,0.609,33,57,0.579,62,99,0.626,0.715,57,83,0.687,27,66,93,11,34,24,37,64,280
Larry Ayuso,Cibona Zagreb,13,382,54,144,0.375,24,81,0.296,30,63,0.476,0.458,35,38,0.921,5,28,33,19,13,0,28,32,167
Laurent Cazalon,Chorale Roanne,11,177,22,57,0.386,9,30,0.3,13,27,0.481,0.465,11,16,0.688,13,10,23,4,9,0,16,26,64
Lazaros Agadakos,Aris TT Bank,17,189,18,39,0.462,1,4,0.25,17,35,0.486,0.474,8,16,0.5,11,16,27,2,5,3,15,28,45
Lazaros Papadopoulos,Real Madrid,18,385,46,95,0.484,0,0,,46,95,0.484,0.484,32,56,0.571,22,36,58,27,14,5,23,48,124
Linton Johnson,TAU Ceramica,4,50,3,9,0.333,0,2,0,3,7,0.429,0.333,1,2,0.5,3,7,10,0,2,0,4,10,7
Lior Eliyahu,Maccabi Tel Aviv,18,182,28,51,0.549,0,0,,28,51,0.549,0.549,13,22,0.591,3,32,35,20,8,2,9,18,69
Loren Woods,Efes Pilsen,16,338,46,78,0.59,0,0,,46,78,0.59,0.59,36,47,0.766,38,66,104,15,12,22,19,37,128
Louis Bullock,Real Madrid,18,457,72,153,0.471,47,94,0.5,25,59,0.424,0.624,55,60,0.917,7,18,25,34,26,0,28,41,246
Loukas Mavrokefalidis,Olympiacos,10,124,18,35,0.514,0,1,0,18,34,0.529,0.514,5,8,0.625,15,19,34,2,3,1,5,17,41
Luca Garri,VidiVici Bologna,14,248,23,71,0.324,7,26,0.269,16,45,0.356,0.373,17,26,0.654,23,31,54,4,13,4,21,21,70
Luka Bogdanovic,Le Mans Sarthe Basket,14,386,56,132,0.424,29,67,0.433,27,65,0.415,0.534,15,19,0.789,11,28,39,17,4,2,9,16,156
Luka Zoric,Cibona Zagreb,4,28,3,5,0.6,0,0,,3,5,0.6,0.6,0,0,,1,1,2,0,0,0,1,5,6
Luke Anderson,KK Union Olimpija,2,7,0,3,0,0,2,0,0,1,0,0,0,0,,0,0,0,0,0,0,2,1,0
Luksa Andric,Cibona Zagreb,14,265,37,59,0.627,5,14,0.357,32,45,0.711,0.669,15,27,0.556,23,36,59,11,13,10,21,56,94
Lynn Greer,Olympiacos,19,585,93,206,0.451,30,79,0.38,63,127,0.496,0.524,93,100,0.93,13,40,53,69,22,0,45,43,309
Mamadou N'Diaye,BC Zalgiris,6,155,19,39,0.487,0,0,,19,39,0.487,0.487,13,23,0.565,17,25,42,4,7,6,11,16,51
Manolis Papamakarios,Olympiacos,13,73,6,12,0.5,2,5,0.4,4,7,0.571,0.583,0,0,,2,5,7,4,5,0,3,18,14
