Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alex Renfroe,Zenit Saint Petersburg,22,410,44,114,0.386,15,45,0.333,29,69,0.42,0.452,29,42,0.69,12,26,38,101,18,2,43,39,132
Alexandros Nikolaidis,Olympiacos,3,23,1,4,0.25,0,2,0,1,2,0.5,0.25,4,4,1,0,5,5,0,5,0,4,2,6
Alexey Shved,BC Khimki,26,810,171,438,0.39,83,252,0.329,88,186,0.473,0.485,132,148,0.892,6,63,69,162,24,10,102,53,557
Amare Stoudemire,Maccabi Tel Aviv,6,33,2,5,0.4,0,1,0,2,4,0.5,0.4,4,4,1,1,4,5,1,1,0,1,5,8
Amedeo Della Valle,AX Armani Exchange Olimpia,21,252,36,72,0.5,15,30,0.5,21,42,0.5,0.604,36,43,0.837,7,12,19,10,10,1,5,27,123
Amine Noua,LDLC ASVEL,25,352,50,102,0.49,15,46,0.326,35,56,0.625,0.564,10,16,0.625,14,37,51,8,8,7,21,52,125
Andrea Cinciarini,AX Armani Exchange Olimpia,13,83,2,11,0.182,1,6,0.167,1,5,0.2,0.227,1,4,0.25,1,8,9,8,3,0,2,11,6
Andrei Desyatnikov,BC Khimki,3,8,2,5,0.4,0,0,,2,5,0.4,0.4,0,0,,1,3,4,0,0,0,0,2,4
Andrei Lopatin,CSKA Moscow,1,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Andrew Albicy,Zenit Saint Petersburg,27,580,58,157,0.369,37,105,0.352,21,52,0.404,0.487,25,44,0.568,12,32,44,90,24,1,42,42,178
Andrey Vorontsevich,CSKA Moscow,20,272,27,74,0.365,12,42,0.286,15,32,0.469,0.446,6,12,0.5,17,42,59,19,10,5,8,35,72
Andrey Zubkov,Zenit Saint Petersburg,12,188,19,56,0.339,6,25,0.24,13,31,0.419,0.393,5,6,0.833,10,18,28,11,2,3,9,18,49
Andy Rautins,Panathinaikos OPAP,9,69,7,14,0.5,6,12,0.5,1,2,0.5,0.714,0,0,,2,1,3,2,3,0,1,17,20
Angelo Caloiaro,Maccabi Tel Aviv,18,377,31,68,0.456,11,32,0.344,20,36,0.556,0.537,27,33,0.818,18,33,51,25,12,0,7,38,100
Ante Tomic,FC Barcelona,28,462,68,117,0.581,0,1,0,68,116,0.586,0.581,23,38,0.605,33,79,112,29,10,7,38,53,159
Anthony Gill,BC Khimki,25,473,76,134,0.567,22,50,0.44,54,84,0.643,0.649,34,40,0.85,36,76,112,29,8,11,21,61,208
Anthony Randolph,Real Madrid,19,455,86,170,0.506,52,106,0.491,34,64,0.531,0.659,36,47,0.766,16,66,82,7,16,4,20,26,260
Antoine Diot,LDLC ASVEL,23,396,42,109,0.385,25,67,0.373,17,42,0.405,0.5,14,18,0.778,6,19,25,65,16,1,42,36,123
Anton Ponkrashov,Zenit Saint Petersburg,22,256,20,75,0.267,10,47,0.213,10,28,0.357,0.333,6,12,0.5,5,25,30,23,8,2,14,23,56
Anton Pushkov,Zenit Saint Petersburg,17,111,14,35,0.4,1,3,0.333,13,32,0.406,0.414,3,4,0.75,8,9,17,5,4,4,14,23,32
Antonios Koniaris,Olympiacos,24,321,28,74,0.378,20,48,0.417,8,26,0.308,0.514,5,6,0.833,8,25,33,34,16,1,24,60,81
Artem Pustovyi,FC Barcelona,1,4,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,0,0,0,1,0,0
Arturas Gudaitis,AX Armani Exchange Olimpia,19,321,40,79,0.506,1,1,1,39,78,0.5,0.513,58,77,0.753,30,53,83,9,8,17,22,47,139
Arturas Milaknis,Žalgiris,28,618,69,148,0.466,45,114,0.395,24,34,0.706,0.618,25,30,0.833,7,34,41,17,24,1,20,57,208
Augustine Rubit,Olympiacos,26,398,56,94,0.596,8,16,0.5,48,78,0.615,0.638,37,45,0.822,28,49,77,15,11,10,24,50,157
Austin Hollins,Zenit Saint Petersburg,27,616,98,229,0.428,51,147,0.347,47,82,0.573,0.539,33,36,0.917,27,31,58,40,37,9,32,66,280
Ben Bentil,Panathinaikos OPAP,23,209,19,52,0.365,7,22,0.318,12,30,0.4,0.433,26,31,0.839,21,25,46,10,3,1,4,31,71
Berkay Candan,Fenerbahçe,1,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Billy Baron,Crvena zvezda mts,26,640,99,236,0.419,56,139,0.403,43,97,0.443,0.538,47,55,0.855,9,61,70,58,21,1,31,35,301
Bobby Dixon,Fenerbahçe,22,320,39,92,0.424,24,66,0.364,15,26,0.577,0.554,18,19,0.947,6,22,28,29,10,0,20,32,120
Bogdan Radosavljevic,Alba Berlin,3,6,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,1,0,2
Bojan Dubljevic,Valencia Basket,26,611,131,255,0.514,30,86,0.349,101,169,0.598,0.573,77,93,0.828,62,106,168,43,15,5,49,37,369
Borisa Simanic,Crvena zvezda mts,20,254,31,55,0.564,16,31,0.516,15,24,0.625,0.709,2,4,0.5,7,17,24,11,6,10,14,32,80
Brandon Davies,FC Barcelona,28,563,104,202,0.515,5,13,0.385,99,189,0.524,0.527,55,70,0.786,34,75,109,45,31,16,56,71,268
Brandon Paul,Olympiacos,27,531,69,175,0.394,48,126,0.381,21,49,0.429,0.531,46,67,0.687,8,71,79,35,22,1,27,53,232
Branko Lazic,Crvena zvezda mts,25,406,39,96,0.406,14,48,0.292,25,48,0.521,0.479,6,9,0.667,9,23,32,16,16,1,15,68,98
Brock Motum,Valencia Basket,21,259,43,89,0.483,12,31,0.387,31,58,0.534,0.551,25,31,0.806,12,18,30,9,8,1,11,23,123
Bryant Dunston,Anadolu Efes,9,232,38,54,0.704,0,3,0,38,51,0.745,0.704,15,24,0.625,13,35,48,16,7,11,8,22,91
Charles Galliou,LDLC ASVEL,18,116,3,12,0.25,2,11,0.182,1,1,1,0.333,0,0,,4,7,11,4,3,1,1,13,8
Charles Jenkins,Crvena zvezda mts,23,430,30,82,0.366,2,27,0.074,28,55,0.509,0.378,16,17,0.941,8,42,50,41,18,4,21,54,78
Charles Kahudi,LDLC ASVEL,23,492,58,135,0.43,23,63,0.365,35,72,0.486,0.515,22,26,0.846,19,48,67,19,11,3,17,55,161
Chris Kramer,BC Khimki,16,307,33,75,0.44,10,29,0.345,23,46,0.5,0.507,6,12,0.5,7,26,33,46,6,2,19,37,82
Chris Singleton,Anadolu Efes,28,718,66,158,0.418,37,82,0.451,29,76,0.382,0.535,48,55,0.873,24,99,123,28,35,12,19,67,217
Christian Burns,AX Armani Exchange Olimpia,4,22,0,6,0,0,2,0,0,4,0,0,0,0,,1,1,2,1,0,0,1,4,0
Colton Iverson,Zenit Saint Petersburg,26,424,56,101,0.554,0,1,0,56,100,0.56,0.554,34,50,0.68,47,73,120,27,9,13,37,48,146
Cory Higgins,FC Barcelona,23,612,99,218,0.454,30,75,0.4,69,143,0.483,0.523,58,71,0.817,11,37,48,63,15,3,42,46,286
Dairis Bertans,BC Khimki,21,355,32,73,0.438,24,56,0.429,8,17,0.471,0.603,8,10,0.8,0,12,12,24,7,0,11,39,96
Daniel Hackett,CSKA Moscow,23,461,64,153,0.418,34,77,0.442,30,76,0.395,0.529,29,36,0.806,16,43,59,62,23,0,34,64,191
Danilo Barthel,Bayern Munich,27,658,78,162,0.481,21,67,0.313,57,95,0.6,0.546,36,48,0.75,26,78,104,38,10,3,37,52,213
Darrun Hilliard,CSKA Moscow,27,548,94,230,0.409,56,136,0.412,38,94,0.404,0.53,43,54,0.796,8,58,66,33,15,3,45,51,287
David Lighty,LDLC ASVEL,27,618,101,217,0.465,28,79,0.354,73,138,0.529,0.53,35,43,0.814,22,47,69,46,25,4,29,50,265
Davion Berry,LDLC ASVEL,3,51,4,11,0.364,4,10,0.4,0,1,0,0.545,0,0,,0,2,2,4,0,0,3,10,12
Dejan Davidovac,Crvena zvezda mts,24,451,49,109,0.45,15,46,0.326,34,63,0.54,0.518,35,44,0.795,20,49,69,14,19,6,18,47,148
DeMarcus Nelson,Bayern Munich,17,217,26,65,0.4,4,17,0.235,22,48,0.458,0.431,7,10,0.7,6,16,22,32,9,0,23,28,63
Deni Avdija,Maccabi Tel Aviv,26,371,41,94,0.436,13,47,0.277,28,47,0.596,0.505,10,18,0.556,15,53,68,30,10,6,19,52,105
Derrick Brown,Crvena zvezda mts,6,86,12,28,0.429,4,7,0.571,8,21,0.381,0.5,8,12,0.667,5,14,19,4,1,0,5,7,36
Derrick Williams,Fenerbahçe,28,731,113,232,0.487,44,118,0.373,69,114,0.605,0.582,46,69,0.667,20,89,109,34,30,9,29,42,316
Deshaun Thomas,Panathinaikos OPAP,28,838,144,292,0.493,37,103,0.359,107,189,0.566,0.557,64,82,0.78,52,72,124,27,27,6,32,55,389
Devin Booker,BC Khimki,28,626,125,210,0.595,17,37,0.459,108,173,0.624,0.636,57,67,0.851,50,85,135,34,22,7,40,63,324
Diego Flaccadori,Bayern Munich,22,188,16,45,0.356,2,14,0.143,14,31,0.452,0.378,8,11,0.727,3,9,12,14,3,2,17,21,42
Dimitriy Khvostov,Zenit Saint Petersburg,18,256,23,64,0.359,7,32,0.219,16,32,0.5,0.414,11,14,0.786,2,6,8,48,4,0,19,37,64
Dogus Balbay,Anadolu Efes,25,197,13,27,0.481,5,13,0.385,8,14,0.571,0.574,0,1,0,6,18,24,22,12,1,6,23,31
Drew Crawford,AX Armani Exchange Olimpia,7,121,16,36,0.444,5,14,0.357,11,22,0.5,0.514,3,4,0.75,4,9,13,2,4,1,6,21,40
Dwight Buycks,Olympiacos,3,44,6,10,0.6,2,2,1,4,8,0.5,0.7,1,1,1,0,4,4,9,2,0,6,8,15
Edgaras Ulanovas,Žalgiris,28,723,73,171,0.427,25,68,0.368,48,103,0.466,0.5,61,75,0.813,35,58,93,57,12,2,35,53,232
Edwin Jackson,LDLC ASVEL,17,343,33,121,0.273,5,51,0.098,28,70,0.4,0.293,27,34,0.794,2,23,25,27,6,2,21,22,98
Egor Vyaltsev,BC Khimki,5,49,4,7,0.571,1,3,0.333,3,4,0.75,0.643,1,2,0.5,2,6,8,4,1,0,0,5,10
Ekrem Sancakli,Fenerbahçe,1,6,2,2,1,1,1,1,1,1,1,1.25,0,0,,0,1,1,0,0,0,1,0,5
Elijah Bryant,Maccabi Tel Aviv,27,534,91,185,0.492,35,84,0.417,56,101,0.554,0.586,9,13,0.692,14,63,77,55,24,3,34,69,226
Erikas Venskus,Žalgiris,2,4,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0
Ethan Happ,Olympiacos,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
Evgeny Voronov,Zenit Saint Petersburg,18,316,36,107,0.336,18,52,0.346,18,55,0.327,0.421,17,27,0.63,5,14,19,18,9,2,21,47,107
Evegeny Valiev,BC Khimki,1,6,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0
Fabien Causeur,Real Madrid,25,408,74,134,0.552,26,55,0.473,48,79,0.608,0.649,13,20,0.65,9,28,37,37,8,1,21,32,187
Facu Campazzo,Real Madrid,28,669,81,201,0.403,35,113,0.31,46,88,0.523,0.49,80,92,0.87,9,54,63,199,39,0,73,64,277
Felipe Reyes,Real Madrid,7,56,9,21,0.429,1,5,0.2,8,16,0.5,0.452,5,6,0.833,7,4,11,3,2,1,1,14,24
Fernando San Emeterio,Valencia Basket,24,426,58,121,0.479,29,62,0.468,29,59,0.492,0.599,30,40,0.75,9,34,43,39,9,0,20,27,175
Ferrando Guillem,Valencia Basket,1,4,0,2,0,0,0,,0,2,0,0,0,0,,0,1,1,1,0,0,0,2,0
Filip Covic,Crvena zvezda mts,13,183,9,41,0.22,7,27,0.259,2,14,0.143,0.305,5,7,0.714,1,11,12,33,2,0,17,18,30
Gabriel Deck,Real Madrid,24,482,65,140,0.464,7,27,0.259,58,113,0.513,0.489,41,50,0.82,19,58,77,36,7,3,16,31,178
Georgios Papagiannis,Panathinaikos OPAP,27,474,85,137,0.62,0,2,0,85,135,0.63,0.62,16,24,0.667,42,86,128,6,10,25,27,53,186
Giorgos Printezis,Olympiacos,25,626,122,231,0.528,13,35,0.371,109,196,0.556,0.556,40,58,0.69,21,86,107,37,9,6,17,38,297
Greg Monroe,Bayern Munich,28,677,145,277,0.523,0,0,,145,277,0.523,0.523,71,95,0.747,62,127,189,71,37,16,71,60,361
Guerschon Yabusele,LDLC ASVEL,2,46,6,14,0.429,4,10,0.4,2,4,0.5,0.571,0,0,,1,6,7,0,5,2,5,4,16
Guillem Vives,Valencia Basket,20,409,39,104,0.375,14,57,0.246,25,47,0.532,0.442,21,23,0.913,5,23,28,41,16,2,29,51,113
Gustavo Ayon,Zenit Saint Petersburg,26,556,146,245,0.596,0,1,0,146,244,0.598,0.596,32,55,0.582,64,75,139,56,33,13,62,70,324
Howard Sant-Roos,CSKA Moscow,10,189,19,57,0.333,4,23,0.174,15,34,0.441,0.368,13,15,0.867,11,14,25,17,12,0,7,23,55
Ian Vouyoukas,Panathinaikos OPAP,18,144,19,33,0.576,0,1,0,19,32,0.594,0.576,11,14,0.786,6,20,26,8,3,6,12,32,49
Ilimane Diop,Kirolbet Baskonia,27,287,34,67,0.507,6,21,0.286,28,46,0.609,0.552,25,33,0.758,22,31,53,7,8,14,22,56,99
Ioannis Papapetrou,Panathinaikos OPAP,27,754,120,216,0.556,33,90,0.367,87,126,0.69,0.632,20,33,0.606,25,87,112,22,19,14,15,67,293
Ismael Bako,LDLC ASVEL,24,264,32,63,0.508,0,0,,32,63,0.508,0.508,27,33,0.818,23,27,50,7,8,24,8,43,91
Ivan Ukhov,CSKA Moscow,6,31,3,8,0.375,1,5,0.2,2,3,0.667,0.438,0,0,,2,5,7,2,2,0,3,7,7
Jake Cohen,Maccabi Tel Aviv,24,320,51,96,0.531,14,31,0.452,37,65,0.569,0.604,13,19,0.684,21,28,49,23,13,2,19,41,129
Jake Wiley,Panathinaikos OPAP,24,283,54,84,0.643,0,1,0,54,83,0.651,0.643,21,30,0.7,23,20,43,7,11,9,8,27,129
Jalen Reynolds,Maccabi Tel Aviv,12,167,28,51,0.549,0,1,0,28,50,0.56,0.549,12,19,0.632,19,44,63,9,6,4,17,30,68
James Anderson,Anadolu Efes,28,400,36,84,0.429,14,44,0.318,22,40,0.55,0.512,12,16,0.75,21,69,90,9,8,4,9,23,98
James Gist,Crvena zvezda mts,25,507,68,163,0.417,4,19,0.211,64,144,0.444,0.429,35,59,0.593,45,66,111,33,17,9,38,64,175
James Nunnally,Fenerbahçe,9,120,11,24,0.458,5,12,0.417,6,12,0.5,0.563,11,11,1,4,9,13,6,2,1,6,11,38
Jan Vesely,Fenerbahçe,18,457,65,110,0.591,0,2,0,65,108,0.602,0.591,25,48,0.521,30,47,77,28,23,12,22,53,155
Janis Strelnieks,CSKA Moscow,21,338,48,100,0.48,20,48,0.417,28,52,0.538,0.58,35,38,0.921,4,33,37,43,12,0,17,32,151
Janis Timma,BC Khimki,21,628,94,223,0.422,60,160,0.375,34,63,0.54,0.556,15,22,0.682,17,48,65,41,26,6,41,64,263
Jason George,Bayern Munich,1,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
Jaycee Carroll,Real Madrid,22,295,62,142,0.437,32,79,0.405,30,63,0.476,0.549,10,12,0.833,7,19,26,11,4,2,11,31,166
Jeff Brooks,AX Armani Exchange Olimpia,19,390,31,63,0.492,10,22,0.455,21,41,0.512,0.571,9,11,0.818,26,61,87,18,9,8,11,32,81
Jeffery Taylor,Real Madrid,24,447,44,99,0.444,22,56,0.393,22,43,0.512,0.556,4,6,0.667,15,36,51,30,10,3,17,48,114
Jeremy Evans,BC Khimki,21,427,73,123,0.593,7,16,0.438,66,107,0.617,0.622,26,35,0.743,37,56,93,16,12,13,18,39,179
Jimenez Millan,Valencia Basket,1,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Jimmer Fredette,Panathinaikos OPAP,27,575,109,230,0.474,45,108,0.417,64,122,0.525,0.572,84,88,0.955,10,48,58,48,21,0,36,36,347
Joan Sastre,Valencia Basket,12,164,19,35,0.543,11,18,0.611,8,17,0.471,0.7,7,10,0.7,3,13,16,13,9,4,9,10,56
Quino Colom,Valencia Basket,26,480,62,168,0.369,28,89,0.315,34,79,0.43,0.452,39,55,0.709,5,35,40,109,17,0,48,19,191
Jock Landale,Žalgiris,25,514,101,190,0.532,19,63,0.302,82,127,0.646,0.582,55,67,0.821,42,67,109,24,12,6,31,76,276
Joel Bolomboy,CSKA Moscow,27,456,54,113,0.478,13,40,0.325,41,73,0.562,0.535,26,35,0.743,34,74,108,13,7,12,22,43,147
Joffrey Lauvergne,Fenerbahçe,19,263,51,94,0.543,2,7,0.286,49,87,0.563,0.553,15,34,0.441,13,38,51,16,3,3,16,21,119
Johannes Thiemann,Alba Berlin,16,228,35,64,0.547,7,13,0.538,28,51,0.549,0.602,21,28,0.75,22,28,50,12,5,0,9,33,98
Johannes Voigtmann,CSKA Moscow,28,625,81,171,0.474,41,100,0.41,40,71,0.563,0.594,12,21,0.571,34,112,146,43,18,12,30,67,215
John DiBartolomeo,Maccabi Tel Aviv,12,162,30,60,0.5,16,34,0.471,14,26,0.538,0.633,18,19,0.947,0,12,12,20,10,0,10,32,94
Jonas Jerebko,BC Khimki,28,663,116,221,0.525,36,85,0.424,80,136,0.588,0.606,45,55,0.818,26,105,131,48,21,11,21,69,313
Jonas Mattisseck,Alba Berlin,28,384,24,70,0.343,18,53,0.34,6,17,0.353,0.471,9,11,0.818,13,16,29,21,11,0,21,43,75
Jordan Loyd,Valencia Basket,18,394,63,151,0.417,33,77,0.429,30,74,0.405,0.526,41,53,0.774,2,32,34,43,13,1,32,51,200
Jordan Mickey,Real Madrid,26,431,91,145,0.628,7,21,0.333,84,124,0.677,0.652,46,59,0.78,30,78,108,15,11,26,38,55,235
Jordan Taylor,LDLC ASVEL,26,527,71,188,0.378,24,72,0.333,47,116,0.405,0.441,41,60,0.683,10,28,38,98,14,3,39,65,207
Josh Huestis,Bayern Munich,15,200,22,49,0.449,9,25,0.36,13,24,0.542,0.541,5,7,0.714,10,16,26,4,6,7,8,20,58
Kaleb Tarczewski,AX Armani Exchange Olimpia,28,595,89,136,0.654,0,0,,89,136,0.654,0.654,49,73,0.671,60,101,161,11,11,26,31,84,227
Kalin Lucas,Crvena zvezda mts,3,39,2,8,0.25,0,3,0,2,5,0.4,0.25,0,0,,0,1,1,9,1,0,2,1,4
Karolis Lukosiunas,Žalgiris,6,16,1,6,0.167,1,5,0.2,0,1,0,0.25,0,0,,3,3,6,3,0,0,0,3,3
K.C. Rivers,Žalgiris,18,385,59,133,0.444,40,97,0.412,19,36,0.528,0.594,9,10,0.9,7,20,27,20,17,0,8,39,167
Keifer Sykes,AX Armani Exchange Olimpia,12,226,30,87,0.345,16,44,0.364,14,43,0.326,0.437,11,13,0.846,4,10,14,24,5,1,17,28,87
Kenneth Ogbe,Alba Berlin,18,155,17,39,0.436,5,13,0.385,12,26,0.462,0.5,5,6,0.833,4,18,22,5,5,0,10,15,44
Kerr Kriisa,Žalgiris,1,2,0,1,0,0,1,0,0,0,,0,1,2,0.5,0,0,0,0,0,0,0,0,1
Kevin Punter,Olympiacos,11,202,27,90,0.3,7,39,0.179,20,51,0.392,0.339,14,20,0.7,3,18,21,9,5,1,7,23,75
Kevin Punter,Crvena zvezda mts,12,265,62,130,0.477,25,52,0.481,37,78,0.474,0.573,42,47,0.894,2,11,13,18,7,1,10,24,191
Konstantin Shevchuk,Zenit Saint Petersburg,1,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Dinos Mitoglou,Panathinaikos OPAP,28,389,60,118,0.508,8,27,0.296,52,91,0.571,0.542,35,46,0.761,42,61,103,13,24,7,16,55,163
Kosta Koufos,CSKA Moscow,17,162,29,53,0.547,0,0,,29,53,0.547,0.547,5,9,0.556,21,27,48,4,8,6,5,27,63
Kostas Papanikolaou,Olympiacos,26,622,76,158,0.481,36,92,0.391,40,66,0.606,0.595,34,48,0.708,11,83,94,39,36,8,49,46,222
Kostas Sloukas,Fenerbahçe,25,726,89,196,0.454,35,83,0.422,54,113,0.478,0.543,76,81,0.938,17,53,70,152,22,1,66,49,289
Kresimir Nikic,Alba Berlin,11,119,13,27,0.481,0,1,0,13,26,0.5,0.481,3,8,0.375,6,16,22,6,6,4,10,14,29
Krunoslav Simon,Anadolu Efes,27,630,92,192,0.479,37,84,0.44,55,108,0.509,0.576,18,21,0.857,23,81,104,77,16,5,36,35,239
Kyle Hines,CSKA Moscow,28,655,104,165,0.63,1,3,0.333,103,162,0.636,0.633,37,57,0.649,67,70,137,39,18,24,34,78,246
Kyle Kuric,FC Barcelona,27,523,89,189,0.471,43,97,0.443,46,92,0.5,0.585,33,37,0.892,21,36,57,25,19,4,18,33,254
Landry Nnoko,Alba Berlin,28,620,95,157,0.605,0,0,,95,157,0.605,0.605,54,79,0.684,58,105,163,22,8,19,56,67,244
Lautaro Tomas,Kirolbet Baskonia,1,3,0,2,0,0,0,,0,2,0,0,0,0,,0,0,0,2,0,0,0,1,0
Leandro Bolmaro,FC Barcelona,6,55,4,19,0.211,0,5,0,4,14,0.286,0.211,3,3,1,2,3,5,14,6,0,6,13,11
Leo Westermann,Fenerbahçe,22,262,29,66,0.439,21,44,0.477,8,22,0.364,0.598,5,7,0.714,5,30,35,39,8,0,23,43,84
Leon Radosevic,Bayern Munich,19,209,23,56,0.411,0,0,,23,56,0.411,0.411,7,13,0.538,12,25,37,13,2,4,12,23,53
Livio Jean Charles,LDLC ASVEL,27,571,98,194,0.505,15,48,0.313,83,146,0.568,0.544,34,39,0.872,42,59,101,17,11,18,30,50,245
Lorenz Brenneke,Alba Berlin,2,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Lorenzo Brown,Crvena zvezda mts,27,682,123,295,0.417,21,73,0.288,102,222,0.459,0.453,65,79,0.823,19,71,90,125,30,10,75,51,332
Louis Labeyrie,Valencia Basket,27,547,47,95,0.495,12,37,0.324,35,58,0.603,0.558,33,41,0.805,37,86,123,20,13,8,17,35,139
Luca Vildoza,Kirolbet Baskonia,16,370,42,110,0.382,17,59,0.288,25,51,0.49,0.459,12,12,1,4,27,31,51,18,7,30,38,113
Luigi Datome,Fenerbahçe,28,628,88,184,0.478,44,102,0.431,44,82,0.537,0.598,13,14,0.929,20,75,95,36,21,8,30,86,233
Luis Scola,AX Armani Exchange Olimpia,28,538,98,216,0.454,24,68,0.353,74,148,0.5,0.509,38,58,0.655,30,92,122,31,14,2,35,62,258
Lukas Lekavicius,Žalgiris,27,538,107,200,0.535,20,51,0.392,87,149,0.584,0.585,50,58,0.862,8,28,36,75,13,1,40,65,284
Luke Sikma,Alba Berlin,28,722,100,204,0.49,29,67,0.433,71,137,0.518,0.561,42,60,0.7,61,120,181,127,30,15,46,65,271
Makai Mason,Alba Berlin,20,220,38,82,0.463,15,34,0.441,23,48,0.479,0.555,34,37,0.919,1,12,13,22,8,0,18,26,125
Malcolm Delaney,FC Barcelona,26,584,84,190,0.442,55,128,0.43,29,62,0.468,0.587,43,63,0.683,3,53,56,124,17,2,59,71,266
Malcolm Thomas,Fenerbahçe,12,179,13,32,0.406,0,1,0,13,31,0.419,0.406,9,10,0.9,16,27,43,13,10,1,8,30,35
Malte Delow,Alba Berlin,6,25,3,5,0.6,1,2,0.5,2,3,0.667,0.7,0,0,,0,0,0,1,1,0,0,2,7
Maodo Lo,Bayern Munich,28,680,88,214,0.411,52,122,0.426,36,92,0.391,0.533,23,31,0.742,7,47,54,93,19,1,59,82,251
Marcus Eriksson,Alba Berlin,22,543,83,178,0.466,55,118,0.466,28,60,0.467,0.621,26,32,0.813,9,34,43,19,15,5,17,24,247
Marinko Nakic,Real Madrid,3,12,3,4,0.75,0,0,,3,4,0.75,0.75,0,2,0,1,1,2,0,1,0,2,0,6
Marius Grigonis,Žalgiris,10,258,38,85,0.447,17,44,0.386,21,41,0.512,0.547,22,26,0.846,6,20,26,20,5,1,13,29,115
Marko Kuridza,Crvena zvezda mts,8,139,13,32,0.406,1,8,0.125,12,24,0.5,0.422,4,8,0.5,6,17,23,8,0,6,8,15,31
Martin Hermannsson,Alba Berlin,27,696,111,271,0.41,29,86,0.337,82,185,0.443,0.463,43,50,0.86,9,34,43,130,13,1,73,58,294
Martinas Geben,Žalgiris,20,163,29,44,0.659,0,0,,29,44,0.659,0.659,13,17,0.765,13,24,37,7,6,5,16,23,71
Mateusz Ponitka,Zenit Saint Petersburg,18,438,59,120,0.492,12,37,0.324,47,83,0.566,0.542,34,48,0.708,31,51,82,29,15,6,32,33,164
Mathias Lessort,Bayern Munich,22,248,28,53,0.528,0,0,,28,53,0.528,0.528,27,45,0.6,25,24,49,11,10,10,24,42,83
Matt Janning,Kirolbet Baskonia,28,635,57,188,0.303,35,123,0.285,22,65,0.338,0.396,20,22,0.909,12,43,55,42,21,1,30,47,169
